rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.97467440922856,85.11645673893733,000070,特发信息,bottom_area,2024-01-15,7.41,2024-01-10,7.3,1.5068493150684976,3.2876712328767157,29.604628736740597,False,0.1351,0.7033,2,2,2,100.0,34.04340417899739,50.60532687651331,8.493150684931502,1.5068493150684976,历史2/2次成功; 当前距低点1.51%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
2,88.6750670880559,83.43554805627049,300454,深信服,bottom_area,2024-01-15,64.35,2024-01-10,63.21,1.8035121025154144,5.995886726783736,30.52319191030996,False,-1.4548,0.7766,4,4,4,100.0,17.782557258094812,29.49391262831224,8.196487897484586,1.8035121025154144,历史4/4次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
3,87.79224616917904,81.59652173913044,600172,黄河旋风,bottom_area,2024-01-15,3.49,2024-01-15,3.45,1.1594202898550736,2.6086956521739086,29.303278688524586,False,-1.9663,1.3946,1,1,1,100.0,51.074589127686465,51.074589127686465,8.840579710144928,1.1594202898550736,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
4,86.3510349955744,79.40234604076785,688079,美迪凯,bottom_area,2024-01-15,10.09,2024-01-15,10.03,0.5982053838484597,2.8913260219342067,28.764204545454554,False,-0.4931,1.7868,4,4,4,100.0,21.162657612593186,30.064655172413808,9.401794616151541,0.5982053838484597,历史4/4次成功; 当前距低点0.60%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
5,85.8890184615612,80.36808074108657,002632,道明光学,bottom_area,2024-01-15,8.05,2024-01-15,7.93,1.5132408575031653,2.1437578814627987,32.04798628963154,False,0.3741,3.6858,1,1,1,100.0,25.259515570934255,25.259515570934255,8.486759142496837,1.5132408575031653,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
6,85.52421862144234,80.33302325581394,603013,亚普股份,bottom_area,2024-01-15,16.62,2024-01-10,16.34,1.7135862913096767,3.671970624235015,28.175824175824175,False,-0.2999,0.369,1,1,1,100.0,53.30739299610896,53.30739299610896,8.286413708690324,1.7135862913096767,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
7,85.27953015389635,79.66903474903475,600981,苏豪汇鸿,bottom_area,2024-01-15,2.84,2024-01-15,2.8,1.42857142857143,2.85714285714286,28.20512820512821,False,0.7092,0.8431,1,1,1,100.0,20.463320463320475,20.463320463320475,8.57142857142857,1.42857142857143,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
8,84.43619560143134,76.93974379188018,600996,贵广网络,bottom_area,2024-01-15,8.18,2024-01-15,8.17,0.12239902080783092,2.5703794369645148,27.890556045895853,False,-2.503,0.7617,2,2,2,100.0,35.42372881355932,40.00000000000001,9.87760097919217,0.12239902080783092,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
9,84.09129354046706,79.15979466290378,600006,东风股份,bottom_area,2024-01-15,5.57,2024-01-10,5.47,1.8281535648994613,3.2906764168190237,27.645502645502646,False,0.1799,0.4015,1,1,1,100.0,22.6235741444867,22.6235741444867,8.171846435100539,1.8281535648994613,历史1/1次成功; 当前距低点1.83%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
10,83.91149400364561,80.45352615504075,002095,生意宝,bottom_area,2024-01-15,17.31,2024-01-10,16.84,2.7909738717339603,7.422802850356295,30.240265120132566,True,-0.3454,1.0017,3,3,3,100.0,21.32766979889348,33.84030418250951,7.20902612826604,2.7909738717339603,历史3/3次成功; 当前距低点2.79%; 最新日涨幅-0.35%; 状态bottom_area; 底部已确认
11,83.72854293863512,77.24252904902252,300745,欣锐科技,bottom_area,2024-01-15,23.58,2024-01-15,23.4,0.769230769230768,4.145299145299155,29.729729729729726,False,-5.3012,4.6755,4,4,4,100.0,21.862232273487457,36.150000000000006,9.230769230769234,0.769230769230768,历史4/4次成功; 当前距低点0.77%; 最新日涨幅-5.30%; 状态bottom_area; 底部未确认
12,83.11308656397635,77.81902358907719,001236,弘业期货,bottom_area,2024-01-15,10.51,2024-01-10,10.35,1.5458937198067646,2.9951690821256087,28.025034770514612,False,0.382,1.143,1,1,1,100.0,11.955168119551693,11.955168119551693,8.454106280193235,1.5458937198067646,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
13,83.10623204996669,77.96063590668601,002284,亚太股份,bottom_area,2024-01-15,8.03,2024-01-10,7.9,1.6455696202531518,5.69620253164556,30.457746478873233,False,-0.2484,1.1271,2,2,2,100.0,19.744809897113992,27.214170692431566,8.35443037974685,1.6455696202531518,历史2/2次成功; 当前距低点1.65%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
14,82.6625356155869,76.75506192790023,002385,大北农,bottom_area,2024-01-15,5.47,2024-01-09,5.41,1.109057301293893,4.251386321626609,27.38255033557047,False,-1.7953,0.8413,1,1,1,100.0,23.353293413173663,23.353293413173663,8.890942698706107,1.109057301293893,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
15,80.94401150626979,76.17727508510295,002413,雷科防务,bottom_area,2024-01-15,5.05,2024-01-10,4.96,1.8145161290322551,4.032258064516133,27.906976744186046,False,-1.751,1.4319,1,1,1,100.0,28.894472361809044,28.894472361809044,8.185483870967746,1.8145161290322551,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
16,80.86216908965149,76.97022111455868,603186,华正新材,bottom_area,2024-01-15,31.01,2024-01-15,30.28,2.410832232496699,3.533685601056804,31.0250569476082,False,1.0098,1.2962,1,1,1,100.0,17.994186046511643,17.994186046511643,7.589167767503302,2.410832232496699,历史1/1次成功; 当前距低点2.41%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
17,80.17708453494771,74.9318547055586,002195,岩山科技,bottom_area,2024-01-15,2.8,2024-01-11,2.76,1.449275362318842,4.347826086956526,29.230769230769234,False,-0.7092,1.0198,1,1,1,100.0,17.72151898734177,17.72151898734177,8.550724637681158,1.449275362318842,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
18,80.04484854751836,73.32856827049137,603039,泛微网络,bottom_area,2024-01-15,39.96,2024-01-15,39.8,0.4020100502512656,2.185929648241218,29.42010994857245,False,-1.7699,0.3617,2,2,2,100.0,19.43629669389389,25.971438060445035,9.597989949748735,0.4020100502512656,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
19,79.9231601546035,79.92316015460348,002146,荣盛发展,bottom_area,2024-01-15,1.68,2024-01-10,1.6,4.99999999999999,6.874999999999992,27.927927927927932,False,0.5988,1.7957,4,4,4,100.0,15.608387927975553,19.587628865979376,5.00000000000001,4.99999999999999,历史4/4次成功; 当前距低点5.00%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
20,79.12628302335148,74.78854728105054,002355,兴民智通,bottom_area,2024-01-15,5.0,2024-01-15,4.9,2.0408163265306047,2.2448979591836618,29.292929292929287,False,-0.1996,1.9371,4,5,4,80.0,17.535529599679155,21.138211382113823,7.959183673469396,2.0408163265306047,历史4/5次成功; 当前距低点2.04%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
21,78.61773186124141,72.24291625248328,688072,拓荆科技,bottom_area,2024-01-15,192.88,2024-01-15,191.8,0.563086548488,4.791449426485921,28.899762752075915,False,-2.6301,1.9271,2,2,2,100.0,15.573943994816789,19.9367088607595,9.436913451512002,0.563086548488,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
22,78.13598656087014,73.59559389515596,001366,播恩集团,bottom_area,2024-01-15,15.35,2024-01-11,15.07,1.857996018579956,4.512276045122759,27.478344562078927,False,-0.9677,7.2381,1,1,1,100.0,15.547445255474459,15.547445255474459,8.142003981420045,1.857996018579956,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
23,77.92068836229316,74.6315158839046,603306,华懋科技,bottom_area,2024-01-15,23.28,2024-01-11,22.66,2.7360988526037113,5.8693733451014936,27.603833865814696,False,-0.3851,1.3439,2,2,2,100.0,15.214092837855201,19.519094766619503,7.26390114739629,2.7360988526037113,历史2/2次成功; 当前距低点2.74%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
24,77.40666012672187,74.49176497550638,601933,永辉超市,bottom_area,2024-01-15,2.76,2024-01-10,2.68,2.9850746268656576,4.104477611940293,32.83208020050125,False,0.3636,0.263,1,1,1,100.0,11.70825335892515,11.70825335892515,7.014925373134343,2.9850746268656576,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
25,77.21975391643402,72.23371020328679,002660,茂硕电源,bottom_area,2024-01-15,10.17,2024-01-10,10.02,1.4970059880239557,3.9920159680638756,31.275720164609055,False,0.4941,5.2485,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,8.502994011976044,1.4970059880239557,历史2/3次成功; 当前距低点1.50%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
26,76.16571635924657,69.42204101755077,300413,芒果超媒,bottom_area,2024-01-15,22.03,2024-01-15,22.0,0.13636363636364154,3.0454545454545534,29.757343550447,False,-1.8271,1.9522,1,1,1,100.0,11.843817787418656,11.843817787418656,9.86363636363636,0.13636363636364154,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
27,75.79281731198157,73.57714201273444,002041,登海种业,bottom_area,2024-01-15,12.32,2024-01-10,11.91,3.442485306465157,6.5491183879093136,29.484902309058615,False,-0.4042,0.5064,2,2,2,100.0,18.2043468358871,21.395106715252467,6.557514693534844,3.442485306465157,历史2/2次成功; 当前距低点3.44%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
28,75.60999305559699,69.0761257061902,301488,豪恩汽电,bottom_area,2024-01-15,62.1,2024-01-15,61.94,0.2583144979012007,2.76073619631902,31.024498886414253,False,-2.5118,5.4507,1,1,1,100.0,11.478939577445836,11.478939577445836,9.7416855020988,0.2583144979012007,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
29,74.51478976115087,71.41301245260344,601016,节能风电,bottom_area,2024-01-15,2.97,2023-12-27,2.89,2.7681660899654004,5.8823529411764675,29.166666666666664,False,-1.0,0.3418,1,1,1,100.0,14.970059880239523,14.970059880239523,7.2318339100346005,2.7681660899654004,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
30,74.45844146833586,68.76191713782552,601995,中金公司,bottom_area,2024-01-15,33.05,2024-01-15,32.78,0.8236729713239658,1.952410006101283,27.63796909492273,False,-0.4518,0.3079,1,1,1,100.0,16.719846841097638,16.719846841097638,9.176327028676035,0.8236729713239658,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
31,72.89663250648793,70.43632155635062,002544,普天科技,bottom_area,2024-01-15,17.75,2024-01-12,17.2,3.1976744186046555,5.232558139534897,29.45036915504512,False,-1.1142,0.6978,1,1,1,100.0,14.983974358974352,14.983974358974352,6.802325581395345,3.1976744186046555,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
32,71.1005527089512,67.97206388483312,300601,康泰生物,bottom_area,2024-01-15,25.29,2024-01-09,24.64,2.6379870129870073,6.006493506493507,27.911059098888234,False,0.6367,0.7924,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,7.362012987012993,2.6379870129870073,历史2/3次成功; 当前距低点2.64%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
33,70.91910836769542,66.0216041271182,002403,爱仕达,bottom_area,2024-01-15,9.76,2024-01-15,9.64,1.2448132780082906,5.39419087136929,29.01325478645066,False,-6.8702,14.679,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,8.755186721991711,1.2448132780082906,历史2/3次成功; 当前距低点1.24%; 最新日涨幅-6.87%; 状态bottom_area; 底部未确认
34,70.6567506495593,67.37039015423095,605218,伟时电子,bottom_area,2024-01-15,20.5,2024-01-15,20.0,2.5,3.499999999999996,31.530297843204387,False,-1.014,2.756,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,7.500000000000001,2.5,历史2/3次成功; 当前距低点2.50%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
35,67.93149073176875,62.272789431274674,603286,日盈电子,bottom_area,2024-01-15,23.0,2024-01-15,22.9,0.4366812227074298,2.183406113537118,31.966726084373143,False,-0.7337,2.4564,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,9.56331877729257,0.4366812227074298,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
36,67.82537703702772,64.98761672404055,300678,中科信息,bottom_area,2024-01-15,26.84,2024-01-10,26.12,2.7565084226646204,6.8147013782542025,29.09880564603692,False,-0.2601,1.2892,2,3,2,66.66666666666666,19.170910005640856,24.552238805970156,7.24349157733538,2.7565084226646204,历史2/3次成功; 当前距低点2.76%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
37,62.9646570725632,58.80606111707296,600986,浙文互联,bottom_area,2024-01-15,5.02,2024-01-15,4.95,1.414141414141402,2.626262626262624,30.76923076923077,False,-0.5941,2.1669,1,2,1,50.0,22.25969645868466,22.25969645868466,8.585858585858599,1.414141414141402,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
38,62.33042178192378,57.96592835299258,605178,时空科技,bottom_area,2024-01-15,21.25,2024-01-15,21.0,1.1904761904761905,2.380952380952381,31.147540983606557,False,0.1414,3.4033,1,3,1,33.33333333333333,11.97247706422018,11.97247706422018,8.80952380952381,1.1904761904761905,历史1/3次成功; 当前距低点1.19%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
39,61.85296348254626,58.85573380577691,605118,力鼎光电,bottom_area,2024-01-15,20.54,2024-01-15,20.06,2.392821535393821,3.0907278165503542,31.465664502904,False,1.0827,2.0822,1,2,1,50.0,12.050359712230225,12.050359712230225,7.607178464606179,2.392821535393821,历史1/2次成功; 当前距低点2.39%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
40,61.53925036261797,58.25485216910747,601777,千里科技,bottom_area,2024-01-15,3.37,2024-01-08,3.3,2.12121212121213,4.242424242424246,28.41648590021693,False,-0.59,0.234,1,2,1,50.0,27.96352583586626,27.96352583586626,7.878787878787871,2.12121212121213,历史1/2次成功; 当前距低点2.12%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
41,57.78974825689283,53.26907537381751,300451,创业慧康,bottom_area,2024-01-15,5.55,2024-01-15,5.51,0.7259528130671513,2.177858439201454,30.778894472361813,False,-1.0695,1.6278,1,2,1,50.0,23.89380530973452,23.89380530973452,9.27404718693285,0.7259528130671513,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
42,55.630134332786064,51.28228816248814,002324,普利特,bottom_area,2024-01-15,11.04,2024-01-15,10.96,0.7299270072992544,2.0072992700729824,28.738621586475944,False,-0.5405,1.1853,1,2,1,50.0,13.260869565217392,13.260869565217392,9.270072992700747,0.7299270072992544,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
