rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.10502194966655,81.28945812807882,002016,世荣兆业,bottom_area,2025-03-04,5.88,2025-03-04,5.8,1.3793103448275874,1.3793103448275874,31.92488262910798,False,0.5128,0.9939,1,1,1,100.0,28.571428571428566,28.571428571428566,13.620689655172413,1.3793103448275874,历史1/1次成功; 当前距低点1.38%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,84.8885104072053,79.68101124697023,002522,浙江众成,bottom_area,2025-03-04,5.08,2025-03-04,4.88,4.098360655737709,5.122950819672131,29.377713458755427,False,2.4194,8.9576,2,2,2,100.0,36.58749216157104,37.41339491916859,10.90163934426229,4.098360655737709,历史2/2次成功; 当前距低点4.10%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
3,81.86154731214084,75.98530268037118,300548,长芯博创,bottom_area,2025-03-04,42.31,2025-03-04,40.88,3.4980430528375726,4.7700587084148625,29.879931389365343,False,0.0473,9.4296,1,1,1,100.0,26.026026026026024,26.026026026026024,11.501956947162427,3.4980430528375726,历史1/1次成功; 当前距低点3.50%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
4,76.87210599781231,71.10290251937215,600986,浙文互联,bottom_area,2025-03-04,8.43,2025-03-04,8.16,3.308823529411759,4.166666666666665,28.671328671328666,False,1.5663,6.0841,2,3,2,66.66666666666666,36.345986557872585,50.432276657060505,11.69117647058824,3.308823529411759,历史2/3次成功; 当前距低点3.31%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
5,69.69389956981684,64.18287507600276,605255,天普股份,bottom_area,2025-03-04,14.75,2025-03-04,14.31,3.0747728860936374,3.2145352900069812,29.403058707449432,False,1.7943,2.1359,2,4,2,50.0,15.716974496216467,16.069142125480155,11.925227113906361,3.0747728860936374,历史2/4次成功; 当前距低点3.07%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
6,64.96801295997601,57.89070366757731,688183,生益电子,bottom_area,2025-03-04,27.12,2025-03-04,26.77,1.3074336944340732,7.022786701531561,31.499488229273283,False,-7.1869,3.7444,1,2,1,50.0,26.24544349939247,26.24544349939247,13.692566305565926,1.3074336944340732,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-7.19%; 状态bottom_area; 底部未确认
7,63.279136726142255,59.98022438496895,300422,博世科,bottom_area,2025-03-04,4.3,2025-02-06,4.11,4.622871046228698,6.5693430656934195,30.220713073005083,False,2.381,4.0926,1,2,1,50.0,45.4320987654321,45.4320987654321,10.377128953771301,4.622871046228698,历史1/2次成功; 当前距低点4.62%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
8,62.12351843615752,56.396083212610435,301486,致尚科技,bottom_area,2025-03-04,60.36,2025-03-04,59.0,2.305084745762711,3.7966101694915286,29.853762929497087,False,0.2658,8.3755,1,3,1,33.33333333333333,17.19539300868862,17.19539300868862,12.694915254237287,2.305084745762711,历史1/3次成功; 当前距低点2.31%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
