rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.638019140318,80.49961967497148,601969,海南矿业,bottom_area,2026-06-08,8.97,12.75,2026-06-08,8.82,1.7006802721088474,4.875283446712015,30.823529411764707,29.647058823529406,False,-2.8169,0.9826,2,2,2,100.0,34.07081019021319,36.79833679833681,18.299319727891152,1.7006802721088474,历史2/2次成功; 当前距低点1.70%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
46,69.1133303792511,59.400187477891755,600830,香溢融通,bottom_area,2026-06-08,7.84,10.78,2026-06-08,7.71,1.686121919584953,6.355382619974051,28.478664192949903,27.27272727272727,False,-0.6337,1.9045,1,2,1,50.0,28.787878787878785,28.787878787878785,18.313878080415048,1.686121919584953,历史1/2次成功; 当前距低点1.69%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
47,67.61520332893403,58.3805360513012,603322,超讯通信,bottom_area,2026-06-08,29.46,40.16,2026-06-08,28.9,1.9377162629757865,4.083044982698961,28.037848605577686,26.64342629482071,False,-3.5047,3.9501,3,8,3,37.5,30.354995327344025,39.45833333333333,18.062283737024217,1.9377162629757865,历史3/8次成功; 当前距低点1.94%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
48,67.44118667533137,58.20645358439474,688339,亿华通,bottom_area,2026-06-08,20.22,28.94,2026-06-08,19.84,1.9153225806451561,6.350806451612911,31.444367657221843,30.13130615065654,False,-4.3519,2.4232,2,7,2,28.57142857142857,48.48980297838693,76.30996309963099,18.084677419354843,1.9153225806451561,历史2/7次成功; 当前距低点1.92%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
49,66.93202210651073,57.76569590346505,688338,赛科希德,bottom_area,2026-06-08,23.96,32.99,2026-06-08,23.51,1.9140791152700947,4.976605699702246,28.735980600181872,27.371930888147926,False,-2.4033,0.801,1,3,1,33.33333333333333,42.23904813412657,42.23904813412657,18.085920884729905,1.9140791152700947,历史1/3次成功; 当前距低点1.91%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
50,66.93106966033392,57.97888888888889,688148,芳源股份,bottom_area,2026-06-08,7.72,11.14,2026-06-08,7.56,2.1164021164021185,6.746031746031756,32.136445242369845,30.70017953321365,False,-5.508,3.633,2,5,2,40.0,24.96927803379417,26.66666666666668,17.883597883597883,2.1164021164021185,历史2/5次成功; 当前距低点2.12%; 最新日涨幅-5.51%; 状态bottom_area; 底部未确认
51,66.92368448630751,57.25623705352309,603123,翠微股份,bottom_area,2026-06-08,9.18,13.39,2026-06-08,9.05,1.436464088397779,5.856353591160214,32.412247946228526,31.441374159820768,False,-3.8743,2.1182,2,7,2,28.57142857142857,37.51123366013071,45.93749999999999,18.563535911602223,1.436464088397779,历史2/7次成功; 当前距低点1.44%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
52,65.99642382066088,57.432195542610785,688221,前沿生物,bottom_area,2026-06-08,18.16,25.51,2026-06-08,17.74,2.3675310033821972,5.86245772266067,30.458643669149367,28.812230497843988,False,-3.4043,2.6986,3,8,3,37.5,30.52508725979674,34.87394957983194,17.632468996617803,2.3675310033821972,历史3/8次成功; 当前距低点2.37%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
53,65.96889707023577,56.07057207918952,601515,衢州东峰,bottom_area,2026-06-08,3.75,5.2,2026-06-08,3.71,1.078167115902966,4.851752021563346,28.653846153846157,27.884615384615387,False,-4.0921,1.2098,1,4,1,25.0,34.48275862068966,34.48275862068966,18.921832884097036,1.078167115902966,历史1/4次成功; 当前距低点1.08%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
54,65.20111014673931,54.58052003081665,600550,保变电气,bottom_area,2026-06-08,12.19,17.32,2026-06-08,12.16,0.24671052631578422,5.180921052631571,29.79214780600462,29.618937644341802,False,-4.9883,1.8385,1,2,1,50.0,35.285053929121716,35.285053929121716,19.753289473684216,0.24671052631578422,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
55,64.94540382578967,55.08177149807292,600983,惠而浦,bottom_area,2026-06-08,8.41,11.47,2026-06-08,8.33,0.9603841536614653,3.1212484993997576,27.375762859633827,26.67829119442023,False,-2.3229,0.2741,1,2,1,50.0,36.51315789473685,36.51315789473685,19.03961584633854,0.9603841536614653,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
56,64.87418240020492,56.33158967956723,600620,天宸股份,bottom_area,2026-06-08,4.55,6.54,2026-06-08,4.45,2.2471910112359472,5.617977528089887,31.957186544342502,30.428134556574925,False,-3.397,1.0081,1,2,1,50.0,29.38271604938273,29.38271604938273,17.752808988764055,2.2471910112359472,历史1/2次成功; 当前距低点2.25%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
57,64.82407178217824,55.01875000000002,000017,深中华A,bottom_area,2026-06-08,5.05,7.11,2026-06-08,5.0,0.9999999999999963,6.199999999999992,29.676511954992975,28.973277074542903,False,-5.0752,2.2083,1,2,1,50.0,46.874999999999986,46.874999999999986,19.000000000000007,0.9999999999999963,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
58,64.74906443291421,55.80105944299354,603353,和顺石油,bottom_area,2026-06-08,40.51,58.69,2026-06-08,39.78,1.835093011563592,6.812468577174462,32.22013971715794,30.97631623785994,False,-6.8736,2.9761,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,18.164906988436407,1.835093011563592,历史2/6次成功; 当前距低点1.84%; 最新日涨幅-6.87%; 状态bottom_area; 底部未确认
59,64.46631600037678,55.14588477140664,688239,航宇科技,bottom_area,2026-06-08,52.54,71.23,2026-06-08,51.8,1.4285714285714326,7.683397683397692,27.27783237399973,26.238944265056862,False,-7.8246,4.2536,1,4,1,25.0,33.80660015349194,33.80660015349194,18.57142857142857,1.4285714285714326,历史1/4次成功; 当前距低点1.43%; 最新日涨幅-7.82%; 状态bottom_area; 底部未确认
60,63.749208107146806,56.65506905270983,605218,伟时电子,bottom_area,2026-06-08,16.18,22.37,2026-06-05,15.63,3.5188739603326864,11.964171465131153,30.129637907912382,27.670987930263752,True,-4.1469,2.268,2,6,2,33.33333333333333,40.29445348889792,42.36874236874236,16.481126039667316,3.5188739603326864,历史2/6次成功; 当前距低点3.52%; 最新日涨幅-4.15%; 状态bottom_area; 底部已确认
61,63.69665872456815,53.92228757958397,601865,福莱特,bottom_area,2026-06-08,10.57,15.09,2026-06-08,10.48,0.8587786259541972,5.3435114503816665,30.55003313452617,29.953611663353215,False,-5.0314,1.0263,1,2,1,50.0,39.24894003634159,39.24894003634159,19.141221374045802,0.8587786259541972,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
62,62.39201456448007,56.02784274777471,688302,海创药业,bottom_area,2026-06-08,34.88,47.07,2026-06-08,33.51,4.088331841241434,12.50373022978217,28.80815806246017,25.897599320161458,False,-7.5046,2.571,2,5,2,40.0,38.6518244398128,40.24920312952768,15.911668158758568,4.088331841241434,历史2/5次成功; 当前距低点4.09%; 最新日涨幅-7.50%; 状态bottom_area; 底部未确认
63,62.03818740957439,53.09118351105073,688185,康希诺,bottom_area,2026-06-08,50.32,68.48,2026-06-08,49.6,1.451612903225804,3.8709677419354875,27.57009345794393,26.51869158878505,False,-3.5276,1.5131,2,9,2,22.22222222222222,29.060781585215047,36.75601999091322,18.548387096774196,1.451612903225804,历史2/9次成功; 当前距低点1.45%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
64,61.69148461063587,52.96743628185907,688189,南新制药,bottom_area,2026-06-08,7.48,10.4,2026-06-08,7.36,1.630434782608697,6.249999999999999,29.230769230769234,28.076923076923077,False,-3.3592,2.245,1,3,1,33.33333333333333,23.18007662835249,23.18007662835249,18.369565217391305,1.630434782608697,历史1/3次成功; 当前距低点1.63%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
65,61.131192707842224,52.08278117275471,688176,亚虹医药,bottom_area,2026-06-08,10.05,14.59,2026-06-08,9.93,1.2084592145015207,7.452165156092651,31.939684715558602,31.11720356408498,False,-3.3654,2.6269,1,5,1,20.0,25.473484848484844,25.473484848484844,18.79154078549848,1.2084592145015207,历史1/5次成功; 当前距低点1.21%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
66,60.990563973871915,51.75158359857963,605598,上海港湾,bottom_area,2026-06-08,38.93,56.2,2026-06-08,38.55,0.9857328145265956,8.664072632944238,31.405693950177945,30.729537366548048,False,-6.0796,2.0957,1,2,1,50.0,29.134701159678855,29.134701159678855,19.014267185473404,0.9857328145265956,历史1/2次成功; 当前距低点0.99%; 最新日涨幅-6.08%; 状态bottom_area; 底部未确认
67,59.86275692637577,50.17421448930391,605108,同庆楼,bottom_area,2026-06-08,12.75,17.8,2026-06-08,12.71,0.3147128245475936,4.0912667191188,28.595505617977523,28.370786516853936,False,-2.8201,1.0608,1,3,1,33.33333333333333,21.658206429780034,21.658206429780034,19.685287175452405,0.3147128245475936,历史1/3次成功; 当前距低点0.31%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
