rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.23123176132415,77.82052056257957,688320,禾川科技,bottom_area,2023-03-02,45.4,2023-03-01,43.63,4.0568416227366395,8.18244327297731,27.5008308408109,True,1.4752,9.0757,1,1,1,100.0,33.54902936784469,33.54902936784469,5.943158377263361,4.0568416227366395,历史1/1次成功; 当前距低点4.06%; 最新日涨幅1.48%; 状态bottom_area; 底部已确认
2,76.99374540032274,74.91670482673265,002855,捷荣技术,bottom_area,2023-03-02,10.46,2023-02-27,10.1,3.5643564356435764,3.7623762376237706,31.710615280594993,False,0.9653,3.6597,1,1,1,100.0,21.093749999999993,21.093749999999993,6.4356435643564245,3.5643564356435764,历史1/1次成功; 当前距低点3.56%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
3,71.33985173675508,69.81896458496078,603318,水发燃气,bottom_area,2023-03-02,8.86,2022-12-30,8.53,3.868698710433764,9.613130128956628,30.819140308191407,True,-0.4494,1.5014,1,1,1,100.0,10.696761530912658,10.696761530912658,6.131301289566236,3.868698710433764,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
4,62.951277554122946,58.43897508743516,002812,恩捷股份,bottom_area,2023-03-02,119.81,2023-03-02,118.51,1.0969538435575032,3.982786262762635,28.140916808149395,False,-2.9643,2.0544,1,2,1,50.0,16.39800995024876,16.39800995024876,8.903046156442498,1.0969538435575032,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
5,53.28595876192875,53.14164439217364,000419,通程控股,bottom_area,2023-03-02,6.26,2023-02-16,5.97,4.857621440536014,7.035175879396983,30.093676814988285,True,-0.4769,2.3556,1,2,1,50.0,24.82269503546099,24.82269503546099,5.142378559463986,4.857621440536014,历史1/2次成功; 当前距低点4.86%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
