rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.67850242759083,81.18454545454546,301058,中粮科工,bottom_area,2025-05-26,10.86,2025-04-30,10.45,3.9234449760765564,8.038277511961722,29.77150537634409,True,2.0677,1.4287,1,1,1,100.0,57.794273594909875,57.794273594909875,16.076555023923444,3.9234449760765564,历史1/1次成功; 当前距低点3.92%; 最新日涨幅2.07%; 状态bottom_area; 底部已确认
2,87.60752893212216,78.83642228739004,000565,渝三峡A,bottom_area,2025-05-26,10.66,2025-05-26,10.23,4.203323558162265,5.571847507331381,30.597014925373134,False,2.6975,14.4178,1,1,1,100.0,57.568807339449535,57.568807339449535,15.796676441837738,4.203323558162265,历史1/1次成功; 当前距低点4.20%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
3,87.46266464499324,73.47119382157943,002304,洋河股份,bottom_area,2025-05-26,66.7,2025-05-26,66.41,0.43668122270743304,1.2498117753350375,30.09473684210527,False,-0.9357,0.4525,2,2,2,100.0,20.62810220081931,20.781426953567394,19.56331877729257,0.43668122270743304,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
4,83.79033182084217,74.9930289411173,688010,福光股份,bottom_area,2025-05-26,32.99,2025-05-23,31.75,3.9055118110236284,4.535433070866135,28.907299596954765,False,3.7095,2.1766,3,4,3,75.0,29.852665969092307,42.08955223880597,16.09448818897637,3.9055118110236284,历史3/4次成功; 当前距低点3.91%; 最新日涨幅3.71%; 状态bottom_area; 底部未确认
5,82.00303216974756,71.6021381434228,002813,路畅科技,bottom_area,2025-05-26,23.31,2025-05-26,22.73,2.551693796744383,3.739551253849529,29.409937888198762,False,-0.342,6.4949,3,5,3,60.0,53.266653128562695,85.16388729154689,17.44830620325562,2.551693796744383,历史3/5次成功; 当前距低点2.55%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
6,78.04439879546491,67.08687575541397,002819,东方中科,bottom_area,2025-05-26,30.0,2025-05-23,29.5,1.694915254237288,8.101694915254239,27.62512266928361,False,1.6949,8.2042,2,5,2,40.0,36.08216416706984,51.677148846960186,18.305084745762713,1.694915254237288,历史2/5次成功; 当前距低点1.69%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
7,74.6379482285936,63.49030617556759,002041,登海种业,bottom_area,2025-05-26,9.91,2025-05-26,9.8,1.1224489795918309,1.1224489795918309,27.72861356932153,False,1.0194,0.6629,1,2,1,50.0,21.395106715252467,21.395106715252467,18.87755102040817,1.1224489795918309,历史1/2次成功; 当前距低点1.12%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
8,72.38632582558807,65.99698326346558,001223,欧克科技,bottom_area,2025-05-26,38.59,2025-05-26,36.78,4.921152800435025,5.845568243610654,31.661092530657747,False,3.8482,6.9449,2,3,2,66.66666666666666,28.658843988122396,30.11687144141446,15.078847199564976,4.921152800435025,历史2/3次成功; 当前距低点4.92%; 最新日涨幅3.85%; 状态bottom_area; 底部未确认
9,67.42758153770723,57.47643718863083,688280,精进电动,bottom_area,2025-05-26,7.37,2025-05-26,7.28,1.2362637362637343,3.434065934065934,27.634194831013918,False,-1.2064,4.055,1,3,1,33.33333333333333,32.37518910741301,32.37518910741301,18.763736263736266,1.2362637362637343,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
10,59.676949451314606,51.15891726383111,300727,润禾材料,bottom_area,2025-05-26,28.24,2025-05-23,27.81,1.5462064005753318,6.076950737144917,30.82089552238807,False,-0.7381,1.1292,1,7,1,14.285714285714285,26.812499999999993,26.812499999999993,18.45379359942467,1.5462064005753318,历史1/7次成功; 当前距低点1.55%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
