rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.74919410034614,79.30789169652205,002553,南方精工,bottom_area,2022-08-24,16.67,2022-08-24,16.43,1.4607425441266098,4.808277541083379,27.30088495575222,False,0.3008,21.4825,1,1,1,100.0,18.916046758767262,18.916046758767262,13.539257455873392,1.4607425441266098,历史1/1次成功; 当前距低点1.46%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
2,84.85435983206288,77.56314255494179,002077,大港股份,bottom_area,2022-08-24,16.51,2022-08-23,16.08,2.6741293532338513,6.902985074626885,28.53333333333334,False,1.7879,22.3449,1,1,1,100.0,24.40944881889765,24.40944881889765,12.325870646766148,2.6741293532338513,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
3,83.12440211299436,74.606793220339,002471,中超控股,bottom_area,2022-08-24,3.0,2022-08-24,2.95,1.6949152542372818,6.7796610169491425,29.59427207637232,False,-5.0633,10.0716,1,1,1,100.0,29.2,29.2,13.305084745762718,1.6949152542372818,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
4,81.90307108130213,71.68428772577586,688083,中望软件,bottom_area,2022-08-24,187.65,2022-08-24,187.0,0.3475935828877036,4.695187165775402,27.79086380661854,False,-3.323,1.0076,2,2,2,100.0,20.144091907310933,21.52777777777778,14.652406417112296,0.3475935828877036,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
5,81.77778718842134,71.36142857142859,002110,三钢闽光,bottom_area,2022-08-24,5.33,2022-08-24,5.32,0.18796992481202604,2.06766917293232,28.398384925975765,False,-1.2963,0.4883,1,1,1,100.0,22.90322580645161,22.90322580645161,14.812030075187973,0.18796992481202604,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
6,77.47379483020754,68.5095694313406,600248,陕建股份,bottom_area,2022-08-24,4.49,2022-08-03,4.45,0.8988764044943828,5.393258426966296,28.2258064516129,False,-2.603,1.2339,1,1,1,100.0,16.28498727735369,16.28498727735369,14.101123595505616,0.8988764044943828,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
7,75.70613653417168,71.34536195039276,000715,中兴商业,bottom_area,2022-08-24,5.08,2022-08-03,4.87,4.312114989733059,7.802874743326487,27.421758569299552,True,-2.1195,1.7351,1,1,1,100.0,24.33862433862435,24.33862433862435,10.687885010266939,4.312114989733059,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-2.12%; 状态bottom_area; 底部已确认
8,63.58441176470588,55.29079283887468,002272,川润股份,bottom_area,2022-08-24,8.51,2022-08-24,8.51,0.0,6.933019976498237,31.037277147487845,False,-9.9471,39.7809,1,2,1,50.0,48.337595907928375,48.337595907928375,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
9,60.486477310669166,52.72779260655044,300552,万集科技,bottom_area,2022-08-24,22.6,2022-08-24,22.57,0.13291980505095763,6.73460345591493,30.145465800061906,False,-5.5973,3.4289,1,2,1,50.0,23.929299796057098,23.929299796057098,14.867080194949041,0.13291980505095763,历史1/2次成功; 当前距低点0.13%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
10,59.017314057330324,51.8176970422263,603180,金牌家居,bottom_area,2022-08-24,23.33,2022-08-10,23.21,0.5170185264971885,5.342524773804388,27.15003138731952,False,-3.0341,0.7766,1,2,1,50.0,23.744619799139173,23.744619799139173,14.482981473502813,0.5170185264971885,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
