rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.80001285661578,86.52915576902937,002779,中坚科技,bottom_area,2025-06-06,95.71,2025-06-06,94.3,1.4952279957582149,3.711558854718982,30.809303690659622,False,-2.087,3.1683,4,4,4,100.0,30.635890319129533,38.253119429590015,6.504772004241785,1.4952279957582149,历史4/4次成功; 当前距低点1.50%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
2,88.68719196629765,86.59867132362868,002819,东方中科,bottom_area,2025-06-06,28.66,2025-05-30,27.89,2.7608461814270333,4.266762280387228,31.575073601570164,False,0.7027,4.836,5,5,5,100.0,24.050540953130696,51.677148846960186,5.239153818572967,2.7608461814270333,历史5/5次成功; 当前距低点2.76%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
3,88.49957759596433,85.08529238093388,000811,冰轮环境,bottom_area,2025-06-06,9.39,2025-06-03,9.21,1.9543973941368045,6.297502714440806,28.54926299456943,False,-2.1875,2.4308,5,5,5,100.0,28.501712040676264,47.451868629671566,6.045602605863196,1.9543973941368045,历史5/5次成功; 当前距低点1.95%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
4,86.91715151599905,82.56912326557334,002041,登海种业,bottom_area,2025-06-06,9.89,2025-06-03,9.76,1.3319672131147622,2.151639344262304,28.023598820059004,False,0.2026,0.7076,2,2,2,100.0,18.2043468358871,21.395106715252467,6.668032786885238,1.3319672131147622,历史2/2次成功; 当前距低点1.33%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
5,85.43310932374217,84.15782215569556,603192,汇得科技,bottom_area,2025-06-06,21.17,2025-06-05,20.51,3.217942467089225,4.485616772306183,31.610536845615194,False,2.2705,6.3902,4,4,4,100.0,16.530811723972995,25.562817719680464,4.782057532910775,3.217942467089225,历史4/4次成功; 当前距低点3.22%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
6,85.37355686216344,79.80870808213454,688318,财富趋势,bottom_area,2025-06-06,97.19,2025-06-06,96.71,0.49632923172371424,2.6781098128425227,30.906622847753095,False,-1.7588,0.8026,7,7,7,100.0,22.098595325078524,36.949152542372886,7.503670768276286,0.49632923172371424,历史7/7次成功; 当前距低点0.50%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
7,85.15016455815375,82.7592607717509,301518,长华化学,bottom_area,2025-06-06,22.79,2025-06-06,22.23,2.5191183085919873,4.948268106162834,27.495107632093934,False,1.5145,13.8066,2,2,2,100.0,33.77876621150887,55.817490494296564,5.480881691408013,2.5191183085919873,历史2/2次成功; 当前距低点2.52%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
8,84.38109975961903,78.79643955680942,688083,中望软件,bottom_area,2025-06-06,68.38,2025-06-06,68.08,0.44065804935369735,3.231492361927149,32.29912490055688,False,-1.5123,0.903,7,7,7,100.0,15.973870480300228,27.053669222343906,7.559341950646303,0.44065804935369735,历史7/7次成功; 当前距低点0.44%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
9,83.80967406325557,80.62067834216549,002811,郑中设计,bottom_area,2025-06-06,10.8,2025-06-03,10.59,1.9830028328611977,4.249291784702542,28.203389830508474,False,0.0,4.6361,2,2,2,100.0,15.709273124134537,16.78832116788322,6.016997167138802,1.9830028328611977,历史2/2次成功; 当前距低点1.98%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,82.95629742303632,78.48761393851855,301366,一博科技,bottom_area,2025-06-06,35.17,2025-06-06,34.78,1.121334100057506,6.382978723404252,32.8312089609888,False,-3.0061,10.746,2,2,2,100.0,26.366966057256242,36.479591836734706,6.8786658999424946,1.121334100057506,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
11,81.45056075518664,76.37319687736029,002136,安纳达,bottom_area,2025-06-06,10.77,2025-06-06,10.7,0.6542056074766383,2.7102803738317847,28.428093645484953,False,-0.92,6.4533,3,3,3,100.0,22.230030443048534,42.29299363057326,7.345794392523362,0.6542056074766383,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
12,81.42988317667448,79.30671137605565,002040,南京港,bottom_area,2025-06-06,10.16,2025-06-03,9.9,2.626262626262624,6.868686868686866,31.72413793103448,False,0.8937,7.8395,1,1,1,100.0,33.196721311475414,33.196721311475414,5.373737373737376,2.626262626262624,历史1/1次成功; 当前距低点2.63%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
13,81.28766884319657,78.70536371603858,688682,霍莱沃,bottom_area,2025-06-06,28.65,2025-06-05,28.0,2.3214285714285663,4.607142857142854,31.37254901960784,False,0.8448,1.7855,1,1,1,100.0,26.22699386503069,26.22699386503069,5.678571428571434,2.3214285714285663,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
14,81.26126189363706,77.76461196554109,300819,聚杰微纤,bottom_area,2025-06-06,22.56,2025-06-06,22.18,1.7132551848512128,3.155996393146976,28.451612903225808,False,-1.096,2.6025,2,2,2,100.0,19.520611758074537,26.54716175842936,6.286744815148787,1.7132551848512128,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
15,81.07749902014542,79.41212135521224,301607,富特科技,bottom_area,2025-06-06,34.18,2025-06-06,33.21,2.9208069858476327,3.7037037037036944,32.88197251414712,False,0.264,6.0815,2,2,2,100.0,20.707318725509857,31.437893264973205,5.079193014152367,2.9208069858476327,历史2/2次成功; 当前距低点2.92%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
16,80.63016107777095,76.41139130434782,688305,科德数控,bottom_area,2025-06-06,55.38,2025-06-05,54.72,1.2061403508771997,1.8640350877193042,32.26046051002724,False,-0.4852,0.5467,1,1,1,100.0,22.69565217391304,22.69565217391304,6.7938596491228,1.2061403508771997,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
17,80.3093937254511,76.88750608272505,002889,东方嘉盛,bottom_area,2025-06-06,14.65,2025-06-05,14.4,1.7361111111111112,3.611111111111108,32.92966930600838,False,-0.8125,2.5596,1,1,1,100.0,31.751824817518237,31.751824817518237,6.263888888888888,1.7361111111111112,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
18,80.26420364113518,78.02929062568353,605377,华旺科技,bottom_area,2025-06-06,8.91,2025-06-05,8.69,2.531645569620261,5.178365937859621,28.062913907284777,False,2.1789,1.4173,1,1,1,100.0,25.16904583020285,25.16904583020285,5.468354430379739,2.531645569620261,历史1/1次成功; 当前距低点2.53%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
19,80.141388036146,80.26729752245573,002490,山东墨龙,bottom_area,2025-06-06,4.08,2025-05-30,3.92,4.081632653061228,7.908163265306135,29.36936936936937,True,1.4925,4.7967,3,3,3,100.0,13.674300921695417,14.885496183206094,3.918367346938772,4.081632653061228,历史3/3次成功; 当前距低点4.08%; 最新日涨幅1.49%; 状态bottom_area; 底部已确认
20,80.00908957606681,79.54401937366818,000715,中兴商业,bottom_area,2025-06-06,5.61,2025-06-03,5.41,3.6968576709796706,6.099815157116452,28.815789473684205,False,-0.3552,1.8488,4,4,4,100.0,20.069112169364704,29.105691056910565,4.3031423290203294,3.6968576709796706,历史4/4次成功; 当前距低点3.70%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
21,79.74500827032782,78.6205193170447,002304,洋河股份,bottom_area,2025-06-06,67.12,2025-05-29,65.0,3.2615384615384686,3.538461538461534,31.57894736842105,False,0.7052,0.3409,2,2,2,100.0,20.62810220081931,20.781426953567394,4.738461538461531,3.2615384615384686,历史2/2次成功; 当前距低点3.26%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
22,78.98692121668009,75.6293012947679,688448,磁谷科技,bottom_area,2025-06-06,29.21,2025-06-03,28.71,1.7415534656913967,2.7168234064785706,27.113480578827115,False,-0.7475,2.4608,1,1,1,100.0,25.053995680345576,25.053995680345576,6.258446534308604,1.7415534656913967,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
23,77.70406237852862,72.29113044381901,688179,阿拉丁,bottom_area,2025-06-06,12.18,2025-06-06,12.15,0.24691358024690832,3.539094650205759,30.41237113402062,False,-2.9482,2.2531,2,2,2,100.0,11.957491434311619,12.021924482338617,7.7530864197530915,0.24691358024690832,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
24,77.56552409153868,75.43318036863764,688543,国科军工,bottom_area,2025-06-06,44.63,2025-06-04,43.52,2.5505514705882337,4.572610294117635,31.604589030331603,False,-0.7561,3.1374,1,1,1,100.0,33.916331836445266,33.916331836445266,5.449448529411766,2.5505514705882337,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
25,77.49707664401726,72.9241601858097,605378,野马电池,bottom_area,2025-06-06,16.84,2025-06-06,16.7,0.8383233532934166,2.934131736526958,32.850824286288706,False,-0.7075,1.7946,2,2,2,100.0,22.61041629741227,29.89631336405531,7.161676646706583,0.8383233532934166,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
26,77.39004282970821,72.69310059363778,603332,苏州龙杰,bottom_area,2025-06-06,14.87,2025-06-06,14.76,0.7452574525745219,6.368563685636854,31.348837209302328,False,-4.9233,12.4512,3,3,3,100.0,13.775739707030569,17.241379310344836,7.2547425474254785,0.7452574525745219,历史3/3次成功; 当前距低点0.75%; 最新日涨幅-4.92%; 状态bottom_area; 底部未确认
27,75.82579978438548,76.74663597965403,300557,理工光科,bottom_area,2025-06-06,24.87,2025-05-29,23.77,4.627681952040393,7.278081615481701,27.375496486403904,False,0.3632,1.9709,3,3,3,100.0,10.63306898014043,14.165753924790064,3.372318047959607,4.627681952040393,历史3/3次成功; 当前距低点4.63%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
28,74.86911380016201,70.57249429458024,600770,综艺股份,bottom_area,2025-06-06,5.44,2025-06-05,5.39,0.9276437847866551,4.267161410018561,28.60927152317881,False,-1.982,3.5705,1,1,1,100.0,27.72861356932153,27.72861356932153,7.072356215213345,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
29,74.32523592170945,69.79585494980353,000096,广聚能源,bottom_area,2025-06-06,13.77,2025-06-06,13.67,0.7315288953913653,1.243599122165325,28.802083333333332,False,-0.5776,2.3455,1,1,1,100.0,21.149144254278735,21.149144254278735,7.2684711046086345,0.7315288953913653,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
30,73.39172137429759,74.12771989533367,688135,利扬芯片,bottom_area,2025-06-06,19.66,2025-05-30,18.81,4.518872939925579,5.901116427432234,27.290297642056444,False,0.0509,3.3474,4,5,4,80.0,21.885753754645094,40.41850220264317,3.481127060074421,4.518872939925579,历史4/5次成功; 当前距低点4.52%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
31,73.19206280276038,72.58861074891043,300619,金银河,bottom_area,2025-06-06,19.15,2025-06-06,18.49,3.5694970254191465,6.435911303407255,31.518518518518523,False,2.4064,2.7068,1,1,1,100.0,8.640128854118736,8.640128854118736,4.430502974580854,3.5694970254191465,历史1/1次成功; 当前距低点3.57%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
