rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,66.60795506213955,60.61109737165753,600639,浦东金桥,bottom_area,2024-02-08,11.32,2024-02-02,15.14,2024-02-08,10.8,4.81481481481481,7.129629629629624,28.66578599735799,25.23117569352708,False,2.5362318840579823,6.332024812942719,5,14,5,35.714285714285715,48.79579573429115,85.08655126498003,1994-04-20; 1995-04-27; 2007-06-05; 2008-04-22; 2024-01-22,15.18518518518519,4.81481481481481,历史5/14次成功; 当前距低点4.81%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
