rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.79353032083513,79.42220219547633,601019,山东出版,bottom_area,2024-11-25,10.38,2024-11-25,10.22,1.5655577299412928,2.446183953033268,28.028169014084497,False,0.2899,0.2673,1,1,1,100.0,20.815450643776817,20.815450643776817,8.434442270058709,1.5655577299412928,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
2,81.43368384593583,74.37525547445257,002388,新亚制程,bottom_area,2024-11-25,4.12,2024-11-25,4.11,0.24330900243308481,5.596107055961059,31.040268456375834,False,-4.8499,9.1634,1,1,1,100.0,50.505050505050505,50.505050505050505,9.756690997566917,0.24330900243308481,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
3,80.66339235492309,77.19282772147761,000782,恒申新材,bottom_area,2024-11-25,4.96,2024-11-22,4.83,2.6915113871635588,6.8322981366459645,27.0392749244713,False,2.268,3.9244,1,1,1,100.0,22.631578947368432,22.631578947368432,7.308488612836442,2.6915113871635588,历史1/1次成功; 当前距低点2.69%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
4,79.35405248594923,77.52456424419822,600421,退市华嵘,bottom_area,2024-11-25,10.17,2024-11-25,9.8,3.7755102040816246,4.795918367346927,29.036929761042718,False,-1.9286,5.1497,3,3,3,100.0,26.842621018840468,44.900662251655625,6.224489795918376,3.7755102040816246,历史3/3次成功; 当前距低点3.78%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
5,77.85211607142857,70.77465097402596,002721,金一文化,bottom_area,2024-11-25,2.43,2024-11-25,2.43,0.0,0.8230452674897125,27.67857142857142,False,-5.0781,1.0411,2,2,2,100.0,23.250811688311686,23.376623376623378,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
6,74.32547127013169,70.87660945598299,301628,强达电路,bottom_area,2024-11-25,85.08,2024-11-25,83.0,2.5060240963855405,8.433734939759036,27.26316711944615,False,-6.5055,14.8345,1,1,1,100.0,19.08787309538719,19.08787309538719,7.4939759036144595,2.5060240963855405,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-6.51%; 状态bottom_area; 底部未确认
7,72.80784210526316,66.18894736842105,603007,顺景科技,bottom_area,2024-11-25,12.77,2024-11-25,12.77,0.0,0.0,29.330381848367466,False,-4.9851,0.185,1,1,1,100.0,15.263157894736846,15.263157894736846,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
8,71.61860786208649,68.71481643750957,001255,博菲电气,bottom_area,2024-11-25,30.55,2024-11-25,29.71,2.827330865028609,9.39077751598788,27.35941320293398,False,-6.8881,27.1832,1,1,1,100.0,11.403929084810729,11.403929084810729,7.172669134971392,2.827330865028609,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.89%; 状态bottom_area; 底部未确认
