rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.0938546910079,90.11011111535423,605228,神通科技,bottom_area,2025-12-10,14.32,2025-12-10,14.15,1.2014134275618369,1.4134275618374508,27.061855670103085,False,0.4208,0.5484,5,5,5,100.0,23.813622205350633,47.56554307116105,6.798586572438163,1.2014134275618369,历史5/5次成功; 当前距低点1.20%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
12,81.37445595502031,80.3495044678902,603178,圣龙股份,bottom_area,2025-12-10,18.25,2025-12-05,17.66,3.34088335220838,4.0203850509626315,28.182187881252542,False,0.1647,0.6307,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,4.65911664779162,3.34088335220838,历史6/7次成功; 当前距低点3.34%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
13,81.32411604588133,77.64141669851143,000998,隆平高科,bottom_area,2025-12-10,9.58,2025-12-09,9.43,1.5906680805938531,1.8027571580063622,27.40569668976136,False,0.6303,1.0706,1,1,1,100.0,11.549139367018313,11.549139367018313,6.4093319194061475,1.5906680805938531,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
14,80.99660853711154,79.9483234659399,300768,迪普科技,bottom_area,2025-12-10,19.28,2025-12-05,18.66,3.3226152197213343,6.216505894962488,27.05238467552775,False,-0.5673,1.1931,3,3,3,100.0,34.32196863927173,47.28781110402041,4.677384780278666,3.3226152197213343,历史3/3次成功; 当前距低点3.32%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
15,80.1552019826493,77.5624490347821,688190,云路股份,bottom_area,2025-12-10,95.13,2025-12-10,93.0,2.2903225806451566,3.2150537634408547,28.351309707241917,False,0.8695,0.3683,1,1,1,100.0,19.70099203576919,19.70099203576919,5.709677419354843,2.2903225806451566,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
16,79.66418565471052,76.28873993834631,688050,爱博医疗,bottom_area,2025-12-10,59.92,2025-12-10,58.89,1.7490236033282411,1.8169468500594335,29.750685911964688,False,-0.2497,1.0933,2,2,2,100.0,12.024267494272554,12.90770757525636,6.250976396671759,1.7490236033282411,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
17,78.51427459373012,75.38532651673677,003038,鑫铂股份,bottom_area,2025-12-10,15.67,2025-11-24,15.38,1.8855656697009047,5.7867360208062335,28.76331635016211,False,-0.9482,1.8907,1,1,1,100.0,25.507614213197975,25.507614213197975,6.114434330299096,1.8855656697009047,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
18,78.09554067836109,72.84411689037084,301177,迪阿股份,bottom_area,2025-12-10,28.93,2025-12-10,28.82,0.3816793893129751,1.1450381679389254,30.167191664647447,False,0.1385,0.2127,1,1,1,100.0,10.776053215077603,10.776053215077603,7.618320610687025,0.3816793893129751,历史1/1次成功; 当前距低点0.38%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
19,77.25473003194192,76.75964659703037,603197,保隆科技,bottom_area,2025-12-10,35.35,2025-11-21,34.1,3.6656891495601167,5.014662756598243,27.431368376250266,False,0.8559,0.7283,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,4.334310850439883,3.6656891495601167,历史5/6次成功; 当前距低点3.67%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
20,76.08304820782449,74.38332053509649,688337,普源精电,bottom_area,2025-12-10,36.76,2025-12-04,35.75,2.8251748251748197,5.398601398601397,28.499999999999996,False,0.1635,0.5285,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.17482517482518,2.8251748251748197,历史4/6次成功; 当前距低点2.83%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
21,75.9902835743318,74.80396518375244,002418,康盛股份,bottom_area,2025-12-10,4.54,2025-12-05,4.4,3.1818181818181746,7.954545454545446,27.031509121061358,True,-2.5751,5.5979,1,1,1,100.0,29.078014184397176,29.078014184397176,4.8181818181818254,3.1818181818181746,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
22,75.45651772322836,75.33722786195774,300035,中科电气,bottom_area,2025-12-10,21.22,2025-12-05,20.42,3.91772771792359,5.729676787463261,29.097222222222218,False,1.0958,2.9994,1,1,1,100.0,27.686274509803933,27.686274509803933,4.08227228207641,3.91772771792359,历史1/1次成功; 当前距低点3.92%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
23,75.15102463733083,73.88105984556044,300612,宣亚国际,bottom_area,2025-12-10,17.22,2025-12-05,16.7,3.113772455089818,7.544910179640728,28.418345477925417,True,-0.5199,10.0173,4,5,4,80.0,16.615381952501274,25.592417061611382,4.886227544910183,3.113772455089818,历史4/5次成功; 当前距低点3.11%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
24,74.6247067744277,72.18163601693155,002291,遥望科技,bottom_area,2025-12-10,6.76,2025-12-05,6.61,2.269288956127072,5.597579425113466,28.77155172413792,False,-1.7442,5.4755,3,4,3,75.0,17.153843209146633,27.107438016528935,5.730711043872929,2.269288956127072,历史3/4次成功; 当前距低点2.27%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
25,74.1570205781539,71.09946265830277,000638,,bottom_area,2025-12-10,5.06,2025-12-10,4.97,1.8108651911468785,4.627766599597594,27.656477438136832,False,-3.0651,3.9918,1,1,1,100.0,11.764705882352935,11.764705882352935,6.1891348088531215,1.8108651911468785,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
26,73.29438964467073,72.94672864008817,600550,保变电气,bottom_area,2025-12-10,9.4,2025-12-04,9.06,3.752759381898453,6.401766004415012,30.307692307692303,False,-1.8789,3.6305,1,1,1,100.0,35.285053929121716,35.285053929121716,4.247240618101547,3.752759381898453,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
27,72.5972963422001,70.6602660647868,301349,信德新材,bottom_area,2025-12-10,47.86,2025-12-05,46.65,2.5937834941050393,5.787781350482321,28.472861085556577,False,-0.4783,3.2885,1,1,1,100.0,8.785443179281096,8.785443179281096,5.40621650589496,2.5937834941050393,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
28,72.02633005269612,70.74792806708959,002706,良信股份,bottom_area,2025-12-10,9.74,2025-11-24,9.45,3.0687830687830786,6.560846560846572,27.083333333333343,False,0.4124,1.8597,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,4.931216931216921,3.0687830687830786,历史4/6次成功; 当前距低点3.07%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
29,70.58153455341295,69.47368982429981,603938,三孚股份,confirmed_rebound,2025-12-10,17.86,2025-11-21,17.31,3.177354130560374,8.08781051415368,27.45180217937972,False,-1.1621,1.3961,1,1,1,100.0,19.774501300954046,19.774501300954046,4.822645869439627,3.177354130560374,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-1.16%; 状态confirmed_rebound; 底部未确认
30,69.34596754374252,68.98327533488956,002017,东信和平,bottom_area,2025-12-10,21.15,2025-12-04,20.39,3.7273173124080334,5.394801373222157,29.373051610668515,False,0.237,1.3258,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,4.272682687591967,3.7273173124080334,历史2/3次成功; 当前距低点3.73%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
31,69.03919364300927,64.7648128741148,000695,滨海能源,bottom_area,2025-12-10,13.37,2025-12-10,13.28,0.677710843373493,3.91566265060242,31.012987012987015,False,-0.8895,9.5529,4,6,4,66.66666666666666,15.663048012579045,21.910112359550556,7.322289156626508,0.677710843373493,历史4/6次成功; 当前距低点0.68%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
32,66.70169383924477,64.62951016943718,688348,昱能科技,bottom_area,2025-12-10,51.2,2025-12-05,50.02,2.3590563774490194,5.497800879648141,30.796900940785832,False,-0.9671,0.9558,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,5.6409436225509815,2.3590563774490194,历史2/3次成功; 当前距低点2.36%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
33,57.7709859497028,58.24147079521463,600104,上汽集团,bottom_area,2025-12-10,15.35,2025-11-21,14.7,4.421768707482996,7.959183673469387,28.74454677653902,True,1.3201,0.4215,1,2,1,50.0,24.425287356321842,24.425287356321842,3.578231292517004,4.421768707482996,历史1/2次成功; 当前距低点4.42%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
34,57.38351781509433,56.932566791007154,002468,申通快递,bottom_area,2025-12-10,14.14,2025-11-21,13.65,3.5897435897435908,6.2271062271062245,31.988041853512705,False,1.8732,0.9475,1,2,1,50.0,16.382699868938413,16.382699868938413,4.41025641025641,3.5897435897435908,历史1/2次成功; 当前距低点3.59%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
