rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.13729445937456,88.62948491306902,605136,丽人丽妆,bottom_area,2025-06-23,10.54,2025-06-23,10.35,1.8357487922705265,2.3188405797101472,28.768066070199588,False,0.381,4.9501,4,4,4,100.0,23.62899010454739,52.667814113597245,8.164251207729475,1.8357487922705265,历史4/4次成功; 当前距低点1.84%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,93.50965027192875,89.97664090170603,603327,福蓉科技,bottom_area,2025-06-23,8.99,2025-06-23,8.73,2.978235967926687,3.092783505154634,28.148148148148145,False,1.2387,0.7284,6,6,6,100.0,44.87644574504772,129.39632545931758,7.021764032073313,2.978235967926687,历史6/6次成功; 当前距低点2.98%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
3,92.3919990755052,85.83189189189189,301260,格力博,bottom_area,2025-06-23,18.71,2025-06-23,18.5,1.1351351351351398,2.108108108108111,29.3353705118411,False,0.107,2.1601,1,1,1,100.0,58.71313672922254,58.71313672922254,8.86486486486486,1.1351351351351398,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
4,90.09904828060661,84.97517222410818,688136,科兴制药,bottom_area,2025-06-23,40.2,2025-06-23,39.44,1.926977687626788,4.893509127789046,32.23367697594502,False,-1.3497,3.2578,4,4,4,100.0,27.57355565536154,60.65012831479899,8.073022312373212,1.926977687626788,历史4/4次成功; 当前距低点1.93%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
5,90.06251600139655,84.56153846153849,001230,劲旅环境,bottom_area,2025-06-23,19.83,2025-06-23,19.5,1.6923076923076836,2.7692307692307647,30.629669156883672,False,1.0188,3.5477,1,1,1,100.0,84.69119579500656,84.69119579500656,8.307692307692317,1.6923076923076836,历史1/1次成功; 当前距低点1.69%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
6,88.5872191959929,84.27545188999326,002127,南极电商,bottom_area,2025-06-23,3.87,2025-06-20,3.78,2.3809523809523894,2.6455026455026482,29.34579439252336,False,0.7813,1.5923,3,3,3,100.0,23.570017841745774,33.53658536585366,7.6190476190476115,2.3809523809523894,历史3/3次成功; 当前距低点2.38%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
7,88.08138780673154,83.32023170907038,601068,中铝国际,bottom_area,2025-06-23,4.41,2025-06-19,4.32,2.08333333333333,2.77777777777778,27.150084317032032,False,0.9153,0.2861,3,3,3,100.0,14.786191984249353,18.6700767263427,7.9166666666666705,2.08333333333333,历史3/3次成功; 当前距低点2.08%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
8,87.55012252623996,82.01734114526302,002041,登海种业,bottom_area,2025-06-23,9.68,2025-06-23,9.53,1.5739769150052505,1.783840503672612,29.719764011799416,False,0.5192,0.5245,2,2,2,100.0,18.2043468358871,21.395106715252467,8.42602308499475,1.5739769150052505,历史2/2次成功; 当前距低点1.57%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
9,87.23619400900661,83.54582622484182,002678,珠江钢琴,bottom_area,2025-06-23,4.89,2025-06-23,4.76,2.7310924369747878,2.7310924369747878,29.79351032448378,False,1.2422,2.1866,3,3,3,100.0,23.939338608302766,35.5191256830601,7.268907563025212,2.7310924369747878,历史3/3次成功; 当前距低点2.73%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
10,86.75512195121948,82.71999999999998,603787,新日股份,bottom_area,2025-06-23,11.89,2025-06-23,11.6,2.500000000000008,2.6724137931034524,28.39506172839506,False,1.0195,3.5014,1,1,1,100.0,92.85714285714283,92.85714285714283,7.499999999999993,2.500000000000008,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
11,85.74632973715687,79.95301305360087,605198,安德利,bottom_area,2025-06-23,39.65,2025-06-20,39.13,1.3289036544850397,5.264502938921531,29.748653500897664,False,-1.7105,1.5666,1,1,1,100.0,43.241469816272954,43.241469816272954,8.671096345514961,1.3289036544850397,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
