rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.93379572978247,84.93908396946566,002687,乔治白,bottom_area,2024-07-25,3.99,2024-07-25,3.93,1.5267175572519098,2.035623409669202,32.82051282051282,False,0.5038,0.6813,1,1,1,100.0,64.00000000000001,64.00000000000001,13.473282442748088,1.5267175572519098,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,94.47108552430193,84.12170385791184,603368,柳药集团,bottom_area,2024-07-25,16.74,2024-07-25,16.53,1.2704174228674971,2.6618269812462048,31.410788381742737,False,-0.0597,1.0645,3,3,3,100.0,31.603524634675978,42.85714285714285,13.7295825771325,1.2704174228674971,历史3/3次成功; 当前距低点1.27%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
3,94.43200857724678,85.42676753001585,000789,万年青,bottom_area,2024-07-25,4.34,2024-07-09,4.25,2.1176470588235263,7.2941176470588145,29.752066115702476,True,1.4019,0.4085,2,2,2,100.0,34.00539152759949,47.599999999999994,12.882352941176473,2.1176470588235263,历史2/2次成功; 当前距低点2.12%; 最新日涨幅1.40%; 状态bottom_area; 底部已确认
4,93.90030466671205,83.29865736563168,600210,紫江企业,bottom_area,2024-07-25,4.73,2024-07-25,4.68,1.0683760683760837,2.350427350427357,27.329192546583858,False,0.2119,0.5931,2,2,2,100.0,18.895455922199744,19.867549668874158,13.931623931623916,1.0683760683760837,历史2/2次成功; 当前距低点1.07%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
5,93.12441010428225,84.79349555221556,601886,江河集团,bottom_area,2024-07-25,4.57,2024-07-25,4.46,2.4663677130044914,3.363228699551578,29.54186413902054,False,1.5556,0.6683,3,3,3,100.0,27.40222547239673,33.5540838852097,12.533632286995507,2.4663677130044914,历史3/3次成功; 当前距低点2.47%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
6,92.63108986912279,83.09928725532498,001218,丽臣实业,bottom_area,2024-07-25,14.01,2024-07-25,13.78,1.6690856313497853,2.975326560232222,30.404040404040412,False,0.0714,0.8804,2,2,2,100.0,25.18711018711019,29.999999999999993,13.330914368650216,1.6690856313497853,历史2/2次成功; 当前距低点1.67%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
7,92.31221910469327,81.85544650040224,300469,信息发展,bottom_area,2024-07-25,12.56,2024-07-25,12.43,1.0458567980691937,3.4593724859211563,27.900232018561482,False,-0.4754,11.2111,1,1,1,100.0,52.431476569407586,52.431476569407586,13.954143201930805,1.0458567980691937,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
8,92.01200720154046,84.54829415309719,000811,冰轮环境,bottom_area,2024-07-25,8.36,2024-07-24,8.12,2.955665024630545,3.3251231527093763,31.64983164983166,False,1.827,1.0272,3,3,3,100.0,32.0817763938432,47.451868629671566,12.044334975369454,2.955665024630545,历史3/3次成功; 当前距低点2.96%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
9,91.73605965447192,81.24355905840525,000065,北方国际,bottom_area,2024-07-25,9.28,2024-07-25,9.19,0.9793253536452652,2.285092491838965,30.641509433962266,False,0.0,0.5667,3,3,3,100.0,29.926993896325044,41.48061104582843,14.020674646354733,0.9793253536452652,历史3/3次成功; 当前距低点0.98%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,90.76360706174665,83.23412047140988,600973,宝胜股份,bottom_area,2024-07-25,3.25,2024-07-18,3.16,2.84810126582278,4.113924050632908,31.749460043196542,False,0.9317,0.5871,2,2,2,100.0,40.36446966390223,46.551724137931025,12.15189873417722,2.84810126582278,历史2/2次成功; 当前距低点2.85%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
11,90.73320617081498,80.67818201155744,300349,金卡智能,bottom_area,2024-07-25,10.17,2024-07-25,10.05,1.1940298507462608,3.084577114427848,32.59557344064386,False,-0.4892,1.1653,1,1,1,100.0,45.48693586698337,45.48693586698337,13.805970149253739,1.1940298507462608,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
