rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.76353901282573,86.54946993770638,300707,威唐工业,bottom_area,2023-03-16,15.46,2023-03-14,15.23,1.5101772816808956,6.106369008535783,31.6427289048474,False,-1.8413,2.4562,4,4,4,100.0,30.92835559106886,59.14285714285715,13.489822718319102,1.5101772816808956,历史4/4次成功; 当前距低点1.51%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
2,90.53042072145593,81.9251635259971,300382,斯莱克,bottom_area,2023-03-16,15.78,2023-03-14,15.45,2.135922330097088,4.919093851132696,29.836512261580385,False,-1.6822,1.0542,3,3,3,100.0,30.403583003325068,49.70059880239522,12.864077669902912,2.135922330097088,历史3/3次成功; 当前距低点2.14%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
3,89.48228328103674,79.5641229627875,002347,泰尔股份,bottom_area,2023-03-16,5.09,2023-03-16,5.03,1.1928429423459166,3.379721669980118,28.954802259887003,False,-1.3566,2.6516,2,2,2,100.0,22.816155222237516,29.585798816568047,13.807157057654083,1.1928429423459166,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
4,88.38807005318775,78.68374188711076,002708,光洋股份,bottom_area,2023-03-16,6.45,2023-03-14,6.37,1.2558869701726856,4.866562009419146,31.65236051502146,False,-1.5267,1.1326,1,1,1,100.0,35.522388059701484,35.522388059701484,13.744113029827314,1.2558869701726856,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
5,88.30220595993563,78.73638740208068,002660,茂硕电源,bottom_area,2023-03-16,9.05,2023-03-14,8.93,1.343784994400907,5.375139977603589,28.15768302493966,False,-2.2678,2.9854,2,2,2,100.0,20.21622144792876,24.71428571428572,13.656215005599092,1.343784994400907,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
6,85.22610261855257,75.59240788280029,002645,华宏科技,bottom_area,2023-03-16,15.25,2023-03-14,15.09,1.0603048376408226,3.9098740888005294,27.936962750716337,False,-0.974,0.7057,1,1,1,100.0,16.50485436893203,16.50485436893203,13.939695162359179,1.0603048376408226,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
7,83.6696802233279,72.75624367245905,600152,维科技术,bottom_area,2023-03-16,11.04,2023-03-16,11.04,0.0,2.5362318840579814,27.795945062132116,False,-2.7313,2.3738,2,2,2,100.0,23.6894821099949,24.87644151565074,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
8,81.03613526441428,70.8472562637652,300473,德尔股份,bottom_area,2023-03-16,17.38,2023-03-16,17.33,0.28851702250433187,3.519907674552816,30.120967741935495,False,-1.8634,2.5469,1,1,1,100.0,21.37137137137137,21.37137137137137,14.711482977495669,0.28851702250433187,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
9,78.7243852616252,70.09159191131461,688221,前沿生物,bottom_area,2023-03-16,13.62,2023-03-14,13.45,1.263940520446096,3.717472118959108,27.688172043010763,False,-1.5184,1.723,3,5,3,60.0,26.09342095662206,34.87394957983194,13.736059479553903,1.263940520446096,历史3/5次成功; 当前距低点1.26%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
10,77.9771356308135,68.4229043275064,300427,红相股份,confirmed_rebound,2023-03-16,14.52,2023-03-16,14.45,0.4844290657439466,19.584775086505203,29.06234658811979,False,-15.3846,5.9801,1,1,1,100.0,31.168831168831172,31.168831168831172,14.515570934256052,0.4844290657439466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-15.38%; 状态confirmed_rebound; 底部未确认
11,76.82874177781848,67.49949144633253,605128,上海沿浦,bottom_area,2023-03-16,41.95,2023-03-14,41.72,0.5512943432406615,6.327900287631833,29.88235294117647,False,-3.4078,1.6502,1,1,1,100.0,16.80883090817863,16.80883090817863,14.448705656759339,0.5512943432406615,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
