rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.60969712900568,83.11700711527638,300363,博腾股份,bottom_area,2023-06-14,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,0.0,0.9534,1,1,1,100.0,36.97403760071621,36.97403760071621,6.736770228747009,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,75.579991014151,70.83410591766727,688176,亚虹医药,bottom_area,2023-06-14,11.2,2023-06-09,11.13,0.6289308176100494,4.761904761904756,31.211372064276876,False,-1.0601,1.368,1,1,1,100.0,25.473484848484844,25.473484848484844,7.3710691823899515,0.6289308176100494,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
21,75.4666758540726,70.978973042362,600935,华塑股份,bottom_area,2023-06-14,3.72,2023-05-31,3.69,0.8130081300813075,3.2520325203252063,27.788649706457928,False,-0.8,0.157,1,1,1,100.0,28.50877192982458,28.50877192982458,7.1869918699186925,0.8130081300813075,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
22,74.94732441632999,70.33374262840577,600256,广汇能源,bottom_area,2023-06-14,7.22,2023-06-01,7.17,0.6973500697350046,5.718270571827059,29.49852507374631,False,-0.4138,0.9744,1,1,1,100.0,23.62204724409449,23.62204724409449,7.302649930264995,0.6973500697350046,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
23,74.57946625662491,72.20332604372092,002768,国恩股份,bottom_area,2023-06-14,23.41,2023-06-12,22.88,2.3164335664335716,3.8898601398601427,27.48019017432647,False,-0.6367,0.548,1,1,1,100.0,13.681691264459511,13.681691264459511,5.683566433566428,2.3164335664335716,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
24,73.96431409245987,73.88746805184432,000792,盐湖股份,bottom_area,2023-06-14,19.23,2023-05-30,18.5,3.945945945945948,7.5675675675675595,29.49695121951219,True,-0.6715,0.2968,2,2,2,100.0,16.850671013984325,24.904214559386965,4.054054054054053,3.945945945945948,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.67%; 状态bottom_area; 底部已确认
25,73.46713471046786,68.9654600774479,601669,中国电建,bottom_area,2023-06-14,5.65,2023-06-07,5.61,0.7130124777183606,3.208556149732615,29.78723404255319,False,-1.2238,0.9384,1,1,1,100.0,16.457680250783696,16.457680250783696,7.286987522281639,0.7130124777183606,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
26,73.18065089030934,73.22320190352202,601111,中国国航,bottom_area,2023-06-14,8.26,2023-06-02,7.94,4.030226700251881,7.178841309823669,29.920564872021178,True,-1.3142,0.4405,1,1,1,100.0,30.97913322632423,30.97913322632423,3.9697732997481188,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
27,72.80820251606588,72.55213615317233,000703,恒逸石化,bottom_area,2023-06-14,6.8,2023-06-12,6.55,3.816793893129771,5.80152671755725,27.222222222222225,False,1.949,0.5226,1,1,1,100.0,11.475409836065575,11.475409836065575,4.183206106870229,3.816793893129771,历史1/1次成功; 当前距低点3.82%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
28,72.37058787760526,72.87026972716293,002481,双塔食品,bottom_area,2023-06-14,4.55,2023-06-12,4.36,4.357798165137603,5.963302752293573,29.677419354838708,False,1.3363,0.8476,1,1,1,100.0,19.817470664928287,19.817470664928287,3.642201834862397,4.357798165137603,历史1/1次成功; 当前距低点4.36%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
29,69.19705480629591,68.67600754616178,300498,温氏股份,confirmed_rebound,2023-06-14,16.66,2023-06-07,16.08,3.6069651741293653,8.146766169154244,28.849557522123902,True,-1.4784,0.4986,1,1,1,100.0,11.558538404175993,11.558538404175993,4.393034825870635,3.6069651741293653,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-1.48%; 状态confirmed_rebound; 底部已确认
30,67.63131686422373,68.8810305385301,002567,唐人神,confirmed_rebound,2023-06-14,6.57,2023-06-07,6.26,4.952076677316302,9.90415335463259,32.76047261009668,True,-1.3514,1.867,2,2,2,100.0,12.482609477479864,13.8187221396731,3.047923322683699,4.952076677316302,历史2/2次成功; 当前距低点4.95%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
31,67.51699974373999,66.97931115591398,000545,金浦钛业,bottom_area,2023-06-14,2.89,2023-06-12,2.79,3.5842293906810068,4.3010752688172085,28.277634961439592,False,0.6969,0.4014,2,3,2,66.66666666666666,17.55208333333334,24.6875,4.415770609318994,3.5842293906810068,历史2/3次成功; 当前距低点3.58%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
32,66.41880820812675,66.41880820812675,600984,建设机械,bottom_area,2023-06-14,4.42,2023-06-12,4.25,3.9999999999999982,4.70588235294118,32.0,False,1.1442,0.658,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,4.000000000000002,3.9999999999999982,历史2/3次成功; 当前距低点4.00%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
33,59.028982564455426,57.775269660431604,688161,威高骨科,bottom_area,2023-06-14,44.24,2023-06-08,43.0,2.883720930232563,4.302325581395352,28.571428571428577,False,0.0452,0.4683,1,2,1,50.0,12.258889147106666,12.258889147106666,5.116279069767438,2.883720930232563,历史1/2次成功; 当前距低点2.88%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
