rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.60969712900568,83.11700711527638,300363,博腾股份,bottom_area,2023-06-14,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,0.0,0.9534,1,1,1,100.0,36.97403760071621,36.97403760071621,6.736770228747009,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.48506674567844,81.24985497254005,603185,弘元绿能,bottom_area,2023-06-14,70.21,2023-06-14,70.1,0.15691868758915753,2.653352353780313,27.289700238564468,False,-2.1327,0.8754,4,4,4,100.0,25.686180538942583,43.51028702057404,7.843081312410842,0.15691868758915753,历史4/4次成功; 当前距低点0.16%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
3,87.37247391352676,85.0491062000562,688075,安旭生物,bottom_area,2023-06-14,66.33,2023-05-10,64.65,2.598607888631079,7.764887857695276,30.37906525953047,True,-0.4204,0.788,5,5,5,100.0,27.010388097500325,40.134529147982065,5.401392111368922,2.598607888631079,历史5/5次成功; 当前距低点2.60%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
4,86.79129111683733,83.40456047919722,600409,三友化工,bottom_area,2023-06-14,5.28,2023-06-14,5.18,1.9305019305019409,2.895752895752903,30.000000000000004,False,2.1277,1.0583,3,3,3,100.0,13.366155272804479,18.95551257253386,6.06949806949806,1.9305019305019409,历史3/3次成功; 当前距低点1.93%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
5,83.57809079579776,79.16950215305584,300753,爱朋医疗,bottom_area,2023-06-14,18.82,2023-06-06,18.6,1.182795698924725,7.526881720430099,32.017543859649116,True,-1.466,12.8544,1,1,1,100.0,28.044496487119456,28.044496487119456,6.817204301075275,1.182795698924725,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-1.47%; 状态bottom_area; 底部已确认
6,83.15213295072418,82.90648410891998,000301,东方盛虹,bottom_area,2023-06-14,11.34,2023-06-09,10.92,3.846153846153846,5.677655677655671,27.586206896551722,False,0.7105,0.4309,4,4,4,100.0,17.503843430918035,28.337639965546952,4.153846153846154,3.846153846153846,历史4/4次成功; 当前距低点3.85%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
7,81.79551182836143,79.9542454245984,600955,维远股份,bottom_area,2023-06-14,18.62,2023-06-12,18.11,2.8161236885698595,4.0861402540033245,28.924646781789644,False,0.6486,0.2981,2,2,2,100.0,22.33874964805201,25.969084423305596,5.183876311430141,2.8161236885698595,历史2/2次成功; 当前距低点2.82%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
8,81.38760679084756,77.13557055561964,600995,南网储能,bottom_area,2023-06-14,10.87,2023-06-07,10.74,1.2104283054003633,3.910614525139664,32.7909887359199,False,-1.0018,0.8325,1,1,1,100.0,26.64165103189493,26.64165103189493,6.789571694599637,1.2104283054003633,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
9,80.8773768347187,77.11995353468303,000723,美锦能源,bottom_area,2023-06-14,6.65,2023-06-14,6.55,1.5267175572519165,3.0534351145038197,30.907172995780595,False,-1.4815,1.2488,1,1,1,100.0,30.434782608695667,30.434782608695667,6.473282442748084,1.5267175572519165,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
10,80.74248689242235,76.65765848245252,688289,圣湘生物,bottom_area,2023-06-14,17.13,2023-06-12,16.91,1.3010053222944935,2.069781194559441,31.399594320486813,False,-0.1166,0.4585,1,1,1,100.0,25.182530200451346,25.182530200451346,6.698994677705507,1.3010053222944935,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
11,80.63242382726388,77.03778454825363,300357,我武生物,bottom_area,2023-06-14,33.69,2023-06-12,33.15,1.6289592760180969,3.0165912518853695,30.53227158424141,False,0.9589,0.6184,1,1,1,100.0,8.773181169757484,8.773181169757484,6.371040723981904,1.6289592760180969,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
12,79.48419780510571,78.71985461889653,688327,云从科技,bottom_area,2023-06-14,21.01,2023-06-13,20.3,3.497536945812812,7.241379310344821,32.01607501674481,False,-1.5925,6.3225,5,5,5,100.0,13.1948325556438,25.853071055800886,4.502463054187189,3.497536945812812,历史5/5次成功; 当前距低点3.50%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
13,78.86956187898073,77.75200458261362,300762,上海瀚讯,bottom_area,2023-06-14,11.41,2023-06-14,11.05,3.2579185520361937,5.158371040723968,29.974651457541185,False,1.966,2.1483,1,1,1,100.0,32.580961727183514,32.580961727183514,4.742081447963806,3.2579185520361937,历史1/1次成功; 当前距低点3.26%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
14,77.94608918679901,75.925733830955,000657,中钨高新,bottom_area,2023-06-14,9.35,2023-06-14,9.11,2.6344676180021978,4.500548847420419,27.294493216280923,False,1.41,0.7835,1,1,1,100.0,15.120000000000006,15.120000000000006,5.365532381997802,2.6344676180021978,历史1/1次成功; 当前距低点2.63%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
15,77.6093173329027,76.18128404428764,002041,登海种业,bottom_area,2023-06-14,15.62,2023-06-07,15.16,3.034300791556722,3.8918205804749335,28.49056603773585,False,1.2314,0.4407,1,1,1,100.0,21.395106715252467,21.395106715252467,4.965699208443278,3.034300791556722,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
16,77.50001590045261,78.5957348801192,600009,上海机场,bottom_area,2023-06-14,46.94,2023-06-06,44.82,4.730031236055327,6.046407853636771,29.83719474013776,False,0.2777,0.4829,3,3,3,100.0,21.829065044759854,27.704918032786885,3.2699687639446737,4.730031236055327,历史3/3次成功; 当前距低点4.73%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
17,76.98098358374168,72.26577020843925,002378,章源钨业,bottom_area,2023-06-14,5.64,2023-06-14,5.6,0.714285714285715,1.42857142857143,28.020565552699235,False,0.1776,0.4918,1,1,1,100.0,11.743772241992884,11.743772241992884,7.285714285714286,0.714285714285715,历史1/1次成功; 当前距低点0.71%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
18,76.08600821639898,70.45000760777683,300601,康泰生物,bottom_area,2023-06-14,24.74,2023-06-14,24.74,0.0,2.1422797089733274,28.03955788248983,False,-1.5911,1.031,2,2,2,100.0,11.290363482671175,11.580726965342352,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
19,75.87512018737898,75.91789083010015,601388,怡球资源,bottom_area,2023-06-14,2.84,2023-05-30,2.73,4.029304029304025,4.3956043956043995,27.777777777777775,False,1.0676,0.5186,2,2,2,100.0,15.509161381254394,18.333333333333325,3.9706959706959752,4.029304029304025,历史2/2次成功; 当前距低点4.03%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
