rank,code,name,rank_score,probability_score,current_drawdown_pct,current_low_to_latest_pct,latest_turn,latest_pct_chg,current_stage,current_is_bottom_confirmed,latest_close,current_low_price,current_top_price,history_success_rate_pct,history_sample_count,history_success_count,reason
150,600104,上汽集团,67.75492466323402,58.5258485463151,27.83018867924528,1.9607843137254812,1.2625349844751463,0.4599816007359703,bottom_area,False,10.92,10.71,14.84,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.96%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
151,603759,海天股份,67.4629174920619,60.44779214096563,29.440154440154444,3.9671682626539,1.0187759875259876,1.8766756032171596,bottom_area,False,7.6,7.31,10.36,50.0,2,1,历史1/2次成功; 当前距低点3.97%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
152,603758,秦安股份,67.4191216080181,59.60765774314728,28.17719680464778,3.235591506572298,0.8787434892790595,2.202202202202219,bottom_area,False,10.21,9.89,13.77,50.0,2,1,历史1/2次成功; 当前距低点3.24%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
153,000566,海南海药,67.31679727985751,60.071107048262895,32.85457809694793,3.743315508021382,1.9133583994810048,2.37467018469657,bottom_area,False,3.88,3.74,5.57,33.33333333333333,6,2,历史2/6次成功; 当前距低点3.74%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
154,002177,御银股份,67.24712790263423,60.99717142196044,29.710144927536223,4.639175257731951,4.532529193608075,1.8394648829431317,bottom_area,False,6.09,5.82,8.28,42.85714285714285,7,3,历史3/7次成功; 当前距低点4.64%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
155,688355,明志科技,67.23879574602134,60.46654293706953,28.209389281262983,4.16666666666666,1.1364506950820938,1.1235955056179805,bottom_area,False,18.0,17.28,24.07,40.0,5,2,历史2/5次成功; 当前距低点4.17%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
156,300386,飞天诚信,67.16289478475464,59.29929290016722,27.708179808400885,3.160040774719661,2.4936821947606607,1.810865191146882,bottom_area,False,10.12,9.81,13.57,33.33333333333333,9,3,历史3/9次成功; 当前距低点3.16%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
157,603069,海汽集团,66.88568147772087,59.01189207738816,27.701993704092335,3.120464441219169,1.3041139240506328,2.083333333333348,bottom_area,False,14.21,13.78,19.06,22.22222222222222,9,2,历史2/9次成功; 当前距低点3.12%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
158,600550,保变电气,66.59882198689027,59.64587350125363,32.621247113163975,3.941730934018859,1.8015361220833712,2.2765598650927643,bottom_area,False,12.13,11.67,17.32,50.0,2,1,历史1/2次成功; 当前距低点3.94%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
159,300520,科大国创,66.4476786429442,59.50940006805325,31.500742942050525,3.940708604483007,4.513796380708341,2.678571428571419,bottom_area,True,28.75,27.66,40.38,33.33333333333333,6,2,历史2/6次成功; 当前距低点3.94%; 最新日涨幅2.68%; 状态bottom_area; 底部已确认
160,688302,海创药业,66.36391652250195,60.409355589304695,30.550244316974723,4.833282349342324,1.0554902917854343,2.5740796168811864,bottom_area,False,34.27,32.69,47.07,40.0,5,2,历史2/5次成功; 当前距低点4.83%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
161,000856,冀东装备,66.35515086749785,57.746002609938266,27.28921124206709,2.369077306733183,2.202114537444934,1.1083743842364768,bottom_area,False,8.21,8.02,11.03,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.37%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
162,688137,近岸蛋白,66.30804987691506,58.28041789382543,27.418699186991876,2.91234948193783,1.1390031201115618,0.2728512960436635,bottom_area,False,36.75,35.71,49.2,25.0,4,1,历史1/4次成功; 当前距低点2.91%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
163,688293,奥浦迈,66.24836941570943,60.305466282350864,27.119367926542807,4.834456489891586,1.3803350061792226,3.680092726745876,bottom_area,False,35.78,34.13,46.83,50.0,2,1,历史1/2次成功; 当前距低点4.83%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
164,300111,向日葵,66.18876330010357,59.31298994358596,27.40384615384616,3.973509933774838,2.3416523749238074,2.28013029315961,bottom_area,True,3.14,3.02,4.16,50.0,2,1,历史1/2次成功; 当前距低点3.97%; 最新日涨幅2.28%; 状态bottom_area; 底部已确认
165,603196,璞源材料,65.93554983326925,59.16598619535661,30.20937188434696,4.047619047619054,2.016344260137446,2.389878163074055,bottom_area,False,21.85,21.0,30.09,40.0,5,2,历史2/5次成功; 当前距低点4.05%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
166,000707,双环科技,65.7841836520796,59.1782405238373,29.93827160493828,4.185022026431726,1.742026038848598,2.159827213822907,bottom_area,False,4.73,4.54,6.48,50.0,2,1,历史1/2次成功; 当前距低点4.19%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
167,001258,立新能源,65.77696957568064,55.99718033421254,30.948121645796068,1.1658031088082883,2.9621023389027554,-0.1278772378516701,bottom_area,False,7.81,7.72,11.18,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.17%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
168,688289,圣湘生物,65.47019046366037,58.358282747247856,27.486910994764408,3.6823104693140793,1.6555572208363984,0.1394700139470073,bottom_area,False,14.36,13.85,19.1,50.0,2,1,历史1/2次成功; 当前距低点3.68%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
169,000006,深振业A,65.46906143640027,58.08455382863269,32.53333333333334,3.425559947299075,1.761419775198865,0.0,bottom_area,True,7.85,7.59,11.25,25.0,4,1,历史1/4次成功; 当前距低点3.43%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
170,000017,深中华A,65.42115044072108,59.62140306122452,31.082981715893105,4.897959183673455,2.0931578196024594,2.39043824701195,bottom_area,False,5.14,4.9,7.11,50.0,2,1,历史1/2次成功; 当前距低点4.90%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
171,002487,大金重工,65.15134584933426,57.8740810484778,27.90377145721088,3.493222106360789,3.655849961242134,1.8296853625171083,bottom_area,False,59.55,57.54,79.81,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.49%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
172,605162,新中港,64.96043726924975,54.569620619666246,32.29629629629629,0.4376367614879556,4.6408653538698745,-3.57142857142857,bottom_area,False,9.18,9.14,13.5,40.0,5,2,历史2/5次成功; 当前距低点0.44%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
173,300653,正海生物,64.89844417593268,57.05018851293679,28.705999008428364,2.9207232267037546,0.8032777777777778,1.1619958988380086,bottom_area,False,14.8,14.38,20.17,25.0,4,1,历史1/4次成功; 当前距低点2.92%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
174,002273,水晶光电,64.87328511971253,54.46181392948757,27.178329571106097,0.4029758214507209,4.230938425673448,-2.380952380952384,bottom_area,False,32.39,32.26,44.3,50.0,2,1,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
175,002274,华昌化工,64.42247367709162,57.70814229249011,28.328611898017,3.9525691699604777,1.7185601227809513,0.9596928982725572,bottom_area,False,5.26,5.06,7.06,50.0,2,1,历史1/2次成功; 当前距低点3.95%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
176,600936,北投科技,64.32710939641686,54.0151300275256,27.627627627627625,0.4149377593360907,4.687730070069216,-2.0242914979757165,bottom_area,False,4.84,4.82,6.66,50.0,2,1,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
177,002588,史丹利,64.30002003921257,58.21291603384684,30.743801652892557,4.534606205250585,1.9540685770212585,2.3364485981308247,bottom_area,False,8.76,8.38,12.1,50.0,2,1,历史1/2次成功; 当前距低点4.53%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
178,605388,均瑶健康,64.08140502255355,56.28913977726764,28.727770177838572,2.879078694817665,1.337904125513339,1.5151515151515138,bottom_area,False,5.36,5.21,7.31,25.0,4,1,历史1/4次成功; 当前距低点2.88%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
179,002543,万和电气,64.05635765752025,53.8136436409426,28.795811518324616,0.4411764705882389,0.917674375985392,-2.8449502133712667,bottom_area,False,6.83,6.8,9.55,33.33333333333333,3,1,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
180,300584,海辰药业,63.98115053703467,57.62334963679984,32.543443917851505,4.248912679826027,2.888323980792702,2.940204823257342,bottom_area,False,31.16,29.89,44.31,28.57142857142857,7,2,历史2/7次成功; 当前距低点4.25%; 最新日涨幅2.94%; 状态bottom_area; 底部未确认
181,003007,直真科技,63.92215207200785,57.11603145695365,30.52999631947001,3.814569536423835,2.320090036560704,1.5548069448043431,bottom_area,False,39.19,37.75,54.34,50.0,2,1,历史1/2次成功; 当前距低点3.81%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
182,600963,岳阳林纸,63.76989118773945,56.600495137046856,27.65072765072765,3.448275862068969,1.6773691342279289,3.151862464183375,bottom_area,False,3.6,3.48,4.81,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.45%; 最新日涨幅3.15%; 状态bottom_area; 底部未确认
183,601515,衢州东峰,63.3651115084872,56.39826678765878,30.57692307692308,3.6011080332410064,0.952313834356396,1.9073569482289,bottom_area,False,3.74,3.61,5.2,25.0,4,1,历史1/4次成功; 当前距低点3.60%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
184,300699,光威复材,63.072014539654816,57.09664295379737,27.588061306802903,4.530263646490898,2.381305033450446,3.1513374862587096,bottom_area,False,28.15,26.93,37.19,25.0,4,1,历史1/4次成功; 当前距低点4.53%; 最新日涨幅3.15%; 状态bottom_area; 底部未确认
185,603709,中源家居,63.0556743904676,56.818911101582906,27.043090638930167,4.276985743380848,1.7897151178438355,1.7892644135188762,bottom_area,False,15.36,14.73,20.19,50.0,2,1,历史1/2次成功; 当前距低点4.28%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
186,600241,时代万恒,62.507114456818606,55.264059276445245,29.183266932270907,3.234880450070317,2.2092264353142643,1.3812154696132506,bottom_area,False,7.34,7.11,10.04,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.23%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
187,603300,海南华铁,62.42711296650496,55.41576648055637,31.85595567867036,3.455284552845527,2.20491168423712,2.620967741935476,bottom_area,False,5.09,4.92,7.22,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.46%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
188,688161,威高骨科,62.257254941420726,55.046027978629006,32.81541330018645,3.2377428307123,0.26615,2.244617498854806,bottom_area,False,22.32,21.62,32.18,20.0,5,1,历史1/5次成功; 当前距低点3.24%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
189,002355,兴民智通,62.21768423950409,54.13687592528902,31.1669128508124,2.360515021459215,3.7777032827353314,0.8456659619450191,bottom_area,True,4.77,4.66,6.77,14.285714285714285,7,1,历史1/7次成功; 当前距低点2.36%; 最新日涨幅0.85%; 状态bottom_area; 底部已确认
190,688298,东方生物,62.08463437892932,53.30193000337346,29.12946428571428,1.627296587926503,0.6117063492063493,0.4149377593360981,bottom_area,False,19.36,19.05,26.88,12.5,8,1,历史1/8次成功; 当前距低点1.63%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
191,601865,福莱特,62.08310528681544,56.31616358176921,31.477799867461897,4.642166344294008,1.202519495647168,-0.2764976958525289,bottom_area,True,10.82,10.34,15.09,50.0,2,1,历史1/2次成功; 当前距低点4.64%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
192,605066,天正电气,62.08292863669231,55.71990654735336,29.195402298850563,4.058441558441558,2.966524382483457,2.7243589743589647,bottom_area,True,6.41,6.16,8.7,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.06%; 最新日涨幅2.72%; 状态bottom_area; 底部已确认
193,002291,遥望科技,62.07787353565853,54.568286973019895,27.09219858156028,2.9182879377431976,3.355362247762949,2.1235521235521304,bottom_area,False,5.29,5.14,7.05,20.0,5,1,历史1/5次成功; 当前距低点2.92%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
194,000601,韶能股份,61.93231996263316,52.46654556914877,27.074235807860266,0.8982035928143787,6.764143252343839,-2.3188405797101463,bottom_area,False,6.74,6.68,9.16,50.0,2,1,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
195,688190,云路股份,61.9313962886792,51.83343576050121,27.15098009875804,0.2362123857450855,1.9178333333333333,-3.059197457290441,bottom_area,False,97.6,97.37,133.66,50.0,2,1,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
196,002172,澳洋健康,61.91282465540798,55.42871126244297,27.142857142857142,3.921568627450984,1.8258994643652653,2.580645161290329,bottom_area,False,3.18,3.06,4.2,28.57142857142857,7,2,历史2/7次成功; 当前距低点3.92%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
197,000401,金隅冀东,61.76441398435366,54.589759834656014,27.1484375,3.2171581769437028,0.3638962107802124,1.3157894736842255,bottom_area,False,3.85,3.73,5.12,25.0,4,1,历史1/4次成功; 当前距低点3.22%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
198,002423,中粮资本,61.74649358019438,55.33531531531533,28.6905754795663,3.976608187134501,0.8503646615592981,3.252032520325221,bottom_area,False,8.89,8.55,11.99,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.98%; 最新日涨幅3.25%; 状态bottom_area; 底部未确认
199,300963,中洲特材,61.65536921464502,56.243280006474784,28.64130434782608,4.95049504950494,2.8362457109131984,1.8477457501847816,bottom_area,True,13.78,13.13,18.4,50.0,2,1,历史1/2次成功; 当前距低点4.95%; 最新日涨幅1.85%; 状态bottom_area; 底部已确认
200,300577,开润股份,61.30536547955945,54.58696926262143,32.11091234347048,3.6231884057971055,1.8415247049048211,0.768737988468926,bottom_area,False,15.73,15.18,22.36,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.62%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
201,603023,威帝股份,61.12385401002504,54.70708333333331,28.491620111731848,3.9062500000000098,1.6375408259001294,2.0460358056265893,bottom_area,False,3.99,3.84,5.37,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.91%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
202,600375,汉马科技,60.75707202236443,54.15901895206242,29.88929889298893,3.684210526315793,1.44664016504741,2.0725388601036343,bottom_area,False,3.94,3.8,5.42,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.68%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
203,000995,皇台酒业,60.61327854932537,53.7320609362377,28.475486903962395,3.38028169014084,5.993810612674483,1.8501387604070276,bottom_area,False,11.01,10.65,14.89,22.22222222222222,9,2,历史2/9次成功; 当前距低点3.38%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
204,300507,苏奥传感,60.21318361915376,54.39104372722541,29.018789144050107,4.411764705882351,1.7200316293766102,0.1410437235543016,bottom_area,False,7.1,6.8,9.58,25.0,4,1,历史1/4次成功; 当前距低点4.41%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
205,000661,长春高新,60.08741082754068,53.90713965829495,28.97777777777777,4.036295369211511,3.8508351894510864,3.3893034825870805,bottom_area,False,66.5,63.92,90.0,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.04%; 最新日涨幅3.39%; 状态bottom_area; 底部未确认
206,000981,山子高科,59.96774495967741,53.01016129032256,32.314410480349345,3.2258064516129057,2.371793866123746,1.9108280254777064,bottom_area,False,3.2,3.1,4.58,20.0,5,1,历史1/5次成功; 当前距低点3.23%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
207,000545,金浦钛业,59.88936195345831,54.09214475217081,27.936507936507933,4.405286343612339,4.857788531977712,2.155172413793105,bottom_area,True,2.37,2.27,3.15,25.0,8,2,历史2/8次成功; 当前距低点4.41%; 最新日涨幅2.16%; 状态bottom_area; 底部已确认
208,002148,北纬科技,59.00243108531363,52.70168865757211,27.425149700598805,3.7953795379538025,2.9240340234684004,1.944894651539708,bottom_area,False,6.29,6.06,8.35,20.0,5,1,历史1/5次成功; 当前距低点3.80%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
209,300365,恒华科技,58.621014632781055,52.03755746683122,29.74203338391502,3.4557235421166337,2.888291813452517,1.9148936170212627,bottom_area,False,4.79,4.63,6.59,20.0,5,1,历史1/5次成功; 当前距低点3.46%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
210,605108,同庆楼,58.52824343379199,52.736598438949855,30.337078651685395,4.274193548387092,1.0919615384615384,2.945859872611467,bottom_area,False,12.93,12.4,17.8,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.27%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
211,000721,西安饮食,58.054488637473895,52.28827730645239,29.8329355608592,4.2517006802721085,2.121866142784039,3.3726812816188945,bottom_area,False,6.13,5.88,8.38,25.0,8,2,历史2/8次成功; 当前距低点4.25%; 最新日涨幅3.37%; 状态bottom_area; 底部未确认
212,300713,英可瑞,57.94632648424688,51.811808372896,30.24236037934668,3.8519637462235634,4.123502675734532,1.7011834319526686,bottom_area,False,13.75,13.24,18.98,20.0,5,1,历史1/5次成功; 当前距低点3.85%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
213,605169,洪通燃气,57.45669539057562,50.41795362903228,28.16799420709631,2.822580645161284,2.801011029411765,-2.485659655831751,bottom_area,False,10.2,9.92,13.81,20.0,5,1,历史1/5次成功; 当前距低点2.82%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
214,002421,达实智能,56.26857142857143,46.89047619047619,28.57142857142857,0.0,33.1611542821364,-10.020449897750494,bottom_area,False,4.4,4.4,6.16,33.33333333333333,3,1,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
215,300639,凯普生物,55.7071737218408,50.23087528816833,32.450331125827816,4.313725490196092,1.614259201711368,3.100775193798455,bottom_area,False,5.32,5.1,7.55,14.285714285714285,7,1,历史1/7次成功; 当前距低点4.31%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
216,300715,凯伦股份,55.68948402948403,46.40790335790336,29.758522727272723,0.0,8.68239187667352,-10.90090090090089,bottom_area,False,19.78,19.78,28.16,33.33333333333333,3,1,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.90%; 状态bottom_area; 底部未确认
217,688176,亚虹医药,54.25183990656993,49.529688976925215,32.76216586703221,4.994903160040776,1.6345261633528811,4.040404040404044,bottom_area,False,10.3,9.81,14.59,20.0,5,1,历史1/5次成功; 当前距低点4.99%; 最新日涨幅4.04%; 状态bottom_area; 底部未确认
