周期,信号日期,排名,评分,股票代码,股票名称,买入日期,买入价,买入股数,买入金额,止盈价,止损价,卖出日期,卖出价,卖出金额,持股天数,退出原因,买入费,卖出费,总手续费,净收益金额,收益率%,买前现金,卖后现金
2025,2025-08-08,3,90.9330292065886,001226,拓山重工,2025-08-11,36.37,2000,72740.0,40.007,34.915,2025-08-15,34.9,69800.0,5,止损(低开),18.91,53.05,71.96,-3011.96,-4.14,73671.71,70659.75
2025,2025-08-15,1,95.31105678688904,300069,金利华电,2025-08-18,21.6,3200,69120.0,23.76,20.736,2025-08-27,20.736,66355.2,8,止损,17.97,50.43,68.4,-2833.2,-4.1,70659.75,67826.55
2025,2025-08-27,4,84.22265757288554,002795,永和智控,2025-08-28,4.92,13700,67404.0,5.412,4.723,2025-09-17,5.0,68500.0,15,到期,17.53,52.06,69.59,1026.41,1.52,67826.55,68852.97
2025,2025-09-18,2,84.81156932077535,300192,科德教育,2025-09-19,19.33,3500,67655.0,21.263,18.557,2025-09-29,18.557,64948.8,7,止损,17.59,49.36,66.95,-2773.15,-4.1,68852.97,66079.81
2025,2025-09-29,4,86.69114149558129,300111,向日葵,2025-09-30,7.58,8700,65946.0,8.338,7.277,2025-10-10,7.277,63308.16,3,止损,17.15,48.11,65.26,-2703.1,-4.1,66079.81,63376.71
2025,2025-10-13,2,89.06618622936527,301488,豪恩汽电,2025-10-14,157.0,400,62800.0,172.7,150.72,2025-10-15,149.9,59960.0,2,止损(低开),16.33,45.57,61.9,-2901.9,-4.62,63376.71,60474.82
2025,2025-10-16,4,85.77294532153266,600376,首开股份,2025-10-17,6.0,10000,60000.0,6.6,5.76,2025-10-21,6.6,66000.0,3,止盈,15.6,50.16,65.76,5934.24,9.89,60474.82,66409.06
2025,2025-10-21,5,79.01158750646238,301137,哈焊华通,2025-10-22,44.68,1400,62552.0,49.148,42.893,2025-10-23,49.148,68807.2,2,止盈,16.26,52.29,68.56,6186.64,9.89,66409.06,72595.7
2025,2025-10-23,3,85.98081444927367,300141,和顺电气,2025-10-24,11.45,6300,72135.0,12.595,10.992,2025-11-05,12.595,79348.5,9,止盈,18.76,60.3,79.06,7134.44,9.89,72595.7,79730.14
2025,2025-11-06,1,90.57961763062478,301117,佳缘科技,2025-11-07,31.62,2500,79050.0,34.782,30.355,2025-11-10,34.782,86955.0,2,止盈,20.55,66.09,86.64,7818.36,9.89,79730.14,87548.5
2025,2025-11-14,2,84.92752293577982,603759,海天股份,2025-11-17,11.34,7700,87318.0,12.474,10.886,2025-11-19,10.886,83825.28,3,止损,22.7,63.71,86.41,-3579.13,-4.1,87548.5,83969.37
2025,2025-11-21,2,90.27814726405278,300680,隆盛科技,2025-11-24,42.4,1900,80560.0,46.64,40.704,2025-11-26,46.64,88616.0,3,止盈,20.95,67.35,88.29,7967.71,9.89,83969.37,91937.08
2025,2025-11-26,1,93.14717672012404,000572,海马汽车,2025-11-27,8.77,10400,91208.0,9.647,8.419,2025-12-02,9.647,100328.8,4,止盈,23.71,76.25,99.96,9020.84,9.89,91937.08,100957.91
2025,2025-12-02,4,86.6571587389353,688237,超卓航科,2025-12-03,45.97,2100,96537.0,50.567,44.131,2025-12-05,50.567,106190.7,3,止盈,25.1,80.7,105.8,9547.9,9.89,100957.91,110505.81
2025,2025-12-09,1,92.65883367543942,002759,天际股份,2025-12-10,35.0,3100,108500.0,38.5,33.6,2025-12-12,33.6,104160.0,3,止损,28.21,79.16,107.37,-4447.37,-4.1,110505.81,106058.44
2025,2025-12-12,3,91.89601944484052,301001,凯淳股份,2025-12-15,29.3,3600,105480.0,32.23,28.128,2025-12-16,28.128,101260.8,2,止损,27.42,76.96,104.38,-4323.58,-4.1,106058.44,101734.85
2025,2025-12-16,1,89.15400184594458,605299,舒华体育,2025-12-17,11.81,8600,101566.0,12.991,11.338,2025-12-18,11.32,97352.0,2,止损(低开),26.41,73.99,100.39,-4314.39,-4.25,101734.85,97420.46
2025,2025-12-18,12,84.22214514029662,002235,安妮股份,2025-12-19,10.4,9300,96720.0,11.44,9.984,2025-12-25,11.44,106392.0,5,止盈,25.15,80.86,106.01,9565.99,9.89,97420.46,106986.45
2025,2025-12-25,2,87.53054802813807,600250,南京商旅,2025-12-26,11.99,8900,106711.0,13.189,11.51,2025-12-30,11.51,102442.56,3,止损,27.74,77.86,105.6,-4374.04,-4.1,106986.45,102612.41
2025,2025-12-31,2,85.35959272843911,002910,庄园牧场,2026-01-05,11.11,9200,102212.0,12.221,10.666,2026-01-15,12.221,112433.2,9,止盈,26.58,85.45,112.02,10109.18,9.89,102612.41,112721.59
2026年1-5月,2026-01-05,1,96.24605878571516,002910,庄园牧场,2026-01-06,11.19,4400,49236.0,12.309,10.742,2026-01-15,12.309,54159.6,8,止盈,12.8,41.16,53.96,4869.64,9.89,50000.0,54869.64
2026年1-5月,2026-01-15,2,89.89164300528765,301687,新广益,2026-01-16,63.01,800,50408.0,69.311,60.49,2026-01-28,60.49,48391.68,9,止损,13.11,36.78,49.88,-2066.2,-4.1,54869.64,52803.43
2026年1-5月,2026-01-29,4,85.69772786068849,301023,奕帆传动,2026-01-30,47.17,1100,51887.0,51.887,45.283,2026-02-27,47.08,51788.0,15,到期,13.49,39.36,52.85,-151.85,-0.29,52803.43,52651.58
2026年1-5月,2026-03-02,1,96.7841050296001,605033,美邦股份,2026-03-03,23.6,2200,51920.0,25.96,22.656,2026-03-04,22.55,49610.0,2,止损(低开),13.5,37.7,51.2,-2361.2,-4.55,52651.58,50290.38
2026年1-5月,2026-03-04,1,98.48868947809572,300986,志特新材,2026-03-05,28.01,1700,47617.0,30.811,26.89,2026-03-09,26.59,45203.0,3,止损(低开),12.38,34.35,46.73,-2460.73,-5.17,50290.38,47829.65
2026年1-5月,2026-03-09,9,85.23720538437694,688680,海优新材,2026-03-10,51.86,900,46674.0,57.046,49.786,2026-03-16,49.77,44793.0,5,止损(低开),12.14,34.04,46.18,-1927.18,-4.13,47829.65,45902.47
2026年1-5月,2026-03-16,9,87.97612979265564,301226,祥明智能,2026-03-17,35.1,1300,45630.0,38.61,33.696,2026-03-18,43.03,55939.0,2,止盈(高开),11.86,42.51,54.38,10254.62,22.47,45902.47,56157.09
2026年1-5月,2026-03-19,1,94.6338959000766,300461,田中精机,2026-03-20,44.07,1200,52884.0,48.477,42.307,2026-03-23,42.307,50768.64,2,止损,13.75,38.58,52.33,-2167.69,-4.1,56157.09,53989.4
2026年1-5月,2026-03-23,1,95.7775035118479,600345,长江通信,2026-03-24,35.8,1500,53700.0,39.38,34.368,2026-03-25,39.38,59070.0,2,止盈,13.96,44.89,58.86,5311.14,9.89,53989.4,59300.54
2026年1-5月,2026-03-26,7,88.31475453649368,002413,雷科防务,2026-03-27,12.35,4800,59280.0,13.585,11.856,2026-03-31,13.585,65208.0,3,止盈,15.41,49.56,64.97,5863.03,9.89,59300.54,65163.57
2026年1-5月,2026-03-31,14,84.72187626346081,301687,新广益,2026-04-01,52.5,1200,63000.0,57.75,50.4,2026-04-03,50.4,60480.0,3,止损,16.38,45.96,62.34,-2582.34,-4.1,65163.57,62581.23
2026年1-5月,2026-04-03,12,86.88566185083954,600722,金牛化工,2026-04-07,13.46,4600,61916.0,14.806,12.922,2026-04-08,14.806,68107.6,2,止盈,16.1,51.76,67.86,6123.74,9.89,62581.23,68704.97
2026年1-5月,2026-04-08,7,73.16534866586244,002150,正泰电源,2026-04-09,29.5,2300,67850.0,32.45,28.32,2026-04-10,32.99,75877.0,2,止盈(高开),17.64,57.67,75.31,7951.69,11.72,68704.97,76656.66
2026年1-5月,2026-04-10,12,70.76744193690529,603017,中衡设计,2026-04-13,13.36,5700,76152.0,14.696,12.826,2026-04-16,12.826,73105.92,4,止损,19.8,55.56,75.36,-3121.44,-4.1,76656.66,73535.22
2026年1-5月,2026-04-20,5,83.36379310344829,600636,退市国化,2026-04-21,5.69,12900,73401.0,6.259,5.462,2026-04-22,6.259,80741.1,2,止盈,19.08,61.36,80.45,7259.65,9.89,73535.22,80794.87
2026年1-5月,2026-04-23,1,91.42458896660078,603787,新日股份,2026-04-24,12.0,6700,80400.0,13.2,11.52,2026-05-14,11.52,77184.0,12,止损,20.9,58.66,79.56,-3295.56,-4.1,80794.87,77499.31
2026年1-5月,2026-05-15,5,84.52134032750715,605287,德才股份,2026-05-18,48.1,1600,76960.0,52.91,46.176,2026-05-25,52.91,84656.0,6,止盈,20.01,64.34,84.35,7611.65,9.89,77499.31,85110.96
2026年1-5月,2026-05-25,7,92.62219496417076,603399,永杉锂业,2026-05-26,17.27,4900,84623.0,18.997,16.579,2026-05-28,16.579,81238.08,3,止损,22.0,61.74,83.74,-3468.66,-4.1,85110.96,81642.3
2026年1-5月,2026-05-28,21,86.30126423094914,603520,司太立,2026-05-29,10.79,7500,80925.0,11.869,10.358,2026-06-01,10.25,76875.0,2,止损(低开),21.04,58.42,79.47,-4129.47,-5.1,81642.3,77512.83
2026-至今,2026-01-05,1,96.24605878571516,002910,庄园牧场,2026-01-06,11.19,4400,49236.0,12.309,10.742,2026-01-15,12.309,54159.6,8,止盈,12.8,41.16,53.96,4869.64,9.89,50000.0,54869.64
2026-至今,2026-01-15,2,89.89164300528765,301687,新广益,2026-01-16,63.01,800,50408.0,69.311,60.49,2026-01-28,60.49,48391.68,9,止损,13.11,36.78,49.88,-2066.2,-4.1,54869.64,52803.43
2026-至今,2026-01-29,4,85.69772786068849,301023,奕帆传动,2026-01-30,47.17,1100,51887.0,51.887,45.283,2026-02-27,47.08,51788.0,15,到期,13.49,39.36,52.85,-151.85,-0.29,52803.43,52651.58
2026-至今,2026-03-02,1,96.7841050296001,605033,美邦股份,2026-03-03,23.6,2200,51920.0,25.96,22.656,2026-03-04,22.55,49610.0,2,止损(低开),13.5,37.7,51.2,-2361.2,-4.55,52651.58,50290.38
2026-至今,2026-03-04,1,98.48868947809572,300986,志特新材,2026-03-05,28.01,1700,47617.0,30.811,26.89,2026-03-09,26.59,45203.0,3,止损(低开),12.38,34.35,46.73,-2460.73,-5.17,50290.38,47829.65
2026-至今,2026-03-09,9,85.23720538437694,688680,海优新材,2026-03-10,51.86,900,46674.0,57.046,49.786,2026-03-16,49.77,44793.0,5,止损(低开),12.14,34.04,46.18,-1927.18,-4.13,47829.65,45902.47
2026-至今,2026-03-16,9,87.97612979265564,301226,祥明智能,2026-03-17,35.1,1300,45630.0,38.61,33.696,2026-03-18,43.03,55939.0,2,止盈(高开),11.86,42.51,54.38,10254.62,22.47,45902.47,56157.09
2026-至今,2026-03-19,1,94.6338959000766,300461,田中精机,2026-03-20,44.07,1200,52884.0,48.477,42.307,2026-03-23,42.307,50768.64,2,止损,13.75,38.58,52.33,-2167.69,-4.1,56157.09,53989.4
2026-至今,2026-03-23,1,95.7775035118479,600345,长江通信,2026-03-24,35.8,1500,53700.0,39.38,34.368,2026-03-25,39.38,59070.0,2,止盈,13.96,44.89,58.86,5311.14,9.89,53989.4,59300.54
2026-至今,2026-03-26,7,88.31475453649368,002413,雷科防务,2026-03-27,12.35,4800,59280.0,13.585,11.856,2026-03-31,13.585,65208.0,3,止盈,15.41,49.56,64.97,5863.03,9.89,59300.54,65163.57
2026-至今,2026-03-31,14,84.72187626346081,301687,新广益,2026-04-01,52.5,1200,63000.0,57.75,50.4,2026-04-03,50.4,60480.0,3,止损,16.38,45.96,62.34,-2582.34,-4.1,65163.57,62581.23
2026-至今,2026-04-03,12,86.88566185083954,600722,金牛化工,2026-04-07,13.46,4600,61916.0,14.806,12.922,2026-04-08,14.806,68107.6,2,止盈,16.1,51.76,67.86,6123.74,9.89,62581.23,68704.97
2026-至今,2026-04-08,7,73.16534866586244,002150,正泰电源,2026-04-09,29.5,2300,67850.0,32.45,28.32,2026-04-10,32.99,75877.0,2,止盈(高开),17.64,57.67,75.31,7951.69,11.72,68704.97,76656.66
2026-至今,2026-04-10,12,70.76744193690529,603017,中衡设计,2026-04-13,13.36,5700,76152.0,14.696,12.826,2026-04-16,12.826,73105.92,4,止损,19.8,55.56,75.36,-3121.44,-4.1,76656.66,73535.22
2026-至今,2026-04-20,5,83.36379310344829,600636,退市国化,2026-04-21,5.69,12900,73401.0,6.259,5.462,2026-04-22,6.259,80741.1,2,止盈,19.08,61.36,80.45,7259.65,9.89,73535.22,80794.87
2026-至今,2026-04-23,1,91.42458896660078,603787,新日股份,2026-04-24,12.0,6700,80400.0,13.2,11.52,2026-05-14,11.52,77184.0,12,止损,20.9,58.66,79.56,-3295.56,-4.1,80794.87,77499.31
2026-至今,2026-05-15,5,84.52134032750715,605287,德才股份,2026-05-18,48.1,1600,76960.0,52.91,46.176,2026-05-25,52.91,84656.0,6,止盈,20.01,64.34,84.35,7611.65,9.89,77499.31,85110.96
2026-至今,2026-05-25,7,92.62219496417076,603399,永杉锂业,2026-05-26,17.27,4900,84623.0,18.997,16.579,2026-05-28,16.579,81238.08,3,止损,22.0,61.74,83.74,-3468.66,-4.1,85110.96,81642.3
2026-至今,2026-05-28,21,86.30126423094914,603520,司太立,2026-05-29,10.79,7500,80925.0,11.869,10.358,2026-06-01,10.25,76875.0,2,止损(低开),21.04,58.42,79.47,-4129.47,-5.1,81642.3,77512.83
2026-至今,2026-06-01,10,90.36383829897214,002902,铭普光磁,2026-06-02,31.72,2400,76128.0,34.892,30.451,2026-06-05,34.892,83740.8,3,止盈,19.79,63.64,83.44,7529.36,9.89,77512.83,85042.19
2026-至今,2026-06-08,15,87.52597682829777,688512,慧智微,2026-06-09,12.68,6700,84956.0,13.948,12.173,2026-06-12,13.98,93666.0,4,止盈(高开),22.09,71.19,93.27,8616.73,10.14,85042.19,93658.92
2021-至今连续,2021-02-05,1,83.17360947816427,600121,郑州煤电,2021-02-08,4.82,10300,49646.0,5.302,4.627,2021-02-09,5.302,54610.6,2,止盈,12.91,68.81,81.72,4882.88,9.83,50000.0,54882.88
2021-至今连续,2021-04-14,3,76.97706297777526,603222,济民健康,2021-04-15,16.4,3300,54120.0,18.04,15.744,2021-04-16,15.744,51955.2,2,止损,14.07,65.46,79.53,-2244.33,-4.15,54882.88,52638.55
2021-至今连续,2021-04-26,1,86.23157576778118,002222,福晶科技,2021-04-27,15.59,3300,51447.0,17.149,14.966,2021-04-28,14.966,49389.12,2,止损,13.38,62.23,75.61,-2133.49,-4.15,52638.55,50505.06
2021-至今连续,2021-06-29,1,80.53939088849631,002679,福建金森,2021-06-30,18.78,2600,48828.0,20.658,18.029,2021-07-01,18.029,46874.88,2,止损,12.7,59.06,71.76,-2024.88,-4.15,50505.06,48480.18
2021-至今连续,2021-07-28,3,79.49807375284841,605337,李子园,2021-07-29,44.72,1000,44720.0,49.192,42.931,2021-08-09,49.192,49192.0,8,止盈,11.63,61.98,73.61,4398.39,9.83,48480.18,52878.57
2021-至今连续,2021-08-27,1,87.50459365963584,688317,之江生物,2021-08-30,52.5,1000,52500.0,57.75,50.4,2021-08-31,50.4,50400.0,2,止损,13.65,63.5,77.15,-2177.15,-4.15,52878.57,50701.42
2021-至今连续,2021-09-08,1,84.92945849774685,605117,德业股份,2021-09-09,175.0,200,35000.0,192.5,168.0,2021-09-10,192.5,38500.0,2,止盈,9.1,48.51,57.61,3442.39,9.83,50701.42,54143.81
2021-至今连续,2021-09-27,2,89.13434876976807,300688,创业黑马,2021-09-28,28.98,1800,52164.0,31.878,27.821,2021-09-29,31.878,57380.4,2,止盈,13.56,72.3,85.86,5130.54,9.83,54143.81,59274.35
2021-至今连续,2021-09-29,1,90.14031689257553,300505,川金诺,2021-09-30,34.43,1700,58531.0,37.873,33.053,2021-10-08,38.4,65280.0,2,止盈(高开),15.22,82.25,97.47,6651.53,11.36,59274.35,65925.88
2021-至今连续,2021-10-13,4,87.54754533219376,300437,清水源,2021-10-14,16.57,3900,64623.0,18.227,15.907,2021-10-20,18.227,71085.3,5,止盈,16.8,89.57,106.37,6355.93,9.83,65925.88,72281.81
2021-至今连续,2021-12-17,1,85.0534032556247,688280,精进电动,2021-12-20,16.27,4400,71588.0,17.897,15.619,2021-12-27,15.619,68724.48,6,止损,18.61,86.59,105.21,-2968.73,-4.15,72281.81,69313.08
2021-至今连续,2021-12-27,2,90.95811527378852,002357,富临运业,2021-12-28,6.56,10500,68880.0,7.216,6.298,2022-01-04,6.298,66124.8,5,止损,17.91,83.32,101.23,-2856.43,-4.15,69313.08,66456.66
2021-至今连续,2022-01-19,2,84.7148087886503,688317,之江生物,2022-01-20,57.0,1100,62700.0,62.7,54.72,2022-01-21,52.5,57750.0,2,止损(低开),16.3,72.77,89.07,-5039.07,-8.03,66456.66,61417.59
2021-至今连续,2022-01-21,2,87.80811644346966,002256,兆新股份,2022-01-24,3.72,16500,61380.0,4.092,3.571,2022-01-26,3.39,55935.0,3,止损(低开),15.96,70.48,86.44,-5531.44,-9.01,61417.59,55886.15
2021-至今连续,2022-01-26,1,99.48538152610436,002584,西陇科学,2022-01-27,9.2,6000,55200.0,10.12,8.832,2022-01-28,8.832,52992.0,2,止损,14.35,66.77,81.12,-2289.12,-4.15,55886.15,53597.03
2021-至今连续,2022-02-07,4,88.19689405120972,300447,全信股份,2022-02-08,17.1,3100,53010.0,18.81,16.416,2022-02-09,18.81,58311.0,2,止盈,13.78,73.47,87.25,5213.75,9.83,53597.03,58810.78
2021-至今连续,2022-02-25,3,85.54370071782486,002104,恒宝股份,2022-02-28,13.2,4400,58080.0,14.52,12.672,2022-03-01,12.41,54604.0,2,止损(低开),15.1,68.8,83.9,-3559.9,-6.13,58810.78,55250.87
2021-至今连续,2022-03-03,2,88.62492671652454,300561,汇金科技,2022-03-04,13.23,4100,54243.0,14.553,12.701,2022-03-07,12.701,52073.28,2,止损,14.1,65.61,79.72,-2249.44,-4.15,55250.87,53001.44
2021-至今连续,2022-03-08,2,88.88497945313841,688005,容百科技,2022-03-09,108.0,400,43200.0,118.8,103.68,2022-03-10,120.0,48000.0,2,止盈(高开),11.23,60.48,71.71,4728.29,10.94,53001.44,57729.73
2021-至今连续,2022-03-16,1,88.48886782701464,688075,安旭生物,2022-03-17,227.88,200,45576.0,250.668,218.765,2022-03-18,250.668,50133.6,2,止盈,11.85,63.17,75.02,4482.58,9.83,57729.73,62212.31
2021-至今连续,2022-04-07,1,86.75918429987775,002069,獐子岛,2022-04-08,4.05,15300,61965.0,4.455,3.888,2022-04-11,3.86,59058.0,2,止损(低开),16.11,74.41,90.52,-2997.52,-4.84,62212.31,59214.78
2021-至今连续,2022-04-11,1,94.04393996094704,002657,中科金财,2022-04-12,17.15,3400,58310.0,18.865,16.464,2022-04-13,16.464,55977.6,2,止损,15.16,70.53,85.69,-2418.09,-4.15,59214.78,56796.69
2021-至今连续,2022-04-13,1,88.98483018168935,603122,合富中国,2022-04-14,14.2,3900,55380.0,15.62,13.632,2022-04-15,15.64,60996.0,2,止盈(高开),14.4,76.85,91.25,5524.75,9.97,56796.69,62321.44
2021-至今连续,2022-04-15,3,90.5050932419116,300387,富邦科技,2022-04-18,8.3,7500,62250.0,9.13,7.968,2022-04-19,9.13,68475.0,2,止盈,16.19,86.28,102.46,6122.54,9.83,62321.44,68443.98
2021-至今连续,2022-04-20,1,89.54558944916708,002603,以岭药业,2022-04-21,29.62,2300,68126.0,32.582,28.435,2022-04-22,28.435,65400.96,2,止损,17.71,82.41,100.12,-2825.16,-4.15,68443.98,65618.82
2021-至今连续,2022-04-26,1,91.90618351927824,000430,张家界,2022-04-27,5.16,12700,65532.0,5.676,4.954,2022-05-13,5.676,72085.2,10,止盈,17.04,90.83,107.87,6445.33,9.83,65618.82,72064.15
2021-至今连续,2022-05-17,2,80.28672750420489,603078,江化微,2022-05-18,23.89,3000,71670.0,26.279,22.934,2022-05-24,22.934,68803.2,5,止损,18.63,86.69,105.33,-2972.13,-4.15,72064.15,69092.03
2021-至今连续,2022-05-31,3,89.10288005131356,688317,之江生物,2022-06-01,38.88,1700,66096.0,42.768,37.325,2022-06-14,37.325,63452.16,9,止损,17.18,79.95,97.13,-2740.97,-4.15,69092.03,66351.05
2021-至今连续,2022-06-15,1,91.7474019940639,001212,中旗新材,2022-06-16,47.53,1300,61789.0,52.283,45.629,2022-06-17,52.283,67967.9,2,止盈,16.07,85.64,101.7,6077.2,9.83,66351.05,72428.25
2021-至今连续,2022-06-29,1,86.4825,000017,深中华A,2022-06-30,4.52,16000,72320.0,4.972,4.339,2022-07-04,4.339,69427.2,3,止损,18.8,87.48,106.28,-2999.08,-4.15,72428.25,69429.16
2021-至今连续,2022-07-04,2,77.38129803955769,000037,深南电A,2022-07-05,8.12,8500,69020.0,8.932,7.795,2022-07-13,7.795,66259.2,7,止损,17.95,83.49,101.43,-2862.23,-4.15,69429.16,66566.93
2021-至今连续,2022-07-22,1,89.16072524080244,002796,世嘉科技,2022-07-25,10.84,6100,66124.0,11.924,10.406,2022-07-26,10.4,63440.0,2,止损(低开),17.19,79.93,97.13,-2781.13,-4.2,66566.93,63785.81
2021-至今连续,2022-08-05,3,85.61868627306818,002666,德联集团,2022-08-08,6.0,10600,63600.0,6.6,5.76,2022-08-17,6.6,69960.0,8,止盈,16.54,88.15,104.69,6255.31,9.83,63785.81,70041.12
2021-至今连续,2022-08-25,2,85.98817348443448,688160,步科股份,2022-08-26,41.25,1600,66000.0,45.375,39.6,2022-08-30,39.6,63360.0,3,止损,17.16,79.83,96.99,-2736.99,-4.15,70041.12,67304.13
2021-至今连续,2022-08-31,2,93.6815962740386,001212,中旗新材,2022-09-01,27.87,2400,66888.0,30.657,26.755,2022-09-02,30.657,73576.8,2,止盈,17.39,92.71,110.1,6578.7,9.83,67304.13,73882.83
2021-至今连续,2022-09-05,5,89.34126021192671,002045,国光电器,2022-09-06,13.07,5600,73192.0,14.377,12.547,2022-09-09,12.547,70264.32,4,止损,19.03,88.53,107.56,-3035.24,-4.15,73882.83,70847.59
2021-至今连续,2022-09-14,5,67.122737142972,002115,三维通信,2022-09-15,5.19,13600,70584.0,5.709,4.982,2022-09-16,4.97,67592.0,2,止损(低开),18.35,85.17,103.52,-3095.52,-4.38,70847.59,67752.07
2021-至今连续,2022-09-19,14,83.55185185185185,002278,神开股份,2022-09-20,4.99,13500,67365.0,5.489,4.79,2022-09-30,4.79,64670.4,9,止损,17.51,81.48,99.0,-2793.6,-4.15,67752.07,64958.47
2021-至今连续,2022-09-30,12,89.10932350682626,000678,襄阳轴承,2022-10-10,5.49,11800,64782.0,6.039,5.27,2022-10-17,6.039,71260.2,6,止盈,16.84,89.79,106.63,6371.57,9.83,64958.47,71330.04
2021-至今连续,2022-10-26,1,84.61644273942751,603363,傲农生物,2022-10-27,13.51,5200,70252.0,14.861,12.97,2022-10-28,12.97,67441.92,2,止损,18.27,84.98,103.24,-2913.32,-4.15,71330.04,68416.72
2021-至今连续,2022-10-31,2,92.925654313248,002137,实益达,2022-11-01,6.17,11000,67870.0,6.787,5.923,2022-11-15,6.787,74657.0,11,止盈,17.65,94.07,111.71,6675.29,9.83,68416.72,75092.0
2021-至今连续,2022-11-24,1,92.48644292858692,002279,久其软件,2022-11-25,6.06,12300,74538.0,6.666,5.818,2022-12-08,5.818,71556.48,10,止损,19.38,90.16,109.54,-3091.06,-4.15,75092.0,72000.94
2021-至今连续,2022-12-08,1,93.17316662047244,688137,近岸蛋白,2022-12-09,87.78,800,70224.0,96.558,84.269,2022-12-13,84.269,67415.04,3,止损,18.26,84.94,103.2,-2912.16,-4.15,72000.94,69088.78
2021-至今连续,2022-12-20,5,80.53915230993091,002603,以岭药业,2022-12-21,38.86,1700,66062.0,42.746,37.306,2022-12-22,37.306,63419.52,2,止损,17.18,79.91,97.08,-2739.56,-4.15,69088.78,66349.21
2021-至今连续,2022-12-22,3,88.39701105680432,300434,金石亚药,2022-12-23,16.12,4100,66092.0,17.732,15.475,2022-12-27,15.475,63448.32,3,止损,17.18,79.94,97.13,-2740.81,-4.15,66349.21,63608.41
2021-至今连续,2022-12-27,1,94.48492239645743,688075,安旭生物,2022-12-28,85.69,700,59983.0,94.259,82.262,2023-01-18,87.86,61502.0,15,到期,15.6,77.49,93.09,1425.91,2.38,63608.41,65034.32
2021-至今连续,2023-01-18,6,84.78032815297607,002095,生意宝,2023-01-19,20.62,3100,63922.0,22.682,19.795,2023-02-02,22.682,70314.2,6,止盈,16.62,88.6,105.22,6286.98,9.83,65034.32,71321.3
2021-至今连续,2023-02-08,1,83.18035890672584,002785,万里石,2023-02-09,24.46,2900,70934.0,26.906,23.482,2023-03-01,24.73,71717.0,15,到期,18.44,90.36,108.81,674.19,0.95,71321.3,71995.5
2021-至今连续,2023-03-16,5,83.64163620771593,300427,红相股份,2023-03-17,14.52,4900,71148.0,15.972,13.939,2023-03-20,13.939,68302.08,2,止损,18.5,86.06,104.56,-2950.48,-4.15,71995.5,69045.02
2021-至今连续,2023-04-25,4,91.54597720450548,300607,拓斯达,2023-04-26,11.58,5900,68322.0,12.738,11.117,2023-05-18,12.738,75154.2,14,止盈,17.76,94.69,112.46,6719.74,9.83,69045.02,75764.76
2021-至今连续,2023-05-19,11,80.58298266374418,002425,凯撒文化,2023-05-22,5.37,14100,75717.0,5.907,5.155,2023-05-23,5.155,72688.32,2,止损,19.69,91.59,111.27,-3139.95,-4.15,75764.76,72624.8
2021-至今连续,2023-06-06,11,83.71258314426532,688176,亚虹医药,2023-06-07,11.79,6100,71919.0,12.969,11.318,2023-06-08,11.318,69042.24,2,止损,18.7,86.99,105.69,-2982.45,-4.15,72624.8,69642.35
2021-至今连续,2023-06-14,2,92.96737500438547,300753,爱朋医疗,2023-06-15,18.72,3700,69264.0,20.592,17.971,2023-06-26,17.95,66415.0,6,止损(低开),18.01,83.68,101.69,-2950.69,-4.26,69642.35,66691.66
2021-至今连续,2023-06-28,4,83.98224714915995,300502,新易盛,2023-06-29,58.0,1100,63800.0,63.8,55.68,2023-06-30,63.8,70180.0,2,止盈,16.59,88.43,105.01,6274.99,9.83,66691.66,72966.65
2021-至今连续,2023-07-03,11,62.59111944419407,688156,路德科技,2023-07-04,26.88,2700,72576.0,29.568,25.805,2023-07-24,29.21,78867.0,15,到期,18.87,99.37,118.24,6172.76,8.5,72966.65,79139.4
2021-至今连续,2023-07-25,3,71.0108830444895,000037,深南电A,2023-07-26,11.09,7100,78739.0,12.199,10.646,2023-07-27,10.646,75589.44,2,止损,20.47,95.24,115.71,-3265.27,-4.15,79139.4,75874.13
2021-至今连续,2023-07-28,2,90.88242426416386,301386,未来电器,2023-07-31,26.93,2800,75404.0,29.623,25.853,2023-08-03,29.623,82944.4,4,止盈,19.61,104.51,124.11,7416.29,9.83,75874.13,83290.41
2021-至今连续,2023-08-08,7,82.0863482242412,002864,盘龙药业,2023-08-09,35.55,2300,81765.0,39.105,34.128,2023-08-18,34.128,78494.4,8,止损,21.26,98.9,120.16,-3390.76,-4.15,83290.41,79899.65
2021-至今连续,2023-08-18,10,81.48466658974034,002045,国光电器,2023-08-21,13.51,5900,79709.0,14.861,12.97,2023-08-22,12.97,76520.64,2,止损,20.72,96.42,117.14,-3305.5,-4.15,79899.65,76594.15
2021-至今连续,2023-08-22,1,95.77613781325792,000411,英特集团,2023-08-23,11.67,6500,75855.0,12.837,11.203,2023-09-12,12.03,78195.0,15,到期,19.72,59.43,79.15,2260.85,2.98,76594.15,78855.0
2021-至今连续,2023-09-12,2,86.70980226188796,300749,顶固集创,2023-09-13,9.01,8700,78387.0,9.911,8.65,2023-10-11,9.12,79344.0,15,到期,20.38,60.3,80.68,876.32,1.12,78855.0,79731.32
2021-至今连续,2023-10-19,2,92.542737585773,300735,光弘科技,2023-10-20,17.6,4500,79200.0,19.36,16.896,2023-10-24,19.36,87120.0,3,止盈,20.59,66.21,86.8,7833.2,9.89,79731.32,87564.52
