rank,code,name,rank_score,probability_score,current_drawdown_pct,current_low_to_latest_pct,latest_turn,latest_pct_chg,current_stage,current_is_bottom_confirmed,latest_close,current_low_price,current_top_price,history_success_rate_pct,history_sample_count,history_success_count,reason
1,300355,蒙草生态,101.91669442317706,87.03708683828252,31.735159817351597,1.3377926421404545,1.0874363456109826,0.3311258278145601,bottom_area,False,3.03,2.99,4.38,100.0,3,3,历史3/3次成功; 当前距低点1.34%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
99,688262,国芯科技,74.48246833117081,67.23552546651635,27.25619458967948,4.374999999999996,3.60211435155588,1.7052375152253108,bottom_area,False,33.4,32.0,43.99,57.14285714285714,7,4,历史4/7次成功; 当前距低点4.37%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
100,002840,华统股份,74.24818482252358,63.82623700810623,31.60714285714285,1.697127937336813,2.128171364579571,0.1285347043701756,bottom_area,False,7.79,7.66,11.2,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.70%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
101,300753,爱朋医疗,74.17142862627641,64.2725412721521,29.41780821917808,2.134885977680744,3.070175302149495,0.3336510962821837,bottom_area,False,21.05,20.61,29.2,40.0,5,2,历史2/5次成功; 当前距低点2.13%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
102,603348,文灿股份,74.15700559567404,63.01682762502345,31.818181818181817,1.0666666666666678,0.7965919131783261,-1.6223231667748197,bottom_area,False,15.16,15.0,22.0,40.0,5,2,历史2/5次成功; 当前距低点1.07%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
103,300775,三角防务,73.98899954997222,64.11846830451927,32.53529772866789,2.138307552320286,3.1981354899812717,0.5373936408419322,bottom_area,False,22.45,21.98,32.58,50.0,2,1,历史1/2次成功; 当前距低点2.14%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
104,600955,维远股份,73.17406957235751,63.69402817027072,27.010923535253237,2.3809523809523907,0.6711272727272727,0.6688963210702337,bottom_area,False,15.05,14.7,20.14,40.0,5,2,历史2/5次成功; 当前距低点2.38%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
105,300409,道氏技术,73.1243265548479,64.95006254465406,29.67764540995094,3.487792725460883,2.649410419771577,1.9636720667648435,bottom_area,False,20.77,20.07,28.54,42.85714285714285,7,3,历史3/7次成功; 当前距低点3.49%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
106,002437,誉衡药业,72.6035499043929,63.05289136013688,29.815303430079155,2.2556390977443628,2.392657978563327,0.3690036900369176,bottom_area,False,2.72,2.66,3.79,50.0,2,1,历史1/2次成功; 当前距低点2.26%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
107,000932,华菱钢铁,72.38323748530892,63.995336927223725,29.867674858223065,3.234501347708898,1.2193588664901829,1.5915119363395291,bottom_area,False,3.83,3.71,5.29,50.0,2,1,历史1/2次成功; 当前距低点3.23%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
108,300423,昇辉科技,72.34999696780503,63.72797660376609,28.51985559566787,3.0303030303030254,2.7298870505181103,0.8237232289950658,bottom_area,False,6.12,5.94,8.31,40.0,5,2,历史2/5次成功; 当前距低点3.03%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
109,300736,百邦科技,72.22320283986656,63.05614409790854,30.82191780821918,2.545968882602542,6.243489766052563,1.115760111576014,bottom_area,False,29.0,28.28,40.88,50.0,2,1,历史1/2次成功; 当前距低点2.55%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
110,002518,科士达,71.95472493451535,63.21239278227306,27.599878011588903,2.885425442291501,2.0659260084609,1.7496354926057167,bottom_area,False,48.85,47.48,65.58,50.0,2,1,历史1/2次成功; 当前距低点2.89%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
111,603759,海天股份,71.91193838739626,61.69388816076891,27.027027027027028,1.587301587301589,0.5365341302841302,-0.1300390117035199,bottom_area,False,7.68,7.56,10.36,50.0,2,1,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
112,002163,海南发展,71.73022798116695,61.32343344885128,29.20152091254752,1.3963480128893555,2.3047383744727736,0.0,bottom_area,False,9.44,9.31,13.15,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
113,605369,拱东医疗,71.71920041155286,60.57613713134344,27.99823633156967,0.7348438456827986,0.5680455258442644,-1.2012012012011963,bottom_area,False,16.45,16.33,22.68,50.0,4,2,历史2/4次成功; 当前距低点0.73%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
114,000566,海南海药,71.59542671108211,62.605866406551634,31.7773788150808,2.631578947368424,1.5708290577734378,0.5154639175257714,bottom_area,False,3.9,3.8,5.57,33.33333333333333,6,2,历史2/6次成功; 当前距低点2.63%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
115,600199,金种子酒,71.59412477592552,61.12777096777955,27.765957446808518,1.325478645066272,1.8942932010609757,-2.6874115983026914,bottom_area,False,6.88,6.79,9.4,40.0,5,2,历史2/5次成功; 当前距低点1.33%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
116,300436,广生堂,71.52014565418077,63.88143617021274,29.370512606445157,3.794326241134762,3.441143292805964,2.3665190020983884,bottom_area,False,87.81,84.6,119.78,37.5,8,3,历史3/8次成功; 当前距低点3.79%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
117,605598,上海港湾,71.28236150953462,60.67321626541127,32.27758007117438,1.1560693641618436,1.5615381524232346,-1.1045466221423106,bottom_area,False,38.5,38.06,56.2,50.0,2,1,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
118,300981,中红医疗,71.09481718699658,61.68423100181415,31.075949367088608,2.2038567493112966,0.8907183999416344,0.2702702702702897,bottom_area,False,11.13,10.89,15.8,50.0,2,1,历史1/2次成功; 当前距低点2.20%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
119,601515,衢州东峰,70.9726947486812,60.921461567060135,28.65384615384616,1.617250673854449,0.5441756223221126,0.5333333333333412,bottom_area,False,3.77,3.71,5.2,25.0,4,1,历史1/4次成功; 当前距低点1.62%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
120,600316,洪都航空,70.81299996243807,60.1493535135718,29.553805774278217,1.0432190760059654,0.9920730496980849,-1.2021857923497192,bottom_area,False,27.12,26.84,38.1,33.33333333333333,6,2,历史2/6次成功; 当前距低点1.04%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
121,688089,嘉必优,70.72281392942914,63.73784465244847,31.33294864396999,4.285714285714284,1.1784270616307002,2.561983471074392,bottom_area,False,12.41,11.9,17.33,40.0,5,2,历史2/5次成功; 当前距低点4.29%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
122,600227,赤天化,70.29050283316984,60.522034161490666,30.864197530864203,1.7857142857142954,6.154110396344414,-4.040404040404044,bottom_area,False,2.85,2.8,4.05,40.0,5,2,历史2/5次成功; 当前距低点1.79%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
123,603123,翠微股份,69.98923534081582,59.644708508403376,32.78566094100075,1.222222222222216,1.5241249943182713,-0.7625272331154731,bottom_area,False,9.11,9.0,13.39,28.57142857142857,7,2,历史2/7次成功; 当前距低点1.22%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
124,002312,川发龙蟒,69.94974616127831,60.14694998572092,30.4421768707483,1.711491442542794,1.0707927703054707,0.6045949214026791,bottom_area,False,8.32,8.18,11.76,28.57142857142857,7,2,历史2/7次成功; 当前距低点1.71%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
125,300511,雪榕生物,69.77002509754519,60.80018517259356,32.429245283018865,2.4432809773123854,2.636798661179536,0.0,bottom_area,False,5.87,5.73,8.48,33.33333333333333,6,2,历史2/6次成功; 当前距低点2.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
126,600067,冠城新材,69.70477473521507,59.59964467005076,32.142857142857146,1.4035087719298258,1.3900793561686284,-0.3448275862068861,bottom_area,False,2.89,2.85,4.2,50.0,2,1,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
127,301316,慧博云通,69.69219015651109,60.62525517241377,28.325688073394492,2.346666666666674,2.873476090544935,-0.5699481865284906,bottom_area,False,38.38,37.5,52.32,40.0,5,2,历史2/5次成功; 当前距低点2.35%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
128,688062,迈威生物,69.51943218449992,62.48379897423428,28.20367751060821,4.137115839243502,3.7694568251946903,2.006947124662295,bottom_area,False,26.43,25.38,35.35,40.0,5,2,历史2/5次成功; 当前距低点4.14%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
129,300672,国科微,69.24974238681376,61.96119258340187,27.539808917197465,3.889682452477752,3.744549919261159,2.5117455728225435,bottom_area,False,283.65,273.03,376.8,40.0,5,2,历史2/5次成功; 当前距低点3.89%; 最新日涨幅2.51%; 状态bottom_area; 底部未确认
130,001330,博纳影业,69.04016441367627,60.43210320179296,31.56281920326863,2.6865671641791,7.618257583672082,-1.5736766809728242,bottom_area,False,6.88,6.7,9.79,40.0,5,2,历史2/5次成功; 当前距低点2.69%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
131,300584,海辰药业,68.79448432290397,60.53269348048498,30.91852854886031,2.972884678209736,2.338694780028768,1.0580314203270325,bottom_area,False,31.52,30.61,44.31,28.57142857142857,7,2,历史2/7次成功; 当前距低点2.97%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
132,600346,恒力石化,68.70946033865803,58.84537377250116,30.82221265604821,1.4934660858742903,0.3734397863363214,-1.746987951807244,bottom_area,False,16.31,16.07,23.23,50.0,2,1,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
133,688185,康希诺,68.66840906056723,58.89537705943781,27.57009345794393,1.5725806451612927,0.9886083120549088,0.1192368839427748,bottom_area,False,50.38,49.6,68.48,22.22222222222222,9,2,历史2/9次成功; 当前距低点1.57%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
134,688221,前沿生物,68.61138884914703,59.58634220324945,30.497843982751867,2.256063169768745,1.963752820225639,-0.1651982378854666,bottom_area,False,18.13,17.73,25.51,37.5,8,3,历史3/8次成功; 当前距低点2.26%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
135,000661,长春高新,68.5160714195219,59.00841708533707,27.733333333333327,1.7988929889298697,1.2192246944174925,0.1209738394072346,bottom_area,False,66.21,65.04,90.0,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.80%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
136,600009,上海机场,68.38308830850717,60.74171864431508,32.90398126463699,3.490401396160546,0.7791066546153236,3.085614950021709,bottom_area,False,23.72,22.92,34.16,40.0,5,2,历史2/5次成功; 当前距低点3.49%; 最新日涨幅3.09%; 状态bottom_area; 底部未确认
137,300435,中泰股份,68.17180456507636,58.9538209003738,28.11296534017972,2.023809523809523,2.012015704044762,0.0583771161704715,bottom_area,False,17.14,16.8,23.37,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.02%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
138,601865,福莱特,68.06543790698507,60.770689693954886,31.477799867461897,3.771760154738884,1.040559527005246,1.513718070009462,bottom_area,False,10.73,10.34,15.09,50.0,2,1,历史1/2次成功; 当前距低点3.77%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
139,002858,力盛体育,67.84999297795692,58.27028301886794,30.31518624641833,1.644736842105257,2.694413724252287,0.1620745542949775,bottom_area,False,12.36,12.16,17.45,25.0,4,1,历史1/4次成功; 当前距低点1.64%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
140,002121,科陆电子,67.78266425809032,59.99029780564265,27.334851936218676,3.2915360501567394,1.943280955009183,1.5408320493066174,bottom_area,False,6.59,6.38,8.78,25.0,4,1,历史1/4次成功; 当前距低点3.29%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
141,300349,金卡智能,67.63513548887491,59.71390340459226,29.411764705882344,3.1578947368421004,2.5553418754203725,0.3412969283276279,bottom_area,False,11.76,11.4,16.15,33.33333333333333,3,1,历史1/3次成功; 当前距低点3.16%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
142,600722,金牛化工,67.57649366061699,57.76445008460236,29.251700680272112,1.3888888888888973,8.101455979105411,-8.750000000000002,bottom_area,False,9.49,9.36,13.23,50.0,2,1,历史1/2次成功; 当前距低点1.39%; 最新日涨幅-8.75%; 状态bottom_area; 底部未确认
143,300569,天能重工,67.52894278302429,57.99959719866023,32.45125348189416,1.6494845360824757,1.6666536413379187,-0.4040404040404177,bottom_area,False,4.93,4.85,7.18,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.65%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
144,300505,川金诺,67.41767211959005,59.13332391120736,31.70914542728636,2.7991218441273413,3.9047908898036847,0.8073196986006614,bottom_area,False,18.73,18.22,26.68,25.0,4,1,历史1/4次成功; 当前距低点2.80%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
145,603300,海南华铁,67.1903821002573,58.28782723709208,30.60941828254848,2.195608782435136,1.810140713772324,0.9861932938856066,bottom_area,False,5.12,5.01,7.22,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.20%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
146,002340,格林美,67.14963301958241,60.03444011684519,30.237358101135197,3.8461538461538423,2.1257759120741544,2.481751824817513,bottom_area,False,7.02,6.76,9.69,50.0,2,1,历史1/2次成功; 当前距低点3.85%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
147,600620,天宸股份,67.04282415455106,58.22005005005006,32.11009174311926,2.2522522522522443,1.0143340887450856,-0.219780219780219,bottom_area,False,4.54,4.44,6.54,50.0,2,1,历史1/2次成功; 当前距低点2.25%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
148,002724,海洋王,67.0258151143987,58.059882260596574,28.96174863387978,2.1153846153846043,0.8375323003860395,0.5681818181818121,bottom_area,False,5.31,5.2,7.32,25.0,4,1,历史1/4次成功; 当前距低点2.12%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
149,688176,亚虹医药,66.68359053987466,57.23693801027429,32.07676490747087,1.6145307769929378,1.3812473668718657,0.1990049751243727,bottom_area,False,10.07,9.91,14.59,20.0,5,1,历史1/5次成功; 当前距低点1.61%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
150,600216,浙江医药,66.66886606124415,56.33988681231901,30.11262596324838,0.7633587786259681,1.0364103951243682,-0.3355704697986517,bottom_area,False,11.88,11.79,16.87,50.0,2,1,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
151,600328,中盐化工,66.59228289191708,57.27324621899575,29.65821389195149,1.724137931034488,1.07145862897084,-0.3072196620583667,bottom_area,False,6.49,6.38,9.07,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.72%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
152,603275,众辰科技,66.42026951151875,59.71118032760154,28.039568345323744,4.148962759310182,3.676328881207509,2.509225092250933,bottom_area,False,41.67,40.01,55.6,50.0,2,1,历史1/2次成功; 当前距低点4.15%; 最新日涨幅2.51%; 状态bottom_area; 底部未确认
153,603322,超讯通信,66.34201296895392,59.56918657033236,28.03784860557769,4.083044982698961,3.05679161930107,2.104548540393747,bottom_area,False,30.08,28.9,40.16,37.5,8,3,历史3/8次成功; 当前距低点4.08%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
154,603716,塞力医疗,66.29531701997372,59.18959832394163,30.090909090909086,3.771131339401821,2.7057346795624304,0.0626959247649106,bottom_area,False,15.96,15.38,22.0,50.0,2,1,历史1/2次成功; 当前距低点3.77%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
155,688302,海创药业,66.29494470721674,59.01647300739873,28.80815806246017,3.610862429125637,1.0977058636892054,-0.4587155963302836,bottom_area,False,34.72,33.51,47.07,40.0,5,2,历史2/5次成功; 当前距低点3.61%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
156,002589,瑞康医药,66.23822154993618,56.722190975949125,31.898734177215196,1.4869888475836444,1.5075444639033495,-0.3649635036496401,bottom_area,False,2.73,2.69,3.95,25.0,8,2,历史2/8次成功; 当前距低点1.49%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
157,688189,南新制药,66.08187730553325,57.46250200481153,29.711538461538467,2.3255813953488484,2.242893586005831,0.0,bottom_area,False,7.48,7.31,10.4,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.33%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
158,300577,开润股份,66.07379660890669,56.17523432623111,30.4561717352415,1.0932475884244368,1.4051297748349394,-0.8201892744479466,bottom_area,False,15.72,15.55,22.36,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.09%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
159,300618,寒锐钴业,65.79124607443741,58.98653034779522,32.66813011374975,4.0011855364552495,2.473938223592301,2.602339181286561,bottom_area,False,35.09,33.74,50.11,50.0,2,1,历史1/2次成功; 当前距低点4.00%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
160,605108,同庆楼,65.53937132729335,55.74815972927241,29.775280898876407,1.1200000000000043,0.8514230769230768,-0.8627450980392082,bottom_area,False,12.64,12.5,17.8,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.12%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
161,002108,沧州明珠,65.0107201759811,58.78094482681443,30.43478260869565,4.4642857142856975,2.1068671448727803,2.4070021881837933,bottom_area,False,4.68,4.48,6.44,40.0,5,2,历史2/5次成功; 当前距低点4.46%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
162,000959,首钢股份,64.81545534946287,55.53710129995022,30.44397463002115,1.5197568389057698,0.4198141139344765,-0.5952380952380931,bottom_area,False,3.34,3.29,4.73,33.33333333333333,3,1,历史1/3次成功; 当前距低点1.52%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
163,300601,康泰生物,64.75798064690994,55.64310939382607,28.508495909376972,1.6725352112676168,1.0825834785493216,0.5221932114882533,bottom_area,False,11.55,11.36,15.89,16.666666666666664,6,1,历史1/6次成功; 当前距低点1.67%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
164,000839,国安股份,64.67590079365085,57.67277777777782,27.223719676549862,3.7037037037036895,1.1765266381386166,2.564102564102555,bottom_area,False,2.8,2.7,3.71,50.0,2,1,历史1/2次成功; 当前距低点3.70%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
165,600830,香溢融通,64.45225054247501,57.9492207792208,28.57142857142857,4.155844155844148,1.867615262795468,2.2959183673469274,bottom_area,False,8.02,7.7,10.78,50.0,2,1,历史1/2次成功; 当前距低点4.16%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
166,300546,雄帝科技,64.3854965944762,57.65658504639348,32.10347752332484,3.935040599625227,2.0356330861825063,1.2781497261107777,bottom_area,False,16.64,16.01,23.58,33.33333333333333,6,2,历史2/6次成功; 当前距低点3.94%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
167,002469,三维化学,64.28335821635922,56.98125080385853,30.58035714285715,3.37620578778135,1.6390281065951295,-1.981707317073167,bottom_area,False,6.43,6.22,8.96,50.0,2,1,历史1/2次成功; 当前距低点3.38%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
168,002329,皇氏集团,64.19843277093821,58.2676213156003,28.82483370288248,4.67289719626168,7.842212635405854,0.0,bottom_area,True,3.36,3.21,4.51,50.0,2,1,历史1/2次成功; 当前距低点4.67%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
169,600241,时代万恒,63.84684902400684,56.080682593016526,27.290836653386453,2.876712328767123,1.8732111746353328,1.076716016150736,bottom_area,False,7.51,7.3,10.04,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.88%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
170,688148,芳源股份,63.829857142857136,58.027142857142856,32.136445242369845,4.761904761904766,3.4404799413556786,2.590673575129543,bottom_area,False,7.92,7.56,11.14,40.0,5,2,历史2/5次成功; 当前距低点4.76%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
171,688338,赛科希德,63.794925066304,57.19367548662117,28.735980600181872,3.998298596341973,0.86402792828252,2.045075125208684,bottom_area,False,24.45,23.51,32.99,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.00%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
172,002703,浙江世宝,63.476536743722185,55.81920049159458,29.185119574844983,2.939337085678553,6.022918741136256,0.3046922608165747,bottom_area,False,16.46,15.99,22.58,25.0,4,1,历史1/4次成功; 当前距低点2.94%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
173,002580,圣阳股份,63.42355456045254,57.64797196252339,28.360828360828357,4.75257226849583,11.321247523797556,2.788461538461529,bottom_area,False,21.38,20.41,28.49,40.0,5,2,历史2/5次成功; 当前距低点4.75%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
174,688339,亿华通,63.29459621027258,57.62113100374955,31.444367657221843,4.838709677419359,1.893178775575352,2.868447082096948,bottom_area,False,20.8,19.84,28.94,28.57142857142857,7,2,历史2/7次成功; 当前距低点4.84%; 最新日涨幅2.87%; 状态bottom_area; 底部未确认
175,001229,魅视科技,63.144322727652586,56.32419711987626,31.258072849392924,3.7204058624577305,4.35436975801374,-26.712692511949008,bottom_area,False,27.6,26.61,38.71,40.0,5,2,历史2/5次成功; 当前距低点3.72%; 最新日涨幅-26.71%; 状态bottom_area; 底部未确认
176,600636,退市国化,62.90379310344828,52.4198275862069,29.338842975206607,0.0,5.123601157064919,-9.999999999999998,bottom_area,False,1.71,1.71,2.42,50.0,2,1,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
177,300712,永福股份,62.8137205312109,53.65253708579256,29.151039890896683,1.3474494706448392,0.9756901634838284,-0.5196032120926009,bottom_area,False,21.06,20.78,29.33,20.0,5,1,历史1/5次成功; 当前距低点1.35%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
178,000981,山子高科,62.71212880010823,53.42971299093655,27.7292576419214,1.2084592145015116,1.9928708125484105,-1.179941002949858,bottom_area,False,3.35,3.31,4.58,20.0,5,1,历史1/5次成功; 当前距低点1.21%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
179,688161,威高骨科,62.67949596509921,54.03157283698327,31.10627719080173,1.8493459630130653,0.600475,-1.826086956521744,bottom_area,False,22.58,22.17,32.18,20.0,5,1,历史1/5次成功; 当前距低点1.85%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
180,301382,蜂助手,62.67545688404145,56.81711215885392,29.95444191343964,4.607046070460712,4.065798904894096,2.988260405549648,bottom_area,False,38.6,36.9,52.68,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.61%; 最新日涨幅2.99%; 状态bottom_area; 底部未确认
181,003007,直真科技,62.65219139641714,56.33300051975052,29.18660287081341,4.158004158004162,3.0578183273856294,2.270987496810406,bottom_area,False,40.08,38.48,54.34,50.0,2,1,历史1/2次成功; 当前距低点4.16%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
182,300485,赛升药业,62.09237976457633,54.26823916924162,30.395387149917635,2.603550295857996,1.4886573580216216,-0.1152073732718861,bottom_area,True,8.67,8.45,12.14,20.0,5,1,历史1/5次成功; 当前距低点2.60%; 最新日涨幅-0.12%; 状态bottom_area; 底部已确认
183,300680,隆盛科技,61.8249105350219,56.21781576127077,27.25663716814159,4.774939172749392,3.5625064846220376,-0.0290191526407412,bottom_area,True,34.45,32.88,45.2,40.0,5,2,历史2/5次成功; 当前距低点4.77%; 最新日涨幅-0.03%; 状态bottom_area; 底部已确认
184,600310,广西能源,61.7526786586365,54.19896468311565,29.327610872675248,2.8340080971659853,7.956822143352165,-2.8680688336520155,bottom_area,False,5.08,4.94,6.99,33.33333333333333,3,1,历史1/3次成功; 当前距低点2.83%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
185,300639,凯普生物,60.15516639849437,53.037267671711405,31.25827814569536,3.082851637764918,1.46125944629617,1.904761904761898,bottom_area,False,5.35,5.19,7.55,14.285714285714285,7,1,历史1/7次成功; 当前距低点3.08%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
186,002274,华昌化工,60.14049607916356,51.0164077669903,27.05382436260622,0.9708737864077636,2.170989001761677,-3.703703703703709,bottom_area,False,5.2,5.15,7.06,50.0,2,1,历史1/2次成功; 当前距低点0.97%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
187,300693,盛弘股份,60.060998728967135,53.42378095550625,27.35323056739915,3.5665914221219084,5.025608643896227,1.280353200883022,bottom_area,False,45.88,44.3,60.98,16.666666666666664,6,1,历史1/6次成功; 当前距低点3.57%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
188,002423,中粮资本,59.817724715541225,50.70087087087087,27.939949958298577,0.9259259259259268,0.4583861037186608,-0.1145475372279491,bottom_area,False,8.72,8.64,11.99,33.33333333333333,3,1,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
189,688239,航宇科技,59.72865387529731,54.09538284090472,27.27783237399973,4.555984555984556,3.6710597522339903,3.083365055196041,bottom_area,False,54.16,51.8,71.23,25.0,4,1,历史1/4次成功; 当前距低点4.56%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
190,002298,中电鑫龙,59.15642555501015,51.682860792874976,32.30641132389675,2.5830258302582907,2.701098763373924,1.090909090909098,bottom_area,False,8.34,8.13,12.01,12.5,8,1,历史1/8次成功; 当前距低点2.58%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
191,300653,正海生物,59.132315424476445,50.08790902568151,27.664848785324747,0.8910212474297516,0.7577222222222222,-0.2710027100270906,bottom_area,False,14.72,14.59,20.17,25.0,4,1,历史1/4次成功; 当前距低点0.89%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
192,002380,科远智慧,58.89624109336224,53.62977009671796,27.34038386212299,4.851752021563335,7.217940225344723,2.638522427440626,bottom_area,True,38.9,37.1,51.06,25.0,4,1,历史1/4次成功; 当前距低点4.85%; 最新日涨幅2.64%; 状态bottom_area; 底部已确认
193,300615,欣天科技,58.82403366371462,53.070428325342654,32.29036295369212,4.343807763401098,3.5431416152190525,2.1719457013574583,bottom_area,False,11.29,10.82,15.98,33.33333333333333,3,1,历史1/3次成功; 当前距低点4.34%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
194,300737,科顺股份,58.4435961468557,52.36738095238096,32.7641408751334,3.968253968253968,12.924361171488409,-7.876230661040795,bottom_area,False,6.55,6.3,9.37,25.0,4,1,历史1/4次成功; 当前距低点3.97%; 最新日涨幅-7.88%; 状态bottom_area; 底部未确认
195,000006,深振业A,58.25721859927695,53.07020600254573,32.53333333333334,4.87483530961792,2.165653943105611,0.0,bottom_area,False,7.96,7.59,11.25,25.0,4,1,历史1/4次成功; 当前距低点4.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
196,688298,东方生物,58.096495547770296,49.66223831447412,27.75297619047618,1.390319258496393,0.4533730158730158,-0.152129817444202,bottom_area,False,19.69,19.42,26.88,12.5,8,1,历史1/8次成功; 当前距低点1.39%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
