rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.75651673470544,78.39146579804557,300580,贝斯特,bottom_area,2024-04-03,25.19,2024-04-03,24.56,2.565146579804571,4.600977198697079,27.444608567208277,False,-2.1748,2.245,1,1,1,100.0,53.89266817838245,53.89266817838245,17.434853420195427,2.565146579804571,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
2,86.07089574155655,72.90333333333334,002611,东方精工,bottom_area,2024-04-03,6.81,2024-04-03,6.75,0.8888888888888832,3.8518518518518485,27.26293103448275,False,-3.1294,6.2722,1,1,1,100.0,145.12534818941506,145.12534818941506,19.111111111111118,0.8888888888888832,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
3,82.56982968439799,69.14959424779686,603079,圣达生物,bottom_area,2024-04-03,11.14,2024-04-03,11.11,0.27002700270028024,7.920792079207928,28.368794326241137,False,-5.5932,5.368,1,1,1,100.0,22.232558139534888,22.232558139534888,19.729972997299722,0.27002700270028024,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
4,73.42138924666719,61.85673128871949,688220,翱捷科技,bottom_area,2024-04-03,38.8,2024-04-03,38.57,0.5963183821622942,3.007518796992472,28.83763837638377,False,-1.7722,1.3848,2,4,2,50.0,35.14159784972857,45.103092783505154,19.403681617837705,0.5963183821622942,历史2/4次成功; 当前距低点0.60%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
5,71.94376893323557,61.05674867630558,688322,奥比中光,bottom_area,2024-04-03,28.4,2024-04-03,28.12,0.9957325746799344,4.551920341394017,27.67489711934157,False,-3.6635,2.0613,3,5,3,60.0,24.285048099870046,28.749462827675128,19.00426742532007,0.9957325746799344,历史3/5次成功; 当前距低点1.00%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
6,64.79519380493747,57.544385639642655,300757,罗博特科,bottom_area,2024-04-03,122.79,2024-04-03,118.66,3.4805326141918167,7.685825046350922,27.349537745668286,False,3.3151,12.6084,1,5,1,20.0,74.11052233156698,74.11052233156698,16.519467385808184,3.4805326141918167,历史1/5次成功; 当前距低点3.48%; 最新日涨幅3.32%; 状态bottom_area; 底部未确认
7,62.622994987171694,56.17197790765991,300364,中文在线,bottom_area,2024-04-03,26.61,2024-04-03,25.58,4.0265832681782685,4.730258014073498,28.70680044593089,False,1.0634,10.4029,2,6,2,33.33333333333333,20.42609906329583,20.7773851590106,15.973416731821732,4.0265832681782685,历史2/6次成功; 当前距低点4.03%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
8,62.265510763928866,53.84110275014209,688048,长光华芯,bottom_area,2024-04-03,40.43,2024-04-03,39.63,2.0186727226848276,5.627050214483968,30.534618755477645,False,-2.719,3.3321,1,4,1,25.0,23.810089020771517,23.810089020771517,17.981327277315174,2.0186727226848276,历史1/4次成功; 当前距低点2.02%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
9,57.4930412986393,47.91086774886608,300454,深信服,bottom_area,2024-04-03,57.97,2024-04-03,57.97,0.0,3.8640676211833744,32.031891194747345,False,-3.8002,2.7141,1,4,1,25.0,29.49391262831224,29.49391262831224,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
