rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.72449275439853,76.3586235412782,002761,浙江建投,bottom_area,2024-12-05,10.04,2024-11-29,9.79,2.5536261491317673,7.15015321756896,29.466858789625373,True,0.0997,2.8409,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,12.446373850868232,2.5536261491317673,历史4/6次成功; 当前距低点2.55%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
2,80.69042801266666,72.78100841862664,001229,魅视科技,bottom_area,2024-12-05,40.58,2024-12-04,39.8,1.9597989949748773,5.628140703517593,30.64993901376547,False,1.8063,22.595,2,3,2,66.66666666666666,28.83163150807898,42.18749999999999,13.040201005025123,1.9597989949748773,历史2/3次成功; 当前距低点1.96%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
3,80.42391264679078,75.31716682564856,301628,强达电路,bottom_area,2024-12-05,83.44,2024-11-27,80.25,3.975077881619935,8.037383177570097,29.67312242572956,True,2.1798,7.9567,1,1,1,100.0,19.08787309538719,19.08787309538719,11.024922118380065,3.975077881619935,历史1/1次成功; 当前距低点3.98%; 最新日涨幅2.18%; 状态bottom_area; 底部已确认
4,80.20838095090103,73.98617221482652,002045,国光电器,bottom_area,2024-12-05,18.27,2024-12-04,17.71,3.1620553359683723,6.606437041219639,29.58250497017892,False,2.6404,16.9692,4,6,4,66.66666666666666,33.38167588262236,40.89958158995815,11.837944664031626,3.1620553359683723,历史4/6次成功; 当前距低点3.16%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
5,78.71204388290678,74.43944289997735,601019,山东出版,bottom_area,2024-12-05,10.68,2024-11-25,10.22,4.500978473581204,7.0450097847358,28.028169014084497,True,0.8499,0.249,1,1,1,100.0,20.815450643776817,20.815450643776817,10.499021526418794,4.500978473581204,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.85%; 状态bottom_area; 底部已确认
6,75.81374505374444,68.40162922524115,603268,松发股份,bottom_area,2024-12-05,38.21,2024-12-05,37.47,1.9749132639444944,5.871363757672813,29.857731186821418,False,-2.3262,9.4978,2,3,2,66.66666666666666,27.94497204498886,37.532133676092535,13.025086736055504,1.9749132639444944,历史2/3次成功; 当前距低点1.97%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
7,60.28450429735371,53.36002538321078,002095,生意宝,bottom_area,2024-12-05,23.38,2024-12-05,23.16,0.9499136442141575,5.310880829015545,27.96267496111975,False,-5.0751,15.6918,2,5,2,40.0,25.67649726891973,33.84030418250951,14.050086355785844,0.9499136442141575,历史2/5次成功; 当前距低点0.95%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
