rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.23427496806912,85.81127531848212,002761,浙江建投,bottom_area,2024-06-19,8.35,2024-06-06,8.25,1.2121212121212077,4.848484848484853,28.26086956521739,False,-0.949,1.6448,6,6,6,100.0,23.305976785583134,43.73730534867976,8.787878787878793,1.2121212121212077,历史6/6次成功; 当前距低点1.21%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
2,86.46572583305341,82.76713975151434,603155,新亚强,bottom_area,2024-06-19,11.01,2024-06-18,10.72,2.7052238805970066,3.6380597014925256,30.97231165486155,False,0.0,0.5662,3,3,3,100.0,19.435753759545772,25.624375624375624,7.294776119402995,2.7052238805970066,历史3/3次成功; 当前距低点2.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,85.71475409836071,80.44000000000004,002687,乔治白,bottom_area,2024-06-19,4.27,2024-06-06,4.2,1.666666666666652,5.714285714285719,28.2051282051282,False,-0.6977,0.8239,1,1,1,100.0,64.00000000000001,64.00000000000001,8.333333333333348,1.666666666666652,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
4,85.30020751933392,79.7856136356906,600162,香江控股,bottom_area,2024-06-19,1.36,2024-06-18,1.34,1.492537313432837,2.9850746268656576,30.208333333333325,False,-0.7299,0.3518,2,2,2,100.0,27.68063822751323,28.90624999999999,8.507462686567163,1.492537313432837,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
5,84.86505855639743,81.30784053307538,000813,德展健康,bottom_area,2024-06-19,2.24,2024-06-06,2.18,2.7522935779816535,8.715596330275226,29.677419354838708,True,-1.3216,0.4367,3,3,3,100.0,25.446612316524458,39.9103139013453,7.2477064220183465,2.7522935779816535,历史3/3次成功; 当前距低点2.75%; 最新日涨幅-1.32%; 状态bottom_area; 底部已确认
6,83.55782950967165,76.26435672514621,002790,瑞尔特,bottom_area,2024-06-19,9.62,2024-06-19,9.6,0.2083333333333289,1.8749999999999971,30.785868781542895,False,-1.232,0.9195,1,1,1,100.0,49.512670565302145,49.512670565302145,9.791666666666671,0.2083333333333289,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
7,83.49451399222163,78.21926147419457,688357,建龙微纳,bottom_area,2024-06-19,25.8,2024-06-06,25.4,1.574803149606308,8.464566929133866,32.012847965738764,True,-1.5643,0.3957,4,5,4,80.0,21.074261587618047,31.65083135391925,8.425196850393693,1.574803149606308,历史4/5次成功; 当前距低点1.57%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
8,81.40339116592892,74.60510298610976,605198,安德利,bottom_area,2024-06-19,28.39,2024-06-17,28.27,0.42447824548992213,3.21896002829855,29.99009410599307,False,-1.4578,0.3994,1,1,1,100.0,43.241469816272954,43.241469816272954,9.57552175451008,0.42447824548992213,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
9,80.61988556221596,80.24273171783716,603326,我乐家居,bottom_area,2024-06-19,6.17,2024-06-06,5.89,4.753820033955862,6.791171477079802,27.552275522755238,False,0.817,1.2344,4,4,4,100.0,14.30882470568014,20.141843971631218,5.246179966044139,4.753820033955862,历史4/4次成功; 当前距低点4.75%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
10,80.32610936075646,76.05900918273645,603217,元利科技,bottom_area,2024-06-19,14.83,2024-06-06,14.52,2.1349862258953203,6.404958677685949,29.37743190661478,False,-0.8027,0.4371,2,2,2,100.0,15.520310633213857,19.81481481481482,7.86501377410468,2.1349862258953203,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
11,80.01191047192944,73.26860521335516,001322,箭牌家居,bottom_area,2024-06-19,7.91,2024-06-19,7.88,0.38071065989848035,2.53807106598985,30.141843971631204,False,-1.4944,1.6151,2,2,2,100.0,18.85282536518115,26.897069872276486,9.61928934010152,0.38071065989848035,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
12,79.96968251449292,79.62058719122614,002837,英维克,bottom_area,2024-06-19,23.72,2024-06-11,22.64,4.770318021201406,9.761484098939933,31.97115384615385,True,1.0652,2.9418,3,3,3,100.0,18.639313330996423,24.517374517374524,5.229681978798595,4.770318021201406,历史3/3次成功; 当前距低点4.77%; 最新日涨幅1.07%; 状态bottom_area; 底部已确认
