rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.62625408609449,84.76036553524806,603787,新日股份,bottom_area,2026-05-14,11.62,17.11,2026-05-14,11.49,1.131418624891201,2.349869451697124,32.84628872004675,32.0864991233197,False,-0.9378,1.9747,2,2,2,100.0,56.730295566502456,92.85714285714283,18.8685813751088,1.131418624891201,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
2,90.77202132189333,75.64335110157778,002560,通达股份,bottom_area,2026-05-14,11.61,16.25,2026-05-14,11.61,0.0,11.024978466838942,28.55384615384616,28.55384615384616,False,-10.0,28.8119,3,3,3,100.0,32.75995215902027,38.47980997624703,20.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
3,86.54156354967887,72.21804502095695,688819,天能股份,bottom_area,2026-05-14,26.46,36.54,2026-05-14,26.44,0.07564296520423439,3.4417549167927386,27.640941434044876,27.58620689655172,False,-2.8278,0.5947,1,1,1,100.0,26.131779471089207,26.131779471089207,19.92435703479577,0.07564296520423439,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
4,86.08193175782384,71.73494313151987,605287,德才股份,bottom_area,2026-05-14,48.25,66.21,2026-05-14,48.25,0.0,8.186528497409332,27.125811810904693,27.125811810904693,False,-5.9637,7.9515,2,2,2,100.0,28.413672750106816,36.00395647873393,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
5,83.10916810529321,70.2561119631902,603277,银都股份,bottom_area,2026-05-14,12.9,17.69,2026-05-14,12.8,0.7812499999999972,2.7343749999999973,27.64273600904466,27.07744488411532,False,-1.3007,0.3862,1,1,1,100.0,24.23312883435582,24.23312883435582,19.218750000000004,0.7812499999999972,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
6,81.53839931618012,68.6335786887077,000007,全新好,bottom_area,2026-05-14,12.86,17.79,2026-05-14,12.79,0.5473025801407372,8.209538702111029,28.10567734682406,27.712197863968523,False,-4.8817,6.5704,1,1,1,100.0,22.85714285714285,22.85714285714285,19.452697419859263,0.5473025801407372,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
7,76.84555239199709,67.89789549504471,688326,经纬恒润,bottom_area,2026-05-14,90.62,125.0,2026-05-06,87.81,3.200091105796609,7.7212162623846945,29.752000000000002,27.503999999999994,True,-2.3491,1.85,2,3,2,66.66666666666666,31.061486825775873,34.48938586529221,16.79990889420339,3.200091105796609,历史2/3次成功; 当前距低点3.20%; 最新日涨幅-2.35%; 状态bottom_area; 底部已确认
8,76.1559168177082,63.57501299893521,002083,孚日股份,bottom_area,2026-05-14,10.43,14.53,2026-05-14,10.42,0.09596928982725324,5.182341650671794,28.286304198210594,28.217481073640744,False,-4.7489,3.9267,2,3,2,66.66666666666666,29.01696942513269,31.79487179487179,19.904030710172748,0.09596928982725324,历史2/3次成功; 当前距低点0.10%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
9,74.95071719640084,65.25559954910523,000012,南玻A,bottom_area,2026-05-14,3.85,5.27,2026-05-14,3.76,2.393617021276604,3.4574468085106473,28.6527514231499,26.944971537001887,False,0.5222,1.5686,1,2,1,50.0,46.467991169977914,46.467991169977914,17.6063829787234,2.393617021276604,历史1/2次成功; 当前距低点2.39%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
10,72.0546549109998,61.93809877736371,603313,梦百合,bottom_area,2026-05-14,6.0,8.27,2026-05-14,5.9,1.6949152542372818,4.23728813559322,28.657799274486084,27.448609431680772,False,-0.9901,2.3393,2,5,2,40.0,30.87368579045548,36.22250970245794,18.30508474576272,1.6949152542372818,历史2/5次成功; 当前距低点1.69%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
11,71.78477028000944,62.43965507771965,605337,李子园,bottom_area,2026-05-14,10.49,14.95,2026-03-23,10.25,2.3414634146341484,8.97560975609756,31.438127090301,29.832775919732434,True,-0.0952,0.8619,2,5,2,40.0,32.30210571551354,37.98882681564246,17.65853658536585,2.3414634146341484,历史2/5次成功; 当前距低点2.34%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
12,71.24928509790905,59.37440424825755,000723,美锦能源,bottom_area,2026-05-14,4.03,5.67,2026-05-14,4.03,0.0,2.9776674937965284,28.924162257495585,28.924162257495585,False,-2.4213,1.4158,2,4,2,50.0,26.74410886159975,30.434782608695667,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
13,71.14127833925487,59.40062181775245,601567,三星电气,bottom_area,2026-05-14,18.74,26.41,2026-05-14,18.72,0.10683760683760457,5.8760683760683845,29.11775842483908,29.04202953426733,False,-4.4365,1.9639,2,4,2,50.0,26.151675060979485,31.09512390087929,19.8931623931624,0.10683760683760457,历史2/4次成功; 当前距低点0.11%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
14,70.96640257027785,59.13866880856487,300363,博腾股份,bottom_area,2026-05-14,16.46,23.0,2026-05-14,16.46,0.0,9.234507897934384,28.434782608695645,28.434782608695645,False,-20.0194,6.3314,3,6,3,50.0,35.69176778798318,46.29503738953092,20.0,0.0,历史3/6次成功; 当前距低点0.00%; 最新日涨幅-20.02%; 状态bottom_area; 底部未确认
15,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-14,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,66.55947669722224,56.0948402414257,603101,汇嘉时代,bottom_area,2026-05-14,8.18,11.38,2026-05-14,8.13,0.6150061500614874,2.829028290282886,28.558875219683657,28.119507908611606,False,-2.9656,3.8881,1,2,1,50.0,37.72609819121447,37.72609819121447,19.384993849938514,0.6150061500614874,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
17,66.18360107258785,55.153000893823204,603113,金能科技,bottom_area,2026-05-14,5.41,7.5,2026-05-14,5.41,0.0,3.142329020332716,27.866666666666667,27.866666666666667,False,-2.5225,1.7573,2,5,2,40.0,25.71505856894199,31.03448275862069,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
18,65.72970160673297,54.77475133894415,601808,中海油服,bottom_area,2026-05-14,14.12,20.55,2026-05-14,14.12,0.0,0.9915014164305991,31.28953771289538,31.28953771289538,False,-1.0512,0.5213,1,2,1,50.0,35.34812547819435,35.34812547819435,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
19,57.244500270226624,52.129871380103296,600185,珠免集团,bottom_area,2026-05-14,5.83,8.28,2026-04-03,5.56,4.856115107913678,10.251798561151086,32.850241545893724,29.589371980676322,True,-1.6863,1.4282,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,15.143884892086323,4.856115107913678,历史1/3次成功; 当前距低点4.86%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
