rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.31077983305902,78.61192965760048,301386,未来电器,bottom_area,2024-09-23,17.16,2024-09-18,16.86,1.7793594306049865,4.626334519572961,28.224776500638566,False,-0.8666,1.337,2,2,2,100.0,24.88639332999926,27.880184331797242,18.220640569395012,1.7793594306049865,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,89.9595525946111,78.79161167166622,002674,兴业科技,bottom_area,2024-09-23,7.93,2024-09-18,7.72,2.72020725388601,3.367875647668403,32.16168717047452,False,0.7624,0.3126,1,1,1,100.0,31.578947368421055,31.578947368421055,17.27979274611399,2.72020725388601,历史1/1次成功; 当前距低点2.72%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,89.880774372167,78.07855295116971,603079,圣达生物,bottom_area,2024-09-23,10.36,2024-09-18,10.13,2.270483711747272,4.6396841066140055,30.616438356164377,False,0.0,0.853,1,1,1,100.0,22.232558139534888,22.232558139534888,17.72951628825273,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,88.7372852047654,74.49245935825279,301456,盘古智能,bottom_area,2024-09-23,17.55,2024-09-23,17.48,0.40045766590389176,2.1167048054919966,30.079999999999995,False,-0.8475,1.6226,1,1,1,100.0,42.34141309953585,42.34141309953585,19.59954233409611,0.40045766590389176,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,85.1721427523978,76.08386423302912,300761,立华股份,bottom_area,2024-09-23,17.48,2024-09-20,16.84,3.8004750593824266,4.750593824228033,32.369477911646584,False,1.216,0.8591,1,1,1,100.0,30.263157894736853,30.263157894736853,16.199524940617575,3.8004750593824266,历史1/1次成功; 当前距低点3.80%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
6,84.0199676854195,74.83559874814694,688009,中国通号,bottom_area,2024-09-23,4.84,2024-09-18,4.67,3.6402569593147733,4.710920770877939,28.153846153846157,False,0.4149,0.1715,1,1,1,100.0,21.588089330024815,21.588089330024815,16.359743040685228,3.6402569593147733,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
7,82.70782263799471,74.7465695682482,002130,沃尔核材,bottom_area,2024-09-23,11.06,2024-09-19,10.59,4.438149197356003,6.610009442870626,27.416038382453735,False,3.0755,7.8121,1,1,1,100.0,30.89005235602093,30.89005235602093,15.561850802643997,4.438149197356003,历史1/1次成功; 当前距低点4.44%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
8,76.64208503175762,68.14258038196421,300521,爱司凯,bottom_area,2024-09-23,10.23,2024-09-18,9.88,3.542510121457486,4.149797570850185,28.920863309352512,False,0.4912,0.7998,3,6,3,50.0,42.739265907996135,73.27586206896554,16.457489878542514,3.542510121457486,历史3/6次成功; 当前距低点3.54%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
9,75.71784133827221,66.30542144916198,688358,祥生医疗,bottom_area,2024-09-23,19.33,2024-09-18,18.82,2.7098831030818173,5.5791710945802375,29.274708756106726,False,-0.155,0.2519,2,3,2,66.66666666666666,25.684345470547626,29.46360153256704,17.290116896918185,2.7098831030818173,历史2/3次成功; 当前距低点2.71%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
10,74.0360855020732,64.34776962582536,000922,佳电股份,bottom_area,2024-09-23,8.9,2024-09-18,8.7,2.298850574712656,3.6781609195402334,30.6772908366534,False,1.1364,1.2223,1,2,1,50.0,40.42553191489362,40.42553191489362,17.701149425287344,2.298850574712656,历史1/2次成功; 当前距低点2.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
11,70.90410231066282,64.33466691288442,605266,健之佳,bottom_area,2024-09-23,17.98,2024-09-18,17.18,4.656577415599539,11.757857974388822,27.203389830508478,True,-2.2295,2.1866,3,5,3,60.0,27.535824841136375,33.154615273148806,15.343422584400463,4.656577415599539,历史3/5次成功; 当前距低点4.66%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
