rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.38743818801855,86.63520107558824,601127,赛力斯,bottom_area,2023-08-22,34.5,2023-08-22,33.7,2.3738872403560745,3.6795252225519133,27.07206232417225,False,1.5602,1.8135,8,8,8,100.0,19.503569804301506,30.591200733272228,5.6261127596439255,2.3738872403560745,历史8/8次成功; 当前距低点2.37%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
18,80.92911959862711,79.0089753410316,300455,航天智装,bottom_area,2023-08-22,10.83,2023-08-17,10.54,2.7514231499051323,6.451612903225821,32.43589743589744,False,2.1698,1.1418,2,2,2,100.0,16.463549047394118,18.904109589041095,5.248576850094868,2.7514231499051323,历史2/2次成功; 当前距低点2.75%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
19,80.92150229324866,80.04995251439372,688355,明志科技,bottom_area,2023-08-22,21.97,2023-08-22,21.24,3.436911487758948,4.566854990583816,30.246305418719217,False,-1.0806,3.2912,4,4,4,100.0,19.602745733785582,35.08474576271185,4.563088512241052,3.436911487758948,历史4/4次成功; 当前距低点3.44%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
20,80.78444491619659,79.95665833577912,600072,中船科技,bottom_area,2023-08-22,22.1,2023-08-21,21.36,3.46441947565544,4.822097378277159,30.423452768729643,False,3.271,4.3634,3,3,3,100.0,13.631907205771569,14.0952380952381,4.53558052434456,3.46441947565544,历史3/3次成功; 当前距低点3.46%; 最新日涨幅3.27%; 状态bottom_area; 底部未确认
21,80.72185612603202,78.63325735363509,002487,大金重工,bottom_area,2023-08-22,25.3,2023-08-22,24.65,2.6369168356998056,4.949290060851937,29.308861485517635,False,0.1187,2.1736,2,2,2,100.0,13.039934080809868,17.427385892116188,5.363083164300194,2.6369168356998056,历史2/2次成功; 当前距低点2.64%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
22,80.70454759203928,79.58236872030275,688328,深科达,bottom_area,2023-08-22,22.41,2023-08-17,21.7,3.2718894009216632,5.898617511520743,31.04544010168414,False,0.6739,3.4867,2,2,2,100.0,25.92621803443088,29.170984455958543,4.728110599078337,3.2718894009216632,历史2/2次成功; 当前距低点3.27%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
23,80.4458303496583,77.72776260973836,300438,鹏辉能源,bottom_area,2023-08-22,38.8,2023-08-22,37.96,2.212855637513162,3.082191780821922,30.027649769585253,False,0.4921,2.3082,1,1,1,100.0,19.640179910044974,19.640179910044974,5.787144362486838,2.212855637513162,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
24,80.18646136014597,76.74875663583262,002755,奥赛康,bottom_area,2023-08-22,7.68,2023-08-22,7.55,1.7218543046357602,3.4437086092715203,32.34767025089606,False,-1.5385,0.3474,1,1,1,100.0,30.831099195710454,30.831099195710454,6.27814569536424,1.7218543046357602,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
25,79.729448199707,79.53269314478399,688286,敏芯股份,bottom_area,2023-08-22,48.83,2023-08-16,47.01,3.871516698574772,7.679217187832375,28.338414634146336,False,2.4334,0.7287,3,3,3,100.0,16.34274848136819,25.016501650165008,4.128483301425228,3.871516698574772,历史3/3次成功; 当前距低点3.87%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
26,79.11037807882809,77.04095675859719,002519,银河电子,bottom_area,2023-08-22,5.48,2023-08-17,5.34,2.621722846441958,4.494382022471914,28.03234501347709,False,1.8587,1.3542,1,1,1,100.0,20.959595959595962,20.959595959595962,5.378277153558042,2.621722846441958,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
27,79.04419806658984,75.5819246942924,002219,新里程,bottom_area,2023-08-22,3.65,2023-08-22,3.59,1.6713091922005585,4.735376044568243,30.961538461538467,False,-1.6173,0.8216,1,1,1,100.0,23.938223938223942,23.938223938223942,6.3286908077994415,1.6713091922005585,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
28,78.50219639754384,74.73088318681123,300683,海特生物,bottom_area,2023-08-22,33.1,2023-08-22,32.63,1.4403922770456599,4.229236898559593,30.50053248136315,False,-1.955,1.2729,1,1,1,100.0,16.532137518684582,16.532137518684582,6.55960772295434,1.4403922770456599,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
29,78.4469847135849,76.39995672379331,603070,万控智造,bottom_area,2023-08-22,16.81,2023-08-22,16.38,2.6251526251526234,3.235653235653243,27.200000000000003,False,0.3582,2.3849,1,1,1,100.0,17.555401662049874,17.555401662049874,5.374847374847377,2.6251526251526234,历史1/1次成功; 当前距低点2.63%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
30,77.21998755092129,73.49355383532723,603301,振德医疗,bottom_area,2023-08-22,26.27,2023-08-22,25.9,1.4285714285714326,4.5945945945946,30.132182357701648,False,-2.342,0.9243,1,1,1,100.0,9.734928454140272,9.734928454140272,6.571428571428567,1.4285714285714326,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
31,76.7679461096127,73.15780114370042,300452,山河药辅,bottom_area,2023-08-22,14.25,2023-08-22,14.04,1.495726495726502,3.7749287749287834,27.889060092449924,False,-1.4523,1.6047,1,1,1,100.0,8.752997601918471,8.752997601918471,6.504273504273499,1.495726495726502,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
32,76.70163608122002,77.34954119104485,002765,蓝黛科技,confirmed_rebound,2023-08-22,6.59,2023-08-21,6.31,4.437400950871637,8.874801901743274,29.339305711086226,False,0.0,3.5668,3,3,3,100.0,21.75707182275358,28.213879408418663,3.5625990491283637,4.437400950871637,历史3/3次成功; 当前距低点4.44%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部未确认
33,76.65563924537301,75.5434153846154,002819,东方中科,bottom_area,2023-08-22,25.81,2023-08-22,25.0,3.239999999999995,3.920000000000002,28.57142857142857,False,1.0176,0.9093,1,1,1,100.0,20.487179487179493,20.487179487179493,4.760000000000005,3.239999999999995,历史1/1次成功; 当前距低点3.24%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
34,76.47114144700207,74.3961263163417,002176,江特电机,bottom_area,2023-08-22,9.58,2023-08-22,9.34,2.5695931477516085,5.46038543897216,30.814814814814817,False,-1.6427,2.4722,2,2,2,100.0,11.907519855996531,13.689095127610203,5.4304068522483915,2.5695931477516085,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
35,75.66671039476586,76.40834207519238,688300,联瑞新材,bottom_area,2023-08-22,42.2,2023-08-22,40.38,4.507181773155028,4.531946508172358,30.974358974358967,False,1.6623,0.5273,2,2,2,100.0,24.003852247235756,26.809910956252438,3.4928182268449723,4.507181773155028,历史2/2次成功; 当前距低点4.51%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
36,75.29653177898437,74.18377515170873,601360,三六零,bottom_area,2023-08-22,11.2,2023-08-21,10.85,3.2258064516129004,3.6866359447004644,32.85891089108911,False,2.5641,1.482,1,1,1,100.0,13.003300330033007,13.003300330033007,4.7741935483871,3.2258064516129004,历史1/1次成功; 当前距低点3.23%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
37,75.16141090636752,75.51374722391289,300473,德尔股份,bottom_area,2023-08-22,16.46,2023-08-17,15.79,4.243191893603558,6.079797340088669,29.665924276169264,False,0.0608,1.8307,2,2,2,100.0,15.958197534026922,21.37137137137137,3.7568081063964427,4.243191893603558,历史2/2次成功; 当前距低点4.24%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
38,75.12489433830271,76.45602961983819,688262,国芯科技,bottom_area,2023-08-22,32.67,2023-08-17,31.14,4.913294797687865,7.4823378291586335,32.74298056155507,True,1.9345,1.5708,2,2,2,100.0,20.044848164336123,27.063197026022312,3.0867052023121357,4.913294797687865,历史2/2次成功; 当前距低点4.91%; 最新日涨幅1.93%; 状态bottom_area; 底部已确认
39,75.06843772734544,74.02783156202435,603255,鼎际得,bottom_area,2023-08-22,37.22,2023-08-22,36.04,3.274139844617091,3.6903440621531587,31.063504208110178,False,0.4588,1.2644,1,1,1,100.0,12.757367783609205,12.757367783609205,4.725860155382909,3.274139844617091,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
40,74.33673728627338,73.29382125263899,300389,艾比森,bottom_area,2023-08-22,15.18,2023-08-22,14.7,3.2653061224489828,3.537414965986404,30.49645390070922,False,1.4028,1.1171,1,1,1,100.0,8.702791461412156,8.702791461412156,4.734693877551018,3.2653061224489828,历史1/1次成功; 当前距低点3.27%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
41,73.39656125245305,72.50476813009911,300614,百川畅银,bottom_area,2023-08-22,23.35,2023-08-17,22.59,3.3643204957946065,5.444887118193893,27.596153846153843,False,-0.9334,1.8848,2,2,2,100.0,11.480746561886047,11.8614931237721,4.6356795042053935,3.3643204957946065,历史2/2次成功; 当前距低点3.36%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
42,72.15737290216768,70.47036971830987,603211,晋拓股份,bottom_area,2023-08-22,14.47,2023-08-22,14.08,2.7698863636363678,4.758522727272727,28.05314256515074,False,-0.6181,6.3352,1,1,1,100.0,9.923175416133178,9.923175416133178,5.230113636363633,2.7698863636363678,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
43,72.08805470852231,72.94836595395108,688287,退市观典,bottom_area,2023-08-22,10.65,2023-08-16,10.18,4.6168958742632675,7.662082514734786,31.951871657754015,True,1.2357,0.6268,1,1,1,100.0,14.219830899308223,14.219830899308223,3.383104125736733,4.6168958742632675,历史1/1次成功; 当前距低点4.62%; 最新日涨幅1.24%; 状态bottom_area; 底部已确认
44,71.78849036125881,72.68150544522744,603015,弘讯科技,confirmed_rebound,2023-08-22,8.79,2023-08-17,8.4,4.642857142857128,8.095238095238091,29.883138564273786,True,0.8028,1.5206,1,1,1,100.0,23.318385650224208,23.318385650224208,3.357142857142872,4.642857142857128,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.80%; 状态confirmed_rebound; 底部已确认
45,71.36487500612873,71.60772473312376,603061,金海通,bottom_area,2023-08-22,91.29,2023-08-22,87.63,4.176651831564545,5.215108980942608,29.438763185441662,False,0.9398,6.8807,1,1,1,100.0,10.80909090909091,10.80909090909091,3.823348168435455,4.176651831564545,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
46,70.95865330561877,68.36011956800276,301408,华人健康,confirmed_rebound,2023-08-22,19.32,2023-08-22,18.93,2.0602218700475468,8.557844690966725,28.968105065666037,False,-5.1081,31.2486,1,1,1,100.0,10.308738880167446,10.308738880167446,5.939778129952454,2.0602218700475468,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-5.11%; 状态confirmed_rebound; 底部未确认
47,69.25169244977982,68.86244504635901,000534,万泽股份,bottom_area,2023-08-22,12.03,2023-08-22,11.6,3.7068965517241357,7.758620689655175,31.764705882352946,False,-2.6699,2.5442,1,1,1,100.0,12.764350453172202,12.764350453172202,4.293103448275865,3.7068965517241357,历史1/1次成功; 当前距低点3.71%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
48,68.02837386206122,67.55430853898065,688117,圣诺生物,bottom_area,2023-08-22,25.08,2023-08-22,24.2,3.6363636363636322,5.1652892561983474,30.995152552038785,False,1.6207,8.8533,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,4.363636363636368,3.6363636363636322,历史2/3次成功; 当前距低点3.64%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
49,53.84654016367929,54.1165409702405,000890,法尔胜,confirmed_rebound,2023-08-22,4.65,2023-08-14,4.46,4.260089686098664,8.96860986547086,27.47967479674797,True,-2.3109,8.8942,1,2,1,50.0,32.954545454545446,32.954545454545446,3.739910313901336,4.260089686098664,历史1/2次成功; 当前距低点4.26%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部已确认
50,53.21044014930495,52.595679699428686,300458,全志科技,bottom_area,2023-08-22,23.75,2023-08-22,22.97,3.3957335655202487,3.7875489769264306,27.194928684627577,False,1.4524,2.0676,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,4.604266434479752,3.3957335655202487,历史1/3次成功; 当前距低点3.40%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
