rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.67625348207942,79.05204787436276,000065,北方国际,bottom_area,2024-07-23,9.34,2024-07-23,9.33,0.1071811361200406,2.893890675241153,29.58490566037736,False,-1.8908,0.6669,3,3,3,100.0,29.926993896325044,41.48061104582843,19.89281886387996,0.1071811361200406,历史3/3次成功; 当前距低点0.11%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
12,87.18,72.65,601038,一拖股份,bottom_area,2024-07-23,14.3,2024-07-23,14.3,0.0,3.4965034965034962,28.320802005012524,False,-3.5088,0.5654,1,1,1,100.0,53.52941176470589,53.52941176470589,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
13,86.68637013502017,77.28114718738837,688151,华强科技,bottom_area,2024-07-23,11.52,2024-07-09,11.11,3.6903690369036917,9.36093609360937,27.051871306631654,True,-2.9486,0.5414,2,2,2,100.0,31.9633795243483,32.022471910112344,16.30963096309631,3.6903690369036917,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
14,85.49975325392084,74.22982380093254,002367,康力电梯,bottom_area,2024-07-23,5.48,2024-07-18,5.36,2.2388059701492558,9.328358208955223,30.208333333333325,True,-3.351,1.1878,1,1,1,100.0,24.646781789638936,24.646781789638936,17.761194029850746,2.2388059701492558,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
15,84.46641337520262,70.51226527570786,001308,康冠科技,bottom_area,2024-07-23,20.92,2024-07-23,20.9,0.09569377990432118,4.593301435406703,30.170397594386905,False,-3.8161,2.9692,1,1,1,100.0,27.421758569299566,27.421758569299566,19.90430622009568,0.09569377990432118,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
16,84.36521739130436,70.30434782608697,000629,钒钛股份,bottom_area,2024-07-23,2.33,2024-07-23,2.33,0.0,3.8626609442060027,29.393939393939387,False,-2.9167,0.657,1,1,1,100.0,27.173913043478265,27.173913043478265,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
17,83.27141194133651,69.52411091576765,600970,中材国际,bottom_area,2024-07-23,9.71,2024-07-23,9.7,0.10309278350517076,4.020618556701037,28.360413589364846,False,-3.3831,0.5947,1,1,1,100.0,22.19979818365287,22.19979818365287,19.89690721649483,0.10309278350517076,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
18,81.4847816971929,69.34248996138106,603229,奥翔药业,bottom_area,2024-07-23,7.07,2024-07-17,6.99,1.1444921316165961,4.864091559370527,32.52895752895753,False,-2.8846,0.5731,2,4,2,50.0,42.26845172831669,43.052109181141425,18.855507868383405,1.1444921316165961,历史2/4次成功; 当前距低点1.14%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
19,81.1456070577243,68.32278648939472,600389,江山股份,bottom_area,2024-07-23,12.5,2024-07-23,12.43,0.5631536604987954,5.470635559131132,32.07650273224044,False,-4.0675,1.2421,1,1,1,100.0,21.380520620064356,21.380520620064356,19.43684633950121,0.5631536604987954,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
20,79.61457532411671,71.4085140419481,002191,劲嘉股份,bottom_area,2024-07-23,3.62,2024-07-09,3.48,4.02298850574713,8.62068965517241,27.348643006263053,True,-1.3624,0.7683,1,1,1,100.0,21.134020618556693,21.134020618556693,15.97701149425287,4.02298850574713,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
21,79.0275195744986,68.18819568604394,603209,兴通股份,bottom_area,2024-07-23,12.33,2024-07-18,12.1,1.9008264462809954,5.371900826446284,27.674835624626425,False,-1.8312,0.6142,2,3,2,66.66666666666666,25.889318908053443,26.115859449192786,18.099173553719005,1.9008264462809954,历史2/3次成功; 当前距低点1.90%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
22,78.91612846253282,66.02890748424765,601886,江河集团,bottom_area,2024-07-23,4.56,2024-07-23,4.55,0.21978021978021509,3.9560439560439695,28.120063191153243,False,-1.2987,0.7267,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,19.780219780219785,0.21978021978021509,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
23,77.94699520074785,66.01046272535658,605337,李子园,bottom_area,2024-07-23,9.18,2024-07-09,9.1,0.87912087912088,8.35164835164835,31.00833965125095,True,-2.7542,0.4106,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,19.120879120879124,0.87912087912088,历史2/3次成功; 当前距低点0.88%; 最新日涨幅-2.75%; 状态bottom_area; 底部已确认
24,76.83267117687015,65.16090724557499,603368,柳药集团,bottom_area,2024-07-23,16.86,2024-07-16,16.7,0.9580838323353302,3.413173652694613,30.705394190871377,False,-1.4611,1.248,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,19.04191616766467,0.9580838323353302,历史2/3次成功; 当前距低点0.96%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
25,76.48291948930104,66.19229542346656,002246,北化股份,bottom_area,2024-07-23,7.41,2024-07-18,7.26,2.066115702479344,6.887052341597796,31.315042573320724,False,-3.1373,1.4998,2,3,2,66.66666666666666,27.399852464800023,31.992687385740403,17.93388429752066,2.066115702479344,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
26,75.07975019005625,66.60063811310188,000723,美锦能源,bottom_area,2024-07-23,4.54,2024-07-10,4.39,3.4168564920273434,8.200455580865611,31.406250000000007,True,-2.1552,0.3861,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,16.583143507972657,3.4168564920273434,历史2/3次成功; 当前距低点3.42%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
27,71.08423146849518,59.412258064516145,600058,五矿发展,bottom_area,2024-07-23,6.21,2024-07-23,6.2,0.16129032258064172,2.2580645161290267,29.705215419501137,False,-1.5848,0.3085,1,2,1,50.0,99.54954954954954,99.54954954954954,19.83870967741936,0.16129032258064172,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
28,69.50284913121403,59.3218204603938,603320,迪贝电气,bottom_area,2024-07-23,13.18,2024-07-18,13.01,1.3066871637202149,6.764027671022296,28.516483516483515,False,-1.2734,4.3915,1,2,1,50.0,23.71541501976285,23.71541501976285,18.693312836279784,1.3066871637202149,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
29,69.22481209452927,63.15769494256623,002326,永太科技,bottom_area,2024-07-23,7.62,2024-07-09,7.26,4.958677685950417,11.157024793388437,31.184834123222753,True,-2.5575,0.7987,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,15.041322314049586,4.958677685950417,历史2/3次成功; 当前距低点4.96%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
30,68.94326171329566,62.259815562419455,002317,众生药业,bottom_area,2024-07-23,11.16,2024-07-10,10.69,4.396632366697855,9.635173058933594,31.342324983943488,True,-4.5338,2.0478,2,4,2,50.0,45.076007303712714,58.31999999999999,15.603367633302145,4.396632366697855,历史2/4次成功; 当前距低点4.40%; 最新日涨幅-4.53%; 状态bottom_area; 底部已确认
31,67.22458555855404,58.12495212063739,603060,国检集团,bottom_area,2024-07-23,5.57,2024-07-09,5.46,2.014652014652021,9.157509157509157,31.835205992509362,True,-1.7637,0.166,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,17.98534798534798,2.014652014652021,历史1/3次成功; 当前距低点2.01%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
32,66.18360107258785,55.153000893823204,603113,金能科技,bottom_area,2024-07-23,4.89,2024-07-23,4.89,0.0,3.0674846625766947,32.45856353591161,False,-1.0121,0.9206,2,5,2,40.0,25.71505856894199,31.03448275862069,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
33,65.7635561411748,54.83801797199784,688188,柏楚电子,bottom_area,2024-07-23,143.4,2024-07-23,143.35,0.03487966515522244,6.941053365887699,29.366839122936682,False,-6.3663,0.8805,1,2,1,50.0,34.07281509974057,34.07281509974057,19.96512033484478,0.03487966515522244,历史1/2次成功; 当前距低点0.03%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
34,65.74936912751677,54.79114093959731,002833,弘亚数控,bottom_area,2024-07-23,15.92,2024-07-23,15.92,0.0,2.9522613065326673,29.118432769367768,False,-2.3313,1.0004,1,2,1,50.0,35.43624161073825,35.43624161073825,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
35,65.53612587674078,56.51038301249205,002346,柘中股份,bottom_area,2024-07-23,7.1,2024-07-18,6.97,1.8651362984218063,4.160688665710187,29.381965552178315,False,-1.2517,0.2617,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,18.134863701578194,1.8651362984218063,历史1/3次成功; 当前距低点1.87%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
36,63.54866594523952,56.1549330885769,002612,朗姿股份,bottom_area,2024-07-23,13.2,2024-07-09,12.79,3.2056293979671633,8.91321344800626,32.896117523609654,True,-2.9412,1.0627,1,2,1,50.0,20.77294685990338,20.77294685990338,16.79437060203284,3.2056293979671633,历史1/2次成功; 当前距低点3.21%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
37,62.907926870416865,52.85936212958312,688339,亿华通,bottom_area,2024-07-23,20.0,2024-07-22,19.91,0.45203415369161154,3.9176293319939783,31.627747252747255,False,-1.1369,1.0787,1,5,1,20.0,76.30996309963099,76.30996309963099,19.54796584630839,0.45203415369161154,历史1/5次成功; 当前距低点0.45%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
38,62.66724452748931,52.57267924598072,600955,维远股份,bottom_area,2024-07-23,13.77,2024-07-09,13.72,0.3644314868804587,7.069970845481041,28.911917098445596,True,-2.6167,0.2212,1,3,1,33.33333333333333,25.969084423305596,25.969084423305596,19.63556851311954,0.3644314868804587,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
39,61.93486072474557,51.772716109925696,002545,东方铁塔,bottom_area,2024-07-23,5.92,2024-07-23,5.91,0.1692047377326529,3.5532994923857864,28.276699029126213,False,-2.7915,0.7527,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,19.830795262267348,0.1692047377326529,历史1/3次成功; 当前距低点0.17%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
40,61.66682060390764,51.38901716992304,600141,兴发集团,bottom_area,2024-07-23,17.01,2024-07-23,17.01,0.0,3.233392122280994,31.494160289971795,False,-2.5773,1.1094,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
41,61.24149157848403,51.223912011683105,601666,平煤股份,bottom_area,2024-07-23,9.92,2024-07-22,9.9,0.20202020202019771,4.141414141414143,27.47252747252747,False,-2.8404,0.7454,1,4,1,25.0,27.30923694779115,27.30923694779115,19.797979797979803,0.20202020202019771,历史1/4次成功; 当前距低点0.20%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
42,61.10791555598447,54.38430222366012,601156,东航物流,bottom_area,2024-07-23,14.98,2024-07-23,14.46,3.5961272475795267,9.474412171507602,31.175630652070446,False,-4.586,3.2218,1,2,1,50.0,35.44877606527652,35.44877606527652,16.403872752420472,3.5961272475795267,历史1/2次成功; 当前距低点3.60%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
43,59.62936502494764,53.03804301284417,000697,炼石航空,bottom_area,2024-07-23,5.52,2024-07-18,5.33,3.5647279549718482,7.129455909943713,30.144167758846656,True,-2.3009,0.9026,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,16.435272045028153,3.5647279549718482,历史1/3次成功; 当前距低点3.56%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
