rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.6793849709123,80.60291115040864,600011,华能国际,bottom_area,2024-08-30,6.94,2024-08-27,6.86,1.1661807580174937,3.6443148688046643,30.707070707070706,False,0.0,0.7235,1,1,1,100.0,22.267759562841515,22.267759562841515,18.833819241982507,1.1661807580174937,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.18338045184018,78.56748906196667,001218,丽臣实业,bottom_area,2024-08-30,13.89,2024-08-30,13.4,3.6567164179104497,4.850746268656718,32.323232323232325,False,0.4338,1.6787,2,2,2,100.0,25.18711018711019,29.999999999999993,16.34328358208955,3.6567164179104497,历史2/2次成功; 当前距低点3.66%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
3,85.19751337753601,76.19059540743748,002674,兴业科技,bottom_area,2024-08-30,8.07,2024-08-21,7.77,3.8610038610038706,6.30630630630631,31.72231985940247,False,0.2484,0.9696,1,1,1,100.0,31.578947368421055,31.578947368421055,16.13899613899613,3.8610038610038706,历史1/1次成功; 当前距低点3.86%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
4,85.00472093610705,77.4407415307755,000517,荣安地产,bottom_area,2024-08-30,2.15,2024-08-30,2.05,4.87804878048781,8.780487804878058,27.30496453900709,False,3.8647,2.3211,2,2,2,100.0,34.10049865746067,40.92827004219408,15.121951219512193,4.87804878048781,历史2/2次成功; 当前距低点4.88%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
5,75.25835342881683,66.40442949601486,002357,富临运业,bottom_area,2024-08-30,5.28,2024-08-29,5.12,3.1250000000000027,4.492187499999991,28.08988764044944,False,1.1494,3.6273,2,4,2,50.0,28.276502666746573,31.941031941031934,16.875,3.1250000000000027,历史2/4次成功; 当前距低点3.13%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
6,70.98133430940865,64.15466645518684,600183,生益科技,bottom_area,2024-08-30,17.63,2024-08-29,16.88,4.443127962085308,7.2274881516587826,29.519832985386223,True,1.3801,1.2962,2,4,2,50.0,23.14515165989969,25.158227848101262,15.556872037914694,4.443127962085308,历史2/4次成功; 当前距低点4.44%; 最新日涨幅1.38%; 状态bottom_area; 底部已确认
7,68.87672995352764,60.2615589353612,002110,三钢闽光,bottom_area,2024-08-30,2.7,2024-08-29,2.63,2.6615969581749157,3.802281368821296,30.0531914893617,False,1.5038,0.3956,1,2,1,50.0,22.90322580645161,22.90322580645161,17.338403041825085,2.6615969581749157,历史1/2次成功; 当前距低点2.66%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
8,68.05768873843446,60.399161913119805,603132,金徽股份,bottom_area,2024-08-30,11.12,2024-08-29,10.75,3.441860465116272,5.116279069767449,28.285523682454972,False,0.0,1.7196,1,2,1,50.0,33.20754716981132,33.20754716981132,16.55813953488373,3.441860465116272,历史1/2次成功; 当前距低点3.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,66.340161606945,59.84868319963845,600956,新天绿能,bottom_area,2024-08-30,6.97,2024-08-29,6.68,4.341317365269462,6.437125748503004,28.860489882854107,False,1.4556,0.3217,1,2,1,50.0,41.27358490566036,41.27358490566036,15.658682634730539,4.341317365269462,历史1/2次成功; 当前距低点4.34%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
10,64.96359858354342,58.60996527062423,603282,亚光股份,bottom_area,2024-08-30,12.73,2024-08-26,12.2,4.344262295081977,6.311475409836078,27.164179104477615,False,1.112,2.0699,1,2,1,50.0,34.64991023339317,34.64991023339317,15.655737704918025,4.344262295081977,历史1/2次成功; 当前距低点4.34%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
11,64.7396654227126,58.22999180999182,000597,东北制药,bottom_area,2024-08-30,4.24,2024-08-26,4.07,4.176904176904174,5.65110565110564,32.053422370617696,False,0.4739,2.5262,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,15.823095823095827,4.176904176904174,历史1/3次成功; 当前距低点4.18%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
12,62.783351863693134,56.808649112234036,002682,龙洲股份,bottom_area,2024-08-30,3.48,2024-08-28,3.33,4.504504504504501,6.006006006005998,30.76923076923076,False,2.0528,3.0864,1,2,1,50.0,26.929674099485425,26.929674099485425,15.4954954954955,4.504504504504501,历史1/2次成功; 当前距低点4.50%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
13,62.737216087731824,56.31876469259779,000037,深南电A,bottom_area,2024-08-30,7.16,2024-08-28,6.88,4.069767441860469,5.087209302325589,28.92561983471074,False,1.5603,1.4465,2,8,2,25.0,39.8001852690304,45.16765285996055,15.930232558139531,4.069767441860469,历史2/8次成功; 当前距低点4.07%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
14,57.25523429488747,52.12664502618243,002732,燕塘乳业,bottom_area,2024-08-30,13.64,2024-08-23,13.01,4.842428900845509,5.918524212144502,29.599567099567103,False,0.5158,0.4551,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,15.157571099154493,4.842428900845509,历史1/3次成功; 当前距低点4.84%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
