rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.00555044749878,81.72237735783577,002494,华斯股份,bottom_area,2022-08-08,4.42,2022-08-05,4.32,2.3148148148148064,4.398148148148136,27.999999999999996,False,0.0,5.2511,2,2,2,100.0,25.69975879362104,35.67251461988303,12.685185185185194,2.3148148148148064,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,83.35513950425378,76.61191094619666,002110,三钢闽光,bottom_area,2022-08-08,5.55,2022-08-03,5.39,2.968460111317257,3.153988868274581,27.456258411843876,False,0.5435,0.2605,1,1,1,100.0,22.90322580645161,22.90322580645161,12.031539888682742,2.968460111317257,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
3,82.87039474937106,76.26688693659281,000837,秦川机床,bottom_area,2022-08-08,10.51,2022-08-08,10.2,3.039215686274515,4.705882352941181,27.710843373493976,False,0.0952,14.1617,1,1,1,100.0,21.915584415584412,21.915584415584412,11.960784313725483,3.039215686274515,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
4,82.37135958318727,76.15622437339069,000715,中兴商业,bottom_area,2022-08-08,5.03,2022-08-03,4.87,3.2854209445585245,4.928131416837787,27.421758569299552,False,1.6162,1.5807,1,1,1,100.0,24.33862433862435,24.33862433862435,11.714579055441474,3.2854209445585245,历史1/1次成功; 当前距低点3.29%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
5,79.52567153860079,73.95125482459902,600248,陕建股份,bottom_area,2022-08-08,4.61,2022-08-03,4.45,3.595505617977531,4.269662921348303,28.2258064516129,False,0.4357,0.7185,1,1,1,100.0,16.28498727735369,16.28498727735369,11.404494382022467,3.595505617977531,历史1/1次成功; 当前距低点3.60%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
6,77.88751004016068,72.63666666666668,002339,积成电子,bottom_area,2022-08-08,7.47,2022-08-08,7.2,3.7499999999999942,4.444444444444437,31.428571428571427,False,0.8097,8.4804,2,3,2,66.66666666666666,60.421049941650985,82.94930875576038,11.250000000000004,3.7499999999999942,历史2/3次成功; 当前距低点3.75%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
7,77.41458932477529,72.68554231258604,002379,宏桥控股,bottom_area,2022-08-08,4.05,2022-08-04,3.89,4.11311053984575,5.398457583547545,30.16157989228007,False,1.7588,3.55,1,1,1,100.0,15.824915824915816,15.824915824915816,10.886889460154249,4.11311053984575,历史1/1次成功; 当前距低点4.11%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
8,71.3355840208064,67.43870867820179,002761,浙江建投,bottom_area,2022-08-08,25.18,2022-08-04,24.1,4.481327800829868,5.9751037344398235,32.24627495080124,False,1.4913,2.9809,2,3,2,66.66666666666666,31.018652674339886,43.73730534867976,10.518672199170132,4.481327800829868,历史2/3次成功; 当前距低点4.48%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
9,61.59302640997683,57.92248091603056,601015,陕西黑猫,bottom_area,2022-08-08,5.46,2022-08-04,5.24,4.198473282442743,4.770992366412213,28.021978021978022,False,1.676,0.7004,1,4,1,25.0,65.6514382402707,65.6514382402707,10.801526717557257,4.198473282442743,历史1/4次成功; 当前距低点4.20%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
