rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.83295821733643,84.85710570303796,601388,怡球资源,bottom_area,2024-07-10,2.13,2024-07-09,2.1,1.428571428571419,3.809523809523813,29.292929292929294,False,-1.3889,0.6828,4,4,4,100.0,20.829293334305355,35.632183908045974,8.571428571428582,1.428571428571419,历史4/4次成功; 当前距低点1.43%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
14,85.3390323067477,80.75499856469304,600973,宝胜股份,bottom_area,2024-07-10,3.4,2024-07-09,3.33,2.1021021021020974,4.504504504504501,28.077753779697623,False,-2.0173,0.6996,2,2,2,100.0,40.36446966390223,46.551724137931025,7.897897897897903,2.1021021021020974,历史2/2次成功; 当前距低点2.10%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
15,85.19711021965263,81.57744859332622,600966,博汇纸业,bottom_area,2024-07-10,4.53,2024-07-10,4.41,2.721088435374152,5.215419501133776,28.640776699029118,False,-2.7897,0.8213,5,5,5,100.0,19.04048508591009,40.28436018957346,7.278911564625849,2.721088435374152,历史5/5次成功; 当前距低点2.72%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
16,85.13594420335035,79.9619365445832,603218,日月股份,bottom_area,2024-07-10,9.52,2024-07-05,9.36,1.7094017094017109,5.982905982905988,27.216174183514774,False,-1.8557,0.717,1,1,1,100.0,47.95361527967258,47.95361527967258,8.29059829059829,1.7094017094017109,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
17,84.9028496832745,79.88933096000027,605567,春雪食品,bottom_area,2024-07-10,7.33,2024-07-09,7.2,1.805555555555554,3.333333333333336,29.961089494163417,False,-0.8119,0.8138,2,2,2,100.0,32.07525605734906,36.46616541353383,8.194444444444446,1.805555555555554,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
18,84.81243838505243,82.27680878384984,605337,李子园,bottom_area,2024-07-10,9.41,2024-07-09,9.1,3.4065934065934127,4.945054945054957,31.00833965125095,False,0.1064,0.4316,3,3,3,100.0,25.39699866066034,37.98882681564246,6.593406593406588,3.4065934065934127,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
19,84.76058740504882,78.08493254975859,603215,比依股份,bottom_area,2024-07-10,11.58,2024-07-09,11.5,0.6956521739130441,4.869565217391308,32.70918665886483,False,-3.0151,1.3219,4,4,4,100.0,25.48935218430281,36.01562499999999,9.304347826086957,0.6956521739130441,历史4/4次成功; 当前距低点0.70%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
20,84.36165869986584,80.03305830806049,603208,江山欧派,bottom_area,2024-07-10,17.38,2024-07-09,17.0,2.235294117647053,4.941176470588235,29.460580912863076,False,-0.1723,0.4026,3,3,3,100.0,21.449080087611623,33.175355450236964,7.764705882352947,2.235294117647053,历史3/3次成功; 当前距低点2.24%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
21,84.20419996795341,79.96713533455532,002167,东方锆业,bottom_area,2024-07-10,5.36,2024-07-09,5.24,2.2900763358778646,6.1068702290076216,29.75871313672922,False,-1.8315,2.0732,3,3,3,100.0,21.766179464284228,41.1650485436893,7.709923664122136,2.2900763358778646,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
22,84.20240612595735,79.8078511280369,600955,维远股份,bottom_area,2024-07-10,14.02,2024-07-09,13.72,2.186588921282791,3.498542274052468,28.911917098445596,False,-0.3554,0.1106,3,3,3,100.0,19.641257357858347,25.969084423305596,7.81341107871721,2.186588921282791,历史3/3次成功; 当前距低点2.19%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
23,83.59117301638325,81.13860418643668,002299,圣农发展,bottom_area,2024-07-10,12.34,2024-07-10,11.93,3.436714165968149,4.27493713327745,31.436781609195396,False,0.817,0.8163,3,3,3,100.0,19.64684131636587,26.73830594184577,6.563285834031851,3.436714165968149,历史3/3次成功; 当前距低点3.44%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
24,83.45042392870607,79.65330019254986,002125,湘潭电化,bottom_area,2024-07-10,9.23,2024-07-09,9.0,2.5555555555555602,5.555555555555555,28.684627575277332,False,-1.4941,1.2216,3,3,3,100.0,23.333155157078114,32.067510548523195,7.444444444444439,2.5555555555555602,历史3/3次成功; 当前距低点2.56%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
25,83.25524447786245,77.89064196320308,002803,吉宏股份,bottom_area,2024-07-10,10.12,2024-07-10,9.97,1.5045135406218513,4.613841524573711,32.40677966101694,False,-5.0657,3.8529,2,2,2,100.0,27.854477611940297,41.25000000000001,8.49548645937815,1.5045135406218513,历史2/2次成功; 当前距低点1.50%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
26,83.24136241848005,80.0397715562308,002176,江特电机,bottom_area,2024-07-10,7.35,2024-07-09,7.14,2.941176470588235,8.12324929971989,32.83160865475072,True,-0.8097,2.6114,3,3,3,100.0,20.944375855763404,39.01808785529715,7.058823529411766,2.941176470588235,历史3/3次成功; 当前距低点2.94%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
27,83.2389259295295,77.3863058902477,000928,中钢国际,bottom_area,2024-07-10,5.17,2024-07-09,5.11,1.174168297455961,4.696673189823861,28.33099579242636,False,-2.2684,0.9422,4,5,4,80.0,20.878546281974685,33.7972166998012,8.82583170254404,1.174168297455961,历史4/5次成功; 当前距低点1.17%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
28,83.01716691194017,77.9969965862096,605580,恒盛能源,bottom_area,2024-07-10,8.25,2024-07-09,8.11,1.7262638717632623,4.192355117139333,28.859649122807024,False,-1.7857,1.5319,2,2,2,100.0,20.929452762526086,27.66233766233766,8.273736128236738,1.7262638717632623,历史2/2次成功; 当前距低点1.73%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
29,82.61133828811244,78.07828106121151,001218,丽臣实业,bottom_area,2024-07-10,14.52,2024-07-09,14.23,2.037947997189031,4.146170063246661,28.131313131313128,False,-1.8256,0.7729,2,2,2,100.0,25.18711018711019,29.999999999999993,7.962052002810969,2.037947997189031,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
30,82.48319929868774,80.30353200150407,000799,酒鬼酒,bottom_area,2024-07-10,39.2,2024-07-09,37.84,3.5940803382663833,6.342494714587733,28.536355051935786,False,0.5128,1.9692,3,3,3,100.0,17.086210606190452,26.337693222354336,6.405919661733616,3.5940803382663833,历史3/3次成功; 当前距低点3.59%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
31,82.41006051256132,76.46892407459576,600389,江山股份,bottom_area,2024-07-10,13.18,2024-07-09,13.04,1.073619631901845,5.061349693251535,28.74316939890711,False,-2.1529,0.946,1,1,1,100.0,21.380520620064356,21.380520620064356,8.926380368098155,1.073619631901845,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
32,82.15690972651265,78.47401377325521,002399,海普瑞,bottom_area,2024-07-10,8.31,2024-07-09,8.1,2.592592592592603,3.7037037037037126,27.549194991055458,False,0.4837,0.2104,1,1,1,100.0,28.307123034227555,28.307123034227555,7.407407407407398,2.592592592592603,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
33,81.7647559547052,75.80073846153846,600976,健民集团,bottom_area,2024-07-10,45.31,2024-07-10,44.85,1.0256410256410275,3.567447045707918,32.859281437125745,False,-1.6069,1.5985,1,1,1,100.0,17.200000000000006,17.200000000000006,8.974358974358973,1.0256410256410275,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
34,81.44309348845441,75.49773377276985,603187,海容冷链,bottom_area,2024-07-10,10.87,2024-07-09,10.76,1.0223048327137494,3.7174721189591113,30.175210902011685,False,-1.8067,1.2934,1,1,1,100.0,15.530047265361235,15.530047265361235,8.977695167286251,1.0223048327137494,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
35,81.15579910050272,76.18301729287388,002698,博实股份,bottom_area,2024-07-10,11.49,2024-07-09,11.3,1.6814159292035353,4.070796460176982,28.84130982367758,False,-1.458,0.6165,2,2,2,100.0,10.627126943322317,11.142857142857146,8.318584070796465,1.6814159292035353,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
36,80.53729123655748,78.23622577265583,002639,雪人集团,bottom_area,2024-07-10,4.76,2024-07-09,4.6,3.478260869565221,5.652173913043494,28.348909657320874,False,-1.4493,0.7515,2,2,2,100.0,43.69172341540074,63.25301204819277,6.52173913043478,3.478260869565221,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
37,80.23398133860596,75.88658061843141,000657,中钨高新,bottom_area,2024-07-10,8.85,2024-07-09,8.67,2.076124567474045,5.420991926182245,28.465346534653463,False,-1.3378,0.9928,2,2,2,100.0,13.87174533479693,15.120000000000006,7.923875432525955,2.076124567474045,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
38,80.19153639023607,77.79555171756579,603282,亚光股份,bottom_area,2024-07-10,15.78,2024-07-09,15.26,3.407601572739185,4.652686762778512,27.848699763593377,False,0.0,0.4687,1,1,1,100.0,34.64991023339317,34.64991023339317,6.5923984272608145,3.407601572739185,历史1/1次成功; 当前距低点3.41%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
39,80.18510675251771,77.37596110575544,603317,天味食品,bottom_area,2024-07-10,10.88,2024-07-09,10.55,3.127962085308057,3.7914691943127825,27.98634812286689,False,0.8341,0.3128,2,2,2,100.0,12.299541184181786,14.347826086956525,6.872037914691943,3.127962085308057,历史2/2次成功; 当前距低点3.13%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
40,79.8588277495531,78.30866166600867,605099,共创草坪,bottom_area,2024-07-10,18.59,2024-07-09,17.88,3.9709172259507883,4.865771812080543,28.96305125148988,False,0.9229,0.1398,1,1,1,100.0,44.31372549019606,44.31372549019606,6.029082774049212,3.9709172259507883,历史1/1次成功; 当前距低点3.97%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
41,79.46578206657271,76.84847880299253,002687,乔治白,bottom_area,2024-07-10,4.14,2024-07-09,4.01,3.2418952618453836,5.73566084788031,31.45299145299145,False,-0.241,1.2141,1,1,1,100.0,64.00000000000001,64.00000000000001,6.758104738154616,3.2418952618453836,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
42,79.30192727511138,74.92246655048754,002367,康力电梯,bottom_area,2024-07-10,5.56,2024-07-09,5.45,2.0183486238532002,4.036697247706417,29.036458333333325,False,-1.4184,0.7254,1,1,1,100.0,24.646781789638936,24.646781789638936,7.9816513761468,2.0183486238532002,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
43,79.30020252859408,76.17426093514328,603063,禾望电气,bottom_area,2024-07-10,13.89,2024-07-09,13.5,2.8888888888888933,5.925925925925931,28.4957627118644,False,-0.5014,1.2386,2,2,2,100.0,25.38133119252664,28.846153846153843,7.111111111111107,2.8888888888888933,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
44,79.29533778284174,76.44298750288341,002145,钛能化学,bottom_area,2024-07-10,3.35,2024-07-01,3.25,3.0769230769230793,5.230769230769228,31.72268907563025,False,-2.0468,0.906,3,3,3,100.0,12.46436622724744,16.649537512846855,6.923076923076921,3.0769230769230793,历史3/3次成功; 当前距低点3.08%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
45,79.24672761672814,76.1904198983714,000404,长虹华意,bottom_area,2024-07-10,5.26,2024-07-09,5.11,2.935420743639911,5.28375733855185,31.409395973154357,False,-0.5671,1.2391,2,2,2,100.0,26.03859781650749,40.139211136890964,7.06457925636009,2.935420743639911,历史2/2次成功; 当前距低点2.94%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
46,79.08877680170998,73.8760289636226,601933,永辉超市,bottom_area,2024-07-10,2.14,2024-07-09,2.11,1.4218009478673106,4.739336492891,31.27035830618893,False,-1.8349,0.9558,1,1,1,100.0,11.70825335892515,11.70825335892515,8.57819905213269,1.4218009478673106,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
47,79.0268406452181,75.40356813900742,603325,博隆技术,bottom_area,2024-07-10,61.85,2024-07-09,60.32,2.5364721485411157,4.4263925729443,30.41070604522382,False,-0.0969,2.6501,1,1,1,100.0,33.584541062801925,33.584541062801925,7.463527851458885,2.5364721485411157,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
48,78.76311778501649,75.65582497360074,002860,星帅尔,bottom_area,2024-07-10,7.84,2024-07-09,7.62,2.8871391076115454,5.118110236220468,28.984156570363467,False,-1.2594,0.9735,2,2,2,100.0,22.572592144919646,30.917874396135282,7.112860892388455,2.8871391076115454,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
49,78.70297687363691,77.03791890335961,300390,天华新能,bottom_area,2024-07-10,16.61,2024-07-09,15.99,3.877423389618507,7.504690431519706,27.972972972972972,True,1.4042,1.7354,1,1,1,100.0,27.142173288654863,27.142173288654863,6.122576610381493,3.877423389618507,历史1/1次成功; 当前距低点3.88%; 最新日涨幅1.40%; 状态bottom_area; 底部已确认
50,78.68223755334286,75.312972972973,603012,创力集团,bottom_area,2024-07-10,4.18,2024-07-09,4.07,2.7027027027026884,4.422604422604415,27.19141323792486,False,-1.4151,0.7851,1,1,1,100.0,35.13513513513512,35.13513513513512,7.297297297297312,2.7027027027026884,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
51,78.66131657572353,76.73080224270237,688303,大全能源,bottom_area,2024-07-10,18.8,2024-07-09,18.13,3.6955322669608477,6.287920573634863,30.74866310160428,False,1.0753,0.7808,1,1,1,100.0,32.45492371705965,32.45492371705965,6.304467733039153,3.6955322669608477,历史1/1次成功; 当前距低点3.70%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
52,78.63717782729081,74.28472093849983,002191,劲嘉股份,bottom_area,2024-07-10,3.55,2024-07-09,3.48,2.011494252873559,4.02298850574713,27.348643006263053,False,-1.1142,0.5515,1,1,1,100.0,21.134020618556693,21.134020618556693,7.988505747126442,2.011494252873559,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
53,78.54154891281978,76.51125868658033,603308,应流股份,bottom_area,2024-07-10,11.72,2024-07-09,11.31,3.625110521662247,6.5428824049513725,31.867469879518072,False,0.4284,0.8023,2,2,2,100.0,13.744681053603557,14.186046511627906,6.374889478337753,3.625110521662247,历史2/2次成功; 当前距低点3.63%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
54,78.49303248983024,77.793762712638,002389,航天彩虹,bottom_area,2024-07-10,12.46,2024-07-09,11.92,4.530201342281887,5.620805369127516,28.106151990349815,False,0.1608,1.1596,2,2,2,100.0,31.73452566150914,49.39236111111112,5.469798657718114,4.530201342281887,历史2/2次成功; 当前距低点4.53%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
55,78.49131294189031,72.83188288223894,300492,华图山鼎,bottom_area,2024-07-10,82.89,2024-07-10,82.01,1.0730398731861912,7.303987318619674,28.061403508771924,False,-5.1602,0.8197,1,1,1,100.0,12.034482758620696,12.034482758620696,8.92696012681381,1.0730398731861912,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
56,78.39532219155433,76.66911250488559,002612,朗姿股份,bottom_area,2024-07-10,13.28,2024-07-09,12.79,3.8311180609851467,5.082095387021114,32.896117523609654,False,0.4539,1.025,2,2,2,100.0,17.118611203934037,20.77294685990338,6.168881939014854,3.8311180609851467,历史2/2次成功; 当前距低点3.83%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
57,78.31578967123674,75.94843380805585,002603,以岭药业,bottom_area,2024-07-10,14.95,2024-07-09,14.46,3.388658367911469,4.7026279391424595,27.988047808764932,False,1.0135,0.7647,3,4,3,75.0,28.653628424161244,39.661898569570866,6.611341632088533,3.388658367911469,历史3/4次成功; 当前距低点3.39%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
58,78.29736822329218,71.50957870862797,688215,瑞晟智能,bottom_area,2024-07-10,16.54,2024-07-10,16.5,0.24242424242423727,4.242424242424238,31.19266055045872,False,-3.0481,0.5929,2,2,2,100.0,17.915623555673264,18.13676907829534,9.757575757575763,0.24242424242423727,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
59,77.85949206810994,71.67570569446944,000620,盈新发展,bottom_area,2024-07-10,1.53,2024-07-10,1.52,0.6578947368421059,3.947368421052635,30.59360730593607,False,-3.7736,0.7372,5,6,5,83.33333333333334,26.67942129643067,58.4192439862543,9.342105263157894,0.6578947368421059,历史5/6次成功; 当前距低点0.66%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
60,77.74921415204696,74.3992981114277,000597,东北制药,bottom_area,2024-07-10,3.82,2024-07-09,3.72,2.688172043010743,5.107526881720428,29.00763358778626,False,-0.5208,0.4473,2,2,2,100.0,13.378120266087073,16.59751037344398,7.311827956989257,2.688172043010743,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
61,77.62713610721727,77.28850092276188,688151,华强科技,bottom_area,2024-07-10,11.64,2024-07-09,11.11,4.770477047704781,6.210621062106222,27.051871306631654,False,0.3448,0.7989,2,2,2,100.0,31.9633795243483,32.022471910112344,5.22952295229522,4.770477047704781,历史2/2次成功; 当前距低点4.77%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
62,77.26931760579122,75.45796241630451,002254,泰和新材,bottom_area,2024-07-10,8.29,2024-07-09,7.99,3.7546933667083717,5.757196495619513,31.416309012875537,False,-0.2407,0.8192,2,2,2,100.0,32.14335103440648,38.58695652173914,6.245306633291628,3.7546933667083717,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
63,77.23579967018973,70.29501211573361,601699,潞安环能,bottom_area,2024-07-10,16.64,2024-07-10,16.63,0.06013229104029804,4.570054119061946,30.534670008354226,False,-4.8599,0.8486,1,1,1,100.0,25.817815802717657,25.817815802717657,9.939867708959703,0.06013229104029804,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
64,77.20492217947917,73.96168262071008,002386,天原股份,bottom_area,2024-07-10,3.74,2024-07-09,3.64,2.7472527472527495,4.945054945054937,27.920792079207917,False,-1.3193,0.4215,3,4,3,75.0,32.58289722820615,48.85290148448042,7.252747252747251,2.7472527472527495,历史3/4次成功; 当前距低点2.75%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
65,76.61136105130794,74.47546103667135,002677,浙江美大,bottom_area,2024-07-10,7.95,2024-07-09,7.68,3.515625000000006,5.078125000000008,27.20379146919432,False,0.1259,0.3697,1,1,1,100.0,18.124118476727787,18.124118476727787,6.484374999999995,3.515625000000006,历史1/1次成功; 当前距低点3.52%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
66,76.47720861906362,72.44978835978837,002060,广东建工,bottom_area,2024-07-10,3.31,2024-07-09,3.24,2.1604938271604888,3.703703703703693,27.67857142857143,False,-1.194,0.6969,1,1,1,100.0,13.095238095238093,13.095238095238093,7.839506172839511,2.1604938271604888,历史1/1次成功; 当前距低点2.16%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
67,76.43580429050076,70.63473853034871,002172,澳洋健康,bottom_area,2024-07-10,2.35,2024-07-09,2.33,0.858369098712447,5.150214592274683,30.03003003003003,False,-1.6736,0.907,4,5,4,80.0,20.54741976028543,29.824561403508774,9.141630901287554,0.858369098712447,历史4/5次成功; 当前距低点0.86%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
68,76.25590018919166,75.30022987567114,000862,银星能源,bottom_area,2024-07-10,4.57,2024-07-09,4.38,4.337899543379004,4.794520547945204,31.562500000000004,False,0.6608,0.8967,1,1,1,100.0,32.63785394932937,32.63785394932937,5.662100456620997,4.337899543379004,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
69,76.13553793873153,73.91799799876848,600161,天坛生物,bottom_area,2024-07-10,23.7,2024-07-05,22.91,3.448275862068962,5.412483631601914,29.42082563154652,False,-0.7953,0.3191,1,1,1,100.0,36.77455357142857,36.77455357142857,6.551724137931039,3.448275862068962,历史1/1次成功; 当前距低点3.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
70,75.9656602831076,73.96551822508683,600129,太极集团,bottom_area,2024-07-10,27.92,2024-07-09,26.95,3.5992578849721797,6.122448979591845,30.2355682112348,False,-0.0358,1.1347,2,2,2,100.0,22.21411937001825,29.540598290598297,6.400742115027821,3.5992578849721797,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
71,75.9634921619481,71.37373631399433,002573,清新环境,bottom_area,2024-07-10,3.53,2024-07-10,3.47,1.7291066282420635,8.069164265129677,28.453608247422675,False,-6.366,1.3828,1,1,1,100.0,12.237093690248559,12.237093690248559,8.270893371757937,1.7291066282420635,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
72,75.9575715635625,74.15382975862302,603057,紫燕食品,bottom_area,2024-07-10,14.43,2024-07-09,13.91,3.7383177570093427,5.176132278936022,31.81372549019607,False,0.6978,1.3025,1,1,1,100.0,19.124700239808163,19.124700239808163,6.261682242990657,3.7383177570093427,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
