rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.3959071853607,81.91127256211786,300752,隆利科技,bottom_area,2024-06-06,12.57,2024-06-06,12.37,1.616814874696856,10.024252223120456,31.086350974930365,False,-4.9887,5.0157,4,4,4,100.0,17.51403481949826,21.807655194596325,13.383185125303143,1.616814874696856,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
12,87.1118864408162,78.33163967611334,600201,生物股份,bottom_area,2024-06-06,7.94,2024-06-06,7.8,1.7948717948718023,3.076923076923068,28.767123287671232,False,0.5063,2.3552,1,1,1,100.0,17.76315789473684,17.76315789473684,13.205128205128197,1.7948717948718023,历史1/1次成功; 当前距低点1.79%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
13,86.95985310097544,77.19673643428628,300611,美力科技,bottom_area,2024-06-06,7.31,2024-06-06,7.23,1.1065006915629207,9.958506224066387,30.279652844744447,False,-7.1156,5.6648,1,1,1,100.0,35.911602209944746,35.911602209944746,13.893499308437079,1.1065006915629207,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
14,86.75932762860297,78.74371209270844,000813,德展健康,bottom_area,2024-06-06,2.23,2024-06-06,2.18,2.293577981651368,8.256880733944941,29.677419354838708,False,-5.1064,1.5415,3,3,3,100.0,25.446612316524458,39.9103139013453,12.706422018348631,2.293577981651368,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
15,86.53972448038735,78.36069683945247,002631,德尔未来,bottom_area,2024-06-06,3.77,2024-06-06,3.69,2.168021680216804,10.569105691056913,27.075098814229243,False,-6.6832,1.4756,2,2,2,100.0,38.51497994810097,47.77070063694268,12.831978319783193,2.168021680216804,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-6.68%; 状态bottom_area; 底部未确认
16,86.20142456075455,77.19978027786905,002842,翔鹭钨业,bottom_area,2024-06-06,5.15,2024-06-06,5.07,1.577909270216964,10.059171597633132,29.87551867219917,False,-6.1931,5.5747,2,2,2,100.0,25.039857064321065,29.70588235294118,13.422090729783035,1.577909270216964,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
17,86.17673568420439,76.89555954492357,688315,诺禾致源,bottom_area,2024-06-06,11.74,2024-06-06,11.58,1.381692573402419,8.462867012089815,29.775621588841716,False,-7.5591,1.5018,3,4,3,75.0,41.83235813054352,86.2826357231662,13.618307426597582,1.381692573402419,历史3/4次成功; 当前距低点1.38%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
18,85.57259978744852,76.507303710782,603017,中衡设计,bottom_area,2024-06-06,8.87,2024-06-06,8.74,1.4874141876430091,8.352402745995429,30.52464228934817,False,-5.7386,5.605,1,1,1,100.0,36.87423687423689,36.87423687423689,13.512585812356988,1.4874141876430091,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
19,85.40352420126753,74.5281392872592,688023,安恒信息,bottom_area,2024-06-06,42.19,2024-06-06,42.11,0.18997862740441296,8.216575635241037,28.359986389928547,False,-6.8653,3.2525,2,2,2,100.0,33.50156213839389,39.261744966442954,14.810021372595585,0.18997862740441296,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-6.87%; 状态bottom_area; 底部未确认
20,84.08674309805461,76.02967359274804,002562,兄弟科技,bottom_area,2024-06-06,2.93,2024-06-06,2.87,2.0905923344947754,8.710801393728222,28.428927680798,False,-5.4839,2.3965,2,2,2,100.0,25.033462986000675,33.466135458167344,12.909407665505224,2.0905923344947754,历史2/2次成功; 当前距低点2.09%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
21,83.6710384024578,74.98258064516132,600173,卧龙新能,bottom_area,2024-06-06,3.78,2024-06-06,3.72,1.612903225806441,5.376344086021498,29.545454545454547,False,-2.3256,1.1286,1,1,1,100.0,20.000000000000004,20.000000000000004,13.387096774193557,1.612903225806441,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
22,83.63686436733404,76.84730827757681,002836,新宏泽,bottom_area,2024-06-06,5.58,2024-06-06,5.42,2.9520295202952056,12.546125461254606,29.97416020671835,False,-7.1547,2.3851,2,2,2,100.0,39.98890098844028,59.30851063829788,12.047970479704793,2.9520295202952056,历史2/2次成功; 当前距低点2.95%; 最新日涨幅-7.15%; 状态bottom_area; 底部未确认
23,83.61844098197602,75.57173407445327,002303,美盈森,bottom_area,2024-06-06,2.47,2024-06-06,2.42,2.06611570247935,7.438016528925627,30.65902578796562,False,-3.5156,2.7817,1,1,1,100.0,38.93805309734515,38.93805309734515,12.933884297520649,2.06611570247935,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
24,83.27398799557915,74.7511103509612,000586,汇源通信,bottom_area,2024-06-06,7.17,2024-06-06,7.05,1.7021276595744694,10.638297872340425,30.198019801980198,False,-7.1244,3.1225,1,1,1,100.0,30.06430868167203,30.06430868167203,13.29787234042553,1.7021276595744694,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
25,83.1836085391183,74.94964255693044,603221,爱丽家居,bottom_area,2024-06-06,8.57,2024-06-06,8.41,1.9024970273483963,9.631391200951255,29.916666666666664,False,-5.9276,2.4075,2,2,2,100.0,16.921160103681622,17.92336217552533,13.097502972651604,1.9024970273483963,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-5.93%; 状态bottom_area; 底部未确认
26,82.35641219770962,73.88494642291757,002795,永和智控,bottom_area,2024-06-06,3.65,2024-06-06,3.59,1.6713091922005585,9.749303621169918,29.330708661417326,False,-5.9278,3.5244,3,4,3,75.0,29.196405274918448,31.302270011947446,13.32869080779944,1.6713091922005585,历史3/4次成功; 当前距低点1.67%; 最新日涨幅-5.93%; 状态bottom_area; 底部未确认
27,82.29359337784197,72.81235294117648,000420,吉林化纤,bottom_area,2024-06-06,3.26,2024-06-06,3.23,0.9287925696594366,5.26315789473684,29.321663019693663,False,-3.5503,2.7404,1,1,1,100.0,53.9249146757679,53.9249146757679,14.071207430340563,0.9287925696594366,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
28,81.83608658101855,72.09067882649298,605198,安德利,bottom_area,2024-06-06,29.02,2024-06-06,28.82,0.6939625260235923,5.621096460791121,28.62803368003963,False,-4.2244,0.5825,1,1,1,100.0,43.241469816272954,43.241469816272954,14.306037473976406,0.6939625260235923,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
29,81.7798323060994,72.96940193622987,300683,海特生物,bottom_area,2024-06-06,21.31,2024-06-06,21.02,1.379638439581347,7.373929590865845,32.67136450992953,False,-4.8236,1.3834,1,1,1,100.0,16.532137518684582,16.532137518684582,13.620361560418653,1.379638439581347,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
30,81.64812760898795,74.82467402077002,002246,北化股份,bottom_area,2024-06-06,9.14,2024-06-06,8.89,2.8121484814398197,7.424071991001126,28.190630048465266,False,-3.3827,6.8658,2,2,2,100.0,27.399852464800023,31.992687385740403,12.18785151856018,2.8121484814398197,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
31,81.3820194509211,73.03320308200331,600376,首开股份,bottom_area,2024-06-06,2.41,2024-06-06,2.37,1.6877637130801704,7.172995780590714,29.25373134328358,False,-3.9841,0.6541,1,1,1,100.0,20.652173913043484,20.652173913043484,13.312236286919829,1.6877637130801704,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
32,81.1065332454373,72.9129414499942,688335,复洁科技,bottom_area,2024-06-06,8.0,2024-06-06,7.86,1.7811704834605555,7.251908396946558,30.565371024734983,False,-4.5346,0.7976,1,1,1,100.0,21.15059221658205,21.15059221658205,13.218829516539444,1.7811704834605555,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
33,81.0571474219842,71.30797234261017,688329,艾隆科技,bottom_area,2024-06-06,14.57,2024-06-06,14.48,0.6215469613259659,6.767955801104975,29.674599320058277,False,-5.2049,2.6984,2,2,2,100.0,21.479029109856874,21.72890326374596,14.378453038674033,0.6215469613259659,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
34,80.98862406851272,72.65155982616582,300651,金陵体育,bottom_area,2024-06-06,12.2,2024-06-06,12.0,1.6666666666666607,8.416666666666666,28.99408284023668,False,-5.4264,3.7535,3,4,3,75.0,22.508386162181807,25.720461095100855,13.33333333333334,1.6666666666666607,历史3/4次成功; 当前距低点1.67%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
35,80.956212381596,72.74563043213172,300642,透景生命,bottom_area,2024-06-06,11.58,2024-06-06,11.38,1.7574692442882185,8.172231985940243,27.28434504792332,False,-5.4694,2.0016,1,1,1,100.0,19.960539296284104,19.960539296284104,13.242530755711782,1.7574692442882185,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
36,80.8290861632636,75.05153410394131,600281,华阳新材,bottom_area,2024-06-06,2.65,2024-06-06,2.56,3.5156249999999947,13.281249999999995,30.245231607629425,False,-6.3604,3.251,3,3,3,100.0,20.576124214738076,24.86486486486486,11.484375000000005,3.5156249999999947,历史3/3次成功; 当前距低点3.52%; 最新日涨幅-6.36%; 状态bottom_area; 底部未确认
37,80.52969429484264,72.89940969567213,002012,凯恩股份,bottom_area,2024-06-06,3.32,2024-06-06,3.25,2.153846153846149,9.53846153846154,28.88402625820569,False,-5.949,3.4498,1,1,1,100.0,25.646123260437374,25.646123260437374,12.846153846153852,2.153846153846149,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
38,80.35228477836243,70.2322767662959,300621,维业股份,bottom_area,2024-06-06,7.28,2024-06-06,7.26,0.27548209366391824,6.473829201101937,32.02247191011236,False,-4.4619,2.2877,1,1,1,100.0,28.120300751879686,28.120300751879686,14.724517906336082,0.27548209366391824,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
39,79.88614916286147,71.89753424657533,600410,华胜天成,bottom_area,2024-06-06,3.87,2024-06-06,3.8,1.8421052631579022,9.736842105263161,27.893738140417458,False,-6.2954,2.869,1,1,1,100.0,16.43835616438356,16.43835616438356,13.157894736842096,1.8421052631579022,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-6.30%; 状态bottom_area; 底部未确认
40,79.48005839073653,71.34355286349513,603226,菲林格尔,bottom_area,2024-06-06,2.99,2024-06-06,2.94,1.7006802721088528,10.544217687074832,31.46853146853147,False,-7.1429,1.9656,5,7,5,71.42857142857143,23.631126871984005,46.687697160883296,13.299319727891145,1.7006802721088528,历史5/7次成功; 当前距低点1.70%; 最新日涨幅-7.14%; 状态bottom_area; 底部未确认
41,79.45648598515278,73.47319083197908,300538,同益股份,bottom_area,2024-06-06,13.17,2024-06-06,12.75,3.294117647058823,9.33333333333333,27.966101694915253,False,-1.7897,10.0325,4,5,4,80.0,25.82676917888819,33.419913419913414,11.705882352941178,3.294117647058823,历史4/5次成功; 当前距低点3.29%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
42,79.26727482048639,70.14515028771099,002148,北纬科技,bottom_area,2024-06-06,4.31,2024-06-06,4.27,0.9367681498829048,8.430913348946143,27.504244482173178,False,-5.8952,3.9538,2,2,2,100.0,19.09129929808615,19.756097560975626,14.063231850117095,0.9367681498829048,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
43,79.11482987529591,71.87972330046246,603333,尚纬股份,bottom_area,2024-06-06,3.05,2024-06-06,2.98,2.3489932885905986,9.060402684563758,28.70813397129186,False,-6.1538,3.4128,3,4,3,75.0,26.7227311744571,47.19626168224298,12.651006711409401,2.3489932885905986,历史3/4次成功; 当前距低点2.35%; 最新日涨幅-6.15%; 状态bottom_area; 底部未确认
44,78.61577582162316,71.22062781116895,002798,帝欧水华,bottom_area,2024-06-06,3.26,2024-06-06,3.19,2.194357366771155,10.971786833855802,30.802603036876363,False,-7.6487,3.8768,3,4,3,75.0,21.283669932296657,29.776674937965264,12.805642633228844,2.194357366771155,历史3/4次成功; 当前距低点2.19%; 最新日涨幅-7.65%; 状态bottom_area; 底部未确认
45,78.5503713634958,69.02256890968954,300668,杰恩股份,bottom_area,2024-06-06,14.38,2024-06-06,14.3,0.5594405594405599,11.678321678321678,27.48478701825557,False,-8.9873,1.8036,1,1,1,100.0,25.097276264591432,25.097276264591432,14.440559440559438,0.5594405594405599,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-8.99%; 状态bottom_area; 底部未确认
46,78.32354738542244,69.14661340392131,002615,哈尔斯,bottom_area,2024-06-06,6.22,2024-06-06,6.17,0.8103727714748756,6.807131280388978,27.41176470588235,False,-4.7473,4.7146,1,1,1,100.0,28.84012539184954,28.84012539184954,14.189627228525122,0.8103727714748756,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
47,78.31574675324676,68.10064935064936,002486,嘉麟杰,bottom_area,2024-06-06,1.52,2024-06-06,1.52,0.0,11.84210526315789,31.531531531531538,False,-10.0592,5.0169,1,1,1,100.0,25.54112554112554,25.54112554112554,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
48,77.96037996526726,68.35808503382029,688205,德科立,bottom_area,2024-06-06,29.33,2024-06-06,29.2,0.4452054794520514,6.78082191780822,31.902985074626873,False,-3.4244,2.4564,1,1,1,100.0,20.12448132780082,20.12448132780082,14.554794520547947,0.4452054794520514,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
49,77.85959518003071,69.78595420188687,300584,海辰药业,bottom_area,2024-06-06,15.04,2024-06-06,14.8,1.621621621621611,7.635135135135128,27.734375,False,-4.8703,2.3174,2,3,2,66.66666666666666,41.271961465147655,54.23197492163009,13.37837837837839,1.621621621621611,历史2/3次成功; 当前距低点1.62%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
50,77.8259909482719,69.38864231694788,688228,开普云,bottom_area,2024-06-06,39.36,2024-06-06,38.84,1.3388259526261481,11.714727085478879,28.339483394833948,False,-7.9514,4.2173,2,3,2,66.66666666666666,35.6693485068216,41.53424657534245,13.66117404737385,1.3388259526261481,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-7.95%; 状态bottom_area; 底部未确认
51,77.69012639292221,70.73026801977623,300640,德艺文创,bottom_area,2024-06-06,3.75,2024-06-06,3.66,2.459016393442619,11.748633879781414,27.091633466135452,False,-6.7164,3.4816,1,1,1,100.0,17.724867724867735,17.724867724867735,12.54098360655738,2.459016393442619,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-6.72%; 状态bottom_area; 底部未确认
52,77.3589556831106,68.72598464416073,605266,健之佳,bottom_area,2024-06-06,37.03,2024-06-06,36.61,1.1472275334608077,7.620868615132475,31.570093457943926,False,-3.918,0.5437,3,5,3,60.0,27.535824841136375,33.154615273148806,13.852772466539193,1.1472275334608077,历史3/5次成功; 当前距低点1.15%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
53,76.58596076845086,68.43987557784997,002837,英维克,bottom_area,2024-06-06,23.6,2024-05-31,23.26,1.4617368873602745,5.546001719690452,30.108173076923073,False,-0.8403,1.0991,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,13.538263112639726,1.4617368873602745,历史2/3次成功; 当前距低点1.46%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
54,76.37441992885938,67.96851755383418,300745,欣锐科技,bottom_area,2024-06-06,14.7,2024-06-06,14.52,1.2396694214876014,13.154269972451793,32.96398891966759,False,-8.9783,11.2457,3,5,3,60.0,24.596579757128456,36.150000000000006,13.760330578512397,1.2396694214876014,历史3/5次成功; 当前距低点1.24%; 最新日涨幅-8.98%; 状态bottom_area; 底部未确认
55,76.32016819020413,68.51113484365597,002786,银宝山新,bottom_area,2024-06-06,7.76,2024-06-06,7.63,1.7038007863695925,8.256880733944953,29.547553093259467,False,-5.5961,4.0068,4,6,4,66.66666666666666,18.758784784472958,22.074688796680498,13.296199213630407,1.7038007863695925,历史4/6次成功; 当前距低点1.70%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
56,75.77730897756587,66.94634570675318,002761,浙江建投,bottom_area,2024-06-06,8.32,2024-06-06,8.25,0.8484848484848518,4.4848484848484755,28.26086956521739,False,-2.8037,2.9987,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,14.151515151515149,0.8484848484848518,历史4/6次成功; 当前距低点0.85%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
57,75.43867178424681,66.74630779242827,000886,海南高速,bottom_area,2024-06-06,4.35,2024-06-06,4.31,0.928074245939676,5.80046403712297,30.818619582664535,False,-3.5477,2.1625,1,1,1,100.0,17.378048780487816,17.378048780487816,14.071925754060324,0.928074245939676,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
58,75.21920838228387,71.11422636127917,301517,陕西华达,bottom_area,2024-06-06,59.88,2024-06-06,57.31,4.4843831792008375,7.590298377246543,30.85183397683397,False,-2.7922,37.7096,1,1,1,100.0,34.40118284869394,34.40118284869394,10.515616820799162,4.4843831792008375,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
59,75.18346403256575,67.26885454316418,002862,实丰文化,bottom_area,2024-06-06,12.63,2024-06-06,12.44,1.5273311897106214,7.315112540192928,27.505827505827508,False,-4.5351,4.3943,2,3,2,66.66666666666666,26.58334940342862,29.78505629477994,13.47266881028938,1.5273311897106214,历史2/3次成功; 当前距低点1.53%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
60,73.38231202004448,64.37202936499136,002805,丰元股份,bottom_area,2024-06-06,10.72,2024-06-06,10.67,0.4686035613870732,7.7788191190253055,30.306988896146315,False,-6.2117,3.5029,3,5,3,60.0,35.647556370719805,50.09389671361502,14.531396438612926,0.4686035613870732,历史3/5次成功; 当前距低点0.47%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
61,72.30515859779359,64.20031251508777,000701,厦门信达,bottom_area,2024-06-06,3.62,2024-06-06,3.58,1.1173184357541908,10.614525139664801,29.388560157790927,False,-6.701,4.592,2,4,2,50.0,24.50429327208239,30.161579892280066,13.882681564245807,1.1173184357541908,历史2/4次成功; 当前距低点1.12%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
62,72.29419586195519,64.23549671823696,688095,福昕软件,bottom_area,2024-06-06,45.55,2024-06-06,45.03,1.1547856984232645,8.261159227181876,27.951999999999998,False,-4.8266,2.1227,2,4,2,50.0,25.152731777645194,31.679509356817103,13.845214301576735,1.1547856984232645,历史2/4次成功; 当前距低点1.15%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
63,71.565327068756,62.82391824257898,300530,领湃科技,bottom_area,2024-06-06,15.84,2024-06-06,15.76,0.5076142131979701,13.578680203045678,29.674252565818833,False,-5.6019,2.5455,3,5,3,60.0,27.802573379948058,34.07510431154381,14.492385786802028,0.5076142131979701,历史3/5次成功; 当前距低点0.51%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
64,71.36662567732006,63.33107049609511,601798,蓝科高新,bottom_area,2024-06-06,4.65,2024-06-06,4.6,1.086956521739146,9.130434782608694,27.67295597484278,False,-6.8136,3.2295,2,4,2,50.0,19.458770783120215,21.74721189591078,13.913043478260853,1.086956521739146,历史2/4次成功; 当前距低点1.09%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
65,71.1350574026309,63.287281450137975,000995,皇台酒业,bottom_area,2024-06-06,8.27,2024-06-06,8.17,1.2239902080783311,11.260709914320685,29.93138936535163,False,-8.9207,4.4309,3,6,3,50.0,20.90311357288476,24.697644812221508,13.776009791921668,1.2239902080783311,历史3/6次成功; 当前距低点1.22%; 最新日涨幅-8.92%; 状态bottom_area; 底部未确认
66,71.1219144814687,62.34776764337688,688357,建龙微纳,bottom_area,2024-06-06,25.51,2024-06-06,25.4,0.43307086614174406,5.0787401574803255,32.012847965738764,False,-3.3712,0.9554,3,5,3,60.0,24.32886676440894,31.65083135391925,14.566929133858256,0.43307086614174406,历史3/5次成功; 当前距低点0.43%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
67,70.1430662514374,61.50540893313989,300363,博腾股份,bottom_area,2024-06-06,13.49,2024-06-06,13.43,0.44676098287416605,6.55249441548772,27.601078167115904,False,-4.866,1.8744,2,4,2,50.0,41.63453749512357,46.29503738953092,14.553239017125833,0.44676098287416605,历史2/4次成功; 当前距低点0.45%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
68,69.52862260620488,62.78135202584485,300486,东杰智能,confirmed_rebound,2024-06-06,4.55,2024-06-06,4.46,2.0179372197309386,17.713004484304935,28.980891719745227,False,-13.6622,9.5621,2,3,2,66.66666666666666,18.685925914864065,19.09547738693468,12.982062780269061,2.0179372197309386,历史2/3次成功; 当前距低点2.02%; 最新日涨幅-13.66%; 状态confirmed_rebound; 底部未确认
69,68.59581776633286,62.89215033903424,002622,皓宸医疗,bottom_area,2024-06-06,1.45,2024-06-06,1.41,2.8368794326241162,13.475177304964554,32.21153846153847,False,-7.6433,3.4439,2,3,2,66.66666666666666,19.10520848790621,20.819112627986343,12.163120567375882,2.8368794326241162,历史2/3次成功; 当前距低点2.84%; 最新日涨幅-7.64%; 状态bottom_area; 底部未确认
70,68.2407097600468,61.95524974553964,300485,赛升药业,bottom_area,2024-06-06,6.2,2024-06-06,6.06,2.31023102310232,11.05610561056107,29.20560747663552,False,-7.6006,2.8261,2,4,2,50.0,27.056862786090974,34.915773353751916,12.68976897689768,2.31023102310232,历史2/4次成功; 当前距低点2.31%; 最新日涨幅-7.60%; 状态bottom_area; 底部未确认
71,68.22049298388669,64.95959046517719,605162,新中港,bottom_area,2024-06-06,7.54,2024-06-06,7.19,4.867872044506254,8.484005563282327,27.520161290322577,False,0.8021,14.3792,2,3,2,66.66666666666666,22.428344408520275,26.46502835538753,10.132127955493745,4.867872044506254,历史2/3次成功; 当前距低点4.87%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
72,68.20560692422431,59.30922341236897,000955,欣龙控股,confirmed_rebound,2024-06-06,3.13,2024-06-06,3.13,0.0,16.293929712460073,31.65938864628821,False,-10.0575,4.8552,2,3,2,66.66666666666666,27.37933734248553,28.498727735368945,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
