rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.98998542007371,82.28046511627906,603013,亚普股份,bottom_area,2024-01-11,16.78,2024-01-10,16.34,2.6927784577723455,2.8763769889840813,28.175824175824175,False,1.5124,0.4017,1,1,1,100.0,53.30739299610896,53.30739299610896,17.307221542227655,2.6927784577723455,历史1/1次成功; 当前距低点2.69%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
2,90.07930309260918,78.05785020404237,600981,苏豪汇鸿,bottom_area,2024-01-11,2.87,2024-01-10,2.81,2.1352313167259807,2.8469750889679744,27.948717948717945,False,1.4134,1.2524,1,1,1,100.0,20.463320463320475,20.463320463320475,17.864768683274022,2.1352313167259807,历史1/1次成功; 当前距低点2.14%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
3,88.95652097807194,78.05888798832876,002413,雷科防务,bottom_area,2024-01-11,5.1,2024-01-10,4.96,2.822580645161284,3.2258064516129057,27.906976744186046,False,2.0,1.1834,1,1,1,100.0,28.894472361809044,28.894472361809044,17.17741935483872,2.822580645161284,历史1/1次成功; 当前距低点2.82%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
4,88.25794463712266,79.19456647398843,600172,黄河旋风,bottom_area,2024-01-11,3.6,2024-01-08,3.46,4.046242774566478,4.624277456647403,29.098360655737704,False,2.8571,1.6513,1,1,1,100.0,51.074589127686465,51.074589127686465,15.953757225433524,4.046242774566478,历史1/1次成功; 当前距低点4.05%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
5,87.96504221129229,77.0756995989184,600006,东风股份,bottom_area,2024-01-11,5.62,2024-01-10,5.47,2.742230347349184,2.925045703839125,27.645502645502646,False,1.8116,0.5721,1,1,1,100.0,22.6235741444867,22.6235741444867,17.25776965265082,2.742230347349184,历史1/1次成功; 当前距低点2.74%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
6,87.2163588809068,76.72064418298339,002385,大北农,bottom_area,2024-01-11,5.57,2024-01-09,5.41,2.957486136783736,3.3271719038816956,27.38255033557047,False,1.0889,0.986,1,1,1,100.0,23.353293413173663,23.353293413173663,17.042513863216264,2.957486136783736,历史1/1次成功; 当前距低点2.96%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
7,83.72671992900325,74.92770385845795,002632,道明光学,bottom_area,2024-01-11,8.26,2024-01-11,7.95,3.899371069182385,4.276729559748415,31.876606683804624,False,2.7363,6.7144,1,1,1,100.0,25.259515570934255,25.259515570934255,16.100628930817617,3.899371069182385,历史1/1次成功; 当前距低点3.90%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
8,78.65103613993273,68.39583036762346,300745,欣锐科技,bottom_area,2024-01-11,24.61,2024-01-10,24.05,2.3284823284823233,3.783783783783784,27.777777777777768,False,1.1924,2.3071,2,4,2,50.0,29.21919396001701,36.150000000000006,17.671517671517677,2.3284823284823233,历史2/4次成功; 当前距低点2.33%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
9,75.75674815265059,66.77256942569949,688079,美迪凯,bottom_area,2024-01-11,10.42,2024-01-10,10.11,3.066271018793279,6.52818991097923,28.19602272727273,False,0.969,3.1002,2,4,2,50.0,29.53584595993638,30.064655172413808,16.933728981206723,3.066271018793279,历史2/4次成功; 当前距低点3.07%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
10,75.21280029947646,67.72575526669658,002862,实丰文化,bottom_area,2024-01-11,18.2,2024-01-11,17.46,4.238258877434125,5.0973654066437595,30.13205282112844,False,-6.1856,26.7368,1,1,1,100.0,23.381642512077295,23.381642512077295,15.761741122565876,4.238258877434125,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
11,73.78626762490197,64.81109589041097,000070,特发信息,bottom_area,2024-01-11,7.51,2024-01-10,7.3,2.876712328767123,3.1506849315068552,29.604628736740597,False,2.5956,1.0429,1,2,1,50.0,50.60532687651331,50.60532687651331,17.12328767123288,2.876712328767123,历史1/2次成功; 当前距低点2.88%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
12,71.90839521561107,62.218846806308605,603039,泛微网络,bottom_area,2024-01-11,41.25,2024-01-10,40.42,2.053438891637799,4.057397328055419,28.320624224153217,False,0.5362,0.4614,1,2,1,50.0,25.971438060445035,25.971438060445035,17.946561108362204,2.053438891637799,历史1/2次成功; 当前距低点2.05%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
13,69.00316153099831,60.39617980907752,300451,创业慧康,bottom_area,2024-01-11,5.74,2024-01-10,5.59,2.683363148479434,3.577817531305907,29.773869346733672,False,1.773,1.8767,1,2,1,50.0,23.89380530973452,23.89380530973452,17.316636851520567,2.683363148479434,历史1/2次成功; 当前距低点2.68%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
14,67.37072752230605,59.6712158054711,601777,千里科技,bottom_area,2024-01-11,3.41,2024-01-08,3.3,3.333333333333343,3.9393939393939497,28.41648590021693,False,1.791,0.2528,1,2,1,50.0,27.96352583586626,27.96352583586626,16.666666666666657,3.333333333333343,历史1/2次成功; 当前距低点3.33%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
15,65.21210486195834,59.32112995896033,000058,深赛格,bottom_area,2024-01-11,7.21,2024-01-09,6.88,4.796511627906978,8.575581395348836,27.426160337552748,True,0.5579,1.7469,1,2,1,50.0,34.82352941176472,34.82352941176472,15.203488372093025,4.796511627906978,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.56%; 状态bottom_area; 底部已确认
16,64.51714808164103,57.896392710817594,002284,亚太股份,bottom_area,2024-01-11,8.22,2024-01-10,7.9,4.050632911392409,5.69620253164556,30.457746478873233,False,3.1368,2.3172,1,2,1,50.0,27.214170692431566,27.214170692431566,15.949367088607591,4.050632911392409,历史1/2次成功; 当前距低点4.05%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
17,63.64214845365983,57.10720074010178,605218,伟时电子,bottom_area,2024-01-11,21.34,2024-01-11,20.51,4.046806435884926,4.485616772306183,29.78432043820609,False,2.8434,4.4403,1,3,1,33.33333333333333,42.36874236874236,42.36874236874236,15.953193564115075,4.046806435884926,历史1/3次成功; 当前距低点4.05%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
18,63.588239781915625,57.03525323950448,600986,浙文互联,bottom_area,2024-01-11,5.17,2024-01-10,4.97,4.024144869215295,4.426559356136834,30.489510489510497,False,3.1936,2.4191,1,2,1,50.0,22.25969645868466,22.25969645868466,15.975855130784705,4.024144869215295,历史1/2次成功; 当前距低点4.02%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
19,63.49860966359355,55.9962982606216,002660,茂硕电源,bottom_area,2024-01-11,10.33,2024-01-10,10.02,3.093812375249506,3.9920159680638756,31.275720164609055,False,2.5819,8.9828,1,3,1,33.33333333333333,24.71428571428572,24.71428571428572,16.906187624750498,3.093812375249506,历史1/3次成功; 当前距低点3.09%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
20,62.2876063390486,55.3452009250044,688111,金山办公,bottom_area,2024-01-11,256.7,2024-01-10,248.0,3.508064516129027,4.995967741935478,29.541451218819255,False,2.2302,0.7049,1,4,1,25.0,27.68058076225045,27.68058076225045,16.49193548387097,3.508064516129027,历史1/4次成功; 当前距低点3.51%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
21,61.07570927207723,55.56241600358521,301360,荣旗科技,bottom_area,2024-01-11,69.86,2024-01-11,66.66,4.800480048004805,6.705670567056704,32.489366011748025,False,1.3639,10.8322,1,2,1,50.0,23.857583403420236,23.857583403420236,15.199519951995196,4.800480048004805,历史1/2次成功; 当前距低点4.80%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
22,60.92855014432003,55.32908682636693,002041,登海种业,bottom_area,2024-01-11,12.47,2024-01-10,11.91,4.701931150293874,4.701931150293874,29.484902309058615,False,2.297,0.5767,1,2,1,50.0,21.395106715252467,21.395106715252467,15.298068849706127,4.701931150293874,历史1/2次成功; 当前距低点4.70%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
23,60.42317026364125,53.21654602675058,002355,兴民智通,bottom_area,2024-01-11,5.11,2024-01-10,4.96,3.0241935483871036,3.2258064516129057,28.427128427128423,False,2.2,2.6196,1,5,1,20.0,21.138211382113823,21.138211382113823,16.975806451612897,3.0241935483871036,历史1/5次成功; 当前距低点3.02%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
24,59.75433684344871,53.86976191118216,300454,深信服,bottom_area,2024-01-11,65.93,2024-01-10,63.21,4.303116595475409,5.995886726783736,30.52319191030996,False,3.8268,1.7616,1,4,1,25.0,29.49391262831224,29.49391262831224,15.696883404524591,4.303116595475409,历史1/4次成功; 当前距低点4.30%; 最新日涨幅3.83%; 状态bottom_area; 底部未确认
