rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.23452614052613,80.41896103896103,002110,三钢闽光,bottom_area,2022-08-04,5.46,2022-08-03,5.39,1.298701298701304,2.968460111317257,27.456258411843876,False,0.9242,0.2801,1,1,1,100.0,22.90322580645161,22.90322580645161,18.701298701298697,1.298701298701304,历史1/1次成功; 当前距低点1.30%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
2,91.26286706438562,78.96525928098825,000715,中兴商业,bottom_area,2022-08-04,4.97,2022-08-03,4.87,2.0533880903490687,4.928131416837787,27.421758569299552,False,1.222,1.5852,1,1,1,100.0,24.33862433862435,24.33862433862435,17.946611909650933,2.0533880903490687,历史1/1次成功; 当前距低点2.05%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
3,82.22595555555553,70.88444444444444,002339,积成电子,bottom_area,2022-08-04,7.7,2022-08-04,7.56,1.8518518518518594,7.142857142857144,28.000000000000004,False,-5.5215,17.1115,2,3,2,66.66666666666666,60.421049941650985,82.94930875576038,18.14814814814814,1.8518518518518594,历史2/3次成功; 当前距低点1.85%; 最新日涨幅-5.52%; 状态bottom_area; 底部未确认
4,74.69914159444411,64.01408396946564,601015,陕西黑猫,bottom_area,2022-08-04,5.32,2022-08-04,5.24,1.5267175572519098,2.2900763358778646,28.021978021978022,False,0.0,0.655,1,4,1,25.0,65.6514382402707,65.6514382402707,18.47328244274809,1.5267175572519098,历史1/4次成功; 当前距低点1.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,70.1625542760101,61.1013351987272,002761,浙江建投,bottom_area,2022-08-04,24.68,2022-08-04,24.1,2.4066390041493704,2.4896265560165887,32.24627495080124,False,1.522,2.7243,1,3,1,33.33333333333333,43.73730534867976,43.73730534867976,17.59336099585063,2.4066390041493704,历史1/3次成功; 当前距低点2.41%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
