rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.43457658387253,74.49889999632474,600227,赤天化,bottom_area,2024-05-28,1.7,2024-05-28,1.69,0.5917159763313614,2.9585798816568074,27.467811158798288,False,-1.7341,0.9101,1,1,1,100.0,44.72049689440993,44.72049689440993,19.40828402366864,0.5917159763313614,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
2,64.98116266788993,55.5832505281562,002837,英维克,bottom_area,2024-05-28,24.19,2024-05-27,23.85,1.4255765199161419,4.402515723270428,28.335336538461537,False,-2.6167,1.4464,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,18.57442348008386,1.4255765199161419,历史1/3次成功; 当前距低点1.43%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
3,61.230618936699635,52.640175828519155,605303,园林股份,bottom_area,2024-05-28,7.77,2024-05-28,7.64,1.7015706806282709,8.376963350785337,29.19369786839666,False,-4.7794,10.4001,1,4,1,25.0,23.681489141675293,23.681489141675293,18.29842931937173,1.7015706806282709,历史1/4次成功; 当前距低点1.70%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
4,61.17033198624166,54.61125634576225,688177,百奥泰,bottom_area,2024-05-28,26.71,2024-05-27,25.74,3.768453768453778,6.254856254856267,28.060368921185024,False,-0.1122,0.296,1,2,1,50.0,28.56629536471435,28.56629536471435,16.231546231546222,3.768453768453778,历史1/2次成功; 当前距低点3.77%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
5,55.35589380530974,46.12991150442478,002520,日发精机,bottom_area,2024-05-28,3.92,2024-05-28,3.92,0.0,0.0,30.49645390070922,False,-10.0917,1.7469,1,5,1,20.0,30.752212389380546,30.752212389380546,20.0,0.0,历史1/5次成功; 当前距低点0.00%; 最新日涨幅-10.09%; 状态bottom_area; 底部未确认
