rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.84073227657298,68.27461538461537,300337,银邦股份,bottom_area,2024-11-01,15.82,2024-11-01,15.6,1.4102564102564144,19.230769230769244,27.102803738317753,False,-16.2076,18.3244,2,4,2,50.0,82.81194380879737,131.5277777777778,18.589743589743588,1.4102564102564144,历史2/4次成功; 当前距低点1.41%; 最新日涨幅-16.21%; 状态bottom_area; 底部未确认
2,79.56730900936041,69.38826677206407,301326,捷邦科技,bottom_area,2024-11-01,57.37,2024-11-01,55.98,2.483029653447661,14.147909967845662,29.655692385021364,False,-11.8876,16.8145,2,3,2,66.66666666666666,49.693052232570246,57.57370382921043,17.51697034655234,2.483029653447661,历史2/3次成功; 当前距低点2.48%; 最新日涨幅-11.89%; 状态bottom_area; 底部未确认
3,78.55561816964367,66.33929821090507,300489,光智科技,confirmed_rebound,2024-11-01,80.5,2024-11-01,79.92,0.7257257257257236,22.62262262262262,27.92207792207792,False,-19.4194,18.7694,1,1,1,100.0,22.924477771826446,22.924477771826446,19.274274274274276,0.7257257257257236,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-19.42%; 状态confirmed_rebound; 底部未确认
4,59.56909340147792,52.15370773321135,300656,民德电子,bottom_area,2024-11-01,29.68,2024-11-01,28.9,2.698961937716267,16.228373702422164,31.66233152045401,False,-12.6802,13.7777,1,4,1,25.0,33.29215565163679,33.29215565163679,17.301038062283737,2.698961937716267,历史1/4次成功; 当前距低点2.70%; 最新日涨幅-12.68%; 状态bottom_area; 底部未确认
