rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.9346400945585,82.77730858468676,688077,大地熊,bottom_area,2023-05-22,26.5,2023-05-22,25.86,2.474864655839136,3.209590100541384,32.83116883116883,False,1.2997,1.0392,1,1,1,100.0,53.68518518518518,53.68518518518518,17.525135344160862,2.474864655839136,历史1/1次成功; 当前距低点2.47%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,91.2058540938109,78.62265895953757,300528,幸福蓝海,bottom_area,2023-05-22,8.81,2023-05-22,8.65,1.849710982658961,3.2369942196531714,28.747940691927514,False,0.2275,2.4819,1,1,1,100.0,20.0,20.0,18.15028901734104,1.849710982658961,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
3,89.12615875089267,78.02728900255754,000629,钒钛股份,bottom_area,2023-05-22,4.19,2023-04-25,4.08,2.6960784313725568,9.803921568627459,31.08108108108108,False,0.7212,0.4676,1,1,1,100.0,27.173913043478265,27.173913043478265,17.303921568627445,2.6960784313725568,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
4,87.7316716195735,74.16691153580166,001332,锡装股份,bottom_area,2023-05-22,43.73,2023-05-22,43.39,0.7835906890988622,2.0281170776676714,30.709038645800057,False,-1.1305,2.8048,2,2,2,100.0,28.620958639500337,31.086142322097377,19.21640931090114,0.7835906890988622,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
5,87.17851022605507,76.82953459948638,688289,圣湘生物,bottom_area,2023-05-22,18.53,2023-04-26,17.98,3.0589543937708608,12.45828698553948,27.058823529411757,False,0.5426,0.481,1,1,1,100.0,25.182530200451346,25.182530200451346,16.941045606229142,3.0589543937708608,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
6,84.26512527473636,71.39217399129481,300661,圣邦股份,bottom_area,2023-05-22,116.22,2023-05-22,115.18,0.9029345372460427,4.514672686230238,32.76908708848937,False,-1.2407,1.0419,1,1,1,100.0,31.832606108687024,31.832606108687024,19.09706546275396,0.9029345372460427,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
7,82.99109961689331,75.3857164103539,688075,安旭生物,bottom_area,2023-05-22,67.7,2023-05-10,64.65,4.717710750193344,5.939675174013904,30.37906525953047,False,0.5197,1.2109,4,5,4,80.0,31.086542584917854,40.134529147982065,15.282289249806658,4.717710750193344,历史4/5次成功; 当前距低点4.72%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
8,78.79592363739151,71.8548435154873,002041,登海种业,bottom_area,2023-05-22,16.17,2023-05-19,15.41,4.931862426995467,4.931862426995467,27.311320754716977,False,2.3418,0.5951,1,1,1,100.0,21.395106715252467,21.395106715252467,15.068137573004533,4.931862426995467,历史1/1次成功; 当前距低点4.93%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
9,77.4919663483936,69.5812418307329,601858,中国科传,bottom_area,2023-05-22,36.96,2023-05-22,35.51,4.0833568009011625,6.448887637285269,28.11740890688259,False,-2.2481,2.9022,1,1,1,100.0,21.243523316062173,21.243523316062173,15.91664319909884,4.0833568009011625,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
10,73.51105294657498,64.92496196241501,002245,蔚蓝锂芯,bottom_area,2023-05-22,11.04,2023-04-26,10.7,3.1775700934579425,8.317757009345799,29.512516469038214,False,-0.8086,1.2298,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,16.82242990654206,3.1775700934579425,历史2/3次成功; 当前距低点3.18%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
11,66.15326995707088,57.34492779642495,002405,四维图新,bottom_area,2023-05-22,11.38,2023-05-16,11.14,2.1543985637342926,4.039497307001789,27.75616083009079,False,-1.2153,0.8558,1,2,1,50.0,23.478260869565215,23.478260869565215,17.84560143626571,2.1543985637342926,历史1/2次成功; 当前距低点2.15%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
12,63.0281848465932,57.172117863720075,601369,陕鼓动力,bottom_area,2023-05-22,9.47,2023-05-10,9.05,4.640883977900551,5.1933701657458435,32.31114435302916,False,1.9376,0.7227,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,15.35911602209945,4.640883977900551,历史1/3次成功; 当前距低点4.64%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
13,59.19441025180221,53.03569777043765,002079,苏州固锝,bottom_area,2023-05-22,12.59,2023-05-10,12.11,3.96366639141206,5.6977704376548415,28.512396694214885,False,-1.022,1.3312,1,2,1,50.0,22.488479262672804,22.488479262672804,16.03633360858794,3.96366639141206,历史1/2次成功; 当前距低点3.96%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
14,54.97903101507281,49.53198664985779,300727,润禾材料,bottom_area,2023-05-22,26.88,2023-05-16,25.78,4.26687354538401,6.5166795965865,30.661646046261424,False,-1.3216,2.1177,1,3,1,33.33333333333333,26.812499999999993,26.812499999999993,15.733126454615991,4.26687354538401,历史1/3次成功; 当前距低点4.27%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
