rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.4013379750581,78.74830198955661,688229,博睿数据,confirmed_rebound,2024-10-10,42.7,2024-10-10,42.01,1.6424660795048913,16.876934063318267,27.568965517241384,False,-7.6757,4.7763,6,6,6,100.0,11.038304574342732,18.12233285917498,6.35753392049511,1.6424660795048913,历史6/6次成功; 当前距低点1.64%; 最新日涨幅-7.68%; 状态confirmed_rebound; 底部未确认
2,80.07969460136681,74.14786537163593,688115,思林杰,confirmed_rebound,2024-10-10,36.53,2024-10-10,36.53,0.0,23.870791130577604,32.6760044231478,False,-19.9956,21.499,6,6,6,100.0,18.26809339589207,29.567723342939473,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
3,78.98088147970003,77.48768807446938,300616,尚品宅配,bottom_area,2024-10-10,13.7,2024-10-10,13.3,3.0075187969924704,6.390977443609019,30.83723348933957,False,1.7075,8.6109,2,2,2,100.0,11.423822212968835,11.61116111611162,4.9924812030075305,3.0075187969924704,历史2/2次成功; 当前距低点3.01%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
4,77.43318294325732,71.69739161412714,300561,汇金科技,confirmed_rebound,2024-10-10,19.16,2024-10-10,19.16,0.0,19.258872651357002,31.571428571428573,False,-20.0,26.5819,3,3,3,100.0,21.760169968425526,27.62128325508607,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
5,76.13548017878018,75.6371647404899,300399,天利科技,confirmed_rebound,2024-10-10,19.55,2024-10-10,18.86,3.6585365853658605,22.905620360551435,30.915750915750916,False,-17.0556,16.1905,4,4,4,100.0,19.024882554430377,31.95098963242225,4.3414634146341395,3.6585365853658605,历史4/4次成功; 当前距低点3.66%; 最新日涨幅-17.06%; 状态confirmed_rebound; 底部未确认
6,75.92909551987182,72.46607913126827,300573,兴齐眼药,confirmed_rebound,2024-10-10,93.63,2024-10-10,92.18,1.573009329572563,11.412453894554128,27.80953872660349,False,-4.8572,11.5796,4,5,4,80.0,19.744840874697324,42.86062675283501,6.426990670427438,1.573009329572563,历史4/5次成功; 当前距低点1.57%; 最新日涨幅-4.86%; 状态confirmed_rebound; 底部未确认
7,71.81726619682007,72.93525777934609,300755,华致酒行,confirmed_rebound,2024-10-10,18.11,2024-10-10,17.28,4.803240740740731,9.259259259259247,29.727531516876777,False,2.6644,3.2261,2,2,2,100.0,19.175519721693263,24.47650069799908,3.1967592592592693,4.803240740740731,历史2/2次成功; 当前距低点4.80%; 最新日涨幅2.66%; 状态confirmed_rebound; 底部未确认
8,64.23404140786752,65.48130434782611,600376,首开股份,bottom_area,2024-10-10,2.73,2024-10-10,2.6,4.999999999999996,7.307692307692306,27.97783933518005,False,-4.5455,3.4527,1,1,1,100.0,20.652173913043484,20.652173913043484,3.000000000000005,4.999999999999996,历史1/1次成功; 当前距低点5.00%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
9,55.84851885396101,55.63741393139691,300492,华图山鼎,bottom_area,2024-10-10,75.06,2024-10-10,72.31,3.803070114783571,6.444475176324155,30.337186897880535,False,2.836,1.3398,1,2,1,50.0,12.034482758620696,12.034482758620696,4.196929885216429,3.803070114783571,历史1/2次成功; 当前距低点3.80%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
