rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.11580429333324,78.98237377702793,688010,福光股份,bottom_area,2024-11-18,29.72,2024-11-18,29.07,2.235982112143098,13.96628826969385,30.62052505966587,False,-9.8027,6.0891,3,3,3,100.0,26.0237257672806,42.08955223880597,12.764017887856902,2.235982112143098,历史3/3次成功; 当前距低点2.24%; 最新日涨幅-9.80%; 状态bottom_area; 底部未确认
12,69.38522190176843,61.98895157264105,002428,云南锗业,bottom_area,2024-11-18,20.32,2024-11-18,20.03,1.4478282576135753,9.885172241637544,32.33108108108108,False,-7.4681,11.3038,1,2,1,50.0,49.99999999999999,49.99999999999999,13.552171742386424,1.4478282576135753,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
13,69.30755457851288,61.39722334272306,000566,海南海药,bottom_area,2024-11-18,5.08,2024-11-18,5.03,0.9940357852882667,7.355864811133203,29.254571026722925,False,-3.9698,4.429,2,3,2,66.66666666666666,28.31697992749272,37.53581661891116,14.005964214711733,0.9940357852882667,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
14,68.83800478806981,61.87685823646723,002298,中电鑫龙,bottom_area,2024-11-18,5.16,2024-11-18,5.07,1.7751479289940801,8.086785009861936,27.1551724137931,False,-4.6211,7.5339,2,4,2,50.0,20.07631997082649,23.734729493891784,13.224852071005918,1.7751479289940801,历史2/4次成功; 当前距低点1.78%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
15,67.19208489036673,59.606664017800405,300581,晨曦航空,bottom_area,2024-11-18,12.29,2024-11-18,12.16,1.069078947368413,7.319078947368425,27.402985074626862,False,-3.3805,4.2997,1,2,1,50.0,32.54926891290528,32.54926891290528,13.930921052631588,1.069078947368413,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
16,66.6277934804712,59.880213313348484,688262,国芯科技,bottom_area,2024-11-18,27.08,2024-11-18,26.61,1.7662532882375004,10.033821871476894,31.488156539649854,False,-6.2976,6.7663,2,5,2,40.0,30.89930543295688,34.73541383989144,13.233746711762498,1.7662532882375004,历史2/5次成功; 当前距低点1.77%; 最新日涨幅-6.30%; 状态bottom_area; 底部未确认
17,66.54328201069892,57.86372348756428,605218,伟时电子,bottom_area,2024-11-18,24.75,2024-11-18,24.75,0.0,9.4949494949495,29.886685552407926,False,-10.0,6.3101,2,4,2,50.0,28.83722305142083,42.36874236874236,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
18,64.76129637821776,57.12653329333256,688143,长盈通,bottom_area,2024-11-18,22.35,2024-11-18,22.18,0.7664562669071312,10.054102795311092,32.990936555891246,False,-7.0686,6.536,2,4,2,50.0,22.0110407628001,25.949367088607595,14.23354373309287,0.7664562669071312,历史2/4次成功; 当前距低点0.77%; 最新日涨幅-7.07%; 状态bottom_area; 底部未确认
19,64.12968178387057,57.35802622698885,301333,诺思格,bottom_area,2024-11-18,53.85,2024-11-18,53.05,1.5080113100848338,11.02733270499529,27.408319649698964,False,-8.7752,3.7928,1,2,1,50.0,25.840279645065877,25.840279645065877,13.491988689915166,1.5080113100848338,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-8.78%; 状态bottom_area; 底部未确认
20,63.8557116918343,58.78386570637469,300757,罗博特科,bottom_area,2024-11-18,190.3,2024-11-18,184.66,3.0542618867107194,5.929816960901125,27.584313725490194,False,-1.6893,5.1094,2,6,2,33.33333333333333,45.022846638396764,74.11052233156698,11.945738113289279,3.0542618867107194,历史2/6次成功; 当前距低点3.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
21,63.82866548811664,56.68732881355931,300380,安硕信息,bottom_area,2024-11-18,53.7,2024-11-18,53.1,1.1299435028248614,13.483992467043308,29.1811149639904,False,-10.3805,20.1088,1,2,1,50.0,17.599999999999994,17.599999999999994,13.870056497175137,1.1299435028248614,历史1/2次成功; 当前距低点1.13%; 最新日涨幅-10.38%; 状态bottom_area; 底部未确认
22,61.33361452307995,54.20300053471851,688089,嘉必优,bottom_area,2024-11-18,20.98,2024-11-18,20.8,0.8653846153846141,12.932692307692296,30.942895086321382,False,-7.9017,6.6197,1,2,1,50.0,40.83912611717973,40.83912611717973,14.134615384615385,0.8653846153846141,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-7.90%; 状态bottom_area; 底部未确认
23,60.5563394534597,53.78756697961988,000572,海马汽车,bottom_area,2024-11-18,4.45,2024-11-18,4.4,1.1363636363636322,8.636363636363633,27.39273927392738,False,-4.9145,4.5953,1,4,1,25.0,22.92191435768261,22.92191435768261,13.863636363636367,1.1363636363636322,历史1/4次成功; 当前距低点1.14%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
24,59.59752711255288,52.40978723404256,601777,千里科技,bottom_area,2024-11-18,6.69,2024-11-18,6.65,0.6015037593984968,7.368421052631568,27.322404371584696,False,-4.9716,2.0337,1,2,1,50.0,27.96352583586626,27.96352583586626,14.398496240601503,0.6015037593984968,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
25,59.23981964457986,52.68775204835895,301378,通达海,bottom_area,2024-11-18,31.86,2024-11-18,31.48,1.2071156289707718,12.770012706480301,27.11275758277378,False,-10.1016,10.6052,1,3,1,33.33333333333333,16.487324457413823,16.487324457413823,13.792884371029226,1.2071156289707718,历史1/3次成功; 当前距低点1.21%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
26,56.64212632719022,50.0529871787626,603297,永新光学,bottom_area,2024-11-18,85.5,2024-11-18,84.77,0.8611537100389336,6.3819747552200194,28.161016949152547,False,-4.799,2.459,1,3,1,33.33333333333333,37.91980808773132,37.91980808773132,14.138846289961066,0.8611537100389336,历史1/3次成功; 当前距低点0.86%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
27,56.24629242393823,49.711789677288,300578,会畅科技,bottom_area,2024-11-18,20.86,2024-11-18,20.68,0.8704061895551243,12.040618955512581,27.565674255691768,False,-9.892,7.3922,1,2,1,50.0,16.75438596491228,16.75438596491228,14.129593810444874,0.8704061895551243,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
28,54.79831879498339,48.225413702762154,300712,永福股份,bottom_area,2024-11-18,26.67,2024-11-18,26.5,0.6415094339622706,7.471698113207549,28.37837837837838,False,-6.0585,5.1905,1,3,1,33.33333333333333,25.401730531520393,25.401730531520393,14.35849056603773,0.6415094339622706,历史1/3次成功; 当前距低点0.64%; 最新日涨幅-6.06%; 状态bottom_area; 底部未确认
29,54.151549237299875,47.63297000833102,000670,盈方微,bottom_area,2024-11-18,6.54,2024-11-18,6.5,0.6153846153846159,13.076923076923071,27.697441601779754,False,-7.3654,9.5743,1,4,1,25.0,23.28519855595668,23.28519855595668,14.384615384615385,0.6153846153846159,历史1/4次成功; 当前距低点0.62%; 最新日涨幅-7.37%; 状态bottom_area; 底部未确认
30,53.431065924994506,47.31346860082522,300678,中科信息,bottom_area,2024-11-18,37.39,2024-11-18,37.03,0.9721847150958666,11.477180664326221,27.020102483247932,False,-8.2454,9.0417,1,3,1,33.33333333333333,24.552238805970156,24.552238805970156,14.027815284904133,0.9721847150958666,历史1/3次成功; 当前距低点0.97%; 最新日涨幅-8.25%; 状态bottom_area; 底部未确认
