rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.7717832512702,84.14517346881854,601226,华电科工,bottom_area,2023-09-26,5.93,2023-09-25,5.87,1.022146507666092,4.088586030664399,27.975460122699385,False,0.0,0.47,1,1,1,100.0,39.54659949622166,39.54659949622166,8.97785349233391,1.022146507666092,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.77059670249373,82.26871423622266,002534,西子洁能,bottom_area,2023-09-26,12.68,2023-09-22,12.48,1.6025641025640969,3.8461538461538494,27.861271676300582,False,-1.092,0.4306,3,3,3,100.0,25.712690269187092,33.11594202898551,8.397435897435903,1.6025641025640969,历史3/3次成功; 当前距低点1.60%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
3,84.22629159653795,78.64896861445989,601777,千里科技,bottom_area,2023-09-26,3.61,2023-08-25,3.56,1.404494382022467,8.146067415730338,27.93522267206478,True,-0.551,0.3682,1,1,1,100.0,27.96352583586626,27.96352583586626,8.595505617977533,1.404494382022467,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
4,84.05350080996494,77.59164855013668,300561,汇金科技,bottom_area,2023-09-26,12.56,2023-09-21,12.46,0.8025682182985525,3.21027287319421,32.539252842447205,False,0.0,2.1715,2,2,2,100.0,24.79303273041607,27.62128325508607,9.197431781701448,0.8025682182985525,历史2/2次成功; 当前距低点0.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,82.33769145510118,78.28005554824273,603258,电魂网络,bottom_area,2023-09-26,28.34,2023-09-21,27.69,2.3474178403755817,7.5478512098230395,31.93215339233038,True,0.1413,3.3154,1,1,1,100.0,15.065420560747667,15.065420560747667,7.652582159624418,2.3474178403755817,历史1/1次成功; 当前距低点2.35%; 最新日涨幅0.14%; 状态bottom_area; 底部已确认
6,78.97479653294064,71.90807076207449,002265,建设工业,bottom_area,2023-09-26,12.17,2023-08-25,12.16,0.0822368421052614,7.1546052631578885,28.344136711844424,True,-0.4906,0.4858,3,4,3,75.0,19.519197645561725,32.75229357798165,9.91776315789474,0.0822368421052614,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
7,78.92556234377182,76.09633946618295,000058,深赛格,bottom_area,2023-09-26,7.02,2023-09-22,6.81,3.083700440528634,7.635829662261387,27.16577540106952,True,-2.6352,2.8924,1,1,1,100.0,34.82352941176472,34.82352941176472,6.916299559471367,3.083700440528634,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
8,78.32812944670188,77.9488481386447,000411,英特集团,bottom_area,2023-09-26,11.92,2023-08-24,11.38,4.745166959578199,9.490333919156415,27.974683544303797,True,-1.8122,1.4804,3,3,3,100.0,31.816283905822544,47.98426745329401,5.254833040421801,4.745166959578199,历史3/3次成功; 当前距低点4.75%; 最新日涨幅-1.81%; 状态bottom_area; 底部已确认
9,77.67470165832016,71.55547484406874,002145,钛能化学,bottom_area,2023-09-26,4.35,2023-09-26,4.32,0.6944444444444295,3.240740740740733,30.32258064516129,False,-2.6846,2.6813,2,2,2,100.0,13.488216007537837,16.649537512846855,9.305555555555571,0.6944444444444295,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
10,77.46849065358721,74.15245932640634,000028,国药一致,bottom_area,2023-09-26,31.15,2023-09-22,30.33,2.7035938015166514,5.110451697988792,31.30237825594564,False,-0.6696,0.7767,2,2,2,100.0,12.240070934754426,14.150943396226415,7.296406198483349,2.7035938015166514,历史2/2次成功; 当前距低点2.70%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
11,74.15988659381027,73.07567772547972,600032,浙江新能,bottom_area,2023-09-26,10.11,2023-09-22,9.7,4.226804123711342,5.154639175257732,27.395209580838326,False,0.3972,1.0916,1,1,1,100.0,19.31608133086876,19.31608133086876,5.773195876288659,4.226804123711342,历史1/1次成功; 当前距低点4.23%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,73.37612111753646,69.75667119694049,001330,博纳影业,bottom_area,2023-09-26,7.42,2023-09-26,7.25,2.3448275862068955,6.62068965517242,29.268292682926827,False,-4.2581,1.2702,1,1,1,100.0,11.090742438130146,11.090742438130146,7.655172413793104,2.3448275862068955,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
13,73.30614717036929,73.01130872916755,300603,立昂技术,bottom_area,2023-09-26,9.41,2023-09-21,8.98,4.788418708240531,6.90423162583518,27.346278317152095,False,1.1828,6.8184,4,5,4,80.0,19.18765260191376,35.36723163841809,5.211581291759469,4.788418708240531,历史4/5次成功; 当前距低点4.79%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
14,72.03926508609501,70.9495175936436,300749,顶固集创,bottom_area,2023-09-26,9.18,2023-09-11,8.81,4.1997729852440315,9.421112372304199,28.663967611336027,True,-1.0776,2.9996,1,1,1,100.0,20.833333333333336,20.833333333333336,5.8002270147559685,4.1997729852440315,历史1/1次成功; 当前距低点4.20%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
15,64.79706507772478,63.35219055626609,603232,格尔软件,bottom_area,2023-09-26,11.97,2023-09-21,11.53,3.8161318300086844,4.596704249783184,29.176904176904184,False,1.0127,2.3471,2,4,2,50.0,20.338554455300404,22.78481012658228,6.1838681699913165,3.8161318300086844,历史2/4次成功; 当前距低点3.82%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
16,61.45236369685251,57.31014527591971,603191,望变电气,bottom_area,2023-09-26,15.15,2023-09-21,14.95,1.3377926421404756,4.615384615384624,29.046037019458954,False,-1.4954,2.2537,1,2,1,50.0,13.281249999999995,13.281249999999995,8.662207357859526,1.3377926421404756,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
17,61.16287742838198,58.29434820081877,002531,天顺风能,bottom_area,2023-09-26,11.99,2023-09-25,11.7,2.4786324786324867,6.5811965811965925,29.004854368932044,False,0.2508,1.1021,1,2,1,50.0,10.084033613445389,10.084033613445389,7.521367521367514,2.4786324786324867,历史1/2次成功; 当前距低点2.48%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
18,57.100157779967674,55.726980976013266,002069,獐子岛,bottom_area,2023-09-26,4.18,2023-09-14,4.03,3.7220843672456443,5.707196029776663,28.79858657243816,False,0.2398,0.9941,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,6.277915632754357,3.7220843672456443,历史1/3次成功; 当前距低点3.72%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
