rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.36003208623471,79.02152923170954,605228,神通科技,bottom_area,2025-12-16,14.3,2025-12-16,13.92,2.72988505747127,5.3160919540229905,28.247422680412367,False,1.3466,1.8209,4,5,4,80.0,26.26702775668829,47.56554307116105,12.27011494252873,2.72988505747127,历史4/5次成功; 当前距低点2.73%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
14,78.85035696420287,68.70423951903257,300768,迪普科技,bottom_area,2025-12-16,18.52,2025-12-16,18.5,0.10810810810810581,2.432432432432429,27.677873338545734,False,-2.5776,1.3599,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,14.891891891891893,0.10810810810810581,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
15,78.55587896594346,73.62985339070266,603178,圣龙股份,bottom_area,2025-12-16,18.37,2025-12-05,17.66,4.0203850509626315,5.039637599094001,28.182187881252542,False,0.4923,1.3071,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,10.979614949037368,4.0203850509626315,历史5/7次成功; 当前距低点4.02%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
16,78.10080343660451,70.8027789046653,000593,德龙汇能,bottom_area,2025-12-16,10.08,2025-12-16,9.86,2.2312373225152196,8.519269776876266,31.14525139664805,False,-5.2632,7.155,1,1,1,100.0,15.322580645161285,15.322580645161285,12.76876267748478,2.2312373225152196,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
17,77.24614272703108,71.33842906969683,603197,保隆科技,bottom_area,2025-12-16,35.2,2025-11-21,34.1,3.2258064516129075,6.334310850439873,27.431368376250266,False,1.7341,2.0664,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,11.774193548387093,3.2258064516129075,历史4/6次成功; 当前距低点3.23%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
18,76.77745274508398,68.78196469886883,002129,TCL中环,bottom_area,2025-12-16,8.28,2025-12-16,8.15,1.595092024539865,3.067484662576687,29.253472222222214,False,-1.7794,2.0339,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,13.404907975460134,1.595092024539865,历史2/3次成功; 当前距低点1.60%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
19,76.6918053945275,71.61115871220146,688190,云路股份,bottom_area,2025-12-16,96.55,2025-12-10,93.0,3.817204301075266,9.548387096774189,28.351309707241917,True,-2.524,0.4015,1,1,1,100.0,19.70099203576919,19.70099203576919,11.182795698924734,3.817204301075266,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
20,76.41255263251612,68.68601351061827,603353,和顺石油,bottom_area,2025-12-16,26.94,2025-12-16,26.47,1.775595013222525,8.122402720060453,30.342105263157897,False,-6.263,4.3525,4,6,4,66.66666666666666,20.579050936015864,27.079174983366617,13.224404986777474,1.775595013222525,历史4/6次成功; 当前距低点1.78%; 最新日涨幅-6.26%; 状态bottom_area; 底部未确认
21,76.11483930235114,67.29035812693319,603938,三孚股份,bottom_area,2025-12-16,17.1,2025-12-16,16.95,0.8849557522124021,4.955752212389379,28.960603520536466,False,-4.2017,1.9495,1,1,1,100.0,19.774501300954046,19.774501300954046,14.115044247787598,0.8849557522124021,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
22,76.02183032258066,66.53094146346953,300598,诚迈科技,bottom_area,2025-12-16,43.9,2025-12-16,43.75,0.34285714285713964,3.039999999999996,31.640625,False,-1.3261,2.1294,3,5,3,60.0,35.49814918916024,45.24950099800398,14.65714285714286,0.34285714285713964,历史3/5次成功; 当前距低点0.34%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
23,75.22545407141504,67.49633460033168,688337,普源精电,bottom_area,2025-12-16,36.35,2025-12-04,35.75,1.678321678321682,6.545454545454556,28.499999999999996,False,-2.7815,0.7716,3,6,3,50.0,38.886602295188766,54.46153846153845,13.321678321678318,1.678321678321682,历史3/6次成功; 当前距低点1.68%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
24,74.79117941453542,66.62128035758086,688005,容百科技,bottom_area,2025-12-16,26.71,2025-12-16,26.37,1.2893439514599918,4.057641259006448,28.864310763420555,False,-2.1612,2.4637,3,6,3,50.0,29.41389552101958,38.76758854924795,13.710656048540008,1.2893439514599918,历史3/6次成功; 当前距低点1.29%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
25,74.17957415845267,64.85339438897223,000692,惠天热电,bottom_area,2025-12-16,3.47,2025-12-16,3.46,0.2890173410404691,4.624277456647403,27.46331236897274,False,-4.1436,5.195,3,5,3,60.0,36.0341608954005,59.042553191489375,14.710982658959532,0.2890173410404691,历史3/5次成功; 当前距低点0.29%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
26,73.15859548243692,66.78729916524455,600383,金地集团,bottom_area,2025-12-16,3.15,2025-12-15,3.07,2.605863192182413,3.583061889250825,32.675438596491226,False,1.6129,2.1105,2,4,2,50.0,23.971329265701364,32.594936708860764,12.394136807817587,2.605863192182413,历史2/4次成功; 当前距低点2.61%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
27,70.51826668481706,62.46724299995658,000070,特发信息,bottom_area,2025-12-16,11.2,2025-12-16,11.09,0.9918845807033313,9.648331830477911,29.721166032953107,False,-8.347,14.4685,2,3,2,66.66666666666666,34.04340417899739,50.60532687651331,14.008115419296669,0.9918845807033313,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
28,69.77923247121097,62.296084172353005,603032,德新科技,bottom_area,2025-12-16,17.99,2025-12-16,17.74,1.4092446448703495,3.7204058624577234,28.869286287089025,False,-0.6077,2.5048,2,5,2,40.0,29.296569691706477,33.061224489795926,13.59075535512965,1.4092446448703495,历史2/5次成功; 当前距低点1.41%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
29,69.77207606643545,60.88696167767608,603038,华立股份,bottom_area,2025-12-16,15.84,2025-12-16,15.81,0.1897533206831079,2.7830487033523053,28.623024830699766,False,-1.676,1.7641,2,4,2,50.0,24.944081982976137,28.753412192902637,14.81024667931689,0.1897533206831079,历史2/4次成功; 当前距低点0.19%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
30,69.74054035518468,62.593801971152516,300609,汇纳科技,bottom_area,2025-12-16,36.61,2025-12-16,36.0,1.6944444444444429,5.222222222222229,27.06645056726094,False,-2.7106,3.5142,2,5,2,40.0,34.393200561751826,49.87035436473638,13.305555555555557,1.6944444444444429,历史2/5次成功; 当前距低点1.69%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
31,68.12278157047723,61.10726718996287,600222,太龙药业,bottom_area,2025-12-16,6.72,2025-12-16,6.61,1.6641452344931835,5.143721633888046,29.978813559322028,False,-2.3256,5.4353,1,2,1,50.0,37.696335078534034,37.696335078534034,13.335854765506816,1.6641452344931835,历史1/2次成功; 当前距低点1.66%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
32,66.81394269582847,58.433676528997495,002317,众生药业,bottom_area,2025-12-16,19.59,2025-12-16,19.53,0.3072196620583652,5.325140809011772,28.1985294117647,False,-4.8567,7.2022,2,5,2,40.0,45.076007303712714,58.31999999999999,14.692780337941635,0.3072196620583652,历史2/5次成功; 当前距低点0.31%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
33,66.2193453588511,58.193253388671906,002184,海得控制,bottom_area,2025-12-16,12.46,2025-12-16,12.39,0.5649717514124316,2.0177562550443904,28.257093225246088,False,-1.4241,2.325,2,5,2,40.0,36.72789775210886,50.27203482045704,14.435028248587567,0.5649717514124316,历史2/5次成功; 当前距低点0.56%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
34,65.62061392134444,57.55590950576222,002459,晶澳科技,bottom_area,2025-12-16,10.88,2025-12-16,10.83,0.46168051708218566,3.8781163434903037,29.215686274509807,False,-3.5461,1.2538,3,6,3,50.0,20.58355421886888,26.683937823834192,14.538319482917814,0.46168051708218566,历史3/6次成功; 当前距低点0.46%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
35,65.03068878385683,57.73200902612546,300681,英搏尔,bottom_area,2025-12-16,23.71,2025-12-16,23.45,1.108742004264399,3.3262260127931818,28.133619368679135,False,-3.9303,7.1434,2,6,2,33.33333333333333,25.734448723198668,27.487589035182385,13.8912579957356,1.108742004264399,历史2/6次成功; 当前距低点1.11%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
36,64.03796991095118,56.93752554843985,002589,瑞康医药,bottom_area,2025-12-16,3.4,2025-12-16,3.36,1.1904761904761916,5.952380952380958,28.35820895522389,False,-5.2925,11.6821,2,7,2,28.57142857142857,32.78239542171958,37.073170731707336,13.809523809523808,1.1904761904761916,历史2/7次成功; 当前距低点1.19%; 最新日涨幅-5.29%; 状态bottom_area; 底部未确认
37,63.243131627242676,56.030034348236214,002176,江特电机,bottom_area,2025-12-16,9.1,2025-12-16,9.01,0.998890122086569,3.995560488346276,29.99222999222999,False,-2.3605,3.3199,2,5,2,40.0,30.416687239750484,39.01808785529715,14.001109877913432,0.998890122086569,历史2/5次成功; 当前距低点1.00%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
38,61.46967732792943,53.79812085188973,600375,汉马科技,bottom_area,2025-12-16,5.81,2025-12-16,5.79,0.34542314335059715,3.2815198618307493,27.44360902255639,False,-1.3582,1.6997,1,2,1,50.0,22.073578595317713,22.073578595317713,14.6545768566494,0.34542314335059715,历史1/2次成功; 当前距低点0.35%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
39,61.27384987832812,53.472849103977005,301487,盟固利,bottom_area,2025-12-16,20.91,2025-12-16,20.87,0.19166267369429393,3.0186871106851894,27.408695652173908,False,-2.7442,3.4274,1,2,1,50.0,18.439999999999998,18.439999999999998,14.808337326305706,0.19166267369429393,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
40,58.81102394634806,54.08883052727089,002468,申通快递,bottom_area,2025-12-16,14.06,2025-11-21,13.65,3.003663003663005,6.2271062271062245,31.988041853512705,False,-0.636,0.6568,1,2,1,50.0,16.382699868938413,16.382699868938413,11.996336996336995,3.003663003663005,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
41,54.944935488633035,48.09678787878789,002605,姚记科技,bottom_area,2025-12-16,22.58,2025-12-16,22.5,0.35555555555554796,2.0888888888888837,27.395934172313645,False,-1.6979,1.0353,1,5,1,20.0,23.2121212121212,23.2121212121212,14.644444444444451,0.35555555555554796,历史1/5次成功; 当前距低点0.36%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
42,52.869104149746235,46.527629261198086,688348,昱能科技,bottom_area,2025-12-16,50.2,2025-12-16,49.88,0.6415396952686453,4.651162790697675,30.990592141671275,False,-3.8867,1.2694,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,14.358460304731354,0.6415396952686453,历史1/3次成功; 当前距低点0.64%; 最新日涨幅-3.89%; 状态bottom_area; 底部未确认
43,52.490427653154946,46.360158730158744,300640,德艺文创,bottom_area,2025-12-16,7.26,2025-12-16,7.2,0.8333333333333279,9.027777777777771,32.64733395696913,False,-9.0226,21.6179,1,3,1,33.33333333333333,17.724867724867735,17.724867724867735,14.166666666666671,0.8333333333333279,历史1/3次成功; 当前距低点0.83%; 最新日涨幅-9.02%; 状态bottom_area; 底部未确认
44,52.395451734245206,46.38189946873982,002706,良信股份,bottom_area,2025-12-16,9.51,2025-12-11,9.42,0.9554140127388521,7.855626326963909,27.31481481481482,True,-2.9592,2.0939,1,6,1,16.666666666666664,19.37406855439642,19.37406855439642,14.044585987261145,0.9554140127388521,历史1/6次成功; 当前距低点0.96%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
