rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.36733623053307,83.68399677973282,002219,新里程,bottom_area,2024-07-01,1.86,2024-07-01,1.82,2.1978021978021998,3.8461538461538374,30.26819923371647,False,0.0,0.5988,2,2,2,100.0,34.81175156302061,45.685279187817265,12.802197802197801,2.1978021978021998,历史2/2次成功; 当前距低点2.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,90.6759094181973,82.27837817826413,301332,德尔玛,bottom_area,2024-07-01,8.97,2024-06-24,8.77,2.280501710376295,4.332953249714946,30.507131537242472,False,1.4706,0.7011,1,1,1,100.0,44.935064935064936,44.935064935064936,12.719498289623704,2.280501710376295,历史1/1次成功; 当前距低点2.28%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
3,89.27456640165609,82.06429323850428,000717,中南股份,bottom_area,2024-07-01,1.73,2024-06-24,1.68,2.976190476190479,5.357142857142862,29.411764705882355,False,2.3669,0.4981,2,2,2,100.0,35.64520174311065,56.020942408376975,12.02380952380952,2.976190476190479,历史2/2次成功; 当前距低点2.98%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
4,88.90869048555281,82.80722625485019,603368,柳药集团,bottom_area,2024-07-01,18.03,2024-06-28,17.39,3.6802760207015552,4.945370902817707,27.842323651452283,False,3.0286,2.5096,3,3,3,100.0,31.603524634675978,42.85714285714285,11.319723979298443,3.6802760207015552,历史3/3次成功; 当前距低点3.68%; 最新日涨幅3.03%; 状态bottom_area; 底部未确认
5,88.49058687443483,81.0939332015583,601908,京运通,bottom_area,2024-07-01,2.56,2024-06-24,2.49,2.811244979919672,6.827309236947787,28.857142857142854,False,1.1858,0.6661,2,2,2,100.0,28.406299762231964,40.33898305084744,12.188755020080327,2.811244979919672,历史2/2次成功; 当前距低点2.81%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
6,87.92941542131638,79.78059287819275,300393,中来股份,bottom_area,2024-07-01,5.84,2024-06-26,5.71,2.2767075306479843,5.078809106830123,29.766297662976637,False,1.2132,1.1105,4,5,4,80.0,24.792935742312604,36.516853932584276,12.723292469352016,2.2767075306479843,历史4/5次成功; 当前距低点2.28%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
7,87.9205734806901,78.67534613886124,002459,晶澳科技,bottom_area,2024-07-01,11.25,2024-07-01,11.08,1.5342960288808658,2.5270758122743624,31.941031941031945,False,0.4464,1.1575,3,4,3,75.0,20.58355421886888,26.683937823834192,13.465703971119133,1.5342960288808658,历史3/4次成功; 当前距低点1.53%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
8,87.35422861624444,78.57599191287261,002779,中坚科技,bottom_area,2024-07-01,28.08,2024-07-01,27.58,1.8129079042784628,3.698332124728075,28.25182101977107,False,-0.9174,0.8855,2,2,2,100.0,25.1044190033737,29.818594104308378,13.187092095721537,1.8129079042784628,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
9,86.01376929698705,80.07853658536584,002687,乔治白,bottom_area,2024-07-01,4.25,2024-06-24,4.1,3.6585365853658622,4.146341463414633,29.914529914529915,False,1.1905,1.5209,1,1,1,100.0,64.00000000000001,64.00000000000001,11.341463414634138,3.6585365853658622,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
10,85.96724368532256,81.18903607586986,002481,双塔食品,bottom_area,2024-07-01,4.01,2024-06-28,3.84,4.427083333333331,4.427083333333331,27.819548872180455,False,3.6176,1.3835,3,3,3,100.0,32.057989655214385,54.6583850931677,10.572916666666668,4.427083333333331,历史3/3次成功; 当前距低点4.43%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
11,85.84461016475736,78.11986160215257,300755,华致酒行,bottom_area,2024-07-01,13.88,2024-07-01,13.55,2.4354243542435428,2.730627306273057,28.26892535733192,False,1.6105,0.4355,1,1,1,100.0,24.47650069799908,24.47650069799908,12.564575645756456,2.4354243542435428,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
12,85.79874135244175,77.92801212755833,605089,味知香,bottom_area,2024-07-01,21.5,2024-07-01,21.01,2.332222751070911,2.5226082817705735,28.170940170940167,False,0.7498,0.2314,1,1,1,100.0,22.180000000000007,22.180000000000007,12.667777248929088,2.332222751070911,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
13,84.59600806929139,79.27640362225101,002015,协鑫能科,bottom_area,2024-07-01,8.04,2024-06-25,7.73,4.0103492884864,4.786545924967648,27.349624060150372,False,1.005,0.4965,1,1,1,100.0,65.95380667236954,65.95380667236954,10.9896507115136,4.0103492884864,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
14,84.48226532118146,77.94243030132357,002163,海南发展,bottom_area,2024-07-01,5.53,2024-07-01,5.36,3.1716417910447747,3.917910447761193,29.100529100529094,False,0.9124,0.6831,1,1,1,100.0,32.54716981132074,32.54716981132074,11.828358208955226,3.1716417910447747,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
15,84.30214778589706,76.68614995839624,002557,洽洽食品,bottom_area,2024-07-01,28.42,2024-07-01,27.75,2.414414414414421,2.7387387387387445,27.82834850455137,False,0.8159,0.7436,1,1,1,100.0,16.510832383124292,16.510832383124292,12.58558558558558,2.414414414414421,历史1/1次成功; 当前距低点2.41%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
16,83.97911107210348,77.53650327890792,002345,潮宏基,bottom_area,2024-07-01,4.82,2024-07-01,4.67,3.211991434689515,3.426124197002144,28.919330289193308,False,2.1186,1.1337,1,1,1,100.0,30.859375,30.859375,11.788008565310484,3.211991434689515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
17,83.52517089657219,76.35053432278558,300450,先导智能,bottom_area,2024-07-01,16.5,2024-07-01,16.07,2.6757934038581186,2.8002489110143083,30.00871080139373,False,1.2891,1.0321,1,1,1,100.0,17.91044776119403,17.91044776119403,12.324206596141881,2.6757934038581186,历史1/1次成功; 当前距低点2.68%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
18,82.92795683866441,76.65609455674863,000516,国际医学,bottom_area,2024-07-01,4.73,2024-06-25,4.58,3.2751091703056847,4.5851528384279465,28.100470957613815,False,1.0684,0.5314,1,1,1,100.0,26.89969604863221,26.89969604863221,11.724890829694315,3.2751091703056847,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
19,82.55551352263028,76.85515696360753,000862,银星能源,bottom_area,2024-07-01,4.82,2024-06-26,4.65,3.6559139784946217,4.731182795698919,27.34375,False,1.0482,1.25,1,1,1,100.0,32.63785394932937,32.63785394932937,11.344086021505378,3.6559139784946217,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
20,82.48987896984627,73.96226985762941,688017,绿的谐波,bottom_area,2024-07-01,80.54,2024-07-01,79.24,1.6405855628470614,4.732458354366482,29.770451121155723,False,-1.9001,1.4587,3,4,3,75.0,19.02045667161674,22.08643815201191,13.359414437152939,1.6405855628470614,历史3/4次成功; 当前距低点1.64%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
21,81.7662485868923,75.89070378371481,600345,长江通信,bottom_area,2024-07-01,18.07,2024-07-01,17.46,3.4936998854524592,3.8946162657502845,28.995526636844243,False,0.8934,5.9279,1,1,1,100.0,25.46419098143237,25.46419098143237,11.50630011454754,3.4936998854524592,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
22,81.51530084685318,75.36002566241098,600295,鄂尔多斯,bottom_area,2024-07-01,10.07,2024-06-27,9.75,3.2820512820512846,3.4871794871794854,27.61692650334076,False,1.5121,0.3055,1,1,1,100.0,20.016680567139286,20.016680567139286,11.717948717948715,3.2820512820512846,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
