rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.39900179895741,79.76063457641743,601666,平煤股份,bottom_area,2024-07-23,9.92,2024-07-22,9.9,0.20202020202019771,4.141414141414143,27.47252747252747,False,-2.8404,0.7454,4,4,4,100.0,18.23247654313697,27.30923694779115,9.797979797979803,0.20202020202019771,历史4/4次成功; 当前距低点0.20%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
15,83.62324099235833,77.42382444432518,603368,柳药集团,bottom_area,2024-07-23,16.86,2024-07-16,16.7,0.9580838323353302,3.413173652694613,30.705394190871377,False,-1.4611,1.248,3,3,3,100.0,31.603524634675978,42.85714285714285,9.04191616766467,0.9580838323353302,历史3/3次成功; 当前距低点0.96%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
16,83.39356887846519,77.48620475367971,603229,奥翔药业,bottom_area,2024-07-23,7.07,2024-07-17,6.99,1.1444921316165961,4.864091559370527,32.52895752895753,False,-2.8846,0.5731,3,4,3,75.0,31.88519792347079,43.052109181141425,8.855507868383404,1.1444921316165961,历史3/4次成功; 当前距低点1.14%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
17,81.5760710813771,76.99356265356265,603012,创力集团,bottom_area,2024-07-23,4.15,2024-07-09,4.07,1.9656019656019672,6.633906633906624,27.19141323792486,False,-1.4252,0.9221,1,1,1,100.0,35.13513513513512,35.13513513513512,8.034398034398032,1.9656019656019672,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
18,81.46519853213499,75.1242643391521,002687,乔治白,bottom_area,2024-07-23,4.04,2024-07-09,4.01,0.7481296758104801,6.733167082294276,31.45299145299145,False,-0.7371,0.7908,1,1,1,100.0,64.00000000000001,64.00000000000001,9.25187032418952,0.7481296758104801,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
19,81.20266043727456,76.66613490712702,603325,博隆技术,bottom_area,2024-07-23,60.18,2024-07-18,59.01,1.9827147941026975,5.388917132689374,31.922011998154137,False,-1.8111,1.047,1,1,1,100.0,33.584541062801925,33.584541062801925,8.017285205897304,1.9827147941026975,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
20,81.10567088252996,73.86921084795794,300349,金卡智能,bottom_area,2024-07-23,10.31,2024-07-23,10.3,0.09708737864077463,5.825242718446598,30.91884641180415,False,-4.2711,1.3681,1,1,1,100.0,45.48693586698337,45.48693586698337,9.902912621359226,0.09708737864077463,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
21,80.9735928309132,76.07846379327614,002698,博实股份,bottom_area,2024-07-23,11.19,2024-07-18,11.0,1.7272727272727229,6.8181818181818175,30.730478589420656,False,-2.8646,0.7995,2,2,2,100.0,10.627126943322317,11.142857142857146,8.272727272727277,1.7272727272727229,历史2/2次成功; 当前距低点1.73%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
22,80.56448747642543,73.58560682878176,601717,中创智领,bottom_area,2024-07-23,12.21,2024-07-23,12.18,0.24630541871922115,4.761904761904763,32.707182320441994,False,-3.9339,1.4108,2,2,2,100.0,29.124640771298786,35.43478260869567,9.75369458128078,0.24630541871922115,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
23,80.34118332719254,73.08608931467892,688188,柏楚电子,bottom_area,2024-07-23,143.4,2024-07-23,143.35,0.03487966515522244,6.941053365887699,29.366839122936682,False,-6.3663,0.8805,2,2,2,100.0,23.84739221092917,34.07281509974057,9.965120334844778,0.03487966515522244,历史2/2次成功; 当前距低点0.03%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
24,80.09226559661636,79.17704704209751,002317,众生药业,bottom_area,2024-07-23,11.16,2024-07-10,10.69,4.396632366697855,9.635173058933594,31.342324983943488,True,-4.5338,2.0478,4,4,4,100.0,27.695531388003374,58.31999999999999,5.603367633302146,4.396632366697855,历史4/4次成功; 当前距低点4.40%; 最新日涨幅-4.53%; 状态bottom_area; 底部已确认
25,80.06011716310192,73.41260571555813,688339,亿华通,bottom_area,2024-07-23,20.0,2024-07-22,19.91,0.45203415369161154,3.9176293319939783,31.627747252747255,False,-1.1369,1.0787,4,5,4,80.0,30.501309602016203,76.30996309963099,9.547965846308388,0.45203415369161154,历史4/5次成功; 当前距低点0.45%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
26,79.915,72.65,601038,一拖股份,bottom_area,2024-07-23,14.3,2024-07-23,14.3,0.0,3.4965034965034962,28.320802005012524,False,-3.5088,0.5654,1,1,1,100.0,53.52941176470589,53.52941176470589,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
27,79.29302977636014,74.0095166020452,000090,天健集团,bottom_area,2024-07-23,3.67,2024-07-23,3.62,1.3812154696132548,2.7624309392265216,27.162977867203214,False,-0.542,0.8745,1,1,1,100.0,11.928429423459237,11.928429423459237,8.618784530386746,1.3812154696132548,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
28,79.2333011658198,77.28114718738837,688151,华强科技,bottom_area,2024-07-23,11.52,2024-07-09,11.11,3.6903690369036917,9.36093609360937,27.051871306631654,True,-2.9486,0.5414,2,2,2,100.0,31.9633795243483,32.022471910112344,6.309630963096309,3.6903690369036917,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
29,78.25492203803357,75.6252266565666,002612,朗姿股份,bottom_area,2024-07-23,13.2,2024-07-09,12.79,3.2056293979671633,8.91321344800626,32.896117523609654,True,-2.9412,1.0627,2,2,2,100.0,17.118611203934037,20.77294685990338,6.794370602032837,3.2056293979671633,历史2/2次成功; 当前距低点3.21%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
30,78.23931793324569,74.22982380093254,002367,康力电梯,bottom_area,2024-07-23,5.48,2024-07-18,5.36,2.2388059701492558,9.328358208955223,30.208333333333325,True,-3.351,1.1878,1,1,1,100.0,24.646781789638936,24.646781789638936,7.761194029850745,2.2388059701492558,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
31,78.04463013226254,73.37891854826859,603010,万盛股份,bottom_area,2024-07-23,8.65,2024-07-18,8.5,1.7647058823529453,3.8823529411764715,27.78249787595582,False,-0.4603,0.2658,1,1,1,100.0,13.238967527060783,13.238967527060783,8.235294117647054,1.7647058823529453,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
32,77.42192798197941,70.51226527570786,001308,康冠科技,bottom_area,2024-07-23,20.92,2024-07-23,20.9,0.09569377990432118,4.593301435406703,30.170397594386905,False,-3.8161,2.9692,1,1,1,100.0,27.421758569299566,27.421758569299566,9.904306220095679,0.09569377990432118,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
33,77.33478260869568,70.30434782608697,000629,钒钛股份,bottom_area,2024-07-23,2.33,2024-07-23,2.33,0.0,3.8626609442060027,29.393939393939387,False,-2.9167,0.657,1,1,1,100.0,27.173913043478265,27.173913043478265,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
34,76.96328423910352,70.35556557990932,603317,天味食品,bottom_area,2024-07-23,10.36,2024-07-23,10.33,0.2904162633107392,4.54985479186835,29.488054607508534,False,-4.2514,0.4424,2,2,2,100.0,12.299541184181786,14.347826086956525,9.709583736689261,0.2904162633107392,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
35,76.32616090237723,69.52411091576765,600970,中材国际,bottom_area,2024-07-23,9.71,2024-07-23,9.7,0.10309278350517076,4.020618556701037,28.360413589364846,False,-3.3831,0.5947,1,1,1,100.0,22.19979818365287,22.19979818365287,9.89690721649483,0.10309278350517076,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
36,76.03188481675393,69.11989528795812,000981,山子高科,bottom_area,2024-07-23,1.0,2024-07-23,1.0,0.0,7.000000000000006,28.571428571428566,False,-9.9099,0.7879,2,2,2,100.0,14.354275741710298,16.66666666666666,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
37,75.83214698916802,69.37834724540903,600230,沧州大化,bottom_area,2024-07-23,9.03,2024-07-18,9.0,0.33333333333332626,3.555555555555559,29.411764705882355,False,-2.2727,0.586,1,1,1,100.0,14.02337228714524,14.02337228714524,9.666666666666675,0.33333333333332626,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
38,75.65541027710515,72.78014527845033,000930,中粮科技,bottom_area,2024-07-23,4.86,2024-07-10,4.72,2.9661016949152663,8.262711864406793,28.915662650602407,True,-2.6052,0.7368,1,1,1,100.0,15.552995391705066,15.552995391705066,7.033898305084735,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
39,75.6084640522876,68.73496732026145,002543,万和电气,bottom_area,2024-07-23,8.84,2024-07-23,8.84,0.0,2.828054298642534,27.836734693877553,False,-1.8868,0.4226,1,1,1,100.0,18.736383442265804,18.736383442265804,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
40,75.57611912937375,69.33287450564289,603187,海容冷链,bottom_area,2024-07-23,10.55,2024-07-23,10.5,0.476190476190483,2.952380952380957,31.862426995457493,False,-2.2243,0.7636,1,1,1,100.0,15.530047265361235,15.530047265361235,9.523809523809518,0.476190476190483,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
41,75.29016835596359,71.74608465608468,002060,广东建工,bottom_area,2024-07-23,3.32,2024-07-09,3.24,2.469135802469124,6.48148148148148,27.67857142857143,False,-0.8955,0.6451,1,1,1,100.0,13.095238095238093,13.095238095238093,7.530864197530876,2.469135802469124,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
42,75.11783265212766,68.4389458577439,002557,洽洽食品,bottom_area,2024-07-23,26.13,2024-07-23,26.1,0.11494252873562293,3.486590038314177,32.119635890767235,False,-3.2581,1.0662,1,1,1,100.0,16.510832383124292,16.510832383124292,9.885057471264377,0.11494252873562293,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
43,74.86630255490633,68.48615877340953,002706,良信股份,bottom_area,2024-07-23,6.14,2024-07-23,6.12,0.32679738562090804,2.6143790849673225,30.84745762711864,False,-1.9169,0.9366,3,4,3,75.0,13.31320867002797,14.727153188691638,9.673202614379091,0.32679738562090804,历史3/4次成功; 当前距低点0.33%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
44,74.71043993844788,71.48088201603662,002320,海峡股份,bottom_area,2024-07-23,4.98,2024-07-09,4.85,2.680412371134037,5.567010309278361,27.28635682158921,False,-1.581,0.4566,1,1,1,100.0,14.259259259259249,14.259259259259249,7.319587628865964,2.680412371134037,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
45,74.40375467044002,73.04478198239543,000597,东北制药,bottom_area,2024-07-23,3.87,2024-07-09,3.72,4.032258064516126,7.258064516129033,29.00763358778626,True,-1.5267,0.5059,2,2,2,100.0,13.378120266087073,16.59751037344398,5.9677419354838745,4.032258064516126,历史2/2次成功; 当前距低点4.03%; 最新日涨幅-1.53%; 状态bottom_area; 底部已确认
46,74.389696485623,67.62699680511182,600997,开滦股份,bottom_area,2024-07-23,6.06,2024-07-23,6.06,0.0,2.31023102310232,28.70588235294118,False,-2.1002,0.3411,1,1,1,100.0,12.77955271565495,12.77955271565495,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
47,74.35158916921891,68.32278648939472,600389,江山股份,bottom_area,2024-07-23,12.5,2024-07-23,12.43,0.5631536604987954,5.470635559131132,32.07650273224044,False,-4.0675,1.2421,1,1,1,100.0,21.380520620064356,21.380520620064356,9.436846339501205,0.5631536604987954,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
48,74.27702461541939,72.31703033530368,601156,东航物流,bottom_area,2024-07-23,14.98,2024-07-23,14.46,3.5961272475795267,9.474412171507602,31.175630652070446,False,-4.586,3.2218,2,2,2,100.0,23.527959461209687,35.44877606527652,6.403872752420474,3.5961272475795267,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
49,74.11743161094226,67.37948328267478,603036,如通股份,bottom_area,2024-07-23,9.03,2024-07-23,9.03,0.0,4.208194905869334,29.453125000000007,False,-2.9032,0.7592,1,1,1,100.0,11.448834853090181,11.448834853090181,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
50,73.95256614744714,68.17793251880516,000726,鲁泰A,bottom_area,2024-07-23,5.49,2024-07-23,5.45,0.733944954128441,3.6697247706422047,27.81456953642384,False,-2.6596,1.2302,1,1,1,100.0,12.480252764612954,12.480252764612954,9.26605504587156,0.733944954128441,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
51,73.3669913795945,69.3104040000579,603060,国检集团,bottom_area,2024-07-23,5.57,2024-07-09,5.46,2.014652014652021,9.157509157509157,31.835205992509362,True,-1.7637,0.166,2,3,2,66.66666666666666,24.124429713966915,36.2098138747885,7.985347985347979,2.014652014652021,历史2/3次成功; 当前距低点2.01%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
52,72.96680247137049,66.98479840342458,002171,楚江新材,bottom_area,2024-07-23,5.89,2024-07-23,5.86,0.5119453924914567,4.948805460750854,27.832512315270925,False,-4.0717,0.898,1,1,1,100.0,13.559322033898319,13.559322033898319,9.488054607508543,0.5119453924914567,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
53,72.74988944384103,71.4085140419481,002191,劲嘉股份,bottom_area,2024-07-23,3.62,2024-07-09,3.48,4.02298850574713,8.62068965517241,27.348643006263053,True,-1.3624,0.7683,1,1,1,100.0,21.134020618556693,21.134020618556693,5.977011494252871,4.02298850574713,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
54,72.32768194093343,68.13407745530415,002346,柘中股份,bottom_area,2024-07-23,7.1,2024-07-18,6.97,1.8651362984218063,4.160688665710187,29.381965552178315,False,-1.2517,0.2617,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,8.134863701578194,1.8651362984218063,历史2/3次成功; 当前距低点1.87%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
55,71.39548974549434,69.67987203252306,600062,华润双鹤,confirmed_rebound,2024-07-23,17.83,2024-07-17,17.19,3.723094822571245,10.413030831878995,28.76087857438872,True,-4.7543,1.2483,2,2,2,100.0,11.927571118201655,13.741034352585885,6.276905177428755,3.723094822571245,历史2/2次成功; 当前距低点3.72%; 最新日涨幅-4.75%; 状态confirmed_rebound; 底部已确认
56,70.64097053115616,68.87833594976453,002159,三特索道,confirmed_rebound,2024-07-23,12.7,2024-06-24,12.25,3.6734693877550963,10.204081632653061,27.471876850207227,True,-2.3828,1.8512,1,1,1,100.0,13.461538461538462,13.461538461538462,6.3265306122449045,3.6734693877550963,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-2.38%; 状态confirmed_rebound; 底部已确认
57,69.01810197437844,62.87592715233834,002043,兔宝宝,bottom_area,2024-07-23,9.08,2024-07-23,9.07,0.11025358324145298,2.9768467475192897,30.230769230769226,False,-2.4705,1.0239,2,3,2,66.66666666666666,15.218487394957986,15.96638655462185,9.889746416758548,0.11025358324145298,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
58,68.97425232945149,68.33514664143804,002335,科华数据,bottom_area,2024-07-23,19.46,2024-07-10,18.62,4.511278195488721,8.37808807733619,32.24163027656477,True,-2.4072,2.2878,1,1,1,100.0,10.596026490066222,10.596026490066222,5.48872180451128,4.511278195488721,历史1/1次成功; 当前距低点4.51%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
59,68.87376996590065,62.612518150818765,600141,兴发集团,bottom_area,2024-07-23,17.01,2024-07-23,17.01,0.0,3.233392122280994,31.494160289971795,False,-2.5773,1.1094,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
60,68.63973253991271,66.60063811310188,000723,美锦能源,bottom_area,2024-07-23,4.54,2024-07-10,4.39,3.4168564920273434,8.200455580865611,31.406250000000007,True,-2.1552,0.3861,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,6.583143507972658,3.4168564920273434,历史2/3次成功; 当前距低点3.42%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
61,68.61721977355961,62.72639327471666,002044,美年健康,bottom_area,2024-07-23,3.45,2024-07-23,3.44,0.2906976744186114,2.6162790697674376,29.652351738241308,False,-1.9886,0.6436,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,9.70930232558139,0.2906976744186114,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
62,68.2752129782912,64.85052246603968,002555,三七互娱,bottom_area,2024-07-23,12.46,2024-07-09,12.18,2.298850574712653,7.553366174055828,30.28048082427017,True,-3.9322,2.4103,2,3,2,66.66666666666666,13.845350052246609,16.78160919540231,7.701149425287348,2.298850574712653,历史2/3次成功; 当前距低点2.30%; 最新日涨幅-3.93%; 状态bottom_area; 底部已确认
63,66.70888092675108,64.90975193295714,000697,炼石航空,bottom_area,2024-07-23,5.52,2024-07-18,5.33,3.5647279549718482,7.129455909943713,30.144167758846656,True,-2.3009,0.9026,2,3,2,66.66666666666666,19.465940879711173,27.861771058315338,6.435272045028152,3.5647279549718482,历史2/3次成功; 当前距低点3.56%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
64,65.1525728533583,59.412258064516145,600058,五矿发展,bottom_area,2024-07-23,6.21,2024-07-23,6.2,0.16129032258064172,2.2580645161290267,29.705215419501137,False,-1.5848,0.3085,1,2,1,50.0,99.54954954954954,99.54954954954954,9.83870967741936,0.16129032258064172,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
65,64.69497225116224,62.44784310561236,300601,康泰生物,bottom_area,2024-07-23,15.09,2024-07-09,14.63,3.1442241968557694,8.339029391660963,32.487309644670056,True,-4.1296,0.8854,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,6.8557758031442315,3.1442241968557694,历史2/3次成功; 当前距低点3.14%; 最新日涨幅-4.13%; 状态bottom_area; 底部已确认
66,63.64718233159551,59.3218204603938,603320,迪贝电气,bottom_area,2024-07-23,13.18,2024-07-18,13.01,1.3066871637202149,6.764027671022296,28.516483516483515,False,-1.2734,4.3915,1,2,1,50.0,23.71541501976285,23.71541501976285,8.693312836279786,1.3066871637202149,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
67,61.82750667264614,57.666354925202555,603128,华贸物流,bottom_area,2024-07-23,5.28,2024-07-18,5.21,1.3435700575815794,3.0710172744721715,28.038674033149174,False,-0.3774,0.8791,1,2,1,50.0,15.267175572519085,15.267175572519085,8.656429942418422,1.3435700575815794,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
68,61.30592934803282,61.25769494256623,002326,永太科技,confirmed_rebound,2024-07-23,7.62,2024-07-09,7.26,4.958677685950417,11.157024793388437,31.184834123222753,True,-2.5575,0.7987,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,5.041322314049584,4.958677685950417,历史2/3次成功; 当前距低点4.96%; 最新日涨幅-2.56%; 状态confirmed_rebound; 底部已确认
69,60.27025503355705,54.79114093959731,002833,弘亚数控,bottom_area,2024-07-23,15.92,2024-07-23,15.92,0.0,2.9522613065326673,29.118432769367768,False,-2.3313,1.0004,1,2,1,50.0,35.43624161073825,35.43624161073825,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
70,58.39845277872943,55.44156909373048,605123,派克新材,bottom_area,2024-07-23,48.15,2024-07-09,47.08,2.2727272727272734,7.795242141036537,31.649245063879206,True,-3.7577,0.5786,1,2,1,50.0,15.71713589004656,15.71713589004656,7.727272727272727,2.2727272727272734,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
71,56.1954838939347,54.428930874329275,002511,中顺洁柔,bottom_area,2024-07-23,6.84,2024-07-09,6.62,3.32326283987915,7.552870090634441,27.012127894156563,True,-2.7027,0.3877,1,2,1,50.0,12.93532338308459,12.93532338308459,6.676737160120851,3.32326283987915,历史1/2次成功; 当前距低点3.32%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
72,56.04047217495833,54.96941506187343,603090,宏盛股份,confirmed_rebound,2024-07-23,15.91,2024-07-18,15.3,3.9869281045751594,10.261437908496733,28.37078651685393,True,0.1259,2.1643,1,2,1,50.0,11.718339464004206,11.718339464004206,6.013071895424841,3.9869281045751594,历史1/2次成功; 当前距低点3.99%; 最新日涨幅0.13%; 状态confirmed_rebound; 底部已确认
