rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.47464692366707,78.89184978160648,300672,国科微,confirmed_rebound,2022-05-06,60.14,2022-04-28,59.14,1.6909029421711192,8.555968887385868,27.60435793854817,True,-2.4018,2.3731,2,2,2,100.0,26.328540267508803,33.08187961653309,6.30909705782888,1.6909029421711192,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-2.40%; 状态confirmed_rebound; 底部已确认
2,82.12253864805088,77.7135548642534,600250,南京商旅,bottom_area,2022-05-06,4.47,2022-04-28,4.42,1.1312217194570096,7.692307692307689,31.472868217054266,True,-3.6638,3.724,2,2,2,100.0,13.133012820512816,14.8076923076923,6.8687782805429904,1.1312217194570096,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-3.66%; 状态bottom_area; 底部已确认
3,77.90687159456603,73.82357363448642,002753,永东股份,bottom_area,2022-05-06,6.74,2022-04-29,6.66,1.2012012012012023,5.855855855855851,27.21311475409836,False,-2.8818,1.3164,1,1,1,100.0,8.722109533468572,8.722109533468572,6.798798798798798,1.2012012012012023,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
4,77.27543780276332,73.92420708172513,600307,酒钢宏兴,bottom_area,2022-05-06,1.8,2022-04-27,1.77,1.6949152542372896,7.909604519774005,31.923076923076927,True,-4.2553,1.1466,1,1,1,100.0,16.33663366336634,16.33663366336634,6.305084745762711,1.6949152542372896,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.26%; 状态bottom_area; 底部已确认
5,75.79562796860213,70.80813110201427,000959,首钢股份,bottom_area,2022-05-06,4.35,2022-05-06,4.33,0.46189376443417024,4.3879907621247005,28.782894736842106,False,-6.4516,1.0227,2,2,2,100.0,16.83467142432352,25.423728813559325,7.538106235565829,0.46189376443417024,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-6.45%; 状态bottom_area; 底部未确认
6,75.0659898769767,71.80210305710908,002745,木林森,confirmed_rebound,2022-05-06,8.43,2022-04-28,8.29,1.6887816646562193,8.564535585042231,30.2775441547519,True,-4.3133,1.9794,1,1,1,100.0,15.06734006734006,15.06734006734006,6.3112183353437805,1.6887816646562193,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.31%; 状态confirmed_rebound; 底部已确认
7,75.0659523014129,72.29001569858715,000652,泰达股份,bottom_area,2022-05-06,3.5,2022-04-27,3.43,2.0408163265306074,6.413994169096203,28.985507246376805,False,-2.7778,1.1203,1,1,1,100.0,10.769230769230779,10.769230769230779,5.959183673469393,2.0408163265306074,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
8,74.99881763681633,73.30543969849248,002069,獐子岛,confirmed_rebound,2022-05-06,3.29,2022-04-27,3.2,2.8124999999999956,9.374999999999995,29.824561403508763,True,-4.9133,0.0621,2,2,2,100.0,20.2577403144756,30.967741935483854,5.187500000000004,2.8124999999999956,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-4.91%; 状态confirmed_rebound; 底部已确认
9,73.24549921909995,71.19985219670211,000538,云南白药,bottom_area,2022-05-06,54.77,2022-05-05,53.42,2.527143391988022,3.350804941969298,30.032743942370654,False,-0.0547,0.5369,1,1,1,100.0,10.86956521739131,10.86956521739131,5.472856608011978,2.527143391988022,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
10,72.63603041909052,71.0928181624184,000796,凯撒旅业,confirmed_rebound,2022-05-06,7.85,2022-04-27,7.63,2.883355176933155,9.829619921363053,29.22077922077922,True,-4.9637,0.0107,2,2,2,100.0,9.2304729345483,9.78915662650603,5.116644823066845,2.883355176933155,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-4.96%; 状态confirmed_rebound; 底部已确认
11,71.32422831321371,71.50061750176431,002479,富春环保,bottom_area,2022-05-06,4.54,2022-04-28,4.36,4.1284403669724705,6.192660550458705,28.990228013029306,False,-1.3043,0.4745,1,1,1,100.0,32.11538461538461,32.11538461538461,3.87155963302753,4.1284403669724705,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
