rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.47464692366707,78.89184978160648,300672,国科微,confirmed_rebound,2022-05-06,60.14,2022-04-28,59.14,1.6909029421711192,8.555968887385868,27.60435793854817,True,-2.4018,2.3731,2,2,2,100.0,26.328540267508803,33.08187961653309,6.30909705782888,1.6909029421711192,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-2.40%; 状态confirmed_rebound; 底部已确认
12,71.28882217462929,66.81622583314527,000715,中兴商业,confirmed_rebound,2022-05-06,6.37,2022-05-06,6.33,0.6319115323854665,8.056872037914689,31.493506493506494,False,-6.5982,13.5985,1,1,1,100.0,24.33862433862435,24.33862433862435,7.368088467614534,0.6319115323854665,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-6.60%; 状态confirmed_rebound; 底部未确认
13,70.34106413710285,70.90027759418375,000757,浩物股份,bottom_area,2022-05-06,3.55,2022-05-06,3.4,4.411764705882351,5.588235294117646,29.31392931392931,False,0.8523,1.5769,1,1,1,100.0,9.88764044943819,9.88764044943819,3.58823529411765,4.411764705882351,历史1/1次成功; 当前距低点4.41%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
14,70.09915522166663,69.66246514167405,000338,潍柴动力,confirmed_rebound,2022-05-06,10.72,2022-04-27,10.34,3.6750483558994276,9.090909090909086,29.03225806451613,True,-3.2491,0.9547,2,2,2,100.0,11.245028995294298,13.774104683195592,4.324951644100572,3.6750483558994276,历史2/2次成功; 当前距低点3.68%; 最新日涨幅-3.25%; 状态confirmed_rebound; 底部已确认
15,68.58631207101271,68.74672108688209,302132,中航成飞,confirmed_rebound,2022-05-06,9.6,2022-04-28,9.22,4.121475054229924,13.882863340563983,32.255694342395294,True,-2.439,2.1169,1,1,1,100.0,18.24561403508772,18.24561403508772,3.878524945770076,4.121475054229924,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-2.44%; 状态confirmed_rebound; 底部已确认
16,67.99108845166813,68.82857142857145,002274,华昌化工,confirmed_rebound,2022-05-06,8.35,2022-04-27,7.98,4.636591478696732,10.651629072681699,30.48780487804878,True,-2.907,1.4403,1,1,1,100.0,24.999999999999993,24.999999999999993,3.3634085213032683,4.636591478696732,历史1/1次成功; 当前距低点4.64%; 最新日涨幅-2.91%; 状态confirmed_rebound; 底部已确认
17,67.93517221954143,67.75946939374253,600975,新五丰,confirmed_rebound,2022-05-06,8.33,2022-05-06,8.02,3.865336658354121,8.728179551122208,27.024567788899006,False,-1.8846,5.0936,1,1,1,100.0,18.99159663865546,18.99159663865546,4.134663341645879,3.865336658354121,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-1.88%; 状态confirmed_rebound; 底部未确认
18,67.88491389748482,67.48307294531853,600219,南山铝业,confirmed_rebound,2022-05-06,3.09,2022-04-27,2.98,3.691275167785231,10.402684563758392,30.04694835680751,True,-4.6296,0.7892,1,1,1,100.0,16.39344262295081,16.39344262295081,4.308724832214769,3.691275167785231,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-4.63%; 状态confirmed_rebound; 底部已确认
19,67.10773257264476,67.25660093835812,603116,红蜻蜓,confirmed_rebound,2022-05-06,5.06,2022-04-28,4.86,4.115226337448545,8.230452674897109,30.96590909090909,True,-0.7843,1.4065,1,1,1,100.0,10.157618213660246,10.157618213660246,3.884773662551455,4.115226337448545,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-0.78%; 状态confirmed_rebound; 底部已确认
20,67.0413353600643,66.38965773809527,600300,维维股份,confirmed_rebound,2022-05-06,3.26,2022-04-27,3.15,3.492063492063488,10.47619047619048,28.08219178082192,True,-4.1176,1.9891,1,1,1,100.0,8.07291666666668,8.07291666666668,4.507936507936512,3.492063492063488,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-4.12%; 状态confirmed_rebound; 底部已确认
21,64.98157310076733,65.51457301683652,002247,聚力文化,confirmed_rebound,2022-05-06,2.36,2022-04-27,2.26,4.424778761061951,9.734513274336292,31.51515151515152,True,-3.2787,1.5747,1,1,1,100.0,14.801444043321304,14.801444043321304,3.5752212389380493,4.424778761061951,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-3.28%; 状态confirmed_rebound; 底部已确认
22,63.004702940516125,64.00307967075634,603099,长白山,confirmed_rebound,2022-05-06,7.18,2022-04-27,6.85,4.817518248175183,11.678832116788332,28.496868475991654,True,-3.4946,1.0975,1,1,1,100.0,11.48936170212766,11.48936170212766,3.182481751824817,4.817518248175183,历史1/1次成功; 当前距低点4.82%; 最新日涨幅-3.49%; 状态confirmed_rebound; 底部已确认
23,62.82978383682192,63.96878923766817,600095,湘财股份,confirmed_rebound,2022-05-06,6.38,2022-04-27,6.08,4.934210526315787,11.84210526315789,27.705112960760996,True,-3.3333,1.3483,1,1,1,100.0,12.73542600896861,12.73542600896861,3.0657894736842133,4.934210526315787,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-3.33%; 状态confirmed_rebound; 底部已确认
