rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.3392609133811,77.10614619197926,300505,川金诺,bottom_area,2021-09-29,33.4,2021-09-29,32.93,1.427269966595806,7.804433647130277,27.990378307456808,False,-5.2213,10.556,1,1,1,100.0,39.35656836461126,39.35656836461126,13.572730033404193,1.427269966595806,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
2,84.4986524299744,77.01293678192846,601127,赛力斯,bottom_area,2021-09-29,58.23,2021-09-29,56.8,2.5176056338028165,6.9894366197183215,30.630190522716173,False,-2.95,1.7626,2,2,2,100.0,25.33912702687572,27.74461028192372,12.482394366197184,2.5176056338028165,历史2/2次成功; 当前距低点2.52%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
3,83.6636116419757,72.92989998419664,000426,兴业银锡,bottom_area,2021-09-29,7.62,2021-09-29,7.61,0.13140604467805236,3.153745072273315,30.628988149498632,False,-2.8061,2.3983,1,1,1,100.0,30.64250411861613,30.64250411861613,14.868593955321947,0.13140604467805236,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
4,82.89770055031443,72.12754927991631,001212,中旗新材,bottom_area,2021-09-29,31.66,2021-09-29,31.65,0.03159557661927824,1.8957345971564028,28.95622895622896,False,-0.252,3.9006,1,1,1,100.0,25.105307497893843,25.105307497893843,14.968404423380722,0.03159557661927824,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
5,82.7036782301439,74.07002950948225,000792,盐湖股份,bottom_area,2021-09-29,28.29,2021-09-29,27.85,1.5798922800718052,6.894075403949723,28.917815211842772,False,-3.8082,1.8938,1,1,1,100.0,24.904214559386965,24.904214559386965,13.420107719928195,1.5798922800718052,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
6,82.56739779313214,72.19678108644314,300727,润禾材料,bottom_area,2021-09-29,27.06,2021-09-29,26.98,0.29651593773164675,7.375833951074864,30.76725686425455,False,-5.7143,3.0143,2,2,2,100.0,22.273319486404827,26.812499999999993,14.703484062268352,0.29651593773164675,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
7,81.79199475038457,71.50433414043583,688355,明志科技,bottom_area,2021-09-29,24.57,2021-09-29,24.5,0.28571428571428686,4.081632653061225,29.658340511053687,False,-3.7603,3.306,1,1,1,100.0,35.08474576271185,35.08474576271185,14.714285714285714,0.28571428571428686,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
8,80.92077793487307,70.94204844469411,002805,丰元股份,bottom_area,2021-09-29,23.02,2021-09-27,22.92,0.4363001745200604,11.692844677137868,27.924528301886788,False,-3.7625,3.4389,1,1,1,100.0,33.907595927956166,33.907595927956166,14.56369982547994,0.4363001745200604,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
9,79.95157412310749,69.66588119520488,300631,久吾高科,bottom_area,2021-09-29,36.49,2021-09-29,36.45,0.1097393689986259,7.2153635116597945,31.459195186160205,False,-7.3858,4.8978,1,1,1,100.0,23.04347826086956,23.04347826086956,14.890260631001373,0.1097393689986259,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-7.39%; 状态bottom_area; 底部未确认
10,79.7734768029101,69.44454460951948,688329,艾隆科技,bottom_area,2021-09-29,34.03,2021-09-29,34.01,0.05880623346075604,7.233166715671864,30.4214402618658,False,-5.0237,6.9066,1,1,1,100.0,21.229154955967783,21.229154955967783,14.941193766539243,0.05880623346075604,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
11,79.57409786697448,69.52731232622799,002114,罗平锌电,bottom_area,2021-09-29,7.82,2021-09-29,7.8,0.2564102564102623,6.153846153846148,30.23255813953488,False,-4.284,4.4542,1,1,1,100.0,24.096385542168683,24.096385542168683,14.74358974358974,0.2564102564102623,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
