rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.14963169420437,81.85532380961988,000605,渤海股份,bottom_area,2025-06-19,6.7,2025-06-19,6.69,0.14947683109117765,2.6905829596412514,28.829787234042552,False,-1.6153,2.0518,4,4,4,100.0,28.850166583374982,56.66666666666668,7.850523168908823,0.14947683109117765,历史4/4次成功; 当前距低点0.15%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
2,88.00678479688473,83.14282227417829,002127,南极电商,bottom_area,2025-06-19,3.87,2025-06-19,3.83,1.044386422976502,2.088772845953004,28.411214953271024,False,-1.2755,1.9697,3,3,3,100.0,23.570017841745774,33.53658536585366,6.955613577023498,1.044386422976502,历史3/3次成功; 当前距低点1.04%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
3,87.86342655079063,85.43414587910836,300553,集智股份,bottom_area,2025-06-19,35.9,2025-06-18,35.01,2.542130819765783,5.0556983718937545,29.00020279862098,False,0.1115,2.911,4,4,4,100.0,15.10862445255024,17.361392148927557,5.457869180234217,2.542130819765783,历史4/4次成功; 当前距低点2.54%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
4,85.86881533543792,80.56610104826144,000811,冰轮环境,bottom_area,2025-06-19,8.8,2025-06-19,8.74,0.686498855835246,2.517162471395888,32.195500387897596,False,-1.2346,1.7985,5,5,5,100.0,28.501712040676264,47.451868629671566,7.3135011441647535,0.686498855835246,历史5/5次成功; 当前距低点0.69%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
5,85.14358979398273,79.58249660085261,002575,群兴玩具,bottom_area,2025-06-19,8.22,2025-06-19,8.18,0.4889975550122362,3.422982885085588,27.482269503546096,False,-2.3753,2.3202,4,4,4,100.0,20.792532399357476,39.02759526938239,7.5110024449877635,0.4889975550122362,历史4/4次成功; 当前距低点0.49%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
6,84.55064872136361,79.75684648951193,688136,科兴制药,bottom_area,2025-06-19,41.82,2025-06-19,41.42,0.9657170449058391,5.383872525350065,28.83161512027492,False,-2.9248,1.9526,4,4,4,100.0,27.57355565536154,60.65012831479899,7.03428295509416,0.9657170449058391,历史4/4次成功; 当前距低点0.97%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
7,83.91370210752979,81.17638231811306,300540,蜀道装备,bottom_area,2025-06-19,16.18,2025-06-19,15.82,2.2756005056889976,3.982300884955746,32.65219242230736,False,-0.9186,2.6619,4,4,4,100.0,11.423395005827826,18.695652173913043,5.724399494311003,2.2756005056889976,历史4/4次成功; 当前距低点2.28%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
8,83.87431966566713,78.81572842672023,000715,中兴商业,bottom_area,2025-06-19,5.26,2025-06-19,5.22,0.7662835249042153,2.2988505747126458,31.31578947368421,False,-0.3788,1.9853,4,4,4,100.0,20.069112169364704,29.105691056910565,7.233716475095784,0.7662835249042153,历史4/4次成功; 当前距低点0.77%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
9,83.68980033203778,77.9920816461675,300346,南大光电,bottom_area,2025-06-19,29.95,2025-06-13,29.85,0.3350083752093731,3.1825795644891097,27.513355998057303,False,-0.959,1.5237,3,3,3,100.0,27.020971729273548,46.69811320754715,7.664991624790628,0.3350083752093731,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
10,83.40277616964052,80.2726628918449,603198,迎驾贡酒,bottom_area,2025-06-19,38.55,2025-06-16,37.79,2.0111140513363273,6.774278909764495,29.78446674098848,False,-1.0015,0.7188,2,2,2,100.0,36.655929725224325,39.66017405719024,5.988885948663674,2.0111140513363273,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
11,83.1925549392877,80.58096202725329,688188,柏楚电子,bottom_area,2025-06-19,139.86,2025-06-11,136.66,2.34157763793357,4.200204888043326,31.8675840063815,False,-0.5758,0.2818,3,3,3,100.0,25.69762925667648,34.07281509974057,5.65842236206643,2.34157763793357,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
