rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.56925153633307,75.40624687858214,002910,庄园牧场,bottom_area,2026-01-09,11.51,16.01,2025-12-31,11.03,4.351767905711699,6.074342701722575,31.105559025609004,28.10743285446597,False,1.6784,9.5366,1,1,1,100.0,33.37783711615487,33.37783711615487,15.648232094288304,4.351767905711699,历史1/1次成功; 当前距低点4.35%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
2,77.5278313384305,69.6416501142278,000692,惠天热电,bottom_area,2026-01-09,3.55,4.77,2025-12-17,3.41,4.1055718475073215,6.744868035190615,28.511530398322844,25.576519916142555,False,0.8523,3.2052,3,5,3,60.0,36.0341608954005,59.042553191489375,15.89442815249268,4.1055718475073215,历史3/5次成功; 当前距低点4.11%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
3,63.830115086905465,57.39346482604104,600250,南京商旅,bottom_area,2026-01-09,11.77,16.08,2025-12-31,11.3,4.159292035398219,4.247787610619456,29.726368159203968,26.80348258706467,False,1.4655,6.5464,2,7,2,28.57142857142857,38.937445980985316,53.93258426966293,15.840707964601783,4.159292035398219,历史2/7次成功; 当前距低点4.16%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
4,63.21255665024628,57.46596059113298,600104,上汽集团,bottom_area,2026-01-09,15.4,20.63,2025-11-21,14.7,4.761904761904769,8.299319727891161,28.74454677653902,25.351429956374204,True,0.1952,0.6197,1,2,1,50.0,24.425287356321842,24.425287356321842,15.238095238095232,4.761904761904769,历史1/2次成功; 当前距低点4.76%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
