rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.11085488433348,81.770371530374,002132,恒星科技,bottom_area,2023-05-23,3.74,2023-05-23,3.7,1.081081081081082,2.7027027027026933,28.155339805825246,False,0.2681,0.9219,2,2,2,100.0,10.834604275477771,11.088295687885012,8.918918918918918,1.081081081081082,历史2/2次成功; 当前距低点1.08%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
2,86.36062708120649,80.8014849187935,688077,大地熊,bottom_area,2023-05-23,26.25,2023-05-22,25.86,1.5081206496519743,3.3642691415313264,32.83116883116883,False,-0.9434,0.7956,1,1,1,100.0,53.68518518518518,53.68518518518518,8.491879350348027,1.5081206496519743,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
3,85.91591146590524,80.94065989441377,002245,蔚蓝锂芯,bottom_area,2023-05-23,10.9,2023-04-26,10.7,1.8691588785046829,8.317757009345799,29.512516469038214,False,-1.2681,1.0611,3,3,3,100.0,21.840549125830286,25.653923541247494,8.130841121495317,1.8691588785046829,历史3/3次成功; 当前距低点1.87%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
4,83.2631666253282,75.79457637386156,001332,锡装股份,bottom_area,2023-05-23,43.07,2023-05-23,43.04,0.06970260223048591,2.5325278810409,31.26796550622804,False,-1.5093,2.034,2,2,2,100.0,28.620958639500337,31.086142322097377,9.930297397769515,0.06970260223048591,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
5,82.95753548051502,77.20023017902815,000629,钒钛股份,bottom_area,2023-05-23,4.13,2023-04-25,4.08,1.225490196078427,9.803921568627459,31.08108108108108,False,-1.432,0.3572,1,1,1,100.0,27.173913043478265,27.173913043478265,8.774509803921573,1.225490196078427,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
6,82.76741850176813,77.5987392280947,002405,四维图新,bottom_area,2023-05-23,11.32,2023-05-16,11.14,1.6157989228007157,4.039497307001789,27.75616083009079,False,-0.5272,0.7103,2,2,2,100.0,17.434197699356595,23.478260869565215,8.384201077199286,1.6157989228007157,历史2/2次成功; 当前距低点1.62%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
7,82.3485687100881,76.99893350440419,002567,唐人神,bottom_area,2023-05-23,6.88,2023-05-19,6.78,1.4749262536873105,4.572271386430673,27.175080558539204,False,-1.9943,2.1095,2,2,2,100.0,12.482609477479864,13.8187221396731,8.52507374631269,1.4749262536873105,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
8,81.4130563363344,76.98457473162675,002079,苏州固锝,bottom_area,2023-05-23,12.36,2023-05-10,12.11,2.064409578860446,5.6977704376548415,28.512396694214885,False,-1.8268,1.3959,2,2,2,100.0,19.631336405529957,22.488479262672804,7.935590421139555,2.064409578860446,历史2/2次成功; 当前距低点2.06%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
9,78.55373946282327,71.41249042074843,601068,中铝国际,bottom_area,2023-05-23,5.41,2023-05-23,5.41,0.0,2.957486136783736,27.770360480640853,False,-2.3466,0.5855,2,2,2,100.0,16.46500226208832,18.6700767263427,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
10,78.19077813655379,75.28318136162665,002068,黑猫股份,bottom_area,2023-05-23,9.58,2023-05-10,9.3,3.010752688172036,7.95698924731181,28.953399541634827,True,-0.8282,1.1442,2,2,2,100.0,12.89084672397248,15.184678522571824,6.989247311827965,3.010752688172036,历史2/2次成功; 当前距低点3.01%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
11,78.00558173797666,70.91416521634241,600248,陕建股份,bottom_area,2023-05-23,5.22,2023-05-23,5.22,0.0,2.2988505747126458,32.470892626131956,False,-2.0638,3.5896,2,2,2,100.0,13.785834496464656,16.28498727735369,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
12,77.57824765927458,70.99411593911474,000928,中钢国际,bottom_area,2023-05-23,8.68,2023-05-23,8.65,0.3468208092485475,6.589595375722547,28.981937602627255,False,-5.4466,4.086,2,2,2,100.0,16.424018194631294,18.798449612403097,9.653179190751453,0.3468208092485475,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-5.45%; 状态bottom_area; 底部未确认
