rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.65784623872403,81.70451372416134,001391,国货航,bottom_area,2026-04-27,5.27,7.73,2026-04-03,5.2,1.3461538461538345,3.4615384615384563,32.729624838292374,31.824062095730927,False,0.381,0.7501,1,1,1,100.0,30.39647577092513,30.39647577092513,18.653846153846164,1.3461538461538345,历史1/1次成功; 当前距低点1.35%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,89.95020809473726,78.95937984496125,603787,新日股份,bottom_area,2026-04-27,11.94,17.11,2026-04-27,11.61,2.842377260981913,3.7037037037037015,32.14494447691409,30.21624780829924,False,-3.163,4.0981,2,2,2,100.0,56.730295566502456,92.85714285714283,17.157622739018088,2.842377260981913,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
3,89.861596342137,76.61065900829126,603277,银都股份,bottom_area,2026-04-27,13.02,17.69,2026-04-24,12.86,1.2441679626749624,3.0326594090202224,27.30356133408706,26.39909553420012,False,-0.9132,0.3336,1,1,1,100.0,24.23312883435582,24.23312883435582,18.75583203732504,1.2441679626749624,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
4,86.96599782631796,74.93292224147726,001298,好上好,bottom_area,2026-04-27,21.21,30.62,2026-04-17,20.83,1.8242918867018847,7.201152184349496,31.97256694970608,30.731548007838015,False,-0.3289,4.0115,3,4,3,75.0,26.490901844933123,34.86910994764398,18.175708113298118,1.8242918867018847,历史3/4次成功; 当前距低点1.82%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
5,84.15087393173391,75.47484506110635,688109,品茗科技,bottom_area,2026-04-27,95.97,128.0,2026-04-27,92.26,4.021244309559932,5.4628224582700975,27.921874999999996,25.0234375,False,-1.3669,1.7541,2,2,2,100.0,35.50151659625266,37.459584295612025,15.97875569044007,4.021244309559932,历史2/2次成功; 当前距低点4.02%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
6,83.63751729214731,73.98889701589893,601628,中国人寿,bottom_area,2026-04-27,36.67,50.7,2026-04-07,35.51,3.2666854407209343,7.885102787947069,29.960552268244584,27.67258382642998,True,-0.2991,0.0664,1,1,1,100.0,25.736235595390532,25.736235595390532,16.733314559279066,3.2666854407209343,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-0.30%; 状态bottom_area; 底部已确认
7,80.006580609987,67.35192217535571,002315,焦点科技,bottom_area,2026-04-27,30.88,44.42,2026-04-27,30.71,0.5535656138065715,2.4096385542168623,30.864475461503826,30.48176497073391,False,-1.4992,3.0188,2,3,2,66.66666666666666,44.71712423746247,57.129586623316285,19.446434386193427,0.5535656138065715,历史2/3次成功; 当前距低点0.55%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
8,78.63428180808337,71.07329317269075,600611,大众交通,bottom_area,2026-04-27,4.7,6.6,2026-04-07,4.5,4.444444444444448,9.333333333333332,31.818181818181813,28.78787878787878,True,-0.6342,1.0206,1,1,1,100.0,24.497991967871478,24.497991967871478,15.555555555555554,4.444444444444448,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
9,73.21552377478848,62.15550083252956,601808,中海油服,bottom_area,2026-04-27,14.96,20.55,2026-04-23,14.81,1.0128291694800835,3.646185010128286,27.931873479318735,27.20194647201946,False,-0.0668,0.6123,1,2,1,50.0,35.34812547819435,35.34812547819435,18.98717083051992,1.0128291694800835,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
10,65.44266280651694,54.63745331986253,000625,长安汽车,bottom_area,2026-04-27,9.83,13.84,2026-04-27,9.82,0.1018329938900182,0.9164969450101819,29.046242774566473,28.973988439306357,False,-0.8073,0.7322,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,19.898167006109983,0.1018329938900182,历史1/3次成功; 当前距低点0.10%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
11,63.62826455205989,55.20785284647181,300760,迈瑞医疗,bottom_area,2026-04-27,158.01,214.12,2026-04-20,154.6,2.205692108667527,5.278137128072443,27.79749673080516,26.204931813936117,False,-1.8571,0.6646,1,3,1,33.33333333333333,32.06181462849697,32.06181462849697,17.794307891332473,2.205692108667527,历史1/3次成功; 当前距低点2.21%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
12,57.88765512909589,48.95775975058854,300766,每日互动,bottom_area,2026-04-27,31.25,42.54,2026-04-27,31.0,0.8064516129032258,10.967741935483867,27.12740949694405,26.539727315467793,False,-16.4439,19.6023,1,3,1,33.33333333333333,31.360946745562135,31.360946745562135,19.193548387096776,0.8064516129032258,历史1/3次成功; 当前距低点0.81%; 最新日涨幅-16.44%; 状态bottom_area; 底部未确认
