rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.59261867151858,82.52153094203572,688048,长光华芯,bottom_area,2023-05-12,85.36,2023-05-12,84.25,1.3175074183976254,3.038575667655789,29.20168067226891,False,0.4235,0.9223,2,2,2,100.0,17.771225032162963,19.48504983388705,13.682492581602373,1.3175074183976254,历史2/2次成功; 当前距低点1.32%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
13,84.60954119360838,74.07519500827766,300454,深信服,bottom_area,2023-05-12,113.18,2023-05-12,112.77,0.3635718719517698,2.7578256628535955,32.67462686567165,False,-1.4111,0.7276,2,2,2,100.0,22.979241270579003,29.49391262831224,14.636428128048228,0.3635718719517698,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
14,84.33766930262652,74.12259403044197,688181,八亿时空,bottom_area,2023-05-12,33.52,2023-05-10,33.33,0.5700570057005846,2.9402940294029527,28.751603249251822,False,-1.0626,0.5947,2,2,2,100.0,25.76518281418983,28.477257745550418,14.429942994299417,0.5700570057005846,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
15,84.31266087222772,75.23038449857253,002383,合众思壮,bottom_area,2023-05-12,6.61,2023-04-28,6.52,1.3803680981595208,5.828220858895718,28.50877192982456,False,-2.2189,0.9532,1,1,1,100.0,18.48184818481848,18.48184818481848,13.619631901840478,1.3803680981595208,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
16,82.86450739487368,73.01062573916782,600203,福日电子,bottom_area,2023-05-12,5.72,2023-05-09,5.68,0.7042253521126767,3.3450704225352186,28.19216182048041,False,-1.5491,1.1004,2,2,2,100.0,21.43150291389641,24.045801526717554,14.295774647887322,0.7042253521126767,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
17,82.46154857237525,75.91436208885428,001309,德明利,bottom_area,2023-05-12,64.41,2023-05-10,62.5,3.0559999999999943,5.327999999999998,27.325581395348834,False,0.1711,6.6185,1,1,1,100.0,20.226032735775533,20.226032735775533,11.944000000000004,3.0559999999999943,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
18,82.36897786242706,76.4819320442368,002553,南方精工,bottom_area,2023-05-12,10.01,2023-04-26,9.67,3.5160289555325734,7.445708376421931,28.844738778513612,True,-2.1505,1.6839,2,2,2,100.0,25.52945195081221,32.14285714285715,11.483971044467426,3.5160289555325734,历史2/2次成功; 当前距低点3.52%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
19,82.32575940421461,77.70698244456129,300409,道氏技术,bottom_area,2023-05-12,12.82,2023-04-26,12.28,4.397394136807825,8.55048859934854,28.811594202898554,True,-1.4604,0.8171,2,2,2,100.0,42.9195756800168,50.03460207612457,10.602605863192174,4.397394136807825,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
20,81.90713908338937,74.09317010780197,300353,东土科技,bottom_area,2023-05-12,10.62,2023-05-10,10.4,2.1153846153846043,4.038461538461537,32.90322580645161,False,-1.0252,2.4044,1,1,1,100.0,21.377672209026137,21.377672209026137,12.884615384615394,2.1153846153846043,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
21,81.65992723675379,71.28129741158381,688328,深科达,bottom_area,2023-05-12,19.55,2023-05-10,19.51,0.20502306509481877,2.614044079958985,29.285973178687925,False,-1.1628,1.7926,1,1,1,100.0,22.681451612903224,22.681451612903224,14.79497693490518,0.20502306509481877,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
22,80.51230815444488,74.45026397415901,688075,安旭生物,bottom_area,2023-05-12,66.78,2023-05-10,64.65,3.2946635730858396,4.94972931167825,30.37906525953047,False,-0.3135,1.4877,4,5,4,80.0,31.086542584917854,40.134529147982065,11.705336426914158,3.2946635730858396,历史4/5次成功; 当前距低点3.29%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
23,80.20130749112381,70.02301596905589,600160,巨化股份,bottom_area,2023-05-12,13.89,2023-05-12,13.86,0.21645021645022464,3.03030303030303,27.24409448818898,False,-1.9068,0.6392,1,1,1,100.0,16.05657237936772,16.05657237936772,14.783549783549773,0.21645021645022464,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
24,80.10758050089444,69.6587656529517,600199,金种子酒,bottom_area,2023-05-12,22.87,2023-05-12,22.87,0.0,2.885876694359423,27.350698856416773,False,-2.1395,1.319,1,1,1,100.0,23.70304114490161,23.70304114490161,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
25,80.07570967960126,70.11257034648717,001201,东瑞股份,bottom_area,2023-05-12,24.5,2023-05-12,24.41,0.3687013519049564,1.9254403932814375,28.163625662154203,False,-1.1299,0.8778,1,1,1,100.0,18.4043517679057,18.4043517679057,14.631298648095042,0.3687013519049564,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
26,79.83435136051446,70.43864472184458,688289,圣湘生物,bottom_area,2023-05-12,18.12,2023-04-26,17.98,0.7786429365962212,12.45828698553948,27.058823529411757,False,-0.5488,0.6818,1,1,1,100.0,25.182530200451346,25.182530200451346,14.221357063403778,0.7786429365962212,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
27,79.64705751572066,70.20947899820796,002385,大北农,bottom_area,2023-05-12,6.9,2023-04-25,6.85,0.7299270072992805,4.963503649635047,30.73811931243681,False,-0.8621,0.8317,1,1,1,100.0,23.353293413173663,23.353293413173663,14.270072992700719,0.7299270072992805,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
28,79.17454727869492,69.57582117006258,301367,瑞迈特,bottom_area,2023-05-12,208.94,2023-05-12,207.77,0.5631226837368183,2.902247677720557,30.488457678153218,False,-0.9763,2.2609,1,1,1,100.0,17.901832736465128,17.901832736465128,14.43687731626318,0.5631226837368183,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
29,78.73851419962875,69.19093785828937,600114,东睦股份,bottom_area,2023-05-12,7.16,2023-05-10,7.12,0.5617977528089892,3.089887640449435,27.04918032786885,False,-1.2414,1.074,1,1,1,100.0,15.816326530612232,15.816326530612232,14.43820224719101,0.5617977528089892,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
30,78.2204843237734,69.87973241444796,002724,海洋王,bottom_area,2023-05-12,8.42,2023-04-25,8.3,1.445783132530111,8.192771084337345,28.999144568006834,True,-1.0576,0.9903,2,3,2,66.66666666666666,20.212103709408286,25.204081632653047,13.554216867469886,1.445783132530111,历史2/3次成功; 当前距低点1.45%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
31,77.8721349813255,70.13246246914002,601369,陕鼓动力,bottom_area,2023-05-12,9.22,2023-05-10,9.05,1.8784530386740321,4.972375690607726,32.31114435302916,False,-1.7058,0.3412,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,13.121546961325967,1.8784530386740321,历史2/3次成功; 当前距低点1.88%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
32,77.37508200989298,68.41816353079493,688321,微芯生物,bottom_area,2023-05-12,22.53,2023-05-12,22.33,0.895656068069874,3.35871025526198,30.866873065015476,False,-1.4436,0.7987,1,1,1,100.0,15.754082612872244,15.754082612872244,14.104343931930124,0.895656068069874,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
33,76.92232632875961,68.13079664966311,601138,工业富联,bottom_area,2023-05-12,14.36,2023-05-12,14.22,0.9845288326300898,4.00843881856539,28.43482637141419,False,-0.6916,0.4049,1,1,1,100.0,15.298507462686556,15.298507462686556,14.015471167369908,0.9845288326300898,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
34,75.24422740362431,68.40384309420392,002309,中利集团,bottom_area,2023-05-12,3.87,2023-05-10,3.78,2.3809523809523894,8.730158730158744,31.021897810218984,True,-1.7766,1.1231,2,3,2,66.66666666666666,23.740579871552146,30.136986301369873,12.61904761904761,2.3809523809523894,历史2/3次成功; 当前距低点2.38%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
35,74.41648155413138,64.81163629308048,002690,美亚光电,bottom_area,2023-05-12,23.84,2023-05-12,23.82,0.0839630562552459,2.3929471032745604,28.253012048192776,False,-1.8526,0.4968,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,14.916036943744754,0.0839630562552459,历史2/3次成功; 当前距低点0.08%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
36,70.24635146631819,61.57079030203021,300727,润禾材料,bottom_area,2023-05-12,26.0,2023-05-12,25.89,0.42487446890691166,6.527616840478941,30.36578805809575,False,-5.0748,3.2471,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,14.57512553109309,0.42487446890691166,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
37,69.6650641871864,65.11982519072879,605286,同力天启,bottom_area,2023-05-12,29.22,2023-05-10,28.13,3.874866690366157,8.922858158549598,30.146511050409742,True,-2.7621,2.9175,2,3,2,66.66666666666666,24.397067624177136,30.46080191502094,11.125133309633842,3.874866690366157,历史2/3次成功; 当前距低点3.87%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
38,67.94177874846956,61.95321219462955,002317,众生药业,bottom_area,2023-05-12,16.93,2023-05-12,16.51,2.5439127801332413,3.8764385221077955,27.58771929824561,False,1.6817,4.2285,1,3,1,33.33333333333333,58.31999999999999,58.31999999999999,12.456087219866758,2.5439127801332413,历史1/3次成功; 当前距低点2.54%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
39,67.26861235427319,60.313144844033815,300552,万集科技,bottom_area,2023-05-12,17.36,2023-05-04,17.08,1.6393442622950887,7.728337236533961,31.129032258064527,True,-0.2872,1.5618,1,2,1,50.0,23.929299796057098,23.929299796057098,13.36065573770491,1.6393442622950887,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
40,65.08734544568918,58.51315357950892,688286,敏芯股份,bottom_area,2023-05-12,46.26,2023-05-10,45.45,1.7821782178217713,7.172717271727167,29.183546276098475,True,-1.3646,1.6046,1,2,1,50.0,16.00279524807827,16.00279524807827,13.21782178217823,1.7821782178217713,历史1/2次成功; 当前距低点1.78%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
41,64.17407462886428,61.14537831957683,002370,亚太药业,bottom_area,2023-05-12,4.28,2023-04-25,4.08,4.901960784313729,9.558823529411757,32.56198347107438,True,-0.4651,0.7744,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,10.098039215686269,4.901960784313729,历史2/3次成功; 当前距低点4.90%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
42,63.98726105544977,57.47568634622502,002758,浙农股份,bottom_area,2023-05-12,12.3,2023-04-25,12.09,1.7369727047146473,5.789909015715462,28.249258160237396,False,-1.2841,1.0965,1,2,1,50.0,19.064430714916153,19.064430714916153,13.263027295285351,1.7369727047146473,历史1/2次成功; 当前距低点1.74%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
43,62.985271220823826,56.67908476296266,002455,百川股份,bottom_area,2023-05-12,7.77,2023-05-05,7.63,1.8348623853210968,4.587155963302759,28.691588785046722,False,-2.0177,0.9085,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,13.165137614678901,1.8348623853210968,历史1/3次成功; 当前距低点1.83%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
44,62.23753850087616,56.11144697939192,002068,黑猫股份,bottom_area,2023-05-12,9.48,2023-05-10,9.3,1.9354838709677389,7.95698924731181,28.953399541634827,True,-3.9514,1.7251,1,2,1,50.0,15.184678522571824,15.184678522571824,13.064516129032262,1.9354838709677389,历史1/2次成功; 当前距低点1.94%; 最新日涨幅-3.95%; 状态bottom_area; 底部已确认
45,62.14884577730414,58.045714046592835,300758,七彩化学,bottom_area,2023-05-12,10.03,2023-04-26,9.66,3.8302277432712133,7.349896480331253,30.252707581227433,True,-1.8591,0.8489,1,2,1,50.0,38.59480269489894,38.59480269489894,11.169772256728786,3.8302277432712133,历史1/2次成功; 当前距低点3.83%; 最新日涨幅-1.86%; 状态bottom_area; 底部已确认
46,61.22266029447153,53.838013384034554,000059,华锦股份,bottom_area,2023-05-12,6.7,2023-05-12,6.66,0.6006006006006012,3.003003003003006,30.334728033472807,False,-2.1898,0.9564,1,2,1,50.0,25.41603630862328,25.41603630862328,14.399399399399398,0.6006006006006012,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
47,58.582779600718446,54.7822602928986,600405,动力源,bottom_area,2023-05-12,5.6,2023-04-28,5.39,3.896103896103896,8.719851576994445,29.908972691807552,True,-1.5817,1.6037,1,2,1,50.0,21.8568665377176,21.8568665377176,11.103896103896103,3.896103896103896,历史1/2次成功; 当前距低点3.90%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
48,58.363247867339794,54.409734765662165,000518,四环生物,bottom_area,2023-05-12,2.78,2023-04-25,2.68,3.731343283582076,9.328358208955223,27.956989247311824,True,-1.0676,0.2826,1,2,1,50.0,17.834394904458602,17.834394904458602,11.268656716417924,3.731343283582076,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
49,54.56386830992379,47.44684200862939,605305,中际联合,bottom_area,2023-05-12,31.52,2023-05-12,31.52,0.0,3.648477157360413,32.64957264957265,False,-2.836,1.6858,1,3,1,33.33333333333333,15.395207931699245,15.395207931699245,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
50,53.11241521945349,50.30730841970056,002112,三变科技,bottom_area,2023-05-12,9.81,2023-04-25,9.38,4.58422174840085,9.275053304904041,29.046898638426622,True,-3.2544,5.5382,1,2,1,50.0,16.44803229061553,16.44803229061553,10.41577825159915,4.58422174840085,历史1/2次成功; 当前距低点4.58%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
51,51.55892550765133,45.18159124885438,688298,东方生物,bottom_area,2023-05-12,53.44,2023-05-12,53.22,0.4133784291619671,2.8372792183389666,31.488156539649854,False,-1.6381,0.7524,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,14.586621570838032,0.4133784291619671,历史1/6次成功; 当前距低点0.41%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
