rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.30844253019237,79.26392453433103,002715,登云股份,bottom_area,2024-08-21,10.16,2024-08-20,10.05,1.0945273631840737,4.4776119402985,28.162973552537522,False,-0.6843,1.4539,1,1,1,100.0,36.66369313113291,36.66369313113291,13.905472636815924,1.0945273631840737,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
13,80.68828127314761,70.60519783632174,000906,浙商中拓,bottom_area,2024-08-21,5.98,2024-08-21,5.96,0.33557046979866545,2.0134228187919483,27.050183598531213,False,-1.157,0.4435,1,1,1,100.0,20.646766169154233,20.646766169154233,14.664429530201334,0.33557046979866545,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
14,79.98457637149566,70.16334375497729,000539,粤电力A,bottom_area,2024-08-21,4.29,2024-08-21,4.27,0.46838407494146284,1.4051522248243677,29.069767441860467,False,-0.6944,0.4077,1,1,1,100.0,19.89924433249369,19.89924433249369,14.531615925058535,0.46838407494146284,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
15,79.50768633584497,75.01685023369235,002674,兴业科技,bottom_area,2024-08-21,8.11,2024-08-21,7.77,4.375804375804374,5.534105534105531,31.72231985940247,False,1.8844,1.6415,1,1,1,100.0,31.578947368421055,31.578947368421055,10.624195624195625,4.375804375804374,历史1/1次成功; 当前距低点4.38%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
16,78.86069679294258,73.68022980336413,603367,辰欣药业,bottom_area,2024-08-21,13.22,2024-07-30,12.73,3.849175176747841,9.112333071484683,27.048710601719193,True,-1.4169,0.3565,1,1,1,100.0,31.216931216931226,31.216931216931226,11.150824823252158,3.849175176747841,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
17,77.06882179786545,68.00971520252864,002651,利君股份,bottom_area,2024-08-21,5.12,2024-08-20,5.08,0.7874015748031503,2.559055118110234,30.02754820936639,False,0.1957,1.3143,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,14.212598425196848,0.7874015748031503,历史2/3次成功; 当前距低点0.79%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
18,76.56095908378059,68.28109229466554,300424,航新科技,bottom_area,2024-08-21,11.97,2024-08-21,11.81,1.354784081287046,2.6248941574936384,32.28211009174312,False,0.0,2.8955,1,2,1,50.0,52.29885057471265,52.29885057471265,13.645215918712953,1.354784081287046,历史1/2次成功; 当前距低点1.35%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,74.80509297642337,65.90960132858005,000597,东北制药,bottom_area,2024-08-21,4.29,2024-08-21,4.26,0.704225352112682,2.8169014084507067,28.881469115191994,False,-1.3793,2.8121,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,14.295774647887319,0.704225352112682,历史2/3次成功; 当前距低点0.70%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
20,71.8588827838828,63.79666666666669,002110,三钢闽光,bottom_area,2024-08-21,2.73,2024-08-21,2.7,1.1111111111111038,1.1111111111111038,28.19148936170212,False,0.3676,0.2389,1,2,1,50.0,22.90322580645161,22.90322580645161,13.888888888888895,1.1111111111111038,历史1/2次成功; 当前距低点1.11%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
21,67.50145875432067,59.669079572909354,000155,川能动力,bottom_area,2024-08-21,9.18,2024-08-21,9.1,0.87912087912088,1.9780219780219748,27.490039840637458,False,0.1091,0.4941,1,2,1,50.0,37.70685579196216,37.70685579196216,14.12087912087912,0.87912087912088,历史1/2次成功; 当前距低点0.88%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
22,67.1865349861659,60.06293699922699,601163,三角轮胎,bottom_area,2024-08-21,14.38,2024-07-25,14.17,1.4820042342978184,7.480592801693723,27.18396711202467,True,-1.776,0.4909,1,2,1,50.0,20.655412115193645,20.655412115193645,13.517995765702182,1.4820042342978184,历史1/2次成功; 当前距低点1.48%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
23,66.67742893911856,58.678227784971384,688327,云从科技,bottom_area,2024-08-21,7.86,2024-08-21,7.81,0.6402048655569874,4.353393085787462,30.639431616341035,False,-2.7228,1.7281,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,14.359795134443013,0.6402048655569874,历史3/7次成功; 当前距低点0.64%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
24,66.55841270623185,60.21405938989203,301510,固高科技,bottom_area,2024-08-21,20.23,2024-08-21,19.81,2.1201413427561926,3.63452801615347,28.91998564764981,False,0.9985,1.5022,1,2,1,50.0,16.010654039656714,16.010654039656714,12.879858657243807,2.1201413427561926,历史1/2次成功; 当前距低点2.12%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
25,65.69174494883643,60.578508158508136,002685,华东重机,bottom_area,2024-08-21,2.95,2024-08-19,2.86,3.1468531468531578,3.4965034965034993,27.41116751269036,False,1.3746,4.5852,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,11.853146853146843,3.1468531468531578,历史1/3次成功; 当前距低点3.15%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
26,64.7795618781074,58.11539088148625,002196,方正电机,bottom_area,2024-08-21,4.26,2024-08-13,4.19,1.6706443914081,6.205250596658705,28.49829351535836,False,1.1876,3.1631,1,3,1,33.33333333333333,18.661971830985923,18.661971830985923,13.3293556085919,1.6706443914081,历史1/3次成功; 当前距低点1.67%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
27,60.49170165874801,55.04098356634783,000421,南京公用,bottom_area,2024-08-21,4.64,2024-08-20,4.53,2.428256070640164,3.311258278145683,30.839694656488543,False,1.5317,2.7315,1,6,1,16.666666666666664,30.864197530864196,30.864197530864196,12.571743929359835,2.428256070640164,历史1/6次成功; 当前距低点2.43%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
28,59.61054034031766,52.43227588765838,688065,凯赛生物,bottom_area,2024-08-21,34.48,2024-08-21,34.27,0.6127808578931827,1.400641960898736,29.296472044563636,False,-0.3468,0.1447,1,2,1,50.0,18.007614213197968,18.007614213197968,14.387219142106817,0.6127808578931827,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
29,59.49676671045668,54.63013241452905,002545,东方铁塔,bottom_area,2024-08-21,6.0,2024-07-25,5.83,2.915951972555745,7.375643224699823,29.247572815533985,True,-0.8264,0.4086,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,12.084048027444256,2.915951972555745,历史1/3次成功; 当前距低点2.92%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
30,57.65419980649312,50.55572496641343,002732,燕塘乳业,bottom_area,2024-08-21,13.45,2024-08-21,13.39,0.44809559372665214,2.1657953696788583,27.543290043290042,False,-1.6094,0.3565,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,14.551904406273348,0.44809559372665214,历史1/3次成功; 当前距低点0.45%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
31,57.44754843556347,53.80827503903005,301360,荣旗科技,bottom_area,2024-08-21,43.07,2024-08-21,41.42,3.9835828102365975,4.321583775953643,27.333333333333332,False,1.0558,8.9003,1,3,1,33.33333333333333,23.857583403420236,23.857583403420236,11.016417189763402,3.9835828102365975,历史1/3次成功; 当前距低点3.98%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
