rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.30844253019237,79.26392453433103,002715,登云股份,bottom_area,2024-08-21,10.16,2024-08-20,10.05,1.0945273631840737,4.4776119402985,28.162973552537522,False,-0.6843,1.4539,1,1,1,100.0,36.66369313113291,36.66369313113291,13.905472636815924,1.0945273631840737,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
2,87.55144910588967,81.6714734123688,000789,万年青,bottom_area,2024-08-21,4.41,2024-07-09,4.25,3.7647058823529442,9.88235294117647,29.752066115702476,True,0.0,0.3988,2,2,2,100.0,34.00539152759949,47.599999999999994,11.235294117647054,3.7647058823529442,历史2/2次成功; 当前距低点3.76%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
3,87.06810018301861,77.39386682934988,600343,航天动力,bottom_area,2024-08-21,7.74,2024-08-19,7.65,1.1764705882352922,2.875816993464049,31.696428571428566,False,-1.1494,1.2095,3,4,3,75.0,31.78075145444273,55.72413793103447,13.823529411764707,1.1764705882352922,历史3/4次成功; 当前距低点1.18%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
4,87.06037490131834,76.98319634431785,001203,大中矿业,bottom_area,2024-08-21,7.88,2024-08-21,7.81,0.8962868117797732,1.1523687580025703,32.846087704213254,False,0.2545,0.2359,2,2,2,100.0,22.670592877288865,29.46341463414634,14.103713188220226,0.8962868117797732,历史2/2次成功; 当前距低点0.90%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,86.80663862686423,80.13686249383683,600210,紫江企业,bottom_area,2024-08-21,4.83,2024-07-25,4.68,3.2051282051282133,9.61538461538462,27.329192546583858,True,0.625,0.4716,2,2,2,100.0,18.895455922199744,19.867549668874158,11.794871794871787,3.2051282051282133,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.62%; 状态bottom_area; 底部已确认
6,86.0487336593301,74.82498579072183,002219,新里程,bottom_area,2024-08-21,1.71,2024-08-21,1.71,0.0,2.9239766081871372,28.451882845188294,False,-2.8409,0.9938,2,2,2,100.0,34.81175156302061,45.685279187817265,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
7,85.28801356474894,75.6430323284493,000708,中信特钢,bottom_area,2024-08-21,11.47,2024-08-21,11.35,1.0572687224669692,1.8502202643171883,30.36809815950921,False,-0.2609,0.1377,1,1,1,100.0,16.739811912225715,16.739811912225715,13.94273127753303,1.0572687224669692,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
8,85.12992392435811,75.08954198473283,002687,乔治白,bottom_area,2024-08-21,3.96,2024-07-25,3.93,0.7633587786259493,5.852417302798981,32.82051282051282,False,-1.0,0.5343,1,1,1,100.0,64.00000000000001,64.00000000000001,14.23664122137405,0.7633587786259493,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
9,85.08165577053332,74.48751657317693,001218,丽臣实业,bottom_area,2024-08-21,13.83,2024-07-25,13.78,0.3628447024673491,6.603773584905662,30.404040404040412,False,-0.2165,0.5418,2,2,2,100.0,25.18711018711019,29.999999999999993,14.63715529753265,0.3628447024673491,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
10,84.98298399349804,75.54915161922702,000983,山西焦煤,bottom_area,2024-08-21,7.7,2024-08-21,7.61,1.182654402102495,3.28515111695138,29.86175115207373,False,-1.6603,0.5252,3,4,3,75.0,21.938729333444627,27.212389380530986,13.817345597897503,1.182654402102495,历史3/4次成功; 当前距低点1.18%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
11,83.78501210573083,75.20644917103981,600011,华能国际,bottom_area,2024-08-21,7.18,2024-08-21,7.06,1.6997167138810214,2.266288951841362,28.686868686868692,False,-0.8287,0.5182,1,1,1,100.0,22.267759562841515,22.267759562841515,13.300283286118978,1.6997167138810214,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
12,83.75642966083983,73.49871995796808,300411,金盾股份,bottom_area,2024-08-21,10.3,2024-08-21,10.25,0.4878048780487874,3.9024390243902474,29.794520547945204,False,-3.4677,6.4351,2,2,2,100.0,31.617823010318947,33.550488599348526,14.512195121951214,0.4878048780487874,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
