rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.42027240890101,85.093556231003,603013,亚普股份,bottom_area,2024-01-09,16.69,2024-01-08,16.45,1.4589665653495563,2.4924012158054722,27.692307692307693,False,1.0291,0.4888,1,1,1,100.0,53.30739299610896,53.30739299610896,18.541033434650444,1.4589665653495563,历史1/1次成功; 当前距低点1.46%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
2,95.67538713531684,81.37069125917765,601628,中国人寿,bottom_area,2024-01-09,26.36,2024-01-09,26.07,1.1123897199846533,1.9179133103183736,32.00312989045384,False,0.4573,0.0554,1,1,1,100.0,25.736235595390532,25.736235595390532,18.88761028001535,1.1123897199846533,历史1/1次成功; 当前距低点1.11%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
3,95.644060481369,83.14832369942197,600172,黄河旋风,bottom_area,2024-01-09,3.54,2024-01-08,3.46,2.3121387283237014,3.7572254335260085,29.098360655737704,False,2.3121,1.6486,1,1,1,100.0,51.074589127686465,51.074589127686465,17.6878612716763,2.3121387283237014,历史1/1次成功; 当前距低点2.31%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
4,95.12530936722204,80.8177069650574,002409,雅克科技,bottom_area,2024-01-09,47.9,2024-01-09,47.4,1.0548523206751055,3.1223628691983207,32.391955498502355,False,0.0836,2.1111,1,1,1,100.0,22.057904603207675,22.057904603207675,18.945147679324894,1.0548523206751055,历史1/1次成功; 当前距低点1.05%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
5,95.0983701736178,80.84522617018486,600006,东风股份,bottom_area,2024-01-09,5.57,2024-01-09,5.51,1.0889292196007352,1.8148820326678865,27.116402116402117,False,0.1799,0.5088,1,1,1,100.0,22.6235741444867,22.6235741444867,18.911070780399267,1.0889292196007352,历史1/1次成功; 当前距低点1.09%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
6,92.73673740755089,79.67073660442517,002385,大北农,bottom_area,2024-01-09,5.5,2024-01-09,5.41,1.6635859519408478,2.4029574861367817,27.38255033557047,False,0.365,1.0606,1,1,1,100.0,23.353293413173663,23.353293413173663,18.33641404805915,1.6635859519408478,历史1/1次成功; 当前距低点1.66%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
7,89.83361631339727,76.32921647543557,600981,苏豪汇鸿,bottom_area,2024-01-09,2.86,2024-01-09,2.83,1.060070671378085,2.1201413427561855,27.435897435897434,False,-0.6944,1.0405,1,1,1,100.0,20.463320463320475,20.463320463320475,18.939929328621915,1.060070671378085,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
8,87.0886875338229,73.44514164767178,603004,鼎龙科技,bottom_area,2024-01-09,30.91,2024-01-09,30.71,0.6512536633018537,7.0335395636600335,32.65350877192982,False,-9.408,49.4519,1,1,1,100.0,55.7168784029038,55.7168784029038,19.34874633669815,0.6512536633018537,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-9.41%; 状态bottom_area; 底部未确认
9,86.139767490865,78.56766631684975,002796,世嘉科技,bottom_area,2024-01-09,11.04,2023-12-26,10.52,4.942965779467677,9.125475285171111,28.092959671907046,True,2.0333,1.6164,2,2,2,100.0,31.7614424410541,36.33841886269071,15.057034220532323,4.942965779467677,历史2/2次成功; 当前距低点4.94%; 最新日涨幅2.03%; 状态bottom_area; 底部已确认
10,81.85833289149804,73.85922946159518,301499,维科精密,bottom_area,2024-01-09,29.27,2023-12-27,28.05,4.349376114081992,11.158645276292331,32.73381294964029,True,-2.0415,8.984,2,2,2,100.0,21.64412366506522,21.950454687989964,15.650623885918009,4.349376114081992,历史2/2次成功; 当前距低点4.35%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
11,80.40321290523322,70.92007010243933,600152,维科技术,bottom_area,2024-01-09,6.97,2023-12-27,6.76,3.1065088757396446,9.319526627218934,28.31389183457052,True,0.0,1.12,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,16.893491124260358,3.1065088757396446,历史2/3次成功; 当前距低点3.11%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,74.48453166331919,63.816670350925655,601777,千里科技,bottom_area,2024-01-09,3.35,2024-01-08,3.3,1.5151515151515234,2.4242424242424265,28.41648590021693,False,1.5152,0.3475,1,2,1,50.0,27.96352583586626,27.96352583586626,18.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
13,72.88976880494955,61.803243243243266,000070,特发信息,bottom_area,2024-01-09,7.47,2024-01-09,7.4,0.9459459459459376,2.7027027027026933,28.640308582449364,False,0.134,0.9244,1,2,1,50.0,50.60532687651331,50.60532687651331,19.054054054054063,0.9459459459459376,历史1/2次成功; 当前距低点0.95%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
14,69.86911816137152,59.54403799740082,300451,创业慧康,bottom_area,2024-01-09,5.79,2024-01-09,5.72,1.2237762237762289,4.720279720279728,28.140703517587944,False,-2.6891,2.8314,1,2,1,50.0,23.89380530973452,23.89380530973452,18.776223776223773,1.2237762237762289,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
