rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.6793849709123,80.60291115040864,600011,华能国际,bottom_area,2024-09-02,6.94,2024-08-27,6.86,1.1661807580174937,3.6443148688046643,30.707070707070706,False,0.0,0.5798,1,1,1,100.0,22.267759562841515,22.267759562841515,18.833819241982507,1.1661807580174937,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.88273395382696,80.8285360865798,002219,新里程,bottom_area,2024-09-02,1.73,2024-08-23,1.69,2.3668639053254457,7.6923076923077,29.288702928870297,True,-2.809,0.9564,2,2,2,100.0,34.81175156302061,45.685279187817265,17.633136094674555,2.3668639053254457,历史2/2次成功; 当前距低点2.37%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
3,91.64785099742173,78.81136965898159,001218,丽臣实业,bottom_area,2024-09-02,13.63,2024-08-30,13.4,1.7164179104477644,4.850746268656718,32.323232323232325,False,-1.8719,1.6409,2,2,2,100.0,25.18711018711019,29.999999999999993,18.283582089552237,1.7164179104477644,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
4,87.35123130034522,72.79269275028769,000517,荣安地产,bottom_area,2024-09-02,2.05,2024-08-30,2.05,0.0,8.780487804878058,27.30496453900709,False,-4.6512,1.3757,2,2,2,100.0,34.10049865746067,40.92827004219408,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
5,87.15111280770527,76.90831381733021,000628,高新发展,bottom_area,2024-09-02,35.23,2024-08-28,34.16,3.1323185011709618,9.836065573770512,27.31914893617022,True,-4.8095,6.7588,1,1,1,100.0,99.77973568281939,99.77973568281939,16.86768149882904,3.1323185011709618,历史1/1次成功; 当前距低点3.13%; 最新日涨幅-4.81%; 状态bottom_area; 底部已确认
6,87.09556495670469,72.99021911066941,301571,国科天成,bottom_area,2024-09-02,39.11,2024-09-02,38.99,0.3077712233906064,7.155680943831749,30.77059659090909,False,-10.0506,48.8254,1,1,1,100.0,43.34374999999999,43.34374999999999,19.692228776609394,0.3077712233906064,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
7,86.33511263797138,75.23839463523674,002674,兴业科技,bottom_area,2024-09-02,7.96,2024-08-21,7.77,2.4453024453024503,6.30630630630631,31.72231985940247,False,-1.3631,0.689,1,1,1,100.0,31.578947368421055,31.578947368421055,17.55469755469755,2.4453024453024503,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
8,83.92990993810434,74.910531385373,002715,登云股份,bottom_area,2024-09-02,9.95,2024-08-23,9.59,3.753910323253383,7.4035453597497485,31.45103645461044,True,-2.2593,1.3666,1,1,1,100.0,36.66369313113291,36.66369313113291,16.246089676746617,3.753910323253383,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
9,82.04359529559855,69.10508182289948,301333,诺思格,bottom_area,2024-09-02,37.9,2024-08-29,37.68,0.583864118895963,6.661358811040334,28.744326777609686,False,-4.2929,2.2074,1,1,1,100.0,25.840279645065877,25.840279645065877,19.416135881104037,0.583864118895963,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-4.29%; 状态bottom_area; 底部未确认
10,79.77923816740618,70.95591028941068,603079,圣达生物,bottom_area,2024-09-02,10.76,2024-08-26,10.39,3.5611164581328127,6.929740134744936,28.83561643835616,False,-1.4652,1.5821,1,1,1,100.0,22.232558139534888,22.232558139534888,16.438883541867188,3.5611164581328127,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
11,78.31394624589856,66.67755449601488,002357,富临运业,bottom_area,2024-09-02,5.18,2024-08-29,5.12,1.1718749999999925,4.492187499999991,28.08988764044944,False,-1.8939,2.6104,2,4,2,50.0,28.276502666746573,31.941031941031934,18.82812500000001,1.1718749999999925,历史2/4次成功; 当前距低点1.17%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
