rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.00772643922404,80.11596899224807,603013,亚普股份,bottom_area,2024-01-19,15.76,2024-01-18,15.48,1.808785529715758,4.198966408268725,31.956043956043956,False,-1.0672,0.4668,1,1,1,100.0,53.30739299610896,53.30739299610896,18.19121447028424,1.808785529715758,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
2,91.8462202177728,76.6615408706324,688023,安恒信息,bottom_area,2024-01-19,79.97,2024-01-19,79.9,0.08760951188985379,3.078848560700868,28.85129118432769,False,-2.3923,1.8362,2,2,2,100.0,33.50156213839389,39.261744966442954,19.912390488110145,0.08760951188985379,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
3,90.99145271022998,78.7509703883565,601086,国芳集团,bottom_area,2024-01-19,5.43,2024-01-18,5.32,2.06766917293232,9.774436090225555,27.12328767123287,False,-1.9856,3.5011,2,2,2,100.0,29.168043562592505,33.48946135831383,17.93233082706768,2.06766917293232,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
4,89.83264041230589,76.92583682744933,002413,雷科防务,bottom_area,2024-01-19,4.78,2024-01-18,4.71,1.486199575371556,4.0339702760085006,31.540697674418606,False,-1.848,1.1054,1,1,1,100.0,28.894472361809044,28.894472361809044,18.513800424628446,1.486199575371556,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
5,88.33437478126382,75.68688422161458,600006,东风股份,bottom_area,2024-01-19,5.35,2024-01-18,5.27,1.518026565464897,5.3130929791271395,30.29100529100529,False,-1.2915,0.4511,1,1,1,100.0,22.6235741444867,22.6235741444867,18.481973434535103,1.518026565464897,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
6,86.33017555457411,74.46046332046335,600981,苏豪汇鸿,bottom_area,2024-01-19,2.71,2024-01-18,2.66,1.879699248120294,3.759398496240588,31.79487179487179,False,-0.7326,0.6523,1,1,1,100.0,20.463320463320475,20.463320463320475,18.120300751879707,1.879699248120294,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
7,85.70979541783993,72.69585144059914,300579,数字认证,bottom_area,2024-01-19,22.02,2024-01-18,21.81,0.9628610729023425,4.860155891792766,27.3,False,-2.4369,0.5491,2,2,2,100.0,22.90954132697023,24.946808510638284,19.037138927097658,0.9628610729023425,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
8,85.64870793179908,75.2782697822191,300353,东土科技,bottom_area,2024-01-19,8.13,2024-01-18,7.9,2.9113924050632964,4.936708860759478,27.985414767547862,False,-1.0949,1.1607,2,2,2,100.0,20.840024009480672,21.377672209026137,17.088607594936704,2.9113924050632964,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
9,85.0810492092067,74.60884399750825,688280,精进电动,bottom_area,2024-01-19,6.64,2024-01-18,6.46,2.786377708978324,5.572755417956661,28.22222222222222,False,-0.4498,0.9208,1,1,1,100.0,32.37518910741301,32.37518910741301,17.213622291021675,2.786377708978324,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
10,83.39415466811593,73.24547926356054,000021,深科技,bottom_area,2024-01-19,12.89,2024-01-18,12.53,2.8731045490822127,5.26735833998404,29.606741573033712,False,-0.3864,1.2427,1,1,1,100.0,26.108374384236456,26.108374384236456,17.12689545091779,2.8731045490822127,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
11,80.98243338121436,70.8839045183291,000957,中通客车,bottom_area,2024-01-19,8.03,2024-01-18,7.82,2.6854219948848983,5.1150895140665,28.125,False,-0.7417,0.9722,2,3,2,66.66666666666666,190.25905745148648,354.54545454545456,17.314578005115102,2.6854219948848983,历史2/3次成功; 当前距低点2.69%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
