rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.98266932723828,73.02840811064199,688095,福昕软件,bottom_area,2022-06-29,70.78,2022-06-29,70.78,0.0,2.853913534896858,30.512468093461614,False,-2.7346,1.4451,2,2,2,100.0,25.152731777645194,31.679509356817103,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
2,82.8790625,72.06875000000001,000017,深中华A,bottom_area,2022-06-29,4.56,2022-06-29,4.56,0.0,8.771929824561413,31.22171945701358,False,-10.0592,19.1688,1,1,1,100.0,46.874999999999986,46.874999999999986,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
3,80.50581644245314,70.3301177063275,000037,深南电A,bottom_area,2022-06-29,8.09,2022-06-29,8.07,0.24783147459726856,8.674101610904577,28.52081488042515,False,-5.8207,10.0914,3,4,3,75.0,32.47405090542621,45.16765285996055,14.75216852540273,0.24783147459726856,历史3/4次成功; 当前距低点0.25%; 最新日涨幅-5.82%; 状态bottom_area; 底部未确认
4,80.46860607640077,74.2641720648048,603222,济民健康,bottom_area,2022-06-29,11.0,2022-06-20,10.66,3.189493433395871,5.81613508442776,31.535003211303792,False,0.365,2.7773,4,6,4,66.66666666666666,35.21263670043394,68.46504559270518,11.81050656660413,3.189493433395871,历史4/6次成功; 当前距低点3.19%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
5,68.33535863176375,62.5783733826248,002339,积成电子,bottom_area,2022-06-29,5.56,2022-06-23,5.41,2.7726432532347403,7.208872458410346,31.863979848866503,True,-2.7972,3.7982,1,2,1,50.0,82.94930875576038,82.94930875576038,12.22735674676526,2.7726432532347403,历史1/2次成功; 当前距低点2.77%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
6,67.16817930021445,60.73700896635768,002116,中国海诚,bottom_area,2022-06-29,9.26,2022-06-28,9.07,2.094818081587646,4.52039691289967,29.635376260667183,False,0.1081,3.1746,1,2,1,50.0,18.51179673321235,18.51179673321235,12.905181918412353,2.094818081587646,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
7,66.35647589764707,59.678524543648905,002265,建设工业,bottom_area,2022-06-29,15.8,2022-06-21,15.52,1.8041237113402135,8.118556701030938,29.454545454545457,True,-5.0481,5.0152,1,2,1,50.0,32.75229357798165,32.75229357798165,13.195876288659786,1.8041237113402135,历史1/2次成功; 当前距低点1.80%; 最新日涨幅-5.05%; 状态bottom_area; 底部已确认
8,63.44378571379266,58.03935845661093,603033,三维股份,bottom_area,2022-06-29,22.3,2022-06-24,21.71,2.717641639797328,9.719023491478579,28.25512227362855,True,-2.8746,0.4366,1,2,1,50.0,24.922480620155024,24.922480620155024,12.282358360202672,2.717641639797328,历史1/2次成功; 当前距低点2.72%; 最新日涨幅-2.87%; 状态bottom_area; 底部已确认
9,59.920538099800844,56.693198038312495,600382,广东明珠,bottom_area,2022-06-29,4.62,2022-06-28,4.42,4.524886877828059,8.144796380090504,27.77777777777778,True,1.3158,1.0186,1,2,1,50.0,17.365269461077848,17.365269461077848,10.475113122171942,4.524886877828059,历史1/2次成功; 当前距低点4.52%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
10,58.12891990334412,54.168717259156786,001219,青岛食品,bottom_area,2022-06-29,21.81,2022-06-23,21.03,3.7089871611982765,10.366143604374702,29.239569313593535,True,-2.6339,16.9501,1,2,1,50.0,16.264559068219636,16.264559068219636,11.291012838801723,3.7089871611982765,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
