rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.33106853459532,82.07612531480457,300573,兴齐眼药,bottom_area,2021-07-07,120.4,2021-07-06,116.95,2.9499786233433114,9.106455750320643,32.398843930635834,True,1.3468,4.2129,1,1,1,100.0,42.86062675283501,42.86062675283501,12.050021376656689,2.9499786233433114,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.35%; 状态bottom_area; 底部已确认
2,88.92669015679962,81.55082071977316,601689,拓普集团,bottom_area,2021-07-07,32.13,2021-07-06,31.24,2.8489116517285664,7.714468629961589,28.62691341101212,False,0.6579,1.8185,1,1,1,100.0,47.99107142857144,47.99107142857144,12.151088348271433,2.8489116517285664,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
3,76.253621923899,71.98465,688356,键凯科技,bottom_area,2021-07-07,247.96,2021-07-07,237.5,4.404210526315793,6.618947368421052,28.47893516427259,False,2.4374,9.7732,1,1,1,100.0,15.625,15.625,10.595789473684206,4.404210526315793,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
4,76.17639807643138,71.9116618055794,600966,博汇纸业,bottom_area,2021-07-07,12.09,2021-07-05,11.58,4.404145077720205,9.41278065630397,29.47624847746651,False,2.0253,1.7433,1,1,1,100.0,15.231788079470201,15.231788079470201,10.595854922279795,4.404145077720205,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
5,62.76387500957054,58.74984901277585,601015,陕西黑猫,bottom_area,2021-07-07,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,1,3,1,33.33333333333333,65.6514382402707,65.6514382402707,11.051103368176541,3.9488966318234597,历史1/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
