rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.38681765794232,81.71765532010971,002690,美亚光电,bottom_area,2023-05-16,24.0,2023-05-15,23.65,1.4799154334038116,2.1564482029598375,28.765060240963862,False,-0.4975,0.5403,3,3,3,100.0,21.246572625109707,27.355278093076052,8.52008456659619,1.4799154334038116,历史3/3次成功; 当前距低点1.48%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
2,85.43189695111649,84.02769088683117,688075,安旭生物,bottom_area,2023-05-16,67.32,2023-05-10,64.65,4.129930394431535,4.94972931167825,30.37906525953047,False,0.0,0.9444,5,5,5,100.0,27.010388097500325,40.134529147982065,5.870069605568466,4.129930394431535,历史5/5次成功; 当前距低点4.13%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,83.62977104963564,78.38149932884086,600203,福日电子,bottom_area,2023-05-16,5.72,2023-05-15,5.63,1.598579040852573,2.6642984014209654,28.824273072060684,False,-0.3484,0.8765,2,2,2,100.0,21.43150291389641,24.045801526717554,8.401420959147428,1.598579040852573,历史2/2次成功; 当前距低点1.60%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
4,83.01024507469847,80.42975353354507,688206,概伦电子,bottom_area,2023-05-16,27.21,2023-05-15,26.33,3.3421952145841343,5.089251804025839,28.6449864498645,False,0.8151,1.3587,2,2,2,100.0,31.34386356342422,39.570720968629594,6.657804785415866,3.3421952145841343,历史2/2次成功; 当前距低点3.34%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
5,82.9949005635287,77.97291613452535,688289,圣湘生物,confirmed_rebound,2023-05-16,18.29,2023-04-26,17.98,1.7241379310344755,12.45828698553948,27.058823529411757,False,0.0547,0.6202,1,1,1,100.0,25.182530200451346,25.182530200451346,8.275862068965525,1.7241379310344755,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.05%; 状态confirmed_rebound; 底部未确认
6,82.78983350468103,78.22278869867164,688181,八亿时空,bottom_area,2023-05-16,33.81,2023-05-15,33.14,2.0217260108630106,3.198551599275806,29.157759726378796,False,-0.7631,0.6217,2,2,2,100.0,25.76518281418983,28.477257745550418,7.97827398913699,2.0217260108630106,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
7,82.73661235821281,77.41531020678923,300661,圣邦股份,bottom_area,2023-05-16,120.91,2023-05-15,119.11,1.5112081269414803,3.584921501133403,30.475134251692737,False,-1.1446,0.8685,1,1,1,100.0,31.832606108687024,31.832606108687024,8.48879187305852,1.5112081269414803,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
8,81.78895895383609,75.90703552708212,002383,合众思壮,bottom_area,2023-05-16,6.53,2023-05-15,6.46,1.0835913312693541,4.1795665634675,29.166666666666664,False,-2.099,0.9021,1,1,1,100.0,18.48184818481848,18.48184818481848,8.916408668730647,1.0835913312693541,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
9,81.63690960438798,79.51394094236286,605305,中际联合,bottom_area,2023-05-16,32.66,2023-05-12,31.52,3.616751269035524,5.298223350253801,32.64957264957265,False,0.8025,2.352,3,3,3,100.0,13.118999117009956,15.395207931699245,6.383248730964477,3.616751269035524,历史3/3次成功; 当前距低点3.62%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
10,81.186421623636,77.4931319315778,688350,富淼科技,bottom_area,2023-05-16,16.45,2023-05-05,16.04,2.5561097256857868,4.301745635910232,32.774518021793796,False,-0.4237,1.5437,2,2,2,100.0,28.392807022265636,38.54748603351957,7.443890274314214,2.5561097256857868,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
11,81.12542484215066,75.88072750022346,002385,大北农,bottom_area,2023-05-16,6.8,2023-05-15,6.7,1.4925373134328304,2.9850746268656745,32.25480283114257,False,-1.1628,0.756,1,1,1,100.0,23.353293413173663,23.353293413173663,8.50746268656717,1.4925373134328304,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
12,80.67838039679724,77.66083587050359,002553,南方精工,bottom_area,2023-05-16,9.96,2023-04-26,9.67,2.9989658738366174,7.445708376421931,28.844738778513612,True,-0.8955,1.441,2,2,2,100.0,25.52945195081221,32.14285714285715,7.001034126163383,2.9989658738366174,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
13,80.28399345012357,73.40820253403935,000059,华锦股份,bottom_area,2023-05-16,6.63,2023-05-16,6.61,0.30257186081693754,3.32829046898638,30.857740585774057,False,-2.3564,0.7726,2,2,2,100.0,18.645518154311638,25.41603630862328,9.697428139183064,0.30257186081693754,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
14,80.26084310393496,75.31334559454282,300762,上海瀚讯,bottom_area,2023-05-16,11.63,2023-05-10,11.44,1.6608391608391722,4.895104895104899,27.50316856780735,False,-3.0025,1.131,1,1,1,100.0,32.580961727183514,32.580961727183514,8.339160839160828,1.6608391608391722,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
15,80.02613756639781,75.52375959079285,000629,钒钛股份,bottom_area,2023-05-16,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,-1.1876,0.4451,1,1,1,100.0,27.173913043478265,27.173913043478265,8.03921568627451,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
16,79.87519580242076,75.96004726251051,688048,长光华芯,bottom_area,2023-05-16,86.24,2023-05-12,84.25,2.3620178041542967,4.629080118694369,29.20168067226891,False,-1.1576,2.0214,2,2,2,100.0,17.771225032162963,19.48504983388705,7.637982195845703,2.3620178041542967,历史2/2次成功; 当前距低点2.36%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
17,79.81061242650789,73.05408931786131,002405,四维图新,bottom_area,2023-05-16,11.18,2023-05-16,11.14,0.3590664272890408,2.5134649910233335,27.75616083009079,False,-2.1016,1.182,2,2,2,100.0,17.434197699356595,23.478260869565215,9.64093357271096,0.3590664272890408,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
18,78.54414197267397,76.67897765142312,002245,蔚蓝锂芯,bottom_area,2023-05-16,11.1,2023-04-26,10.7,3.7383177570093498,8.317757009345799,29.512516469038214,False,-1.2456,1.4349,3,3,3,100.0,21.840549125830286,25.653923541247494,6.261682242990652,3.7383177570093498,历史3/3次成功; 当前距低点3.74%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
19,78.41542318442836,71.53071196167656,600199,金种子酒,bottom_area,2023-05-16,22.39,2023-05-16,22.35,0.17897091722594696,2.4608501118568107,29.002541296060986,False,-2.2698,0.9771,1,1,1,100.0,23.70304114490161,23.70304114490161,9.821029082774054,0.17897091722594696,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
20,78.36607234189637,76.83426919900907,002079,苏州固锝,bottom_area,2023-05-16,12.59,2023-05-10,12.11,3.96366639141206,4.624277456647404,28.512396694214885,False,0.8814,2.0508,2,2,2,100.0,19.631336405529957,22.488479262672804,6.03633360858794,3.96366639141206,历史2/2次成功; 当前距低点3.96%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
21,78.31490845598526,73.71891538637928,600114,东睦股份,bottom_area,2023-05-16,7.25,2023-05-10,7.12,1.825842696629212,4.2134831460674125,27.04918032786885,False,-0.9563,1.394,1,1,1,100.0,15.816326530612232,15.816326530612232,8.174157303370787,1.825842696629212,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
22,78.15756214912078,72.89870065880872,300426,华智数媒,confirmed_rebound,2023-05-16,12.06,2023-05-16,11.9,1.3445378151260516,15.96638655462185,30.57176196032672,False,-12.5453,8.3572,1,1,1,100.0,25.936811168258643,25.936811168258643,8.655462184873949,1.3445378151260516,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-12.55%; 状态confirmed_rebound; 底部未确认
23,77.8929831068359,73.38200900098546,300598,诚迈科技,bottom_area,2023-05-16,41.97,2023-05-15,41.2,1.8689320388349417,2.7912621359223264,30.027173913043477,False,-0.6862,1.1585,1,1,1,100.0,14.533193814672712,14.533193814672712,8.131067961165058,1.8689320388349417,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
24,77.84476083050804,76.41702740465152,002802,洪汇新材,bottom_area,2023-05-16,10.33,2023-05-12,9.93,4.028197381671705,4.229607250755286,31.1373092926491,False,0.4864,0.7341,2,2,2,100.0,18.17912599388721,20.65637065637066,5.9718026183282955,4.028197381671705,历史2/2次成功; 当前距低点4.03%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
25,77.71552072060089,70.76305096344264,001201,东瑞股份,bottom_area,2023-05-16,24.0,2023-05-16,23.98,0.0834028356964119,2.7522935779816518,29.429075927015884,False,-2.0408,1.315,1,1,1,100.0,18.4043517679057,18.4043517679057,9.916597164303589,0.0834028356964119,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
26,77.38429115951179,75.00156980820421,000518,四环生物,bottom_area,2023-05-16,2.77,2023-04-25,2.68,3.358208955223875,9.328358208955223,27.956989247311824,True,-0.3597,0.4194,2,2,2,100.0,15.635947452229296,17.834394904458602,6.6417910447761255,3.358208955223875,历史2/2次成功; 当前距低点3.36%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
27,76.93296725115488,71.14748658079486,600248,陕建股份,bottom_area,2023-05-16,5.62,2023-05-16,5.57,0.897666068222618,3.7701974865350083,27.943078913324708,False,-1.9197,4.9843,2,2,2,100.0,13.785834496464656,16.28498727735369,9.102333931777382,0.897666068222618,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
28,76.18382374865702,70.17396294249845,002777,久远银海,bottom_area,2023-05-16,27.79,2023-05-16,27.6,0.688405797101441,6.884057971014487,31.851851851851848,False,-6.6196,4.4729,2,2,2,100.0,16.201764300482424,18.88352860096485,9.31159420289856,0.688405797101441,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
29,75.56089480396953,69.36000072343198,600160,巨化股份,bottom_area,2023-05-16,13.87,2023-05-16,13.8,0.5072463768115834,2.173913043478253,27.559055118110237,False,-1.2811,0.6006,1,1,1,100.0,16.05657237936772,16.05657237936772,9.492753623188417,0.5072463768115834,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
30,75.49007736863433,74.12424222797931,688328,深科达,bottom_area,2023-05-16,20.08,2023-05-15,19.3,4.041450777202059,4.870466321243511,30.04711852120333,False,1.568,2.7095,1,1,1,100.0,22.681451612903224,22.681451612903224,5.958549222797941,4.041450777202059,历史1/1次成功; 当前距低点4.04%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
31,75.02436611172836,72.0450591542229,601369,陕鼓动力,bottom_area,2023-05-16,9.31,2023-05-10,9.05,2.872928176795577,4.972375690607726,32.31114435302916,False,0.0,0.8429,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,7.127071823204423,2.872928176795577,历史2/3次成功; 当前距低点2.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
32,74.50287657946136,73.03389572963059,688321,微芯生物,bottom_area,2023-05-16,22.87,2023-05-15,22.0,3.954545454545459,5.772727272727271,31.888544891640862,False,0.7489,1.033,1,1,1,100.0,15.754082612872244,15.754082612872244,6.045454545454541,3.954545454545459,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
33,73.40749259467488,67.11685393258426,000603,盛达资源,bottom_area,2023-05-16,13.39,2023-05-16,13.35,0.2996254681648009,4.044943820224725,31.150077359463644,False,-3.5997,1.404,1,1,1,100.0,11.666666666666679,11.666666666666679,9.7003745318352,0.2996254681648009,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
34,71.01095887102449,70.48606265972862,301326,捷邦科技,bottom_area,2023-05-16,32.9,2023-05-10,31.45,4.610492845786961,5.850556438791733,29.452669358456706,False,0.3661,3.8475,1,1,1,100.0,10.096700796359514,10.096700796359514,5.389507154213039,4.610492845786961,历史1/1次成功; 当前距低点4.61%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
35,70.59318407153152,70.15593313940686,002806,华锋股份,confirmed_rebound,2023-05-16,10.75,2023-04-25,10.27,4.67380720545278,11.295034079844209,31.896551724137932,True,-0.8303,2.9519,2,2,2,100.0,15.925879396984929,20.35175879396985,5.32619279454722,4.67380720545278,历史2/2次成功; 当前距低点4.67%; 最新日涨幅-0.83%; 状态confirmed_rebound; 底部已确认
36,70.34022492295297,69.51247154060209,601138,工业富联,bottom_area,2023-05-16,14.78,2023-05-15,14.16,4.378531073446322,9.180790960451983,28.736789129340718,True,-2.2487,0.8418,1,1,1,100.0,15.298507462686556,15.298507462686556,5.621468926553679,4.378531073446322,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
37,68.50038844384432,67.35190224941783,300771,智莱科技,confirmed_rebound,2023-05-16,10.38,2023-04-25,9.97,4.112337011033101,10.330992978936804,32.176870748299315,True,-1.3308,1.8219,1,1,1,100.0,10.634573304157549,10.634573304157549,5.8876629889669,4.112337011033101,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.33%; 状态confirmed_rebound; 底部已确认
38,68.36938604709886,68.20524065465197,000970,中科三环,bottom_area,2023-05-16,12.05,2023-04-27,11.49,4.873803307223677,9.486510008703219,27.140139505389975,True,-1.1485,0.7444,1,1,1,100.0,14.341463414634154,14.341463414634154,5.126196692776324,4.873803307223677,历史1/1次成功; 当前距低点4.87%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
39,68.07082102393903,62.759131709446756,300727,润禾材料,bottom_area,2023-05-16,25.97,2023-05-16,25.78,0.7370054305663216,2.0170674941815343,30.661646046261424,False,-1.4795,1.6378,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,9.262994569433678,0.7370054305663216,历史2/3次成功; 当前距低点0.74%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
40,65.98935769999466,60.014445820324845,300678,中科信息,confirmed_rebound,2023-05-16,47.5,2023-05-16,47.49,0.02105706464518427,14.761002316277105,32.42743312464428,False,-13.5892,17.439,2,3,2,66.66666666666666,19.170910005640856,24.552238805970156,9.978942935354816,0.02105706464518427,历史2/3次成功; 当前距低点0.02%; 最新日涨幅-13.59%; 状态confirmed_rebound; 底部未确认
41,61.684578518757604,57.886249076815446,002403,爱仕达,bottom_area,2023-05-16,7.94,2023-04-25,7.81,1.6645326504481535,7.298335467349568,28.545288197621225,True,-1.8541,0.6583,1,2,1,50.0,11.190233977619528,11.190233977619528,8.335467349551848,1.6645326504481535,历史1/2次成功; 当前距低点1.66%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
42,60.07278123391444,58.51776373603382,300758,七彩化学,bottom_area,2023-05-16,10.01,2023-04-26,9.66,3.6231884057970976,7.349896480331253,30.252707581227433,True,-0.0998,1.1489,1,2,1,50.0,38.59480269489894,38.59480269489894,6.376811594202902,3.6231884057970976,历史1/2次成功; 当前距低点3.62%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
43,59.38021612995862,55.85985458084164,688298,东方生物,bottom_area,2023-05-16,53.95,2023-05-15,53.0,1.7924528301886848,2.6981132075471694,31.771369721936153,False,-0.3693,0.6681,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,8.207547169811317,1.7924528301886848,历史2/6次成功; 当前距低点1.79%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
44,57.15090521120357,56.57302156630762,688286,敏芯股份,bottom_area,2023-05-16,47.48,2023-05-10,45.45,4.466446644664454,7.172717271727167,29.183546276098475,True,0.5719,1.2028,1,2,1,50.0,16.00279524807827,16.00279524807827,5.533553355335546,4.466446644664454,历史1/2次成功; 当前距低点4.47%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
45,57.044057418117546,52.51729924945083,002758,浙农股份,bottom_area,2023-05-16,12.17,2023-04-25,12.09,0.6617038875103397,5.789909015715462,28.249258160237396,False,-1.9339,1.2535,1,2,1,50.0,19.064430714916153,19.064430714916153,9.33829611248966,0.6617038875103397,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
46,56.174904653091076,51.160673695624226,300386,飞天诚信,bottom_area,2023-05-16,10.55,2023-05-16,10.54,0.09487666034157081,4.364326375711584,28.783783783783797,False,-3.7409,2.1639,1,2,1,50.0,15.037593984962406,15.037593984962406,9.905123339658429,0.09487666034157081,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
47,55.17886604775369,50.82188246601284,601636,旗滨集团,bottom_area,2023-05-16,8.83,2023-05-16,8.77,0.6841505131128905,3.306727480045621,27.64026402640264,False,-1.8889,0.9629,1,2,1,50.0,10.224438902743147,10.224438902743147,9.31584948688711,0.6841505131128905,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
48,52.686847828586906,51.957260374773995,688116,天奈科技,bottom_area,2023-05-16,52.77,2023-05-10,50.61,4.267931238885603,8.496344595929653,29.374825565168848,True,-0.4527,1.1593,1,2,1,50.0,11.226578491576134,11.226578491576134,5.732068761114398,4.267931238885603,历史1/2次成功; 当前距低点4.27%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
