rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.54716164614219,79.16416829611197,002246,北化股份,bottom_area,2025-07-25,17.31,2025-07-25,17.26,0.28968713789106115,5.156431054461164,27.11148648648648,False,-3.8333,13.3357,5,5,5,100.0,26.315349303782714,31.992687385740403,14.710312862108937,0.28968713789106115,历史5/5次成功; 当前距低点0.29%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
2,89.576702492689,78.14272990855073,002636,金安国纪,bottom_area,2025-07-25,11.69,2025-07-25,11.67,0.17137960582690295,2.4850042844901536,29.698795180722897,False,-1.5993,3.6018,2,2,2,100.0,42.49180327868853,69.0,14.828620394173097,0.17137960582690295,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
3,85.12031922110941,75.37972407700882,603928,兴业股份,bottom_area,2025-07-25,15.52,2025-07-23,15.37,0.9759271307742379,1.6265452179570594,31.04531179901301,False,0.6485,2.3908,1,1,1,100.0,31.69267707082834,31.69267707082834,14.024072869225762,0.9759271307742379,历史1/1次成功; 当前距低点0.98%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
4,83.15958233341985,73.59509634562744,300879,大叶股份,bottom_area,2025-07-25,33.26,2025-07-25,32.95,0.9408194233687257,1.1836115326251915,28.63331167424734,False,0.0903,3.0452,1,1,1,100.0,21.667551779075957,21.667551779075957,14.059180576631276,0.9408194233687257,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
5,81.19430086717122,70.9606877777833,605033,美邦股份,bottom_area,2025-07-25,22.3,2025-07-25,22.24,0.26978417266188076,5.485611510791378,28.488745980707403,False,-4.3739,9.1719,1,1,1,100.0,31.96664350243223,31.96664350243223,14.73021582733812,0.26978417266188076,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
6,73.86306206851022,69.34583866568995,000999,华润三九,bottom_area,2025-07-25,31.67,2025-07-15,30.42,4.10913872452334,5.654174884944112,30.036798528058867,False,-0.4714,0.6512,1,1,1,100.0,20.293951384963254,20.293951384963254,10.89086127547666,4.10913872452334,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
7,73.85971994356483,64.73008138198122,000607,华媒控股,bottom_area,2025-07-25,4.8,2025-07-25,4.78,0.41841004184099523,1.464435146443502,28.1203007518797,False,-0.6211,3.984,2,4,2,50.0,48.408904717089726,59.82721382289418,14.581589958159006,0.41841004184099523,历史2/4次成功; 当前距低点0.42%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
8,72.885794265112,64.12544406144946,002658,雪迪龙,bottom_area,2025-07-25,8.03,2025-07-17,7.98,0.6265664160400869,2.1303258145363397,30.36649214659686,False,-0.2484,2.4688,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,14.373433583959914,0.6265664160400869,历史2/3次成功; 当前距低点0.63%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
9,65.410603273486,57.72103513006168,603022,新通联,bottom_area,2025-07-25,10.25,2025-07-24,10.17,0.7866273352999024,0.7866273352999024,32.33532934131736,False,0.1955,2.5743,1,2,1,50.0,26.099706744868023,26.099706744868023,14.213372664700097,0.7866273352999024,历史1/2次成功; 当前距低点0.79%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
10,59.95438155765599,56.47684160456636,600241,时代万恒,bottom_area,2025-07-25,8.51,2025-07-15,8.16,4.289215686274506,4.779411764705889,30.25641025641025,False,1.4303,3.3139,1,2,1,50.0,22.50673854447439,22.50673854447439,10.710784313725494,4.289215686274506,历史1/2次成功; 当前距低点4.29%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
11,59.76928689759834,55.25092962401873,002811,郑中设计,bottom_area,2025-07-25,10.4,2025-06-23,10.07,3.277060575968223,9.632571996027794,31.728813559322035,True,-0.5736,1.8969,1,2,1,50.0,16.78832116788322,16.78832116788322,11.722939424031777,3.277060575968223,历史1/2次成功; 当前距低点3.28%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
