rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.52195410616983,83.04682483800563,002041,登海种业,bottom_area,2025-05-26,9.91,2025-05-26,9.8,1.1224489795918309,1.1224489795918309,27.72861356932153,False,1.0194,0.6629,2,2,2,100.0,18.2043468358871,21.395106715252467,13.877551020408168,1.1224489795918309,历史2/2次成功; 当前距低点1.12%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
2,92.72167795992688,82.51132172961375,688280,精进电动,bottom_area,2025-05-26,7.37,2025-05-26,7.28,1.2362637362637343,3.434065934065934,27.634194831013918,False,-1.2064,4.055,3,3,3,100.0,22.526898109113223,32.37518910741301,13.763736263736265,1.2362637362637343,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
3,90.92310465673378,81.60637665525844,002819,东方中科,bottom_area,2025-05-26,30.0,2025-05-23,29.5,1.694915254237288,8.101694915254239,27.62512266928361,False,1.6949,8.2042,4,5,4,80.0,27.47733029526597,51.677148846960186,13.305084745762711,1.694915254237288,历史4/5次成功; 当前距低点1.69%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
4,90.22043001785619,84.3822237235545,688010,福光股份,bottom_area,2025-05-26,32.99,2025-05-23,31.75,3.9055118110236284,4.535433070866135,28.907299596954765,False,3.7095,2.1766,4,4,4,100.0,26.1655411434859,42.08955223880597,11.09448818897637,3.9055118110236284,历史4/4次成功; 当前距低点3.91%; 最新日涨幅3.71%; 状态bottom_area; 底部未确认
5,86.77252406663318,81.18454545454546,301058,中粮科工,bottom_area,2025-05-26,10.86,2025-04-30,10.45,3.9234449760765564,8.038277511961722,29.77150537634409,True,2.0677,1.4287,1,1,1,100.0,57.794273594909875,57.794273594909875,11.076555023923444,3.9234449760765564,历史1/1次成功; 当前距低点3.92%; 最新日涨幅2.07%; 状态bottom_area; 底部已确认
6,83.82471185895143,78.83642228739004,000565,渝三峡A,bottom_area,2025-05-26,10.66,2025-05-26,10.23,4.203323558162265,5.571847507331381,30.597014925373134,False,2.6975,14.4178,1,1,1,100.0,57.568807339449535,57.568807339449535,10.796676441837736,4.203323558162265,历史1/1次成功; 当前距低点4.20%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
7,83.80507695257114,73.47119382157943,002304,洋河股份,bottom_area,2025-05-26,66.7,2025-05-26,66.41,0.43668122270743304,1.2498117753350375,30.09473684210527,False,-0.9357,0.4525,2,2,2,100.0,20.62810220081931,20.781426953567394,14.563318777292567,0.43668122270743304,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
8,78.51200557172096,71.6021381434228,002813,路畅科技,bottom_area,2025-05-26,23.31,2025-05-26,22.73,2.551693796744383,3.739551253849529,29.409937888198762,False,-0.342,6.4949,3,5,3,60.0,53.266653128562695,85.16388729154689,12.448306203255616,2.551693796744383,历史3/5次成功; 当前距低点2.55%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
9,76.67166606501763,73.09635655492748,301038,深水规院,bottom_area,2025-05-26,14.25,2025-05-19,13.58,4.933726067746686,8.983799705449194,27.379679144385022,True,1.2074,2.009,1,1,1,100.0,18.89920424403183,18.89920424403183,10.066273932253313,4.933726067746686,历史1/1次成功; 当前距低点4.93%; 最新日涨幅1.21%; 状态bottom_area; 底部已确认
10,69.24125061901867,65.99698326346558,001223,欧克科技,bottom_area,2025-05-26,38.59,2025-05-26,36.78,4.921152800435025,5.845568243610654,31.661092530657747,False,3.8482,6.9449,2,3,2,66.66666666666666,28.658843988122396,30.11687144141446,10.078847199564974,4.921152800435025,历史2/3次成功; 当前距低点4.92%; 最新日涨幅3.85%; 状态bottom_area; 底部未确认
11,62.64690267236601,56.071772545445256,300727,润禾材料,bottom_area,2025-05-26,28.24,2025-05-23,27.81,1.5462064005753318,6.076950737144917,30.82089552238807,False,-0.7381,1.1292,2,7,2,28.57142857142857,22.273319486404827,26.812499999999993,13.453793599424667,1.5462064005753318,历史2/7次成功; 当前距低点1.55%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
12,62.0099183469814,57.90540032057795,001299,美能能源,bottom_area,2025-05-26,10.87,2025-04-29,10.47,3.8204393505252967,7.163323782234957,31.11842105263157,True,0.2768,3.9096,1,2,1,50.0,15.247322794492616,15.247322794492616,11.179560649474702,3.8204393505252967,历史1/2次成功; 当前距低点3.82%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
13,60.45972435953777,55.374596244475384,601022,宁波远洋,bottom_area,2025-05-26,9.61,2025-05-26,9.35,2.780748663101602,2.9946524064171247,30.27591349739001,False,1.6931,16.9049,1,3,1,33.33333333333333,17.53424657534247,17.53424657534247,12.219251336898397,2.780748663101602,历史1/3次成功; 当前距低点2.78%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
