rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.53531008319997,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,17.650349650349643,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
2,89.1000405213371,75.94254363860067,002304,洋河股份,bottom_area,2024-01-31,91.31,2024-01-31,90.2,1.2305986696230593,3.037694013303764,29.3546365914787,False,-1.3931,0.4248,1,1,1,100.0,20.474777448071226,20.474777448071226,18.76940133037694,1.2305986696230593,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
3,87.77181624460947,75.49066524653713,603035,常熟汽饰,bottom_area,2024-01-31,13.56,2024-01-31,13.33,1.725431357839463,6.076519129782449,30.245944531658814,False,-2.446,1.8099,1,1,1,100.0,24.111014744145717,24.111014744145717,18.27456864216054,1.725431357839463,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
4,85.12379875602419,71.17251462338798,688213,思特威,bottom_area,2024-01-31,38.7,2024-01-31,38.63,0.18120631633445583,9.163862283199583,30.20776874435411,False,-7.0828,1.4139,1,1,1,100.0,32.01970443349754,32.01970443349754,19.818793683665543,0.18120631633445583,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-7.08%; 状态bottom_area; 底部未确认
5,83.89254312635236,72.43355476286682,300663,科蓝软件,bottom_area,2024-01-31,10.0,2024-01-31,9.81,1.9367991845056012,12.7420998980632,27.920646583394554,False,-12.6638,8.7318,1,1,1,100.0,20.480951094298856,20.480951094298856,18.0632008154944,1.9367991845056012,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-12.66%; 状态bottom_area; 底部未确认
6,82.9768831168831,69.14740259740259,300427,红相股份,bottom_area,2024-01-31,3.78,2024-01-31,3.78,0.0,8.465608465608462,31.891891891891895,False,-19.9153,3.3089,1,1,1,100.0,31.168831168831172,31.168831168831172,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.92%; 状态bottom_area; 底部未确认
7,81.26434120365039,68.39442291347952,600366,宁波韵升,bottom_area,2024-01-31,5.58,2024-01-31,5.55,0.5405405405405451,9.369369369369378,29.29936305732484,False,-7.0,1.8106,1,1,1,100.0,21.488469601677156,21.488469601677156,19.459459459459456,0.5405405405405451,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-7.00%; 状态bottom_area; 底部未确认
8,80.6407984342415,68.72480416388966,603212,赛伍技术,bottom_area,2024-01-31,12.4,2024-01-31,12.25,1.2244897959183703,8.408163265306118,29.919908466819223,False,-4.321,3.1047,2,3,2,66.66666666666666,30.698786193101522,32.01038575667657,18.77551020408163,1.2244897959183703,历史2/3次成功; 当前距低点1.22%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
9,72.34572253778762,60.288102114823026,000020,深华发A,bottom_area,2024-01-31,15.19,2024-01-31,15.19,0.0,2.4358130348913827,27.076332213154103,False,-10.0118,6.6678,2,3,2,66.66666666666666,22.427072301915857,23.076923076923073,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
10,72.07959129925871,62.738863636363654,605117,德业股份,bottom_area,2024-01-31,67.57,2024-01-30,66.0,2.3787878787878682,12.57575757575757,28.940568475452196,True,-4.831,7.3475,3,8,3,37.5,54.69731694041234,60.22338317420285,17.62121212121213,2.3787878787878682,历史3/8次成功; 当前距低点2.38%; 最新日涨幅-4.83%; 状态bottom_area; 底部已确认
11,70.87085999744014,60.56770013778365,688017,绿的谐波,bottom_area,2024-01-31,107.46,2024-01-30,106.0,1.3773584905660319,9.999999999999995,31.3915857605178,True,-1.7733,1.2194,1,2,1,50.0,22.08643815201191,22.08643815201191,18.62264150943397,1.3773584905660319,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
