rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.24529332153075,86.20754131940551,603327,福蓉科技,bottom_area,2023-06-05,11.63,2023-06-01,11.25,3.3777777777777844,3.8222222222222197,27.419354838709676,False,1.6608,0.361,4,4,4,100.0,29.510078778165898,52.609776304888165,4.622222222222216,3.3777777777777844,历史4/4次成功; 当前距低点3.38%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
2,86.09045414215531,81.30384974507182,002179,中航光电,bottom_area,2023-06-05,41.35,2023-06-05,40.93,1.0261421939897426,3.322746151966771,28.743036211699163,False,-1.4538,0.3809,1,1,1,100.0,46.79276315789475,46.79276315789475,6.973857806010257,1.0261421939897426,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
3,85.14405043192411,81.40442363439637,600009,上海机场,bottom_area,2023-06-05,45.8,2023-06-01,45.05,1.6648168701442843,3.1076581576026765,29.477144646211656,False,-0.4131,0.3308,3,3,3,100.0,21.829065044759854,27.704918032786885,6.335183129855716,1.6648168701442843,历史3/3次成功; 当前距低点1.66%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
4,84.11093759970505,78.38939271146175,002795,永和智控,bottom_area,2023-06-05,8.9,2023-06-05,8.87,0.33821871476889676,3.0439684329199705,32.803030303030305,False,-0.5587,2.2889,3,3,3,100.0,29.196405274918448,31.302270011947446,7.661781285231103,0.33821871476889676,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
5,83.91450582097865,82.24597503556808,002570,贝因美,bottom_area,2023-06-05,4.18,2023-05-30,4.06,2.955665024630545,3.694581280788187,29.636048526863085,False,0.0,0.5958,3,3,3,100.0,19.703716622181236,35.05154639175259,5.044334975369455,2.955665024630545,历史3/3次成功; 当前距低点2.96%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,81.96059296350396,80.28637472283813,000890,法尔胜,bottom_area,2023-06-05,4.22,2023-05-19,4.1,2.926829268292686,7.56097560975611,27.689594356261026,True,0.716,1.1851,1,1,1,100.0,32.954545454545446,32.954545454545446,5.0731707317073145,2.926829268292686,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.72%; 状态bottom_area; 底部已确认
7,81.36889497061249,77.24895092146757,688238,和元生物,bottom_area,2023-06-05,12.48,2023-06-05,12.32,1.2987012987012998,3.490259740259738,31.47942157953281,False,-1.9639,1.3634,2,2,2,100.0,11.666612271540478,11.958224543080954,6.7012987012986995,1.2987012987012998,历史2/2次成功; 当前距低点1.30%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
8,81.12262050380303,75.47167548147978,601012,隆基绿能,bottom_area,2023-06-05,28.41,2023-06-05,28.34,0.24700070571630306,3.422724064925896,31.710843373493976,False,-2.8386,1.426,3,3,3,100.0,12.391597260822351,14.403553299492398,7.752999294283697,0.24700070571630306,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
9,80.9391992536551,81.31082313741118,688075,安旭生物,bottom_area,2023-06-05,67.39,2023-05-10,64.65,4.2382057231245085,7.764887857695276,30.37906525953047,True,-0.8533,1.6155,5,5,5,100.0,27.010388097500325,40.134529147982065,3.7617942768754915,4.2382057231245085,历史5/5次成功; 当前距低点4.24%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
10,80.42345031744063,75.97993416750643,001201,东瑞股份,bottom_area,2023-06-05,23.2,2023-06-01,22.96,1.04529616724738,2.700348432055738,32.4308416715715,False,-0.3436,0.9378,1,1,1,100.0,18.4043517679057,18.4043517679057,6.954703832752621,1.04529616724738,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
11,78.57422073024645,75.39698432514913,688289,圣湘生物,bottom_area,2023-06-05,18.13,2023-05-29,17.8,1.8539325842696532,3.8202247191011214,27.789046653144013,False,-0.7663,0.4729,1,1,1,100.0,25.182530200451346,25.182530200451346,6.1460674157303465,1.8539325842696532,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
12,78.44116282239473,75.71776576348238,000798,中水渔业,bottom_area,2023-06-05,9.92,2023-06-01,9.71,2.162718846549939,4.119464469618935,31.76387912860154,False,-1.7822,1.4014,2,2,2,100.0,14.025616847399025,17.3015873015873,5.837281153450061,2.162718846549939,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
13,78.08865156596896,74.13250704373266,300498,温氏股份,bottom_area,2023-06-05,16.4,2023-06-05,16.19,1.2970969734403786,4.014823965410738,28.362831858407077,False,-2.786,0.8041,1,1,1,100.0,11.558538404175993,11.558538404175993,6.702903026559621,1.2970969734403786,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
14,77.9999395216384,75.29954214805306,600935,华塑股份,bottom_area,2023-06-05,3.77,2023-05-31,3.69,2.168021680216804,3.2520325203252063,27.788649706457928,False,-0.7895,0.1984,1,1,1,100.0,28.50877192982458,28.50877192982458,5.831978319783196,2.168021680216804,历史1/1次成功; 当前距低点2.17%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
15,76.7410489789513,74.51924320615184,300753,爱朋医疗,bottom_area,2023-06-05,19.48,2023-06-05,19.01,2.472382956338763,4.576538663861112,30.519005847953206,False,-1.3671,28.2043,1,1,1,100.0,28.044496487119456,28.044496487119456,5.5276170436612375,2.472382956338763,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
16,76.59768420681571,75.076040901749,300363,博腾股份,bottom_area,2023-06-05,31.34,2023-05-30,30.44,2.9566360052562373,5.946123521681993,27.01989930472309,False,-2.1237,1.1912,1,1,1,100.0,36.97403760071621,36.97403760071621,5.043363994743763,2.9566360052562373,历史1/1次成功; 当前距低点2.96%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
17,76.55793603501462,74.37102586892306,002132,恒星科技,bottom_area,2023-06-05,3.7,2023-06-01,3.61,2.493074792243776,3.6011080332410064,29.902912621359228,False,-0.2695,0.4642,2,2,2,100.0,10.834604275477771,11.088295687885012,5.5069252077562245,2.493074792243776,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
18,75.69957732933291,76.69167387650127,601598,中国外运,bottom_area,2023-06-05,4.7,2023-05-25,4.49,4.677060133630288,7.34966592427617,27.110389610389607,True,0.0,0.5769,2,2,2,100.0,18.41597301708783,18.82640586797067,3.322939866369712,4.677060133630288,历史2/2次成功; 当前距低点4.68%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
19,75.64921553921975,75.69320190352202,601111,中国国航,bottom_area,2023-06-05,8.26,2023-06-02,7.94,4.030226700251881,4.408060453400488,29.920564872021178,False,1.3497,0.5526,1,1,1,100.0,30.97913322632423,30.97913322632423,3.9697732997481188,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
20,75.12159893267457,75.10204252377144,603290,斯达半导,confirmed_rebound,2023-06-05,221.2,2023-06-01,212.72,3.986461075592323,8.104550582925917,29.922582770548512,True,-1.8198,1.076,3,3,3,100.0,17.42566546302117,23.2822670787034,4.013538924407677,3.986461075592323,历史3/3次成功; 当前距低点3.99%; 最新日涨幅-1.82%; 状态confirmed_rebound; 底部已确认
21,75.11299835283297,73.06948984903696,002041,登海种业,bottom_area,2023-06-05,15.59,2023-05-30,15.2,2.565789473684214,3.552631578947375,28.30188679245283,False,-0.574,0.2818,1,1,1,100.0,21.395106715252467,21.395106715252467,5.434210526315786,2.565789473684214,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
22,74.4078218008612,73.4082205004298,601388,怡球资源,bottom_area,2023-06-05,2.82,2023-05-30,2.73,3.296703296703291,4.3956043956043995,27.777777777777775,False,-0.7042,0.4623,2,2,2,100.0,15.509161381254394,18.333333333333325,4.703296703296709,3.296703296703291,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
23,74.17519484023572,68.86746876786151,603288,海天味业,bottom_area,2023-06-05,49.72,2023-06-05,49.65,0.14098690835851016,2.3967774420946726,31.61157024793388,False,-2.1837,0.1537,1,1,1,100.0,8.91891891891891,8.91891891891891,7.85901309164149,0.14098690835851016,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
24,73.87011330765318,73.56527622225022,600955,维远股份,bottom_area,2023-06-05,18.92,2023-06-01,18.23,3.784969829950638,4.552934722984083,28.453689167974883,False,-0.578,0.2416,2,2,2,100.0,22.33874964805201,25.969084423305596,4.215030170049363,3.784969829950638,历史2/2次成功; 当前距低点3.78%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
25,73.7418584613136,74.03528270100934,600409,三友化工,bottom_area,2023-06-05,5.45,2023-05-31,5.23,4.206500956022939,5.927342256214141,29.324324324324323,False,-0.7286,0.5958,3,3,3,100.0,13.366155272804479,18.95551257253386,3.793499043977061,4.206500956022939,历史3/3次成功; 当前距低点4.21%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
26,73.39411019077008,74.41782111901836,300762,上海瀚讯,bottom_area,2023-06-05,11.98,2023-05-10,11.44,4.720279720279728,6.6433566433566416,27.50316856780735,False,0.8418,1.0527,1,1,1,100.0,32.580961727183514,32.580961727183514,3.2797202797202725,4.720279720279728,历史1/1次成功; 当前距低点4.72%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
27,73.05640861517993,68.89062792205297,002567,唐人神,bottom_area,2023-06-05,6.39,2023-06-05,6.33,0.9478672985781929,5.213270142180096,32.008592910848556,False,-3.7651,3.8101,2,2,2,100.0,12.482609477479864,13.8187221396731,7.052132701421806,0.9478672985781929,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
28,72.7564421236225,72.68283924843422,002084,海鸥住工,bottom_area,2023-06-05,3.95,2023-06-01,3.8,3.947368421052641,4.473684210526326,27.06333973128599,False,0.0,0.6439,1,1,1,100.0,13.778705636743219,13.778705636743219,4.052631578947359,3.947368421052641,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,72.36654641173743,67.11504851761072,603267,鸿远电子,bottom_area,2023-06-05,59.3,2023-06-05,59.25,0.08438818565400363,3.7637130801687713,27.919708029197082,False,-3.3887,1.2588,1,1,1,100.0,9.01856763925729,9.01856763925729,7.915611814345996,0.08438818565400363,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
30,71.88067950863989,68.29840552356296,600984,建设机械,bottom_area,2023-06-05,4.53,2023-06-01,4.47,1.342281879194642,4.697986577181208,28.480000000000004,False,-2.3707,0.9881,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,6.657718120805359,1.342281879194642,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
31,71.12469946822897,70.51938287700999,002481,双塔食品,bottom_area,2023-06-05,4.66,2023-06-01,4.5,3.555555555555559,6.222222222222228,27.41935483870968,False,-1.8947,0.5913,1,1,1,100.0,19.817470664928287,19.817470664928287,4.444444444444441,3.555555555555559,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
32,71.06743349469626,70.74792672882415,600256,广汇能源,bottom_area,2023-06-05,7.44,2023-06-01,7.17,3.765690376569044,5.718270571827059,29.49852507374631,False,-0.2681,0.8903,1,1,1,100.0,23.62204724409449,23.62204724409449,4.234309623430956,3.765690376569044,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
33,65.94643415587387,65.96609218537715,002268,电科网安,confirmed_rebound,2023-06-05,29.53,2023-05-30,28.39,4.015498414934838,10.954561465304682,32.725118483412324,False,-0.8395,1.7854,1,1,1,100.0,11.190476190476202,11.190476190476202,3.9845015850651624,4.015498414934838,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.84%; 状态confirmed_rebound; 底部未确认
34,65.2116901825821,66.20476160668234,000572,海马汽车,confirmed_rebound,2023-06-05,4.16,2023-05-26,3.97,4.785894206549117,10.579345088161196,32.59762308998301,True,-1.1876,0.7955,1,1,1,100.0,12.723658051689855,12.723658051689855,3.214105793450883,4.785894206549117,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-1.19%; 状态confirmed_rebound; 底部已确认
