rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.89176445449681,80.05002883922134,600935,华塑股份,bottom_area,2023-06-28,3.72,2023-06-27,3.65,1.9178082191780899,1.9178082191780899,28.571428571428577,False,0.813,0.2022,1,1,1,100.0,28.50877192982458,28.50877192982458,8.08219178082191,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
2,81.93007275018,77.38479483777532,002299,圣农发展,bottom_area,2023-06-28,18.83,2023-06-26,18.46,2.004333694474526,4.1170097508125565,27.00672202451561,False,-0.2648,0.3462,2,2,2,100.0,21.046643339662563,26.73830594184577,7.995666305525474,2.004333694474526,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
3,81.46759335184156,79.07620342094917,600009,上海机场,bottom_area,2023-06-28,46.36,2023-06-06,44.82,3.4359660865684942,8.366800535475234,29.83719474013776,True,-0.0862,0.3174,3,3,3,100.0,21.829065044759854,27.704918032786885,6.564033913431507,3.4359660865684942,历史3/3次成功; 当前距低点3.44%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
4,80.3787063480034,75.78391004680124,300601,康泰生物,bottom_area,2023-06-28,25.07,2023-06-26,24.6,1.9105691056910523,4.308943089430889,28.44677137870855,False,-1.1825,0.5478,2,2,2,100.0,11.290363482671175,11.580726965342352,8.089430894308949,1.9105691056910523,历史2/2次成功; 当前距低点1.91%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
5,79.95037953868898,78.41017958260215,000810,创维数字,bottom_area,2023-06-28,15.68,2023-06-28,15.08,3.978779840848804,5.371352785145892,27.360308285163782,False,-0.6966,2.1121,4,4,4,100.0,17.429019460953928,31.738800303720588,6.021220159151197,3.978779840848804,历史4/4次成功; 当前距低点3.98%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
6,79.76292990199805,78.91405362791293,601666,平煤股份,bottom_area,2023-06-28,7.53,2023-06-26,7.21,4.4382801664355105,4.85436893203883,29.10521140609636,False,1.6194,1.3307,3,3,3,100.0,19.964152727881192,27.30923694779115,5.56171983356449,4.4382801664355105,历史3/3次成功; 当前距低点4.44%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
7,79.3652144077772,75.85151485857733,688302,海创药业,bottom_area,2023-06-28,53.99,2023-06-26,52.61,2.6230754609389897,5.873408097319908,29.70336718332443,False,-0.3507,0.8352,1,1,1,100.0,37.054445750097926,37.054445750097926,7.376924539061011,2.6230754609389897,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
8,79.00946560930082,72.82266868518683,002545,东方铁塔,bottom_area,2023-06-28,6.98,2023-06-26,6.93,0.7215007215007319,2.0202020202020283,27.58620689655173,False,-0.2857,0.4179,2,2,2,100.0,20.63274371079842,28.468653648509758,9.27849927849927,0.7215007215007319,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
9,78.28782770133648,77.26845494480864,002395,双象股份,bottom_area,2023-06-28,11.37,2023-06-26,10.9,4.311926605504576,4.311926605504576,29.677419354838708,False,0.4417,2.8386,2,2,2,100.0,26.23466454494123,36.59976387249114,5.688073394495424,4.311926605504576,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
10,77.49319156551913,73.7816597949033,603322,超讯通信,bottom_area,2023-06-28,29.58,2023-06-28,28.88,2.423822714681438,7.340720221606651,30.055703560184067,False,-6.2738,15.0072,2,2,2,100.0,17.03212679772567,18.007915567282325,7.576177285318562,2.423822714681438,历史2/2次成功; 当前距低点2.42%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
11,77.42958782701423,73.39641830622654,688236,春立医疗,bottom_area,2023-06-28,24.24,2023-06-28,23.72,2.192242833052275,6.829679595278251,32.228571428571435,False,-3.4263,3.4835,1,1,1,100.0,28.788881535407025,28.788881535407025,7.807757166947726,2.192242833052275,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
