rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.39456959344153,89.98884559323686,603215,比依股份,bottom_area,2024-07-17,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,0.0,0.8996,4,4,4,100.0,25.48935218430281,36.01562499999999,8.608695652173912,1.3913043478260883,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,85.29117017545238,79.43741106825838,000657,中钨高新,bottom_area,2024-07-17,8.78,2024-07-09,8.67,1.2687427912341342,7.6124567474048455,28.465346534653463,True,-2.4444,1.2097,2,2,2,100.0,13.87174533479693,15.120000000000006,8.731257208765866,1.2687427912341342,历史2/2次成功; 当前距低点1.27%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
13,85.15893145018035,77.41721040925485,000811,冰轮环境,bottom_area,2024-07-17,8.58,2024-07-17,8.58,0.0,2.9137529137529135,27.777777777777786,False,-2.5,1.5871,3,3,3,100.0,32.0817763938432,47.451868629671566,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
14,84.9975799000762,78.25996685921652,002125,湘潭电化,bottom_area,2024-07-17,9.06,2024-07-09,9.0,0.6666666666666722,7.555555555555553,28.684627575277332,True,-2.1598,1.2795,3,3,3,100.0,23.333155157078114,32.067510548523195,9.333333333333329,0.6666666666666722,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
15,84.83252814165743,80.8531280959669,600955,维远股份,bottom_area,2024-07-17,14.06,2024-07-09,13.72,2.478134110787171,7.069970845481041,28.911917098445596,True,-0.142,0.116,3,3,3,100.0,19.641257357858347,25.969084423305596,7.52186588921283,2.478134110787171,历史3/3次成功; 当前距低点2.48%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
16,84.77795959254404,81.59705735660847,002687,乔治白,bottom_area,2024-07-17,4.13,2024-07-09,4.01,2.992518703241898,6.733167082294276,31.45299145299145,False,0.4866,0.5109,1,1,1,100.0,64.00000000000001,64.00000000000001,7.007481296758103,2.992518703241898,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
17,84.39329187964059,79.70912320861537,603229,奥翔药业,bottom_area,2024-07-17,7.13,2024-07-17,6.99,2.002861230329037,3.2904148783977045,32.52895752895753,False,1.2784,0.6707,3,4,3,75.0,31.88519792347079,43.052109181141425,7.997138769670964,2.002861230329037,历史3/4次成功; 当前距低点2.00%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
18,84.36957698645412,78.4660523687736,603325,博隆技术,bottom_area,2024-07-17,60.21,2024-07-16,59.5,1.1932773109243713,2.8403361344537776,31.356714351638214,False,-0.9704,1.0696,1,1,1,100.0,33.584541062801925,33.584541062801925,8.806722689075631,1.1932773109243713,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
19,83.92945216274772,76.79480012418338,601515,衢州东峰,bottom_area,2024-07-17,2.96,2024-07-17,2.95,0.3389830508474504,2.0338983050847323,29.761904761904763,False,-1.3333,0.6026,3,3,3,100.0,20.632696129653542,34.48275862068966,9.66101694915255,0.3389830508474504,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
20,83.60111370864364,78.4762719491798,603308,应流股份,bottom_area,2024-07-17,11.5,2024-07-09,11.31,1.679929266136158,7.6923076923076845,31.867469879518072,True,-1.1178,0.6734,2,2,2,100.0,13.744681053603557,14.186046511627906,8.320070733863842,1.679929266136158,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-1.12%; 状态bottom_area; 底部已确认
21,83.4890479786612,76.09360522213264,002246,北化股份,bottom_area,2024-07-17,7.47,2024-07-17,7.46,0.1340482573726513,3.2171581769437028,29.422894985808895,False,-3.1128,2.0196,3,3,3,100.0,24.565780908291877,31.992687385740403,9.865951742627349,0.1340482573726513,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
22,83.44357049323439,75.85779135748581,600973,宝胜股份,bottom_area,2024-07-17,3.21,2024-07-17,3.21,0.0,1.8691588785046744,30.669546436285096,False,-1.8349,0.5176,2,2,2,100.0,40.36446966390223,46.551724137931025,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
23,82.93369305512077,77.51157939327038,002706,良信股份,bottom_area,2024-07-17,6.29,2024-07-08,6.2,1.451612903225804,5.806451612903216,29.943502824858754,False,0.4792,1.1511,3,4,3,75.0,13.31320867002797,14.727153188691638,8.548387096774196,1.451612903225804,历史3/4次成功; 当前距低点1.45%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
24,82.8228024732242,81.63289919679632,600155,华创云信,bottom_area,2024-07-17,5.9,2024-07-08,5.66,4.240282685512371,7.59717314487632,27.806122448979586,True,0.1698,0.6683,2,2,2,100.0,39.627654407336166,46.19883040935671,5.759717314487629,4.240282685512371,历史2/2次成功; 当前距低点4.24%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
25,82.60431668400716,75.82361458661393,000923,河钢资源,bottom_area,2024-07-17,15.89,2024-07-17,15.81,0.5060088551549656,3.5420619860847595,28.364295423652013,False,-2.5153,1.7169,3,3,3,100.0,17.458681593372262,27.519999999999996,9.493991144845035,0.5060088551549656,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
26,82.27785119341625,78.85452596442188,002145,钛能化学,bottom_area,2024-07-17,3.34,2024-07-01,3.25,2.7692307692307647,8.307692307692308,31.72268907563025,True,-0.8902,0.6257,3,3,3,100.0,12.46436622724744,16.649537512846855,7.230769230769235,2.7692307692307647,历史3/3次成功; 当前距低点2.77%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
27,82.09145800289821,78.26346276887632,002860,星帅尔,bottom_area,2024-07-17,7.81,2024-07-09,7.62,2.4934383202099673,8.398950131233592,28.984156570363467,True,-1.5132,1.3422,2,2,2,100.0,22.572592144919646,30.917874396135282,7.506561679790033,2.4934383202099673,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
28,81.41456498024073,80.22982405507513,688151,华强科技,bottom_area,2024-07-17,11.58,2024-07-09,11.11,4.230423042304237,9.36093609360937,27.051871306631654,True,0.7833,0.602,2,2,2,100.0,31.9633795243483,32.022471910112344,5.769576957695764,4.230423042304237,历史2/2次成功; 当前距低点4.23%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
29,81.34707674453158,74.82720620396547,605580,恒盛能源,bottom_area,2024-07-17,8.16,2024-07-09,8.11,0.6165228113440285,7.274969173859431,28.859649122807024,True,-1.5682,1.6149,2,2,2,100.0,20.929452762526086,27.66233766233766,9.383477188655972,0.6165228113440285,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-1.57%; 状态bottom_area; 底部已确认
30,81.19716198286736,77.93940082833457,600062,华润双鹤,bottom_area,2024-07-17,17.68,2024-07-17,17.19,2.8504944735311137,3.199534613147162,28.76087857438872,False,1.4925,1.1497,2,2,2,100.0,11.927571118201655,13.741034352585885,7.149505526468887,2.8504944735311137,历史2/2次成功; 当前距低点2.85%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
31,81.19703419025495,75.83839323139023,600970,中材国际,bottom_area,2024-07-17,10.02,2024-07-12,9.88,1.4170040485829836,6.983805668016188,27.03101920236336,False,-2.2439,0.6295,1,1,1,100.0,22.19979818365287,22.19979818365287,8.582995951417017,1.4170040485829836,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
32,81.1456336358991,80.07933096000028,605567,春雪食品,bottom_area,2024-07-17,7.51,2024-07-09,7.2,4.30555555555555,7.638888888888887,29.961089494163417,True,0.0,1.0042,2,2,2,100.0,32.07525605734906,36.46616541353383,5.694444444444451,4.30555555555555,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
33,81.07838721444362,76.12994104642594,000629,钒钛股份,bottom_area,2024-07-17,2.4,2024-07-10,2.36,1.6949152542372898,6.779661016949159,28.484848484848484,False,-1.2346,0.4461,1,1,1,100.0,27.173913043478265,27.173913043478265,8.305084745762711,1.6949152542372898,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
34,80.9534003900394,79.6361113304382,605099,共创草坪,bottom_area,2024-07-17,18.62,2024-07-09,17.88,4.138702460850123,9.060402684563766,28.96305125148988,True,1.4714,0.1319,1,1,1,100.0,44.31372549019606,44.31372549019606,5.861297539149877,4.138702460850123,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.47%; 状态bottom_area; 底部已确认
35,80.7464981522608,74.27719414599659,600389,江山股份,bottom_area,2024-07-17,13.02,2024-07-16,12.94,0.6182380216383313,2.6275115919629046,29.289617486338805,False,0.1538,0.8086,1,1,1,100.0,21.380520620064356,21.380520620064356,9.38176197836167,0.6182380216383313,历史1/1次成功; 当前距低点0.62%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
36,80.7043338140105,75.63180277166481,603357,设计总院,bottom_area,2024-07-17,8.29,2024-07-09,8.16,1.5931372549019485,8.578431372549012,27.978817299205648,True,-2.1251,1.0182,1,1,1,100.0,14.054600606673395,14.054600606673395,8.406862745098053,1.5931372549019485,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-2.13%; 状态bottom_area; 底部已确认
37,80.69369868292276,77.1184743912224,603282,亚光股份,bottom_area,2024-07-17,15.66,2024-07-09,15.26,2.6212319790301466,7.7326343381389355,27.848699763593377,True,-0.2548,0.469,1,1,1,100.0,34.64991023339317,34.64991023339317,7.378768020969854,2.6212319790301466,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
38,80.54460072514405,74.21013042859926,002803,吉宏股份,bottom_area,2024-07-17,10.04,2024-07-10,9.97,0.7021063189568556,6.018054162487458,32.40677966101694,False,-0.3968,1.382,2,2,2,100.0,27.854477611940297,41.25000000000001,9.297893681043146,0.7021063189568556,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
39,80.42807275588021,78.06349389515557,002172,澳洋健康,bottom_area,2024-07-17,2.41,2024-07-09,2.33,3.433476394849788,8.154506437768237,30.03003003003003,True,0.8368,0.5957,4,5,4,80.0,20.54741976028543,29.824561403508774,6.566523605150213,3.433476394849788,历史4/5次成功; 当前距低点3.43%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
40,80.20546476513306,74.10750800944767,601717,中创智领,bottom_area,2024-07-17,13.04,2024-07-17,12.93,0.850734725444698,2.629543696829079,28.563535911602216,False,-1.2869,1.1534,2,2,2,100.0,29.124640771298786,35.43478260869567,9.149265274555303,0.850734725444698,历史2/2次成功; 当前距低点0.85%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
41,79.21458096014501,76.80501195755508,603317,天味食品,bottom_area,2024-07-17,10.71,2024-07-17,10.36,3.3783783783783923,3.957528957528959,29.283276450511952,False,1.3245,0.4395,2,2,2,100.0,12.299541184181786,14.347826086956525,6.621621621621608,3.3783783783783923,历史2/2次成功; 当前距低点3.38%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
42,78.99162707838482,71.81057007125892,300349,金卡智能,bottom_area,2024-07-17,10.82,2024-07-17,10.82,0.0,3.604436229205181,27.431254191817573,False,-3.3929,1.3218,1,1,1,100.0,45.48693586698337,45.48693586698337,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
43,78.88382546004395,73.0716542165172,001218,丽臣实业,bottom_area,2024-07-17,14.37,2024-07-09,14.23,0.9838369641602164,6.60576247364722,28.131313131313128,False,-0.4848,0.5979,2,2,2,100.0,25.18711018711019,29.999999999999993,9.016163035839785,0.9838369641602164,历史2/2次成功; 当前距低点0.98%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
44,78.68223755334286,75.312972972973,603012,创力集团,bottom_area,2024-07-17,4.18,2024-07-09,4.07,2.7027027027026884,6.633906633906624,27.19141323792486,False,-0.7126,0.6298,1,1,1,100.0,35.13513513513512,35.13513513513512,7.297297297297312,2.7027027027026884,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
45,78.41983104717298,72.41008698561393,000068,华控赛格,bottom_area,2024-07-17,2.47,2024-07-16,2.45,0.8163265306122455,3.265306122448964,30.19943019943019,False,0.4065,0.8561,1,1,1,100.0,13.7704918032787,13.7704918032787,9.183673469387756,0.8163265306122455,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
46,78.29850142743933,72.46375733068304,603187,海容冷链,bottom_area,2024-07-17,10.78,2024-07-17,10.68,0.936329588014978,1.4981273408239715,30.694354315379623,False,0.0,0.7605,1,1,1,100.0,15.530047265361235,15.530047265361235,9.063670411985022,0.936329588014978,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
47,78.07314224036593,71.58514023511385,002698,博实股份,bottom_area,2024-07-17,11.21,2024-07-16,11.16,0.44802867383513184,3.046594982078852,29.722921914357688,False,-1.5803,0.7043,2,2,2,100.0,10.627126943322317,11.142857142857146,9.551971326164868,0.44802867383513184,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
48,78.06282815752577,76.59724902456479,002254,泰和新材,bottom_area,2024-07-17,8.31,2024-07-09,7.99,4.005006257822282,8.760951188986224,31.416309012875537,True,-0.1202,0.6155,2,2,2,100.0,32.14335103440648,38.58695652173914,5.994993742177719,4.005006257822282,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-0.12%; 状态bottom_area; 底部已确认
49,77.79545035673277,73.28900658606837,600230,沧州大化,bottom_area,2024-07-17,9.27,2024-07-10,9.1,1.8681318681318675,6.1538461538461595,28.62745098039216,False,-0.5365,0.4597,1,1,1,100.0,14.02337228714524,14.02337228714524,8.131868131868133,1.8681318681318675,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
50,77.50137245691297,70.75200368438902,600295,鄂尔多斯,bottom_area,2024-07-17,9.12,2024-07-17,9.1,0.21978021978021509,2.857142857142855,32.442464736451385,False,-2.4599,0.4019,1,1,1,100.0,20.016680567139286,20.016680567139286,9.780219780219786,0.21978021978021509,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
51,77.34867292825359,71.57050381306998,001336,楚环科技,bottom_area,2024-07-17,16.35,2024-07-17,16.2,0.925925925925939,4.691358024691368,32.103939647946355,False,-3.3116,6.358,2,2,2,100.0,26.62158561387693,40.95427435387674,9.074074074074062,0.925925925925939,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
52,77.29512639031809,72.81481807960124,603036,如通股份,bottom_area,2024-07-17,9.28,2024-07-17,9.11,1.8660812294182212,6.256860592755217,28.82812500000001,False,-2.4185,1.4371,1,1,1,100.0,11.448834853090181,11.448834853090181,8.13391877058178,1.8660812294182212,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
53,77.13055826714111,70.8592555413132,002367,康力电梯,bottom_area,2024-07-17,5.48,2024-07-09,5.45,0.5504587155963349,5.321100917431193,29.036458333333325,False,-0.3636,0.4741,1,1,1,100.0,24.646781789638936,24.646781789638936,9.449541284403667,0.5504587155963349,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
54,76.70338665534406,73.59369874327709,001308,康冠科技,bottom_area,2024-07-17,21.82,2024-07-09,21.22,2.827521206409055,6.456173421300665,29.101236217841635,False,-1.0879,1.6538,1,1,1,100.0,27.421758569299566,27.421758569299566,7.172478793590946,2.827521206409055,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
55,76.41908860345656,75.26582197639885,002176,江特电机,confirmed_rebound,2024-07-17,7.44,2024-07-09,7.14,4.2016806722689175,10.644257703081243,32.83160865475072,True,-1.0638,1.0487,3,3,3,100.0,20.944375855763404,39.01808785529715,5.7983193277310825,4.2016806722689175,历史3/3次成功; 当前距低点4.20%; 最新日涨幅-1.06%; 状态confirmed_rebound; 底部已确认
56,76.35425225582986,74.84655192919855,603218,日月股份,bottom_area,2024-07-17,9.73,2024-07-05,9.36,3.952991452991464,6.623931623931635,27.216174183514774,False,-0.1027,0.4823,1,1,1,100.0,47.95361527967258,47.95361527967258,6.047008547008536,3.952991452991464,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
57,75.61802945052987,75.3860723049761,000597,东北制药,bottom_area,2024-07-17,3.9,2024-07-09,3.72,4.838709677419347,7.258064516129033,29.00763358778626,True,0.2571,0.4783,2,2,2,100.0,13.378120266087073,16.59751037344398,5.161290322580654,4.838709677419347,历史2/2次成功; 当前距低点4.84%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
58,75.15190647808245,72.131065008785,002335,科华数据,bottom_area,2024-07-17,19.15,2024-07-10,18.62,2.8464017185821566,7.733619763694939,32.24163027656477,True,-0.6743,1.7414,1,1,1,100.0,10.596026490066222,10.596026490066222,7.153598281417844,2.8464017185821566,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-0.67%; 状态bottom_area; 底部已确认
59,75.13219474675425,73.3103665521191,002320,海峡股份,bottom_area,2024-07-17,5.03,2024-07-09,4.85,3.7113402061855796,4.536082474226818,27.28635682158921,False,0.8016,0.5404,1,1,1,100.0,14.259259259259249,14.259259259259249,6.288659793814421,3.7113402061855796,历史1/1次成功; 当前距低点3.71%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
60,74.63432755836642,73.16726812141418,002557,洽洽食品,bottom_area,2024-07-17,27.58,2024-07-09,26.53,3.957783641160939,4.1462495288352725,31.001300390117038,False,1.4717,1.0698,1,1,1,100.0,16.510832383124292,16.510832383124292,6.042216358839061,3.957783641160939,历史1/1次成功; 当前距低点3.96%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
61,74.45036545003222,70.35309701586937,002044,美年健康,bottom_area,2024-07-17,3.52,2024-07-17,3.45,2.028985507246372,3.1884057971014457,29.447852760736186,False,0.8596,0.7637,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,7.971014492753628,2.028985507246372,历史2/3次成功; 当前距低点2.03%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
62,73.78399274178079,68.13013757496913,603010,万盛股份,bottom_area,2024-07-17,8.64,2024-07-09,8.57,0.8168028004667477,5.834305717619603,27.18776550552251,False,-0.9174,0.1944,1,1,1,100.0,13.238967527060783,13.238967527060783,9.183197199533252,0.8168028004667477,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
63,73.76476122427357,72.53981448884194,002386,天原股份,bottom_area,2024-07-17,3.79,2024-07-09,3.64,4.120879120879118,9.340659340659336,27.920792079207917,True,-1.0444,0.3048,3,4,3,75.0,32.58289722820615,48.85290148448042,5.879120879120882,4.120879120879118,历史3/4次成功; 当前距低点4.12%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
64,73.44307640169123,67.19231702870239,600131,国网信通,bottom_area,2024-07-17,15.06,2024-07-17,15.01,0.3331112591605644,3.997335109926713,27.312348668280865,False,-3.2134,0.7972,1,1,1,100.0,12.482853223593954,12.482853223593954,9.666888740839436,0.3331112591605644,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
65,73.29469905152725,67.53956693911012,002346,柘中股份,bottom_area,2024-07-17,7.1,2024-07-16,7.05,0.7092198581560258,3.2624113475177365,28.57142857142857,False,0.2825,0.2683,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,9.290780141843975,0.7092198581560258,历史2/3次成功; 当前距低点0.71%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
66,72.79791217257322,70.75909090909093,002438,江苏神通,bottom_area,2024-07-17,10.62,2024-07-09,10.26,3.5087719298245554,9.356725146198839,28.401953942777393,True,-1.4842,0.6056,1,1,1,100.0,11.33919843597263,11.33919843597263,6.491228070175445,3.5087719298245554,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
67,72.08526690603976,70.38431268287039,002573,清新环境,bottom_area,2024-07-17,3.6,2024-07-10,3.47,3.7463976945244926,8.64553314121037,28.453608247422675,True,-0.277,0.3233,1,1,1,100.0,12.237093690248559,12.237093690248559,6.253602305475509,3.7463976945244926,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
68,71.79677570875782,69.63497354497356,002060,广东建工,bottom_area,2024-07-17,3.35,2024-07-09,3.24,3.3950617283950573,6.48148148148148,27.67857142857143,False,-0.2976,0.5547,1,1,1,100.0,13.095238095238093,13.095238095238093,6.604938271604944,3.3950617283950573,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
69,70.95148805432333,70.7992316421896,600287,苏豪时尚,bottom_area,2024-07-17,2.79,2024-07-16,2.66,4.887218045112777,6.766917293233071,29.066666666666663,False,-0.3571,6.465,2,2,2,100.0,20.978971962616825,28.499999999999993,5.112781954887223,4.887218045112777,历史2/2次成功; 当前距低点4.89%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
70,70.93944055579901,70.93190903010034,600976,健民集团,bottom_area,2024-07-17,47.09,2024-07-10,44.85,4.9944258639910855,6.778149386845037,32.859281437125745,False,0.6197,0.8494,1,1,1,100.0,17.200000000000006,17.200000000000006,5.005574136008915,4.9944258639910855,历史1/1次成功; 当前距低点4.99%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
71,69.60206758179856,63.49744216753048,000697,炼石航空,bottom_area,2024-07-17,5.44,2024-07-10,5.43,0.18416206261511373,5.893186003683247,28.83355176933159,False,-1.982,0.9435,2,3,2,66.66666666666666,19.465940879711173,27.861771058315338,9.815837937384888,0.18416206261511373,历史2/3次成功; 当前距低点0.18%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
72,69.3478800887944,67.15794703335878,002043,兔宝宝,bottom_area,2024-07-17,9.66,2024-07-11,9.35,3.31550802139038,5.026737967914445,28.076923076923077,False,1.2579,1.2287,2,3,2,66.66666666666666,15.218487394957986,15.96638655462185,6.68449197860962,3.31550802139038,历史2/3次成功; 当前距低点3.32%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
