rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.09635640009267,80.95696211842592,300488,恒锋工具,bottom_area,2021-12-27,28.08,2021-12-27,27.19,3.2732622287605624,3.457153365207789,31.545820745216513,False,0.6812,1.3123,1,1,1,100.0,65.52470248827983,65.52470248827983,4.726737771239438,3.2732622287605624,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
2,81.66846652685976,79.3521117532385,002357,富临运业,bottom_area,2021-12-27,6.55,2021-12-27,6.39,2.503912363067295,3.4428794992175376,28.202247191011242,False,1.0802,10.5376,1,1,1,100.0,31.941031941031934,31.941031941031934,5.496087636932705,2.503912363067295,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
3,77.36552197333728,72.35962831123372,688280,精进电动,bottom_area,2021-12-27,15.38,2021-12-27,15.3,0.5228758169934644,4.901960784313726,31.112111661413778,False,-2.904,7.538,1,1,1,100.0,32.37518910741301,32.37518910741301,7.477124183006535,0.5228758169934644,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
4,76.07174229887205,71.99027674874701,600396,华电辽能,confirmed_rebound,2021-12-27,3.57,2021-12-27,3.53,1.133144475920681,8.21529745042493,30.237154150197625,False,-8.9286,10.8123,1,1,1,100.0,18.461538461538467,18.461538461538467,6.86685552407932,1.133144475920681,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-8.93%; 状态confirmed_rebound; 底部未确认
5,75.63434619252861,71.22769029224804,688012,中微公司,bottom_area,2021-12-27,126.18,2021-12-24,125.08,0.8794371602174677,3.445794691397496,30.76497287722794,False,0.3021,1.5652,1,1,1,100.0,8.187134502923984,8.187134502923984,7.120562839782532,0.8794371602174677,历史1/1次成功; 当前距低点0.88%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
6,74.81914356992596,73.90892600807432,600405,动力源,bottom_area,2021-12-27,7.99,2021-12-27,7.73,3.3635187580853785,5.304010349288488,29.470802919708035,False,0.5031,16.1874,1,1,1,100.0,13.213703099510612,13.213703099510612,4.6364812419146215,3.3635187580853785,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
7,73.23962198121524,72.74301346020513,688128,中国电研,bottom_area,2021-12-27,28.71,2021-12-27,27.7,3.6462093862815945,5.054151624548744,29.300663603879535,False,1.7724,2.815,1,1,1,100.0,10.410596026490065,10.410596026490065,4.353790613718406,3.6462093862815945,历史1/1次成功; 当前距低点3.65%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
8,71.01185840360819,71.57170821005127,600367,红星发展,bottom_area,2021-12-27,18.0,2021-12-27,17.24,4.408352668213467,5.742459396751752,28.16666666666667,False,2.2727,5.1054,1,1,1,100.0,13.455657492354733,13.455657492354733,3.5916473317865334,4.408352668213467,历史1/1次成功; 当前距低点4.41%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
9,56.81725833289945,54.80466566905784,002607,中公教育,bottom_area,2021-12-27,7.69,2021-12-27,7.53,2.1248339973439596,3.718459495351917,30.148423005565856,False,-1.9133,2.2502,1,2,1,50.0,9.458533241946544,9.458533241946544,5.875166002656041,2.1248339973439596,历史1/2次成功; 当前距低点2.12%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
