rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.35412796447402,85.77996284589507,601388,怡球资源,bottom_area,2024-07-09,2.16,2024-07-09,2.1,2.8571428571428594,3.3333333333333255,29.292929292929294,False,0.9346,0.9538,4,4,4,100.0,20.829293334305355,35.632183908045974,7.1428571428571415,2.8571428571428594,历史4/4次成功; 当前距低点2.86%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
2,88.83961381801,84.28689122622832,002317,众生药业,bottom_area,2024-07-09,10.96,2024-07-09,10.72,2.2388059701492558,3.1716417910447747,31.14964675658317,False,-0.6346,1.9597,4,4,4,100.0,27.695531388003374,58.31999999999999,7.761194029850745,2.2388059701492558,历史4/4次成功; 当前距低点2.24%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
3,88.3829660334156,84.4560296241403,601886,江河集团,bottom_area,2024-07-09,4.71,2024-07-09,4.59,2.614379084967323,3.2679738562091583,27.488151658767773,False,1.073,0.8737,3,3,3,100.0,27.40222547239673,33.5540838852097,7.3856209150326775,2.614379084967323,历史3/3次成功; 当前距低点2.61%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
4,87.99684312658552,84.43359067603718,000065,北方国际,bottom_area,2024-07-09,9.81,2024-07-09,9.54,2.8301886792452975,3.4591194968553474,28.000000000000007,False,1.343,0.6684,3,3,3,100.0,29.926993896325044,41.48061104582843,7.169811320754703,2.8301886792452975,历史3/3次成功; 当前距低点2.83%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
5,87.93884542702965,84.26161731995127,002497,雅化集团,bottom_area,2024-07-09,8.57,2024-07-09,8.34,2.7577937649880147,3.477218225419675,27.351916376306622,False,0.5869,0.8956,3,3,3,100.0,28.11498443077391,38.755980861244026,7.242206235011986,2.7577937649880147,历史3/3次成功; 当前距低点2.76%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
6,87.7146295035664,84.91635950394935,002838,道恩股份,bottom_area,2024-07-09,8.77,2024-07-09,8.49,3.2979976442873893,3.5335689045936274,32.511923688394276,False,1.0369,0.6082,5,5,5,100.0,21.59029103722908,38.59649122807017,6.702002355712611,3.2979976442873893,历史5/5次成功; 当前距低点3.30%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
7,87.57703477701011,84.32591515651784,603368,柳药集团,bottom_area,2024-07-09,17.43,2024-07-09,16.92,3.014184397163109,3.42789598108746,29.79253112033195,False,1.4552,1.2981,3,3,3,100.0,31.603524634675978,42.85714285714285,6.985815602836892,3.014184397163109,历史3/3次成功; 当前距低点3.01%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
8,87.37485095397977,82.69344517349668,601908,京运通,bottom_area,2024-07-09,2.42,2024-07-09,2.37,2.1097046413502034,3.3755274261603407,32.285714285714285,False,0.0,0.7132,2,2,2,100.0,28.406299762231964,40.33898305084744,7.890295358649797,2.1097046413502034,历史2/2次成功; 当前距低点2.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,87.21494500709252,84.77411719460737,688167,炬光科技,bottom_area,2024-07-09,49.84,2024-07-08,48.15,3.5098650051921183,6.749740394600208,29.15992349565985,False,2.6148,3.338,4,4,4,100.0,23.422631217448355,39.13715105373497,6.490134994807882,3.5098650051921183,历史4/4次成功; 当前距低点3.51%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
10,87.12862243468732,83.15694733794943,600955,维远股份,bottom_area,2024-07-09,14.07,2024-07-09,13.72,2.5510204081632626,2.6239067055393543,28.911917098445596,False,1.0776,0.1734,3,3,3,100.0,19.641257357858347,25.969084423305596,7.448979591836738,2.5510204081632626,历史3/3次成功; 当前距低点2.55%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
11,87.11253094442058,84.37838166722096,600966,博汇纸业,bottom_area,2024-07-09,4.66,2024-07-09,4.51,3.3259423503326024,3.991130820399127,27.02265372168285,False,1.9694,0.642,5,5,5,100.0,19.04048508591009,40.28436018957346,6.674057649667398,3.3259423503326024,历史5/5次成功; 当前距低点3.33%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
12,86.14900786347302,82.03636678456348,000301,东方盛虹,bottom_area,2024-07-09,7.58,2024-07-09,7.4,2.4324324324324285,3.378378378378378,28.914505283381363,False,-0.3942,0.1934,6,6,6,100.0,17.969423282308696,28.337639965546952,7.567567567567572,2.4324324324324285,历史6/6次成功; 当前距低点2.43%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
13,85.94978732351858,82.16933096000028,605567,春雪食品,bottom_area,2024-07-09,7.39,2024-07-09,7.2,2.6388888888888817,3.333333333333336,29.961089494163417,False,0.0,1.2063,2,2,2,100.0,32.07525605734906,36.46616541353383,7.361111111111118,2.6388888888888817,历史2/2次成功; 当前距低点2.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,85.43722565561879,79.58124709574332,000620,盈新发展,bottom_area,2024-07-09,1.59,2024-07-09,1.57,1.2738853503184724,4.458598726114639,28.310502283105016,False,-1.8519,1.0386,5,6,5,83.33333333333334,26.67942129643067,58.4192439862543,8.726114649681529,1.2738853503184724,历史5/6次成功; 当前距低点1.27%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
15,85.24900515489544,82.5273582343993,605337,李子园,bottom_area,2024-07-09,9.4,2024-07-09,9.1,3.2967032967033045,3.51648351648352,31.00833965125095,False,0.4274,0.6176,3,3,3,100.0,25.39699866066034,37.98882681564246,6.703296703296696,3.2967032967033045,历史3/3次成功; 当前距低点3.30%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
16,85.2443143048454,82.33986032753839,600155,华创云信,bottom_area,2024-07-09,5.84,2024-07-08,5.66,3.1802120141342707,4.41696113074205,27.806122448979586,False,2.4561,0.9782,2,2,2,100.0,39.627654407336166,46.19883040935671,6.81978798586573,3.1802120141342707,历史2/2次成功; 当前距低点3.18%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
17,84.56831366855812,81.50860599727577,000799,酒鬼酒,bottom_area,2024-07-09,39.0,2024-07-09,37.84,3.0655391120507307,3.646934460887937,28.536355051935786,False,0.5673,1.9454,3,3,3,100.0,17.086210606190452,26.337693222354336,6.93446088794927,3.0655391120507307,历史3/3次成功; 当前距低点3.07%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
18,84.08394193176403,78.28155667713705,600188,兖矿能源,bottom_area,2024-07-09,16.23,2024-07-09,16.03,1.2476606363069198,2.308172177167794,32.47683235046334,False,-0.7946,0.4343,2,2,2,100.0,16.592596386649618,17.201774993474277,8.75233936369308,1.2476606363069198,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
19,83.6556921976053,79.630705366884,603208,江山欧派,bottom_area,2024-07-09,17.41,2024-07-09,17.0,2.4117647058823537,4.941176470588235,29.460580912863076,False,-2.081,0.9942,3,3,3,100.0,21.449080087611623,33.175355450236964,7.588235294117647,2.4117647058823537,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
20,83.56967841045424,80.47644690090799,605099,共创草坪,bottom_area,2024-07-09,18.42,2024-07-09,17.88,3.020134228187935,3.9709172259507883,28.96305125148988,False,0.3268,0.2403,1,1,1,100.0,44.31372549019606,44.31372549019606,6.979865771812066,3.020134228187935,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
21,83.54800669876806,79.32098480243795,603317,天味食品,bottom_area,2024-07-09,10.79,2024-07-09,10.55,2.2748815165876626,3.127962085308057,27.98634812286689,False,0.8411,0.4836,2,2,2,100.0,12.299541184181786,14.347826086956525,7.725118483412338,2.2748815165876626,历史2/2次成功; 当前距低点2.27%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
22,82.96541844109136,79.24597047215629,688303,大全能源,bottom_area,2024-07-09,18.6,2024-07-09,18.13,2.5923883066740343,4.136789851075565,30.74866310160428,False,0.3236,0.8767,1,1,1,100.0,32.45492371705965,32.45492371705965,7.407611693325967,2.5923883066740343,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
23,82.80583950965955,80.45990024937653,002687,乔治白,bottom_area,2024-07-09,4.15,2024-07-09,4.01,3.491271820448892,3.9900249376558645,31.45299145299145,False,1.467,1.2797,1,1,1,100.0,64.00000000000001,64.00000000000001,6.508728179551109,3.491271820448892,历史1/1次成功; 当前距低点3.49%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
24,82.66588685483703,81.82934154167857,603113,金能科技,bottom_area,2024-07-09,5.38,2024-07-09,5.15,4.466019417475719,4.660194174757268,28.867403314917123,False,1.5094,0.7448,5,5,5,100.0,19.31110652431836,31.03448275862069,5.533980582524282,4.466019417475719,历史5/5次成功; 当前距低点4.47%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
25,82.53784205303042,78.60746862193373,300390,天华新能,bottom_area,2024-07-09,16.38,2024-07-09,15.99,2.439024390243895,3.12695434646653,27.972972972972972,False,0.8,1.0876,1,1,1,100.0,27.142173288654863,27.142173288654863,7.560975609756106,2.439024390243895,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
26,82.15306589539772,78.46382635354526,000789,万年青,bottom_area,2024-07-09,4.36,2024-07-09,4.25,2.5882352941176547,3.9999999999999982,29.752066115702476,False,-0.6834,0.639,2,2,2,100.0,34.00539152759949,47.599999999999994,7.411764705882345,2.5882352941176547,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
27,82.07241026854823,80.25754124541078,603215,比依股份,bottom_area,2024-07-09,11.94,2024-07-09,11.5,3.826086956521735,4.869565217391308,32.70918665886483,False,-0.7481,2.5028,4,4,4,100.0,25.48935218430281,36.01562499999999,6.173913043478266,3.826086956521735,历史4/4次成功; 当前距低点3.83%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
28,81.95671762379652,78.17533765489753,601699,潞安环能,bottom_area,2024-07-09,17.49,2024-07-09,17.06,2.520515826494723,2.754982415005876,28.738512949039276,False,0.6329,0.5121,1,1,1,100.0,25.817815802717657,25.817815802717657,7.479484173505277,2.520515826494723,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
